,player,pass_att,pass_comp,pass_yds,pass_tds,pass_int,rush_att,rush_yds,rush_tds,rcv_rec,rcv_yds,rcv_tds,fumble_lost,position,source,nfl_week,year
0,Ray Rice,1,1,1,1,0,291,1364,12,76,704,3,2,RB,football_db,0,2011
1,LeSean McCoy,0,0,0,0,0,273,1309,17,48,315,3,1,RB,football_db,0,2011
2,Maurice Jones-Drew,0,0,0,0,0,343,1606,8,43,374,3,1,RB,football_db,0,2011
3,Arian Foster,0,0,0,0,0,278,1224,10,53,617,2,3,RB,football_db,0,2011
4,Michael Turner,0,0,0,0,0,301,1340,11,17,168,0,2,RB,football_db,0,2011
5,Marshawn Lynch,2,0,0,0,0,285,1204,12,28,212,1,2,RB,football_db,0,2011
6,Adrian Peterson,0,0,0,0,0,208,970,12,18,139,1,0,RB,football_db,0,2011
7,Ryan Mathews,0,0,0,0,0,222,1091,6,50,455,0,2,RB,football_db,0,2011
8,Steven Jackson,0,0,0,0,0,260,1145,5,42,333,1,1,RB,football_db,0,2011
9,Michael Bush,0,0,0,0,0,256,977,7,37,418,1,1,RB,football_db,0,2011
10,Darren Sproles,0,0,0,0,0,87,603,2,86,710,7,0,RB,football_db,0,2011
11,Reggie Bush,0,0,0,0,0,216,1086,6,43,296,1,2,RB,football_db,0,2011
12,Fred Jackson,0,0,0,0,0,170,934,6,39,442,0,2,RB,football_db,0,2011
13,Frank Gore,0,0,0,0,0,282,1211,8,17,114,0,2,RB,football_db,0,2011
14,Beanie Wells,0,0,0,0,0,245,1047,10,10,52,0,2,RB,football_db,0,2011
15,Matt Forte,1,0,0,0,0,203,997,3,52,490,1,2,RB,football_db,0,2011
16,Chris Johnson,0,0,0,0,0,262,1047,4,57,418,0,1,RB,football_db,0,2011
17,Rashard Mendenhall,0,0,0,0,0,228,928,9,18,154,0,1,RB,football_db,0,2011
18,Shonn Greene,0,0,0,0,0,253,1054,6,30,211,0,0,RB,football_db,0,2011
19,Willis McGahee,0,0,0,0,0,249,1199,4,12,51,1,3,RB,football_db,0,2011
20,Ahmad Bradshaw,0,0,0,0,0,171,659,9,34,267,2,1,RB,football_db,0,2011
21,Cedric Benson,0,0,0,0,0,273,1067,6,15,82,0,2,RB,football_db,0,2011
22,Mike Tolbert,0,0,0,0,0,121,490,8,54,433,2,1,RB,football_db,0,2011
23,BenJarvus Green-Ellis,0,0,0,0,0,181,667,11,9,159,0,0,RB,football_db,0,2011
24,Jonathan Stewart,0,0,0,0,0,142,761,4,47,413,1,0,RB,football_db,0,2011
25,DeAngelo Williams,0,0,0,0,0,155,836,7,16,135,0,0,RB,football_db,0,2011
26,Pierre Thomas,0,0,0,0,0,110,562,5,50,425,1,1,RB,football_db,0,2011
27,Ben Tate,0,0,0,0,0,175,942,4,13,98,0,3,RB,football_db,0,2011
28,DeMarco Murray,0,0,0,0,0,164,897,2,26,183,0,0,RB,football_db,0,2011
29,Brandon Jacobs,0,0,0,0,0,152,571,7,15,128,1,0,RB,football_db,0,2011
30,LeGarrette Blount,0,0,0,0,0,184,781,5,15,148,0,3,RB,football_db,0,2011
31,C.J. Spiller,0,0,0,0,0,107,561,4,39,269,2,0,RB,football_db,0,2011
32,Roy Helu,0,0,0,0,0,151,640,2,49,379,1,2,RB,football_db,0,2011
33,Darren McFadden,0,0,0,0,0,113,614,4,19,154,1,1,RB,football_db,0,2011
34,Donald Brown,0,0,0,0,0,134,645,5,16,86,0,0,RB,football_db,0,2011
35,Kevin Smith,0,0,0,0,0,72,356,4,22,179,3,1,RB,football_db,0,2011
36,Ryan Grant,0,0,0,0,0,134,559,2,19,268,1,1,RB,football_db,0,2011
37,Toby Gerhart,0,0,0,0,0,109,531,1,23,190,3,0,RB,football_db,0,2011
38,Peyton Hillis,0,0,0,0,0,161,587,3,22,130,0,1,RB,football_db,0,2011
39,Dexter McCluster,0,0,0,0,0,114,516,1,46,328,1,3,RB,football_db,0,2011
40,Jahvid Best,0,0,0,0,0,84,390,2,27,287,1,0,RB,football_db,0,2011
41,LaDainian Tomlinson,0,0,0,0,0,75,280,1,42,449,2,0,RB,football_db,0,2011
42,Mark Ingram,0,0,0,0,0,122,474,5,11,46,0,1,RB,football_db,0,2011
43,Marion Barber,0,0,0,0,0,114,422,6,5,50,0,1,RB,football_db,0,2011
44,Felix Jones,0,0,0,0,0,127,575,1,33,221,0,2,RB,football_db,0,2011
45,James Starks,0,0,0,0,0,133,578,1,29,216,0,1,RB,football_db,0,2011
46,Jackie Battle,0,0,0,0,0,149,597,2,9,68,0,0,RB,football_db,0,2011
47,Kendall Hunter,0,0,0,0,0,112,473,2,16,195,0,0,RB,football_db,0,2011
48,Daniel Thomas,0,0,0,0,0,165,581,0,12,72,1,1,RB,football_db,0,2011
49,Isaac Redman,0,0,0,0,0,110,479,3,18,78,0,2,RB,football_db,0,2011
