,player,pass_att,pass_comp,pass_yds,pass_tds,pass_int,rush_att,rush_yds,rush_tds,rcv_rec,rcv_yds,rcv_tds,fumble_lost,position,source,nfl_week,year
0,LaDainian Tomlinson,1,1,17,1,0,315,1474,15,60,475,3,0,RB,football_db,0,2007
1,Brian Westbrook,0,0,0,0,0,278,1333,7,90,771,5,1,RB,football_db,0,2007
2,Adrian Peterson,0,0,0,0,0,238,1341,12,19,268,1,3,RB,football_db,0,2007
3,Joseph Addai,0,0,0,0,0,261,1072,12,41,364,3,0,RB,football_db,0,2007
4,Clinton Portis,1,1,15,1,0,325,1262,11,47,389,0,5,RB,football_db,0,2007
5,Jamal Lewis,0,0,0,0,0,298,1304,9,30,248,2,2,RB,football_db,0,2007
6,Marion Barber,0,0,0,0,0,204,975,10,44,282,2,0,RB,football_db,0,2007
7,Willis McGahee,0,0,0,0,0,294,1207,7,43,231,1,3,RB,football_db,0,2007
8,Frank Gore,0,0,0,0,0,260,1102,5,53,436,1,3,RB,football_db,0,2007
9,Edgerrin James,0,0,0,0,0,324,1222,7,24,204,0,0,RB,football_db,0,2007
10,Marshawn Lynch,1,1,8,1,0,280,1115,7,18,184,0,1,RB,football_db,0,2007
11,Earnest Graham,0,0,0,0,0,222,898,10,49,324,0,1,RB,football_db,0,2007
12,Steven Jackson,1,1,2,1,0,237,1002,5,38,271,1,2,RB,football_db,0,2007
13,Maurice Jones-Drew,0,0,0,0,0,167,768,9,40,407,0,2,RB,football_db,0,2007
14,LenDale White,0,0,0,0,0,303,1110,7,20,114,0,5,RB,football_db,0,2007
15,Fred Taylor,0,0,0,0,0,223,1202,5,9,58,0,1,RB,football_db,0,2007
16,Ryan Grant,0,0,0,0,0,188,956,8,30,145,0,1,RB,football_db,0,2007
17,Kenny Watson,0,0,0,0,0,178,763,7,52,374,0,2,RB,football_db,0,2007
18,Willie Parker,1,0,0,0,0,321,1316,2,23,164,0,3,RB,football_db,0,2007
19,Brandon Jacobs,0,0,0,0,0,202,1009,4,23,174,2,4,RB,football_db,0,2007
20,Chester Taylor,1,0,0,0,0,157,844,7,29,281,0,4,RB,football_db,0,2007
21,Thomas Jones,0,0,0,0,0,310,1119,1,28,217,1,0,RB,football_db,0,2007
22,Justin Fargas,0,0,0,0,0,222,1009,4,23,188,0,1,RB,football_db,0,2007
23,Reggie Bush,0,0,0,0,0,157,581,4,73,417,2,3,RB,football_db,0,2007
24,Laurence Maroney,0,0,0,0,0,185,835,6,4,116,0,0,RB,football_db,0,2007
25,Ronnie Brown,0,0,0,0,0,119,602,4,39,389,1,0,RB,football_db,0,2007
26,Ron Dayne,0,0,0,0,0,194,773,6,17,112,0,0,RB,football_db,0,2007
27,Kevin Jones,0,0,0,0,0,153,581,8,32,197,0,1,RB,football_db,0,2007
28,DeShaun Foster,0,0,0,0,0,247,876,3,25,182,1,5,RB,football_db,0,2007
29,DeAngelo Williams,0,0,0,0,0,144,717,4,23,175,1,1,RB,football_db,0,2007
30,Warrick Dunn,0,0,0,0,0,227,720,4,37,238,0,2,RB,football_db,0,2007
31,Maurice Morris,0,0,0,0,0,140,628,4,23,213,1,1,RB,football_db,0,2007
32,Adrian Peterson,1,1,9,1,0,151,510,3,51,420,0,2,RB,football_db,0,2007
33,Najeh Davenport,0,0,0,0,0,107,499,5,18,184,2,0,RB,football_db,0,2007
34,Shaun Alexander,0,0,0,0,0,207,716,4,14,76,1,0,RB,football_db,0,2007
35,Derrick Ward,0,0,0,0,0,125,602,3,26,179,1,1,RB,football_db,0,2007
36,Larry Johnson,1,0,0,0,0,158,559,3,30,186,1,1,RB,football_db,0,2007
37,Cedric Benson,0,0,0,0,0,196,674,4,17,123,0,2,RB,football_db,0,2007
38,Travis Henry,0,0,0,0,0,167,691,4,7,65,0,1,RB,football_db,0,2007
39,LaMont Jordan,0,0,0,0,0,144,549,3,28,247,0,0,RB,football_db,0,2007
40,Selvin Young,0,0,0,0,0,140,729,1,35,231,0,1,RB,football_db,0,2007
41,Aaron Stecker,0,0,0,0,0,115,448,5,36,211,0,1,RB,football_db,0,2007
42,Jerious Norwood,0,0,0,0,0,103,613,1,28,277,0,0,RB,football_db,0,2007
43,Julius Jones,0,0,0,0,0,164,588,2,23,203,0,0,RB,football_db,0,2007
44,Kenton Keith,0,0,0,0,0,121,533,3,13,77,1,0,RB,football_db,0,2007
45,Chris Brown,0,0,0,0,0,102,462,5,19,128,0,1,RB,football_db,0,2007
46,Rudi Johnson,0,0,0,0,0,170,497,3,13,110,1,2,RB,football_db,0,2007
47,Leon Washington,1,1,36,0,0,71,353,3,36,213,0,2,RB,football_db,0,2007
48,Kolby Smith,0,0,0,0,0,112,407,2,22,148,0,0,RB,football_db,0,2007
49,Jesse Chatman,0,0,0,0,0,128,515,1,27,161,0,1,RB,football_db,0,2007
50,Reuben Droughns,0,0,0,0,0,85,275,6,7,49,0,0,RB,football_db,0,2007
51,Sammy Morris,0,0,0,0,0,85,384,3,6,35,0,0,RB,football_db,0,2007
52,Correll Buckhalter,0,0,0,0,0,62,313,4,12,87,0,0,RB,football_db,0,2007
53,Kevin Faulk,0,0,0,0,0,62,265,0,47,383,1,0,RB,football_db,0,2007
54,T.J. Duckett,0,0,0,0,0,65,335,3,4,54,0,0,RB,football_db,0,2007
55,Pierre Thomas,0,0,0,0,0,52,252,1,17,151,1,0,RB,football_db,0,2007
56,Ladell Betts,0,0,0,0,0,93,335,1,21,174,1,1,RB,football_db,0,2007
57,Deshawn Wynn,0,0,0,0,0,50,203,4,9,73,0,0,RB,football_db,0,2007
58,Ahman Green,0,0,0,0,0,70,260,2,14,123,0,0,RB,football_db,0,2007
59,Samkon Gado,0,0,0,0,0,53,150,4,12,106,0,0,RB,football_db,0,2007
60,Musa Smith,0,0,0,0,0,75,264,2,27,192,0,0,RB,football_db,0,2007
61,Jason Wright,0,0,0,0,0,60,277,1,24,233,0,1,RB,football_db,0,2007
62,Leonard Weaver,0,0,0,0,0,33,146,1,39,313,0,0,RB,football_db,0,2007
63,Fred Jackson,0,0,0,0,0,58,300,0,22,190,0,0,RB,football_db,0,2007
64,Brandon Jackson,0,0,0,0,0,75,267,1,16,130,0,0,RB,football_db,0,2007
65,Michael Pittman,0,0,0,0,0,68,286,0,26,191,0,1,RB,football_db,0,2007
66,Brian Leonard,0,0,0,0,0,86,303,0,30,183,0,0,RB,football_db,0,2007
67,Darius Walker,0,0,0,0,0,58,264,1,13,81,0,0,RB,football_db,0,2007
68,Dominic Rhodes,0,0,0,0,0,75,302,1,11,70,0,1,RB,football_db,0,2007
69,Greg Jones,0,0,0,0,0,42,119,2,11,99,2,0,RB,football_db,0,2007
70,Carnell Williams,0,0,0,0,0,54,208,3,3,17,0,2,RB,football_db,0,2007
71,Andre Hall,0,0,0,0,0,44,216,2,2,69,0,0,RB,football_db,0,2007
72,Michael Bennett,0,0,0,0,0,61,241,1,15,101,1,1,RB,football_db,0,2007
73,Michael Turner,0,0,0,0,0,71,316,1,4,16,0,1,RB,football_db,0,2007
74,Lorenzo Booker,0,0,0,0,0,28,125,0,28,237,0,0,RB,football_db,0,2007
75,Mike Sellers,0,0,0,0,0,26,78,2,17,117,1,0,RB,football_db,0,2007
76,Heath Evans,0,0,0,0,0,34,121,3,4,43,0,0,RB,football_db,0,2007
77,Darren Sproles,0,0,0,0,0,37,164,2,10,31,0,0,RB,football_db,0,2007
78,J.J. Arrington,0,0,0,0,0,26,78,0,29,241,1,0,RB,football_db,0,2007
79,Vernand Morency,0,0,0,0,0,29,108,0,30,199,0,0,RB,football_db,0,2007
80,Chris Henry,0,0,0,0,0,31,119,2,6,53,0,0,RB,football_db,0,2007
81,Tatum Bell,0,0,0,0,0,44,182,1,14,63,0,1,RB,football_db,0,2007
82,Cecil Sapp,0,0,0,0,0,18,59,2,14,51,1,0,RB,football_db,0,2007
83,Ahmad Bradshaw,0,0,0,0,0,23,190,1,2,12,0,1,RB,football_db,0,2007
