,player,pass_att,pass_comp,pass_yds,pass_tds,pass_int,rush_att,rush_yds,rush_tds,rcv_rec,rcv_yds,rcv_tds,fumble_lost,position,source,nfl_week,year
0,Chris Johnson,1,0,0,0,0,358,2006,14,50,503,2,3,RB,football_db,0,2009
1,Adrian Peterson,0,0,0,0,0,314,1383,18,43,436,0,6,RB,football_db,0,2009
2,Maurice Jones-Drew,0,0,0,0,0,312,1391,15,53,374,1,1,RB,football_db,0,2009
3,Ray Rice,1,0,0,0,0,254,1339,7,78,702,1,3,RB,football_db,0,2009
4,Thomas Jones,0,0,0,0,0,331,1402,14,10,58,0,0,RB,football_db,0,2009
5,Frank Gore,0,0,0,0,0,229,1120,10,52,406,3,2,RB,football_db,0,2009
6,Ricky Williams,1,0,0,0,1,241,1121,11,35,264,2,2,RB,football_db,0,2009
7,Ryan Grant,0,0,0,0,0,282,1253,11,25,197,0,1,RB,football_db,0,2009
8,Joseph Addai,1,1,22,1,0,219,828,10,51,336,3,1,RB,football_db,0,2009
9,Steven Jackson,0,0,0,0,0,324,1416,4,51,322,0,2,RB,football_db,0,2009
10,Jonathan Stewart,0,0,0,0,0,221,1133,10,18,139,1,2,RB,football_db,0,2009
11,Jamaal Charles,0,0,0,0,0,190,1120,7,40,297,1,3,RB,football_db,0,2009
12,DeAngelo Williams,0,0,0,0,0,216,1117,7,29,252,0,3,RB,football_db,0,2009
13,Rashard Mendenhall,0,0,0,0,0,242,1108,7,25,261,1,3,RB,football_db,0,2009
14,Cedric Benson,0,0,0,0,0,301,1251,6,17,111,0,0,RB,football_db,0,2009
15,Fred Jackson,1,1,27,1,0,237,1062,2,46,371,2,2,RB,football_db,0,2009
16,Knowshon Moreno,0,0,0,0,0,247,947,7,28,213,2,4,RB,football_db,0,2009
17,Matt Forte,0,0,0,0,0,258,929,4,57,471,0,3,RB,football_db,0,2009
18,Pierre Thomas,0,0,0,0,0,147,793,6,39,302,2,1,RB,football_db,0,2009
19,LaDainian Tomlinson,1,0,0,0,0,223,730,12,20,154,0,2,RB,football_db,0,2009
20,Marion Barber,0,0,0,0,0,214,932,7,26,221,0,2,RB,football_db,0,2009
21,Michael Turner,0,0,0,0,0,178,871,10,5,35,0,2,RB,football_db,0,2009
22,Jerome Harrison,0,0,0,0,0,194,862,5,34,220,2,2,RB,football_db,0,2009
23,Willis McGahee,0,0,0,0,0,109,544,12,15,85,2,1,RB,football_db,0,2009
24,Tim Hightower,0,0,0,0,0,143,598,8,63,428,0,4,RB,football_db,0,2009
25,Kevin Smith,0,0,0,0,0,217,747,4,41,415,1,2,RB,football_db,0,2009
26,Carnell Williams,0,0,0,0,0,211,823,4,28,217,3,0,RB,football_db,0,2009
27,Ahmad Bradshaw,0,0,0,0,0,163,778,7,21,207,0,2,RB,football_db,0,2009
28,Laurence Maroney,0,0,0,0,0,194,757,9,14,99,0,4,RB,football_db,0,2009
29,Brandon Jacobs,0,0,0,0,0,224,835,5,18,184,1,1,RB,football_db,0,2009
30,Beanie Wells,0,0,0,0,0,176,793,7,12,143,0,2,RB,football_db,0,2009
31,Ronnie Brown,6,2,22,1,0,147,648,8,14,98,0,1,RB,football_db,0,2009
32,Justin Forsett,0,0,0,0,0,114,619,4,41,350,1,1,RB,football_db,0,2009
33,Darren Sproles,0,0,0,0,0,93,343,3,45,497,4,1,RB,football_db,0,2009
34,Steve Slaton,0,0,0,0,0,131,437,3,44,417,4,5,RB,football_db,0,2009
35,Reggie Bush,0,0,0,0,0,70,390,5,47,335,3,2,RB,football_db,0,2009
36,Jason Snelling,0,0,0,0,0,142,613,4,30,259,1,1,RB,football_db,0,2009
37,LeSean McCoy,0,0,0,0,0,155,637,4,40,308,0,1,RB,football_db,0,2009
38,Julius Jones,0,0,0,0,0,177,663,2,35,232,2,0,RB,football_db,0,2009
39,Mike Bell,0,0,0,0,0,172,654,5,4,12,0,2,RB,football_db,0,2009
40,Felix Jones,0,0,0,0,0,116,685,3,19,119,0,2,RB,football_db,0,2009
41,Correll Buckhalter,0,0,0,0,0,120,642,1,31,240,0,2,RB,football_db,0,2009
42,Michael Bush,1,0,0,0,0,123,589,3,17,105,0,2,RB,football_db,0,2009
43,Ryan Moats,0,0,0,0,0,101,390,4,13,106,1,2,RB,football_db,0,2009
44,Chester Taylor,0,0,0,0,0,94,338,1,44,389,1,0,RB,football_db,0,2009
45,Justin Fargas,0,0,0,0,0,129,491,3,17,113,0,0,RB,football_db,0,2009
46,Kevin Faulk,0,0,0,0,0,62,335,2,37,301,1,0,RB,football_db,0,2009
47,Marshawn Lynch,0,0,0,0,0,120,450,2,28,179,0,1,RB,football_db,0,2009
48,Leonard Weaver,0,0,0,0,0,70,323,2,15,140,2,0,RB,football_db,0,2009
49,Derrick Ward,0,0,0,0,0,114,409,1,20,150,2,0,RB,football_db,0,2009
50,Maurice Morris,0,0,0,0,0,93,384,2,26,210,0,0,RB,football_db,0,2009
51,Tashard Choice,0,0,0,0,0,64,349,3,15,132,0,0,RB,football_db,0,2009
52,Clinton Portis,1,0,0,0,0,124,494,1,9,57,1,1,RB,football_db,0,2009
53,Shonn Greene,0,0,0,0,0,108,540,2,0,0,0,3,RB,football_db,0,2009
54,Donald Brown,0,0,0,0,0,78,281,3,11,169,0,0,RB,football_db,0,2009
55,Darren McFadden,0,0,0,0,0,104,357,1,21,245,0,3,RB,football_db,0,2009
