,player,pass_att,pass_comp,pass_yds,pass_tds,pass_int,rush_att,rush_yds,rush_tds,rcv_rec,rcv_yds,rcv_tds,fumble_lost,position,source,nfl_week,year
0,Arian Foster,0,0,0,0,0,327,1616,16,66,604,2,2,RB,football_db,0,2010
1,Adrian Peterson,0,0,0,0,0,283,1298,12,36,341,1,1,RB,football_db,0,2010
2,Jamaal Charles,0,0,0,0,0,230,1467,5,45,468,3,2,RB,football_db,0,2010
3,Peyton Hillis,2,1,13,0,0,270,1177,11,61,477,2,5,RB,football_db,0,2010
4,Chris Johnson,0,0,0,0,0,316,1364,11,44,245,1,2,RB,football_db,0,2010
5,Darren McFadden,1,0,0,0,0,223,1157,7,47,507,3,3,RB,football_db,0,2010
6,Michael Turner,0,0,0,0,0,334,1371,12,12,85,0,2,RB,football_db,0,2010
7,LeSean McCoy,0,0,0,0,0,207,1080,7,78,592,2,1,RB,football_db,0,2010
8,Rashard Mendenhall,0,0,0,0,0,324,1273,13,23,167,0,2,RB,football_db,0,2010
9,Matt Forte,0,0,0,0,0,237,1069,6,51,547,3,2,RB,football_db,0,2010
10,Ray Rice,0,0,0,0,0,307,1220,5,63,556,1,0,RB,football_db,0,2010
11,Maurice Jones-Drew,1,0,0,0,1,299,1324,5,34,317,2,2,RB,football_db,0,2010
12,Ahmad Bradshaw,0,0,0,0,0,276,1235,8,47,314,0,6,RB,football_db,0,2010
13,Steven Jackson,0,0,0,0,0,330,1241,6,46,383,0,1,RB,football_db,0,2010
14,BenJarvus Green-Ellis,0,0,0,0,0,229,1008,13,12,85,0,0,RB,football_db,0,2010
15,Cedric Benson,0,0,0,0,0,321,1111,7,28,178,1,5,RB,football_db,0,2010
16,Knowshon Moreno,0,0,0,0,0,182,779,5,37,372,3,2,RB,football_db,0,2010
17,Mike Tolbert,0,0,0,0,0,182,735,11,25,216,0,3,RB,football_db,0,2010
18,LaDainian Tomlinson,0,0,0,0,0,219,914,6,52,368,0,0,RB,football_db,0,2010
19,Frank Gore,0,0,0,0,0,203,853,3,46,452,2,2,RB,football_db,0,2010
20,Fred Jackson,0,0,0,0,0,222,927,5,31,215,2,2,RB,football_db,0,2010
21,Brandon Jacobs,0,0,0,0,0,147,823,9,7,59,0,2,RB,football_db,0,2010
22,LeGarrette Blount,0,0,0,0,0,201,1007,6,5,14,0,3,RB,football_db,0,2010
23,Thomas Jones,0,0,0,0,0,245,896,6,14,122,0,1,RB,football_db,0,2010
24,Jahvid Best,1,0,0,0,0,171,555,4,58,487,2,1,RB,football_db,0,2010
25,Felix Jones,0,0,0,0,0,185,800,1,48,450,1,1,RB,football_db,0,2010
26,Michael Bush,0,0,0,0,0,158,655,8,18,194,0,0,RB,football_db,0,2010
27,Danny Woodhead,0,0,0,0,0,97,547,5,34,379,1,1,RB,football_db,0,2010
28,Ryan Torain,0,0,0,0,0,164,742,4,18,125,2,1,RB,football_db,0,2010
29,Ronnie Brown,2,0,0,0,0,200,734,5,33,242,0,2,RB,football_db,0,2010
30,Brandon Jackson,0,0,0,0,0,190,703,3,43,342,1,0,RB,football_db,0,2010
31,Ryan Mathews,0,0,0,0,0,158,678,7,22,145,0,3,RB,football_db,0,2010
32,Marshawn Lynch,0,0,0,0,0,202,737,6,22,145,0,4,RB,football_db,0,2010
33,Tim Hightower,0,0,0,0,0,153,736,5,21,136,0,4,RB,football_db,0,2010
34,Jonathan Stewart,0,0,0,0,0,178,770,2,8,103,1,4,RB,football_db,0,2010
35,Chris Ivory,0,0,0,0,0,137,716,5,1,17,0,2,RB,football_db,0,2010
36,Shonn Greene,0,0,0,0,0,185,766,2,16,120,0,2,RB,football_db,0,2010
37,Ricky Williams,0,0,0,0,0,159,673,2,19,141,1,2,RB,football_db,0,2010
38,Mike Goodson,0,0,0,0,0,103,452,3,40,310,0,3,RB,football_db,0,2010
39,Carnell Williams,0,0,0,0,0,125,437,2,46,355,1,1,RB,football_db,0,2010
40,Rashad Jennings,0,0,0,0,0,84,459,4,26,223,0,0,RB,football_db,0,2010
41,Jason Snelling,0,0,0,0,0,87,324,2,44,303,3,0,RB,football_db,0,2010
42,Joseph Addai,0,0,0,0,0,116,495,4,19,124,0,1,RB,football_db,0,2010
43,Justin Forsett,0,0,0,0,0,118,523,2,33,252,0,0,RB,football_db,0,2010
44,Darren Sproles,0,0,0,0,0,50,267,0,59,520,2,3,RB,football_db,0,2010
45,Keiland Williams,0,0,0,0,0,65,261,3,39,309,2,1,RB,football_db,0,2010
46,Maurice Morris,0,0,0,0,0,90,336,5,25,170,0,0,RB,football_db,0,2010
47,Brian Westbrook,0,0,0,0,0,77,340,4,16,150,1,0,RB,football_db,0,2010
48,Willis McGahee,0,0,0,0,0,100,380,5,14,55,1,2,RB,football_db,0,2010
49,Donald Brown,0,0,0,0,0,129,497,2,20,205,0,0,RB,football_db,0,2010
50,John Kuhn,0,0,0,0,0,84,281,4,15,97,2,0,RB,football_db,0,2010
51,Marion Barber,1,0,0,0,0,113,374,4,11,49,0,0,RB,football_db,0,2010
52,Derrick Ward,0,0,0,0,0,50,315,4,7,61,0,0,RB,football_db,0,2010
53,Pierre Thomas,0,0,0,0,0,83,269,2,29,201,0,0,RB,football_db,0,2010
54,Correll Buckhalter,0,0,0,0,0,59,147,2,28,240,2,1,RB,football_db,0,2010
55,Beanie Wells,0,0,0,0,0,116,397,2,5,74,0,0,RB,football_db,0,2010
56,Chester Taylor,0,0,0,0,0,112,267,3,20,139,0,0,RB,football_db,0,2010
57,Javarris James,0,0,0,0,0,46,112,6,9,63,0,1,RB,football_db,0,2010
58,Tashard Choice,0,0,0,0,0,66,243,3,17,109,0,1,RB,football_db,0,2010
59,DeAngelo Williams,0,0,0,0,0,87,361,1,11,61,0,1,RB,football_db,0,2010
60,Toby Gerhart,0,0,0,0,0,81,322,1,21,167,0,3,RB,football_db,0,2010
61,Jerome Harrison,0,0,0,0,0,71,330,1,12,85,0,1,RB,football_db,0,2010
62,C.J. Spiller,0,0,0,0,0,74,283,0,24,157,1,3,RB,football_db,0,2010
63,Clinton Portis,0,0,0,0,0,54,227,2,5,55,0,0,RB,football_db,0,2010
64,Reggie Bush,0,0,0,0,0,36,150,0,34,208,1,1,RB,football_db,0,2010
65,Bernard Scott,0,0,0,0,0,61,299,1,11,60,0,1,RB,football_db,0,2010
66,Earnest Graham,1,1,2,1,0,20,99,1,16,130,1,1,RB,football_db,0,2010
67,Ladell Betts,0,0,0,0,0,45,150,2,23,141,0,1,RB,football_db,0,2010
68,Isaac Redman,0,0,0,0,0,52,247,0,9,72,2,0,RB,football_db,0,2010
69,Anthony Dixon,0,0,0,0,0,70,237,2,5,11,0,0,RB,football_db,0,2010
70,Javon Ringer,0,0,0,0,0,51,239,2,7,44,0,0,RB,football_db,0,2010
71,Kenneth Darby,0,0,0,0,0,34,107,2,10,61,1,0,RB,football_db,0,2010
72,Dexter McCluster,0,0,0,0,0,18,71,0,21,209,1,1,RB,football_db,0,2010
73,Mewelde Moore,0,0,0,0,0,33,99,0,26,205,0,0,RB,football_db,0,2010
74,Mike Hart,0,0,0,0,0,43,185,1,6,25,0,0,RB,football_db,0,2010
75,LaRod Stephens-Howling,0,0,0,0,0,23,113,1,16,111,0,0,RB,football_db,0,2010
76,Kevin Smith,0,0,0,0,0,34,133,0,11,123,0,0,RB,football_db,0,2010
77,Brian Leonard,0,0,0,0,0,9,61,0,20,137,1,0,RB,football_db,0,2010
78,Julius Jones,0,0,0,0,0,60,223,0,17,59,0,1,RB,football_db,0,2010
79,Patrick Cobbs,0,0,0,0,0,4,0,0,8,91,2,0,RB,football_db,0,2010
80,Joe McKnight,0,0,0,0,0,39,189,0,3,20,0,0,RB,football_db,0,2010
81,Jacob Hester,0,0,0,0,0,26,60,0,22,145,1,0,RB,football_db,0,2010
82,Mike Sellers,0,0,0,0,0,4,2,0,20,224,0,0,RB,football_db,0,2010
83,Leon Washington,0,0,0,0,0,27,100,1,9,79,0,1,RB,football_db,0,2010
84,Ovie Mughelli,0,0,0,0,0,13,36,0,13,126,1,0,RB,football_db,0,2010
85,Owen Schmitt,0,0,0,0,0,0,0,0,19,136,1,0,RB,football_db,0,2010
