,player,pass_att,pass_comp,pass_yds,pass_tds,pass_int,rush_att,rush_yds,rush_tds,rcv_rec,rcv_yds,rcv_tds,fumble_lost,position,source,nfl_week,year
0,DeAngelo Williams,0,0,0,0,0,273,1515,18,22,121,2,0,RB,football_db,0,2008
1,Michael Turner,0,0,0,0,0,376,1699,17,6,41,0,2,RB,football_db,0,2008
2,Adrian Peterson,0,0,0,0,0,363,1760,10,21,125,0,4,RB,football_db,0,2008
3,Thomas Jones,0,0,0,0,0,290,1312,13,36,207,2,1,RB,football_db,0,2008
4,Matt Forte,0,0,0,0,0,316,1238,8,63,477,4,1,RB,football_db,0,2008
5,LaDainian Tomlinson,0,0,0,0,0,292,1110,11,52,426,1,0,RB,football_db,0,2008
6,Steve Slaton,0,0,0,0,0,268,1282,9,50,377,1,2,RB,football_db,0,2008
7,Brian Westbrook,0,0,0,0,0,233,936,9,54,402,5,1,RB,football_db,0,2008
8,Clinton Portis,0,0,0,0,0,342,1487,9,28,218,0,3,RB,football_db,0,2008
9,Maurice Jones-Drew,0,0,0,0,0,197,824,12,62,565,2,2,RB,football_db,0,2008
10,Chris Johnson,0,0,0,0,0,251,1228,9,43,260,1,1,RB,football_db,0,2008
11,Brandon Jacobs,0,0,0,0,0,219,1089,15,6,36,0,1,RB,football_db,0,2008
12,Steven Jackson,0,0,0,0,0,253,1042,7,40,379,1,3,RB,football_db,0,2008
13,Frank Gore,0,0,0,0,0,240,1036,6,43,373,2,3,RB,football_db,0,2008
14,Marshawn Lynch,0,0,0,0,0,250,1036,8,47,300,1,1,RB,football_db,0,2008
15,Marion Barber,0,0,0,0,0,238,885,7,52,417,2,3,RB,football_db,0,2008
16,Ronnie Brown,3,2,41,1,0,214,916,10,33,254,0,1,RB,football_db,0,2008
17,Kevin Smith,0,0,0,0,0,238,976,8,39,286,0,1,RB,football_db,0,2008
18,LenDale White,0,0,0,0,0,200,773,15,5,16,0,1,RB,football_db,0,2008
19,Le'Ron McClain,0,0,0,0,0,232,902,10,19,123,1,1,RB,football_db,0,2008
20,Ryan Grant,0,0,0,0,0,312,1203,4,18,116,1,3,RB,football_db,0,2008
