,player,pass_att,pass_comp,pass_yds,pass_tds,pass_int,rush_att,rush_yds,rush_tds,rcv_rec,rcv_yds,rcv_tds,fumble_lost,position,source,nfl_week,year
0,Derrick Henry,0,0,0,0,0,378,2027,17,19,114,0,2,RB,football_db,0,2020
1,Dalvin Cook,0,0,0,0,0,312,1557,16,44,361,1,3,RB,football_db,0,2020
2,Alvin Kamara,0,0,0,0,0,187,932,16,83,756,5,0,RB,football_db,0,2020
3,Jonathan Taylor,0,0,0,0,0,232,1169,11,36,299,1,1,RB,football_db,0,2020
4,Aaron Jones,0,0,0,0,0,201,1104,9,47,355,2,0,RB,football_db,0,2020
5,David Montgomery,0,0,0,0,0,247,1070,8,54,438,2,1,RB,football_db,0,2020
6,James Robinson,0,0,0,0,0,240,1070,7,49,344,3,1,RB,football_db,0,2020
7,Josh Jacobs,0,0,0,0,0,273,1065,12,33,238,0,2,RB,football_db,0,2020
8,Nick Chubb,0,0,0,0,0,190,1067,12,16,150,0,1,RB,football_db,0,2020
9,Kareem Hunt,0,0,0,0,0,198,841,6,38,304,5,0,RB,football_db,0,2020
10,Ezekiel Elliott,0,0,0,0,0,244,979,6,52,338,2,5,RB,football_db,0,2020
11,Melvin Gordon,0,0,0,0,0,215,986,9,32,158,1,4,RB,football_db,0,2020
12,Antonio Gibson,0,0,0,0,0,170,795,11,36,247,0,2,RB,football_db,0,2020
13,Kenyan Drake,0,0,0,0,0,239,955,10,25,137,0,1,RB,football_db,0,2020
14,Ronald Jones II,0,0,0,0,0,192,978,7,28,165,1,2,RB,football_db,0,2020
15,J.K. Dobbins,0,0,0,0,0,134,805,9,18,120,0,0,RB,football_db,0,2020
16,Chris Carson,0,0,0,0,0,141,681,5,37,287,4,0,RB,football_db,0,2020
17,Mike Davis,0,0,0,0,0,165,642,6,59,373,2,1,RB,football_db,0,2020
18,David Johnson,0,0,0,0,0,147,691,6,33,314,2,1,RB,football_db,0,2020
19,D'Andre Swift,0,0,0,0,0,114,521,8,46,357,2,2,RB,football_db,0,2020
20,Miles Sanders,0,0,0,0,0,164,867,6,28,197,0,2,RB,football_db,0,2020
21,Clyde Edwards-Helaire,0,0,0,0,0,181,803,4,36,297,1,0,RB,football_db,0,2020
22,Todd Gurley,0,0,0,0,0,195,678,9,25,164,0,0,RB,football_db,0,2020
23,Jeffery Wilson,0,0,0,0,0,126,600,7,13,133,3,2,RB,football_db,0,2020
24,Nyheim Hines,0,0,0,0,0,89,380,3,63,482,4,0,RB,football_db,0,2020
25,James Conner,0,0,0,0,0,169,721,6,35,215,0,0,RB,football_db,0,2020
26,Myles Gaskin,0,0,0,0,0,142,584,3,41,388,2,2,RB,football_db,0,2020
27,Gus Edwards,0,0,0,0,0,144,723,6,9,129,0,1,RB,football_db,0,2020
28,Wayne Gallman,0,0,0,0,0,147,682,6,21,114,0,0,RB,football_db,0,2020
29,Darrell Henderson,0,0,0,0,0,138,624,5,16,159,1,0,RB,football_db,0,2020
30,Adrian Peterson,0,0,0,0,0,156,604,7,12,101,0,0,RB,football_db,0,2020
31,Austin Ekeler,0,0,0,0,0,116,530,1,54,403,2,0,RB,football_db,0,2020
32,J.D. McKissic,0,0,0,0,0,85,365,1,80,589,2,1,RB,football_db,0,2020
33,Latavius Murray,0,0,0,0,0,146,656,4,23,176,1,0,RB,football_db,0,2020
34,Chase Edmonds,0,0,0,0,0,97,448,1,53,402,4,0,RB,football_db,0,2020
35,Giovani Bernard,0,0,0,0,0,124,416,3,47,355,3,1,RB,football_db,0,2020
36,Devin Singletary,0,0,0,0,0,156,687,2,38,269,0,1,RB,football_db,0,2020
37,Jamaal Williams,0,0,0,0,0,119,505,2,31,236,1,0,RB,football_db,0,2020
38,Leonard Fournette,0,0,0,0,0,97,367,6,36,233,0,0,RB,football_db,0,2020
39,Jerick McKinnon,0,0,0,0,0,81,319,5,33,253,1,0,RB,football_db,0,2020
