Player,Pos,Tm,PassingYds,PassingTD,Int,PassingAtt,Cmp,RushingAtt,RushingYds,RushingTD,Rec,Tgt,ReceivingYds,ReceivingTD,FL,PPRFantasyPoints,StandardFantasyPoints,HalfPPRFantasyPoints
Ryan Fitzpatrick,QB,MIA,185,1,1,29,14,1,8,0,0,0,0,0,0,10.2,10.2,10.2
Ben Roethlisberger,QB,PIT,276,0,1,47,27,1,7,0,0,0,0,0,0,9.74,9.74,9.74
Baker Mayfield,QB,CLE,285,1,3,38,25,0,0,0,0,0,0,0,0,9.4,9.4,9.4
Mitchell Trubisky,QB,CHI,228,0,1,45,26,3,11,0,0,0,0,0,0,8.22,8.22,8.22
Jameis Winston,QB,TAM,194,1,3,36,20,5,13,0,0,0,0,0,0,7.06,7.06,7.06
Matt Moore,QB,KAN,0,0,0,1,0,1,-1,0,0,0,0,0,0,-0.1,-0.1,-0.1
Josh Rosen,QB,MIA,5,0,1,3,1,0,0,0,0,0,0,0,0,-1.8,-1.8,-1.8
Marlon Mack,RB,IND,0,0,0,0,0,25,174,1,0,0,0,0,0,23.4,23.4,23.4
Christian McCaffrey,RB,CAR,0,0,0,0,0,19,128,2,10,11,81,0,0,42.9,32.9,37.9
Saquon Barkley,RB,NYG,0,0,0,0,0,11,120,0,4,6,19,0,0,17.9,13.9,15.9
Dalvin Cook,RB,MIN,0,0,0,0,0,21,111,2,2,2,9,0,0,26,24,25
Mark Ingram,RB,BAL,0,0,0,0,0,14,107,2,0,0,0,0,0,22.7,22.7,22.7
Todd Gurley,RB,LAR,0,0,0,0,0,14,97,0,1,1,4,0,0,11.1,10.1,10.6
Alvin Kamara,RB,NOR,0,0,0,0,0,13,97,0,7,8,72,0,0,23.9,16.9,20.4
Josh Jacobs,RB,OAK,0,0,0,0,0,23,85,2,1,1,28,0,0,24.3,23.3,23.8
Derrick Henry,RB,TEN,0,0,0,0,0,19,84,1,1,2,75,1,0,28.9,27.9,28.4
Carlos Hyde,RB,HOU,0,0,0,0,0,10,83,0,1,1,2,0,0,9.5,8.5,9
David Johnson,RB,ARI,0,0,0,0,0,18,82,0,6,7,55,1,0,25.7,19.7,22.7
LeSean McCoy,RB,KAN,0,0,0,0,0,10,81,0,1,1,12,0,0,10.3,9.3,9.8
Nick Chubb,RB,CLE,0,0,0,0,0,17,75,0,3,4,10,0,0,11.5,8.5,10
Ronald Jones,RB,TAM,0,0,0,0,0,13,75,0,1,1,18,0,0,10.3,9.3,9.8
Devin Singletary,RB,BUF,0,0,0,0,0,4,70,0,5,6,28,0,0,14.8,9.8,12.3
Leonard Fournette,RB,JAX,0,0,0,0,0,13,66,0,4,6,28,0,1,11.4,7.4,9.4
Le'Veon Bell,RB,NYJ,0,0,0,0,0,17,60,0,6,9,32,1,0,21.2,15.2,18.2
Anthony Levine,DB/LB,BAL,0,0,0,0,0,1,60,0,0,0,0,0,0,6,6,6
Austin Ekeler,RB,LAC,0,0,0,0,0,12,58,1,6,7,96,2,0,39.4,33.4,36.4
Justin Jackson,RB,LAC,0,0,0,0,0,6,57,0,1,3,4,0,0,7.1,6.1,6.6
Duke Johnson,RB,HOU,0,0,0,0,0,9,57,0,4,5,33,0,0,13,9,11
Gus Edwards,RB,BAL,0,0,0,0,0,17,56,0,0,0,0,0,0,5.6,5.6,5.6
Royce Freeman,RB,DEN,0,0,0,0,0,10,56,0,1,1,5,0,0,7.1,6.1,6.6
Malcolm Brown,RB,LAR,0,0,0,0,0,11,53,2,0,0,0,0,0,17.3,17.3,17.3
Ezekiel Elliott,RB,DAL,0,0,0,0,0,13,53,1,1,2,10,0,0,13.3,12.3,12.8
Kerryon Johnson,RB,DET,0,0,0,0,0,16,49,0,2,2,13,0,0,8.2,6.2,7.2
Alexander Mattison,RB,MIN,0,0,0,0,0,9,49,0,0,0,0,0,0,4.9,4.9,4.9
Darren Sproles,RB,PHI,0,0,0,0,0,9,47,0,3,3,16,0,0,9.3,6.3,7.8
Chris Carson,RB,SEA,0,0,0,0,0,15,46,1,6,7,34,1,1,24,18,21
Rex Burkhead,RB,NWE,0,0,0,0,0,8,44,0,5,8,41,0,0,13.5,8.5,11
Jordan Howard,RB,PHI,0,0,0,0,0,6,44,0,2,3,11,0,0,7.5,5.5,6.5
Phillip Lindsay,RB,DEN,0,0,0,0,0,11,43,0,4,6,23,0,0,10.6,6.6,8.6
Latavius Murray,RB,NOR,0,0,0,0,0,6,43,1,2,3,4,0,0,12.7,10.7,11.7
Raheem Mostert,RB,SFO,0,0,0,0,0,9,40,0,1,1,0,0,0,5,4,4.5
Aaron Jones,RB,GNB,0,0,0,0,0,13,39,0,1,1,0,0,0,4.9,3.9,4.4
Matt Breida,RB,SFO,0,0,0,0,0,15,37,0,0,0,0,0,0,3.7,3.7,3.7
C.J. Anderson,RB,DET,0,0,0,0,0,11,35,0,0,0,0,0,0,3.5,3.5,3.5
Peyton Barber,RB,TAM,0,0,0,0,0,8,33,0,2,4,12,0,0,6.5,4.5,5.5
Ito Smith,RB,ATL,0,0,0,0,0,6,31,0,1,1,9,0,0,5,4,4.5
Justice Hill,RB,BAL,0,0,0,0,0,7,27,0,0,0,0,0,0,2.7,2.7,2.7
James White,RB,NWE,0,0,0,0,0,4,26,0,5,7,56,0,0,13.2,8.2,10.7
Damien Williams,RB,KAN,0,0,0,0,0,13,26,1,6,6,39,0,0,18.5,12.5,15.5
Miles Sanders,RB,PHI,0,0,0,0,0,11,25,0,1,2,2,0,0,3.7,2.7,3.2
Tony Pollard,RB,DAL,0,0,0,0,0,13,24,0,0,0,0,0,0,2.4,2.4,2.4
Tevin Coleman,RB,SFO,0,0,0,0,0,6,23,0,2,3,33,0,0,7.6,5.6,6.6
Giovani Bernard,RB,CIN,0,0,0,0,0,7,21,0,2,3,42,0,0,8.3,6.3,7.3
James Conner,RB,PIT,0,0,0,0,0,10,21,0,4,4,44,0,0,10.5,6.5,8.5
Frank Gore,RB,BUF,0,0,0,0,0,11,20,0,0,0,0,0,0,2,2,2
Mike Davis,RB,CHI,0,0,0,0,0,5,19,0,6,7,17,0,0,9.6,3.6,6.6
Devonta Freeman,RB,ATL,0,0,0,0,0,8,19,0,3,4,12,0,1,4.1,1.1,2.6
Derrius Guice,RB,WAS,0,0,0,0,0,10,18,0,3,3,20,0,0,6.8,3.8,5.3
David Montgomery,RB,CHI,0,0,0,0,0,6,18,0,1,1,27,0,0,5.5,4.5,5
Rashaad Penny,RB,SEA,0,0,0,0,0,6,18,0,0,0,0,0,0,1.8,1.8,1.8
Wayne Gallman,RB,NYG,0,0,0,0,0,2,17,1,3,3,24,0,0,13.1,10.1,11.6
Robert Woods,WR,LAR,0,0,0,0,0,2,16,0,8,13,70,0,0,16.6,8.6,12.6
Sony Michel,RB,NWE,0,0,0,0,0,15,14,0,0,0,0,0,0,1.4,1.4,1.4
Nyheim Hines,RB,IND,0,0,0,0,0,4,13,0,4,4,4,0,0,5.7,1.7,3.7
D'Ernest Johnson,RB,CLE,0,0,0,0,0,1,13,0,2,2,23,0,0,5.6,3.6,4.6
Kenyan Drake,RB,MIA,0,0,0,0,0,4,12,0,2,3,15,0,0,4.7,2.7,3.7
Christian Kirk,WR,ARI,0,0,0,0,0,1,12,0,4,12,32,0,0,8.4,4.4,6.4
Jarvis Landry,WR,CLE,0,0,0,0,0,1,10,0,4,7,67,0,0,11.7,7.7,9.7
Joe Mixon,RB,CIN,0,0,0,0,0,6,10,0,2,3,7,0,0,3.7,1.7,2.7
Jonnu Smith,TE,TEN,0,0,0,0,0,1,10,0,1,1,7,0,0,2.7,1.7,2.2
Chris Thompson,RB,WAS,0,0,0,0,0,3,10,0,7,10,68,0,0,14.8,7.8,11.3
Ameer Abdullah,RB,MIN,0,0,0,0,0,2,8,0,0,0,0,0,0,0.8,0.8,0.8
Taysom Hill,QB,NOR,0,0,0,0,0,2,8,0,1,2,9,1,0,8.7,7.7,8.2
DeAndre Washington,RB,OAK,0,0,0,0,0,2,8,0,0,0,0,0,0,0.8,0.8,0.8
Ryquell Armstead,RB,JAX,0,0,0,0,0,1,7,0,0,0,0,0,0,0.7,0.7,0.7
Brandon Bolden,RB,NWE,0,0,0,0,0,1,7,0,0,0,0,0,0,0.7,0.7,0.7
Parris Campbell,WR,IND,0,0,0,0,0,1,7,0,1,1,1,0,0,1.8,0.8,1.3
Dion Lewis,RB,TEN,0,0,0,0,0,3,7,0,3,4,6,0,0,4.3,1.3,2.8
Ty Johnson,RB,DET,0,0,0,0,0,1,6,0,0,0,0,0,0,0.6,0.6,0.6
Chase Edmonds,RB,ARI,0,0,0,0,0,1,5,0,0,0,0,0,0,0.5,0.5,0.5
Tyreek Hill,WR,KAN,0,0,0,0,0,1,5,0,2,2,16,0,0,4.1,2.1,3.1
Jamison Crowder,WR,NYJ,0,0,0,0,0,1,4,0,14,17,99,0,0,24.3,10.3,17.3
Dontrell Hilliard,RB,CLE,0,0,0,0,0,1,4,1,1,2,14,0,0,8.8,7.8,8.3
Marvin Jones,WR,DET,0,0,0,0,0,1,4,0,4,4,56,0,0,10,6,8
Ty Montgomery,RB,NYJ,0,0,0,0,0,2,4,0,0,0,0,0,0,0.4,0.4,0.4
Jaylen Samuels,RB,PIT,0,0,0,0,0,2,4,0,1,2,2,0,0,1.6,0.6,1.1
Derek Watt,FB,LAC,0,0,0,0,0,2,4,0,0,0,0,0,0,0.4,0.4,0.4
Tyler Boyd,WR,CIN,0,0,0,0,0,1,3,0,8,12,60,0,0,14.3,6.3,10.3
Elijhaa Penny,RB,NYG,0,0,0,0,0,2,3,0,0,0,0,0,0,0.3,0.3,0.3
Jalen Richard,RB,OAK,0,0,0,0,0,1,3,0,0,0,0,0,0,0.3,0.3,0.3
Alshon Jeffery,WR,PHI,0,0,0,0,0,1,2,1,5,7,49,1,0,22.1,17.1,19.6
Dede Westbrook,WR,JAX,0,0,0,0,0,1,2,0,5,6,30,1,0,14.2,9.2,11.7
Alex Armah,RB,CAR,0,0,0,0,0,1,1,1,0,0,0,0,0,6.1,6.1,6.1
Mark Walton,RB,MIA,0,0,0,0,0,1,1,0,0,0,0,0,0,0.1,0.1,0.1
Albert Wilson,WR,MIA,0,0,0,0,0,1,1,0,2,4,13,0,0,3.4,1.4,2.4
Darrell Henderson,RB,LAR,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Marquez Valdes-Scantling,WR,GNB,0,0,0,0,0,1,0,0,4,6,52,0,0,9.2,5.2,7.2
Jamaal Williams,RB,GNB,0,0,0,0,0,5,0,0,2,2,15,0,0,3.5,1.5,2.5
Kalen Ballage,RB,MIA,0,0,0,0,0,5,-1,0,1,1,13,0,0,2.2,1.2,1.7
Russell Gage,WR,ATL,0,0,0,0,0,1,-1,0,1,2,13,0,0,2.2,1.2,1.7
Cordarrelle Patterson,WR,CHI,0,0,0,0,0,1,-2,0,1,3,3,0,0,1.1,0.1,0.6
Ryan Tannehill,QB,TEN,0,0,0,0,0,2,-2,0,0,0,0,0,0,-0.2,-0.2,-0.2
Noah Fant,TE,DEN,0,0,0,0,0,1,-5,0,2,4,29,0,0,4.4,2.4,3.4
Sammy Watkins,WR,KAN,0,0,0,0,0,0,0,0,9,11,198,3,0,46.8,37.8,42.3
Michael Gallup,WR,DAL,0,0,0,0,0,0,0,0,7,7,158,0,0,22.8,15.8,19.3
John Ross,WR,CIN,0,0,0,0,0,0,0,0,7,12,158,2,0,34.8,27.8,31.3
DeSean Jackson,WR,PHI,0,0,0,0,0,0,0,0,8,9,154,2,0,35.4,27.4,31.4
Marquise Brown,WR,BAL,0,0,0,0,0,0,0,0,4,5,147,2,0,30.7,26.7,28.7
DJ Chark,WR,JAX,0,0,0,0,0,0,0,0,4,4,146,1,0,24.6,20.6,22.6
T.J. Hockenson,TE,DET,0,0,0,0,0,0,0,0,6,9,131,1,0,25.1,19.1,22.1
Terry McLaurin,WR,WAS,0,0,0,0,0,0,0,0,5,7,125,1,0,23.5,18.5,21
Keenan Allen,WR,LAC,0,0,0,0,0,0,0,0,8,10,123,1,0,26.3,18.3,22.3
John Brown,WR,BUF,0,0,0,0,0,0,0,0,7,10,123,1,0,25.3,18.3,21.8
Michael Thomas,WR,NOR,0,0,0,0,0,0,0,0,10,13,123,0,0,22.3,12.3,17.3
Courtland Sutton,WR,DEN,0,0,0,0,0,0,0,0,7,8,120,0,0,19,12,15.5
Evan Engram,TE,NYG,0,0,0,0,0,0,0,0,11,14,116,1,0,28.6,17.6,23.1
Larry Fitzgerald,WR,ARI,0,0,0,0,0,0,0,0,8,13,113,1,0,25.3,17.3,21.3
DeAndre Hopkins,WR,HOU,0,0,0,0,0,0,0,0,8,13,111,2,0,31.1,23.1,27.1
Mark Andrews,TE,BAL,0,0,0,0,0,0,0,0,8,8,108,1,0,24.8,16.8,20.8
Amari Cooper,WR,DAL,0,0,0,0,0,0,0,0,6,9,106,1,0,22.6,16.6,19.6
Tyrell Williams,WR,OAK,0,0,0,0,0,0,0,0,6,7,105,1,0,22.5,16.5,19.5
Danny Amendola,WR,DET,0,0,0,0,0,0,0,0,7,13,104,1,0,23.4,16.4,19.9
Allen Robinson,WR,CHI,0,0,0,0,0,0,0,0,7,13,102,0,0,17.2,10.2,13.7
Ted Ginn,WR,NOR,0,0,0,0,0,0,0,0,7,7,101,0,0,17.1,10.1,13.6
A.J. Brown,WR,TEN,0,0,0,0,0,0,0,0,3,4,100,0,0,13,10,11.5
Chris Conley,WR,JAX,0,0,0,0,0,0,0,0,6,7,97,1,0,21.7,15.7,18.7
Phillip Dorsett,WR,NWE,0,0,0,0,0,0,0,0,4,4,95,2,0,25.5,21.5,23.5
D.K. Metcalf,WR,SEA,0,0,0,0,0,0,0,0,4,6,89,0,0,12.9,8.9,10.9
Travis Kelce,TE,KAN,0,0,0,0,0,0,0,0,3,8,88,0,0,11.8,8.8,10.3
T.Y. Hilton,WR,IND,0,0,0,0,0,0,0,0,8,9,87,2,0,28.7,20.7,24.7
Emmanuel Sanders,WR,DEN,0,0,0,0,0,0,0,0,5,7,86,1,0,19.6,14.6,17.1
JuJu Smith-Schuster,WR,PIT,0,0,0,0,0,0,0,0,6,8,78,0,0,13.8,7.8,10.8
Austin Hooper,TE,ATL,0,0,0,0,0,0,0,0,9,9,77,0,0,16.7,7.7,12.2
D.J. Moore,WR,CAR,0,0,0,0,0,0,0,0,7,10,76,0,1,12.6,5.6,9.1
DeVante Parker,WR,MIA,0,0,0,0,0,0,0,0,3,7,75,0,0,10.5,7.5,9
Cody Latimer,WR,NYG,0,0,0,0,0,0,0,0,3,7,74,0,0,10.4,7.4,8.9
Josh Gordon,WR,NWE,0,0,0,0,0,0,0,0,3,4,73,1,0,16.3,13.3,14.8
Odell Beckham,WR,CLE,0,0,0,0,0,0,0,0,7,11,71,0,0,14.1,7.1,10.6
Darren Waller,TE,OAK,0,0,0,0,0,0,0,0,7,8,70,0,0,14,7,10.5
Randall Cobb,WR,DAL,0,0,0,0,0,0,0,0,4,5,69,1,0,16.9,12.9,14.9
Will Fuller,WR,HOU,0,0,0,0,0,0,0,0,2,3,69,0,0,8.9,6.9,7.9
C.J. Uzomah,TE,CIN,0,0,0,0,0,0,0,0,4,5,66,0,0,10.6,6.6,8.6
Calvin Ridley,WR,ATL,0,0,0,0,0,0,0,0,4,6,64,1,0,16.4,12.4,14.4
Hunter Henry,TE,LAC,0,0,0,0,0,0,0,0,4,5,60,0,0,10,6,8
Vernon Davis,TE,WAS,0,0,0,0,0,0,0,0,4,7,59,1,0,15.9,11.9,13.9
Mohamed Sanu,WR,ATL,0,0,0,0,0,0,0,0,5,6,57,0,0,10.7,5.7,8.2
Delanie Walker,TE,TEN,0,0,0,0,0,0,0,0,5,6,55,2,0,22.5,17.5,20
Zach Ertz,TE,PHI,0,0,0,0,0,0,0,0,5,7,54,0,0,10.4,5.4,7.9
George Kittle,TE,SFO,0,0,0,0,0,0,0,0,8,10,54,0,0,13.4,5.4,9.4
Chris Godwin,WR,TAM,0,0,0,0,0,0,0,0,3,6,53,1,0,14.3,11.3,12.8
James Washington,WR,PIT,0,0,0,0,0,0,0,0,2,6,51,0,0,7.1,5.1,6.1
Tarik Cohen,RB,CHI,0,0,0,0,0,0,0,0,8,10,49,0,0,12.9,4.9,8.9
Rashard Higgins,WR,CLE,0,0,0,0,0,0,0,0,2,3,46,0,0,6.6,4.6,5.6
KeeSean Johnson,WR,ARI,0,0,0,0,0,0,0,0,5,10,46,0,0,9.6,4.6,7.1
Cooper Kupp,WR,LAR,0,0,0,0,0,0,0,0,7,10,46,0,0,11.6,4.6,8.1
Tyler Lockett,WR,SEA,0,0,0,0,0,0,0,0,1,2,44,1,0,11.4,10.4,10.9
Adam Thielen,WR,MIN,0,0,0,0,0,0,0,0,3,3,43,1,0,13.3,10.3,11.8
Damiere Byrd,WR,ARI,0,0,0,0,0,0,0,0,4,7,42,0,0,8.2,4.2,6.2
Kenny Golladay,WR,DET,0,0,0,0,0,0,0,0,4,9,42,1,0,14.2,10.2,12.2
Sterling Shepard,WR,NYG,0,0,0,0,0,0,0,0,6,7,42,0,0,10.2,4.2,7.2
Justin Hardy,WR,ATL,0,0,0,0,0,0,0,0,4,5,41,0,0,8.1,4.1,6.1
Hayden Hurst,TE,BAL,0,0,0,0,0,0,0,0,3,3,41,0,0,7.1,4.1,5.6
Willie Snead,WR/RS,BAL,0,0,0,0,0,0,0,0,2,3,41,1,0,12.1,10.1,11.1
Cole Beasley,WR,BUF,0,0,0,0,0,0,0,0,5,9,40,0,0,9,4,6.5
Bennie Fowler,WR,NYG,0,0,0,0,0,0,0,0,5,5,40,0,0,9,4,6.5
Vance McDonald,TE,PIT,0,0,0,0,0,0,0,0,2,4,40,0,0,6,4,5
Brandin Cooks,WR,LAR,0,0,0,0,0,0,0,0,2,6,39,0,0,5.9,3.9,4.9
Richie James,WR,SFO,0,0,0,0,0,0,0,0,1,2,39,1,0,10.9,9.9,10.4
Blake Jarwin,TE,DAL,0,0,0,0,0,0,0,0,3,3,39,1,0,12.9,9.9,11.4
Jared Cook,TE,NOR,0,0,0,0,0,0,0,0,2,3,37,0,0,5.7,3.7,4.7
Stefon Diggs,WR,MIN,0,0,0,0,0,0,0,0,2,2,37,0,0,5.7,3.7,4.7
David Njoku,TE,CLE,0,0,0,0,0,0,0,0,4,6,37,1,0,13.7,9.7,11.7
Kenny Stills,WR,HOU,0,0,0,0,0,0,0,0,3,3,37,1,0,12.7,9.7,11.2
Davante Adams,WR,GNB,0,0,0,0,0,0,0,0,4,8,36,0,0,7.6,3.6,5.6
Greg Olsen,TE,CAR,0,0,0,0,0,0,0,0,4,9,36,0,0,7.6,3.6,5.6
Paul Richardson,WR,WAS,0,0,0,0,0,0,0,0,4,7,36,0,0,7.6,3.6,5.6
Deon Cain,WR,IND,0,0,0,0,0,0,0,0,2,2,35,0,0,5.5,3.5,4.5
Tommy Sweeney,TE,BUF,0,0,0,0,0,0,0,0,2,2,35,0,0,5.5,3.5,4.5
Dare Ogunbowale,RB,TAM,0,0,0,0,0,0,0,0,4,5,33,0,0,7.3,3.3,5.3
Trey Quinn,WR,WAS,0,0,0,0,0,0,0,0,4,6,33,1,0,13.3,9.3,11.3
Devin Funchess,WR,IND,0,0,0,0,0,0,0,0,3,5,32,0,0,6.2,3.2,4.7
O.J. Howard,TE,TAM,0,0,0,0,0,0,0,0,4,5,32,0,1,5.2,1.2,3.2
James O'Shaughnessy,TE,JAX,0,0,0,0,0,0,0,0,4,5,32,0,0,7.2,3.2,5.2
Curtis Samuel,WR,CAR,0,0,0,0,0,0,0,0,3,4,32,0,0,6.2,3.2,4.7
Mike Gesicki,TE,MIA,0,0,0,0,0,0,0,0,2,6,31,0,0,5.1,3.1,4.1
Kelvin Harmon,WR,WAS,0,0,0,0,0,0,0,0,2,2,31,0,0,5.1,3.1,4.1
Julio Jones,WR,ATL,0,0,0,0,0,0,0,0,6,11,31,1,0,15.1,9.1,12.1
Jimmy Graham,TE,GNB,0,0,0,0,0,0,0,0,3,5,30,1,0,12,9,10.5
Damion Willis,WR,CIN,0,0,0,0,0,0,0,0,3,5,30,0,0,6,3,4.5
Ryan Switzer,WR,PIT,0,0,0,0,0,0,0,0,6,6,29,0,0,8.9,2.9,5.9
Mike Williams,WR,LAC,0,0,0,0,0,0,0,0,2,3,29,0,0,4.9,2.9,3.9
Trevor Davis,WR,GNB,0,0,0,0,0,0,0,0,1,1,28,0,0,3.8,2.8,3.3
Alex Erickson,WR,CIN,0,0,0,0,0,0,0,0,4,4,28,0,1,4.8,0.8,2.8
Mike Evans,WR,TAM,0,0,0,0,0,0,0,0,2,5,28,0,0,4.8,2.8,3.8
Robert Tonyan,TE,GNB,0,0,0,0,0,0,0,0,1,1,28,0,0,3.8,2.8,3.3
Tyler Eifert,TE,CIN,0,0,0,0,0,0,0,0,5,5,27,0,0,7.7,2.7,5.2
Nick Boyle,TE,BAL,0,0,0,0,0,0,0,0,3,3,26,0,0,5.6,2.6,4.1
Tre'Quan Smith,WR,NOR,0,0,0,0,0,0,0,0,2,2,26,1,0,10.6,8.6,9.6
Diontae Johnson,WR,PIT,0,0,0,0,0,0,0,0,3,5,25,0,0,5.5,2.5,4
Taylor Gabriel,WR,CHI,0,0,0,0,0,0,0,0,2,5,24,0,0,4.4,2.4,3.4
J.D. McKissic,RB,DET,0,0,0,0,0,0,0,0,2,2,24,0,0,4.4,2.4,3.4
Preston Williams,WR,MIA,0,0,0,0,0,0,0,0,3,5,24,1,0,11.4,8.4,9.9
Robby Anderson,WR,NYJ,0,0,0,0,0,0,0,0,3,7,23,0,0,5.3,2.3,3.8
Allen Hurns,WR,MIA,0,0,0,0,0,0,0,0,1,2,22,0,0,3.2,2.2,2.7
Jakobi Meyers,WR,NWE,0,0,0,0,0,0,0,0,1,1,22,0,0,3.2,2.2,2.7
Jack Doyle,TE,IND,0,0,0,0,0,0,0,0,1,2,20,0,0,3,2,2.5
Tyler Higbee,TE,LAR,0,0,0,0,0,0,0,0,4,5,20,1,0,12,8,10
Foster Moreau,TE,OAK,0,0,0,0,0,0,0,0,2,2,20,0,0,4,2,3
Zay Jones,WR,BUF,0,0,0,0,0,0,0,0,2,4,18,0,0,3.8,1.8,2.8
Jordan Akins,TE,HOU,0,0,0,0,0,0,0,0,1,2,17,0,0,2.7,1.7,2.2
Damion Ratley,WR,CLE,0,0,0,0,0,0,0,0,2,2,17,0,0,3.7,1.7,2.7
Deebo Samuel,WR,SFO,0,0,0,0,0,0,0,0,3,3,17,0,1,2.7,-0.3,1.2
Geoff Swaim,TE,JAX,0,0,0,0,0,0,0,0,4,4,17,0,0,5.7,1.7,3.7
Dallas Goedert,TE,PHI,0,0,0,0,0,0,0,0,2,3,16,0,0,3.6,1.6,2.6
Ryan Grant,WR,OAK,0,0,0,0,0,0,0,0,3,4,16,0,0,4.6,1.6,3.1
Nick Vannett,TE,SEA,0,0,0,0,0,0,0,0,2,2,16,0,0,3.6,1.6,2.6
Josh Bellamy,WR,NYJ,0,0,0,0,0,0,0,0,1,1,15,0,0,2.5,1.5,2
Jesse James,TE,DET,0,0,0,0,0,0,0,0,1,1,15,0,0,2.5,1.5,2
Anthony Sherman,FB,KAN,0,0,0,0,0,0,0,0,1,1,15,0,0,2.5,1.5,2
Maxx Williams,TE,ARI,0,0,0,0,0,0,0,0,1,1,15,0,0,2.5,1.5,2
Jason Witten,TE,DAL,0,0,0,0,0,0,0,0,3,4,15,1,0,10.5,7.5,9
Marcedes Lewis,TE,GNB,0,0,0,0,0,0,0,0,2,3,14,0,0,3.4,1.4,2.4
Jarius Wright,WR,CAR,0,0,0,0,0,0,0,0,1,1,14,0,0,2.4,1.4,1.9
Hunter Renfrow,WR,OAK,0,0,0,0,0,0,0,0,2,3,13,0,0,3.3,1.3,2.3
Travis Benjamin,WR/PR,LAC,0,0,0,0,0,0,0,0,2,3,12,0,0,3.2,1.2,2.2
Will Dissly,TE,SEA,0,0,0,0,0,0,0,0,1,2,12,0,0,2.2,1.2,1.7
Nelson Agholor,WR,PHI,0,0,0,0,0,0,0,0,2,5,11,0,0,3.1,1.1,2.1
Ryan Griffin,TE,NYJ,0,0,0,0,0,0,0,0,3,4,10,0,0,4,1,2.5
