Player,Pos,Tm,PassingYds,PassingTD,Int,PassingAtt,Cmp,RushingAtt,RushingYds,RushingTD,Rec,Tgt,ReceivingYds,ReceivingTD,FL,PPRFantasyPoints,StandardFantasyPoints,HalfPPRFantasyPoints
Cody Latimer,WR,NYG,0,0,0,0,0,0,0,0,2,3,12,0,0,3.2,1.2,2.2
Marcedes Lewis,TE,GNB,0,0,0,0,0,0,0,0,1,1,12,0,0,2.2,1.2,1.7
Greg Olsen,TE,CAR,0,0,0,0,0,0,0,0,2,6,12,0,0,3.2,1.2,2.2
Cam Sims,WR,WAS,0,0,0,0,0,0,0,0,1,2,12,0,0,2.2,1.2,1.7
Ian Thomas,TE,CAR,0,0,0,0,0,0,0,0,1,5,12,0,0,2.2,1.2,1.7
Braxton Berrios,WR,NYJ,0,0,0,0,0,0,0,0,1,2,11,0,0,2.1,1.1,1.6
Irv Smith,TE,MIN,0,0,0,0,0,0,0,0,1,2,11,0,0,2.1,1.1,1.6
John Ursua,WR,SEA,0,0,0,0,0,0,0,0,1,1,11,0,0,2.1,1.1,1.6
Ted Ginn,WR,NOR,0,0,0,0,0,0,0,0,1,2,10,0,0,2,1,1.5
Eric Saubert,TE,CHI,0,0,0,0,0,0,0,0,1,1,10,0,0,2,1,1.5
Luke Stocker,TE,ATL,0,0,0,0,0,0,0,0,1,1,10,0,0,2,1,1.5
Jarius Wright,WR,CAR,0,0,0,0,0,0,0,0,2,5,10,0,0,3,1,2
Tyler Conklin,TE,MIN,0,0,0,0,0,0,0,0,1,1,9,0,0,1.9,0.9,1.4
Troy Fumagalli,TE,DEN,0,0,0,0,0,0,0,0,1,2,9,0,0,1.9,0.9,1.4
Robert Tonyan,TE,GNB,0,0,0,0,0,0,0,0,2,3,9,0,0,2.9,0.9,1.9
Andrew Beck,FB/TE,DEN,0,0,0,0,0,0,0,0,2,2,8,1,0,8.8,6.8,7.8
Ricky Ortiz,FB,NOR,0,0,0,0,0,0,0,0,1,1,8,0,0,1.8,0.8,1.3
Durham Smythe,TE,MIA,0,0,0,0,0,0,0,0,1,3,8,0,0,1.8,0.8,1.3
Jordan Thomas,TE,HOU,0,0,0,0,0,0,0,0,1,3,8,0,0,1.8,0.8,1.3
Sammy Watkins,WR,KAN,0,0,0,0,0,0,0,0,1,2,8,0,0,1.8,0.8,1.3
Khari Blasingame,FB/RB,TEN,0,0,0,0,0,0,0,0,1,1,7,0,0,1.7,0.7,1.2
Keke Coutee,WR,HOU,0,0,0,0,0,0,0,0,1,3,7,0,0,1.7,0.7,1.2
Jake Kumerow,WR,GNB,0,0,0,0,0,0,0,0,1,2,7,0,0,1.7,0.7,1.2
Nick Boyle,TE,BAL,0,0,0,0,0,0,0,0,1,2,6,0,0,1.6,0.6,1.1
Jack Doyle,TE,IND,0,0,0,0,0,0,0,0,1,4,6,0,0,1.6,0.6,1.1
Dontrelle Inman,WR,IND,0,0,0,0,0,0,0,0,1,3,6,0,0,1.6,0.6,1.1
Jaleel Scott,WR,BAL,0,0,0,0,0,0,0,0,1,3,6,0,0,1.6,0.6,1.1
JuJu Smith-Schuster,WR,PIT,0,0,0,0,0,0,0,0,2,6,6,0,0,2.6,0.6,1.6
Anthony Firkser,TE,TEN,0,0,0,0,0,0,0,0,1,2,5,0,0,1.5,0.5,1
Jesse James,TE,DET,0,0,0,0,0,0,0,0,2,3,5,0,0,2.5,0.5,1.5
Charles Jones,TE,JAX,0,0,0,0,0,0,0,0,1,1,5,0,0,1.5,0.5,1
Tyler Kroft,TE,BUF,0,0,0,0,0,0,0,0,1,4,5,0,0,1.5,0.5,1
Anthony Miller,WR,CHI,0,0,0,0,0,0,0,0,1,1,5,0,0,1.5,0.5,1
Tyrone Swoopes,TE,SEA,0,0,0,0,0,0,0,0,1,1,5,0,0,1.5,0.5,1
Derek Carrier,TE,OAK,0,0,0,0,0,0,0,0,1,1,4,0,0,1.4,0.4,0.9
Seth Devalve,TE,JAX,0,0,0,0,0,0,0,0,1,1,4,0,0,1.4,0.4,0.9
Noah Fant,TE,DEN,0,0,0,0,0,0,0,0,1,2,4,0,0,1.4,0.4,0.9
J.D. McKissic,RB,DET,0,0,0,0,0,0,0,0,1,2,4,0,0,1.4,0.4,0.9
Ben Watson,TE,NWE,0,0,0,0,0,0,0,0,1,1,4,0,0,1.4,0.4,0.9
Cyril Grayson,WR,TAM,0,0,0,0,0,0,0,0,1,1,3,0,0,1.3,0.3,0.8
Cameron Brate,TE,TAM,0,0,0,0,0,0,0,0,1,3,2,1,0,7.2,6.2,6.7
Johnny Mundt,TE,LAR,0,0,0,0,0,0,0,0,1,1,2,0,0,1.2,0.2,0.7
Tavon Austin,WR,DAL,0,0,0,0,0,0,0,0,1,2,1,0,0,1.1,0.1,0.6
Blake Bell,TE,KAN,0,0,0,0,0,0,0,0,1,2,1,0,0,1.1,0.1,0.6
Jamal Agnew,CB,DET,0,0,0,0,0,0,0,0,1,2,-2,0,0,0.8,-0.2,0.3
Trevor Davis,WR,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe Thuney,OL,NWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
