Player,Pos,Tm,PassingYds,PassingTD,Int,PassingAtt,Cmp,RushingAtt,RushingYds,RushingTD,Rec,Tgt,ReceivingYds,ReceivingTD,FL,PPRFantasyPoints,StandardFantasyPoints,HalfPPRFantasyPoints
Jared Goff,QB,LAR,284,2,1,51,33,3,2,0,0,0,0,0,0,17.56,17.56,17.56
Alex Tanney,QB,NYG,1,0,0,1,1,0,0,0,0,0,0,0,0,0.04,0.04,0.04
Aaron Rodgers,QB,GNB,203,1,0,33,16,3,23,0,0,0,0,0,0,14.42,14.42,14.42
Philip Rivers,QB,LAC,307,1,3,39,28,0,0,0,0,0,0,0,1,8.28,8.28,8.28
Jacoby Brissett,QB,IND,165,0,0,34,18,1,7,0,0,0,0,0,0,7.3,7.3,7.3
Josh Allen,QB,BUF,139,1,1,25,13,7,28,1,0,0,0,0,0,16.36,16.36,16.36
Mitchell Trubisky,QB,CHI,334,1,2,53,29,4,29,0,0,0,0,0,0,16.26,16.26,16.26
Kyle Allen,QB,CAR,277,1,3,41,25,5,25,0,0,0,0,0,0,11.58,11.58,11.58
David Blough,QB,DET,260,0,2,43,24,5,19,0,0,0,0,0,0,8.3,8.3,8.3
Drew Lock,QB,DEN,208,0,1,40,18,2,3,0,0,0,0,0,0,6.62,6.62,6.62
Devlin Hodges,QB,PIT,202,1,4,38,23,1,4,0,0,0,0,0,0,4.48,4.48,4.48
Robert Griffin,QB,BAL,0,0,0,1,0,4,6,0,0,0,0,0,0,0.6,0.6,0.6
Brett Kern,P,TEN,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Christian McCaffrey,RB,CAR,0,0,0,1,0,19,87,2,8,10,88,0,0,37.5,29.5,33.5
Andy Dalton,QB,CIN,151,1,4,31,17,2,1,0,0,0,0,0,0,2.14,2.14,2.14
Josh Gordon,WR,SEA,0,0,1,1,0,0,0,0,1,1,58,0,0,4.8,3.8,4.3
Kenyan Drake,RB,ARI,0,0,0,0,0,22,137,4,1,1,9,0,0,39.6,38.6,39.1
Joe Mixon,RB,CIN,0,0,0,0,0,25,136,0,3,3,20,0,0,18.6,15.6,17.1
Chris Carson,RB,SEA,0,0,0,0,0,24,133,2,1,2,4,0,0,26.7,25.7,26.2
Tony Pollard,RB,DAL,0,0,0,0,0,12,131,1,2,2,12,0,0,22.3,20.3,21.3
Nick Chubb,RB,CLE,0,0,0,0,0,17,127,1,3,3,21,0,0,23.8,20.8,22.3
Miles Sanders,RB,PHI,0,0,0,0,0,19,122,1,6,6,50,1,0,35.2,29.2,32.2
Ezekiel Elliott,RB,DAL,0,0,0,0,0,24,117,2,3,4,43,0,0,31,28,29.5
Saquon Barkley,RB,NYG,0,0,0,0,0,24,112,2,4,5,31,0,0,30.3,26.3,28.3
Carlos Hyde,RB,HOU,0,0,0,0,0,26,104,1,0,0,0,0,0,16.4,16.4,16.4
Josh Jacobs,RB,OAK,0,0,0,0,0,24,89,0,2,3,20,0,0,12.9,10.9,11.9
Sony Michel,RB,NWE,0,0,0,0,0,19,89,0,1,2,14,0,0,11.3,10.3,10.8
Le'Veon Bell,RB,NYJ,0,0,0,0,0,21,87,0,2,2,1,0,0,10.8,8.8,9.8
Devin Singletary,RB,BUF,0,0,0,0,0,21,87,0,2,3,2,0,1,8.9,6.9,7.9
Derrick Henry,RB,TEN,0,0,0,0,0,21,86,0,0,0,0,0,0,8.6,8.6,8.6
Mark Ingram,RB,BAL,0,0,0,0,0,13,76,1,1,2,10,1,0,21.6,20.6,21.1
Alvin Kamara,RB,NOR,0,0,0,0,0,14,66,0,5,5,23,0,0,13.9,8.9,11.4
Adrian Peterson,RB,WAS,0,0,0,0,0,16,66,1,3,3,25,0,0,18.1,15.1,16.6
Jonnu Smith,TE,TEN,0,0,0,0,0,1,57,0,5,5,60,0,0,16.7,11.7,14.2
Mike Boone,RB,MIN,0,0,0,0,0,13,56,2,0,0,0,0,0,17.6,17.6,17.6
Raheem Mostert,RB,SFO,0,0,0,0,0,14,54,1,1,2,5,0,1,10.9,9.9,10.4
Rex Burkhead,RB,NWE,0,0,0,0,0,6,53,1,2,2,6,0,0,13.9,11.9,12.9
Aaron Jones,RB,GNB,0,0,0,0,0,13,51,2,0,0,0,0,0,17.1,17.1,17.1
Patrick Laird,RB,MIA,0,0,0,0,0,12,46,0,2,5,8,0,0,7.4,5.4,6.4
Myles Gaskin,RB,MIA,0,0,0,0,0,9,43,0,2,3,29,0,0,9.2,7.2,8.2
James Conner,RB,PIT,0,0,0,0,0,8,42,0,4,5,9,1,0,15.1,11.1,13.1
Leonard Fournette,RB,JAX,0,0,0,0,0,15,42,0,5,7,31,0,0,12.3,7.3,9.8
Tevin Coleman,RB,SFO,0,0,0,0,0,4,40,0,0,0,0,0,0,4,4,4
Devonta Freeman,RB,ATL,0,0,0,0,0,12,39,0,2,3,16,0,0,7.5,5.5,6.5
David Montgomery,RB,CHI,0,0,0,0,0,14,39,0,1,1,10,0,0,5.9,4.9,5.4
Darwin Thompson,RB,KAN,0,0,0,0,0,8,38,0,1,1,1,0,0,4.9,3.9,4.4
Gus Edwards,RB,BAL,0,0,0,0,0,5,35,0,0,0,0,0,0,3.5,3.5,3.5
Phillip Lindsay,RB,DEN,0,0,0,0,0,7,32,0,0,0,0,0,0,3.2,3.2,3.2
Latavius Murray,RB,NOR,0,0,0,0,0,9,29,0,2,3,20,0,0,6.9,4.9,5.9
Javorius Allen,RB,NYG,0,0,0,0,0,8,28,1,0,0,0,0,0,8.8,8.8,8.8
Tarik Cohen,RB,CHI,0,0,0,0,0,8,28,0,7,10,57,0,0,15.5,8.5,12
Melvin Gordon,RB,LAC,0,0,0,0,0,7,28,0,5,7,36,0,2,7.4,2.4,4.9
Christian Kirk,WR,ARI,0,0,0,0,0,1,28,0,4,5,33,0,0,10.1,6.1,8.1
Giovani Bernard,RB,CIN,0,0,0,0,0,5,27,0,2,2,10,0,0,5.7,3.7,4.7
Dalvin Cook,RB,MIN,0,0,0,0,0,9,27,0,3,3,16,0,0,7.3,4.3,5.8
Boston Scott,RB,PHI,0,0,0,0,0,6,26,0,7,7,39,0,0,13.5,6.5,10
Spencer Ware,RB,KAN,0,0,0,0,0,7,26,0,2,2,9,0,0,5.5,3.5,4.5
Jamaal Williams,RB,GNB,0,0,0,0,0,8,26,0,1,1,7,0,0,4.3,3.3,3.8
Ameer Abdullah,RB,MIN,0,0,0,0,0,5,25,0,0,0,0,0,0,2.5,2.5,2.5
Ronald Jones,RB,TAM,0,0,0,0,0,11,23,0,1,3,26,0,0,5.9,4.9,5.4
Curtis Samuel,WR,CAR,0,0,0,0,0,4,23,0,5,7,31,1,0,16.4,11.4,13.9
N'Keal Harry,WR,NWE,0,0,0,0,0,2,22,0,2,4,15,1,0,11.7,9.7,10.7
Wes Hills,RB,DET,0,0,0,0,0,10,21,2,2,2,1,0,0,16.2,14.2,15.2
Todd Gurley,RB,LAR,0,0,0,0,0,11,20,1,3,6,18,1,0,18.8,15.8,17.3
Dwayne Washington,RB,NOR,0,0,0,0,0,3,20,0,0,0,0,0,0,2,2,2
Austin Ekeler,RB,LAC,0,0,0,0,0,7,19,0,5,7,62,0,0,13.1,8.1,10.6
Marlon Mack,RB,IND,0,0,0,0,0,11,19,0,0,0,0,0,0,1.9,1.9,1.9
Peyton Barber,RB,TAM,0,0,0,0,0,10,17,0,2,2,23,0,0,6,4,5
Brian Hill,RB,ATL,0,0,0,0,0,1,16,0,0,0,0,0,0,1.6,1.6,1.6
LeSean McCoy,RB,KAN,0,0,0,0,0,6,16,0,0,0,0,0,0,1.6,1.6,1.6
DeAndre Washington,RB,OAK,0,0,0,0,0,6,16,0,2,3,6,0,0,4.2,2.2,3.2
Frank Gore,RB,BUF,0,0,0,0,0,10,15,0,0,0,0,0,0,1.5,1.5,1.5
Justice Hill,RB,BAL,0,0,0,0,0,4,15,0,0,0,0,0,0,1.5,1.5,1.5
Justin Jackson,RB,LAC,0,0,0,0,0,5,15,0,2,2,2,0,0,3.7,1.7,2.7
C.J. Prosise,RB,SEA,0,0,0,0,0,5,15,0,1,1,10,0,0,3.5,2.5,3
Kareem Hunt,RB,CLE,0,0,0,0,0,4,14,0,8,9,62,0,0,15.6,7.6,11.6
James White,RB,NWE,0,0,0,0,0,3,13,0,3,4,49,1,0,15.2,12.2,13.7
Royce Freeman,RB,DEN,0,0,0,0,0,5,12,0,4,4,14,0,0,6.6,2.6,4.6
Matt Breida,RB,SFO,0,0,0,0,0,4,11,0,2,2,6,0,1,1.7,-0.3,0.7
Jalen Richard,RB,OAK,0,0,0,0,0,1,11,0,2,3,25,0,0,5.6,3.6,4.6
Nyheim Hines,RB,IND,0,0,0,0,0,2,10,0,2,2,2,0,0,3.2,1.2,2.2
Dion Lewis,RB,TEN,0,0,0,0,0,3,10,0,1,1,11,1,0,9.1,8.1,8.6
D.J. Moore,WR,CAR,0,0,0,0,0,1,10,0,8,12,113,0,0,20.3,12.3,16.3
Jordan Wilkins,RB,IND,0,0,0,0,0,3,10,1,1,3,7,0,0,8.7,7.7,8.2
Josh Ferguson,RB,WAS,0,0,0,0,0,3,9,0,0,0,0,0,0,0.9,0.9,0.9
Deebo Samuel,WR,SFO,0,0,0,0,0,1,8,0,1,3,29,0,0,4.7,3.7,4.2
Travis Homer,RB,SEA,0,0,0,0,0,2,7,0,0,0,0,0,0,0.7,0.7,0.7
Dede Westbrook,WR,JAX,0,0,0,0,0,1,7,0,2,4,14,0,0,4.1,2.1,3.1
Russell Gage,WR,ATL,0,0,0,0,0,1,6,0,5,6,27,0,0,8.3,3.3,5.8
David Johnson,RB,ARI,0,0,0,0,0,3,6,0,0,0,0,0,0,0.6,0.6,0.6
Olabisi Johnson,WR,MIN,0,0,0,0,0,1,6,0,1,1,19,0,0,3.5,2.5,3
Devontae Booker,RB,DEN,0,0,0,0,0,1,5,0,0,0,0,0,0,0.5,0.5,0.5
C.J. Ham,FB,MIN,0,0,0,0,0,1,5,0,3,3,13,0,0,4.8,1.8,3.3
Ty Montgomery,RB,NYJ,0,0,0,0,0,2,5,0,1,1,5,0,0,2,1,1.5
Kerrith Whyte,RB,PIT,0,0,0,0,0,1,5,0,0,0,0,0,0,0.5,0.5,0.5
Stefon Diggs,WR,MIN,0,0,0,0,0,1,4,0,4,6,76,0,0,12,8,10
Duke Johnson,RB,HOU,0,0,0,0,0,2,4,0,2,3,19,0,0,4.3,2.3,3.3
Zach Line,FB,NOR,0,0,0,0,0,2,4,0,0,0,0,0,0,0.4,0.4,0.4
Tavon Austin,WR,DAL,0,0,0,0,0,2,3,0,1,1,59,1,0,13.2,12.2,12.7
Ty Johnson,RB,DET,0,0,0,0,0,2,3,0,4,5,17,0,1,4,0,2
Dare Ogunbowale,RB,TAM,0,0,0,0,0,1,3,0,1,1,13,0,0,2.6,1.6,2.1
Breshad Perriman,WR,TAM,0,0,0,0,0,1,3,0,5,6,113,3,0,34.6,29.6,32.1
Adam Thielen,WR,MIN,0,0,0,0,0,1,3,0,3,3,27,0,0,6,3,4.5
J.D. McKissic,RB,DET,0,0,0,0,0,1,2,0,2,3,7,0,0,2.9,0.9,1.9
Ryquell Armstead,RB,JAX,0,0,0,0,0,1,1,0,0,0,0,0,0,0.1,0.1,0.1
Taysom Hill,QB,NOR,0,0,0,0,0,2,1,0,2,2,42,1,0,12.3,10.3,11.3
Tyreek Hill,WR,KAN,0,0,0,0,0,1,1,0,5,7,67,2,0,23.8,18.8,21.3
Kyle Juszczyk,FB,SFO,0,0,0,0,0,2,1,0,2,2,6,1,0,8.7,6.7,7.7
Qadree Ollison,RB,ATL,0,0,0,0,0,1,1,1,0,0,0,0,0,6.1,6.1,6.1
Benny Snell,RB,PIT,0,0,0,0,0,2,1,0,0,0,0,0,0,0.1,0.1,0.1
Cordarrelle Patterson,WR,CHI,0,0,0,0,0,1,0,0,1,4,6,0,0,1.6,0.6,1.1
Ryan Griffin,QB,TAM,0,0,0,0,0,4,-1,0,0,0,0,0,0,-0.1,-0.1,-0.1
Andy Isabella,WR,ARI,0,0,0,0,0,1,-1,0,1,1,4,0,0,1.3,0.3,0.8
Jaylen Samuels,RB,PIT,0,0,0,0,0,2,-1,0,1,1,5,0,0,1.4,0.4,0.9
Elijhaa Penny,RB,NYG,0,0,0,0,0,1,-2,0,0,0,0,0,0,-0.2,-0.2,-0.2
Teddy Bridgewater,QB,NOR,0,0,0,0,0,3,-3,0,0,0,0,0,0,-0.3,-0.3,-0.3
Sean Mannion,QB,MIN,0,0,0,0,0,3,-3,0,0,0,0,0,0,-0.3,-0.3,-0.3
Travis Kelce,TE,KAN,0,0,0,0,0,0,0,0,11,13,142,0,0,25.2,14.2,19.7
Julio Jones,WR,ATL,0,0,0,0,0,0,0,0,13,20,134,2,0,38.4,25.4,31.9
George Kittle,TE,SFO,0,0,0,0,0,0,0,0,13,17,134,0,0,26.4,13.4,19.9
Terry McLaurin,WR,WAS,0,0,0,0,0,0,0,0,5,5,130,1,0,24,19,21.5
Michael Thomas,WR,NOR,0,0,0,0,0,0,0,0,12,12,128,1,0,30.8,18.8,24.8
Allen Robinson,WR,CHI,0,0,0,0,0,0,0,0,7,14,125,0,0,19.5,12.5,16
Darren Waller,TE,OAK,0,0,0,0,0,0,0,0,8,10,122,0,0,20.2,12.2,16.2
Chris Godwin,WR,TAM,0,0,0,0,0,0,0,0,5,8,121,0,0,17.1,12.1,14.6
Tyler Lockett,WR,SEA,0,0,0,0,0,0,0,0,8,9,120,1,0,26,18,22
DeAndre Hopkins,WR,HOU,0,0,0,0,0,0,0,0,6,8,119,0,0,17.9,11.9,14.9
Anthony Miller,WR,CHI,0,0,0,0,0,0,0,0,9,15,118,1,0,26.8,17.8,22.3
A.J. Brown,WR,TEN,0,0,0,0,0,0,0,0,8,13,114,1,0,25.4,17.4,21.4
Tyler Higbee,TE,LAR,0,0,0,0,0,0,0,0,12,14,111,0,0,23.1,11.1,17.1
Sterling Shepard,WR,NYG,0,0,0,0,0,0,0,0,9,11,111,0,0,20.1,11.1,15.6
Davante Adams,WR,GNB,0,0,0,0,0,0,0,0,7,13,103,1,0,23.3,16.3,19.8
Danny Amendola,WR,DET,0,0,0,0,0,0,0,0,8,13,102,0,0,18.2,10.2,14.2
Keenan Allen,WR,LAC,0,0,0,0,0,0,0,0,9,10,99,0,0,18.9,9.9,14.4
John Brown,WR,BUF,0,0,0,0,0,0,0,0,7,10,99,0,0,16.9,9.9,13.4
Jamison Crowder,WR,NYJ,0,0,0,0,0,0,0,0,6,11,90,2,0,27,21,24
Damiere Byrd,WR,ARI,0,0,0,0,0,0,0,0,6,6,86,0,0,14.6,8.6,11.6
James Washington,WR,PIT,0,0,0,0,0,0,0,0,5,11,83,0,0,13.3,8.3,10.8
Courtland Sutton,WR,DEN,0,0,0,0,0,0,0,0,4,10,79,0,0,11.9,7.9,9.9
Keelan Cole,WR,JAX,0,0,0,0,0,0,0,0,3,6,76,0,0,10.6,7.6,9.1
DeVante Parker,WR,MIA,0,0,0,0,0,0,0,0,4,7,72,2,0,23.2,19.2,21.2
Mike Williams,WR,LAC,0,0,0,0,0,0,0,0,4,9,71,1,0,17.1,13.1,15.1
Robby Anderson,WR,NYJ,0,0,0,0,0,0,0,0,4,6,66,0,0,10.6,6.6,8.6
Odell Beckham,WR,CLE,0,0,0,0,0,0,0,0,8,13,66,0,0,14.6,6.6,10.6
Seth Roberts,WR,BAL,0,0,0,0,0,0,0,0,3,3,66,1,0,15.6,12.6,14.1
Diontae Johnson,WR,PIT,0,0,0,0,0,0,0,0,5,7,62,0,1,9.2,4.2,6.7
Zach Ertz,TE,PHI,0,0,0,0,0,0,0,0,5,10,61,1,0,17.1,12.1,14.6
Will Fuller,WR,HOU,0,0,0,0,0,0,0,0,5,7,61,0,0,11.1,6.1,8.6
Greg Ward,WR,PHI,0,0,0,0,0,0,0,0,7,9,61,1,0,19.1,12.1,15.6
Albert Wilson,WR,MIA,0,0,0,0,0,0,0,0,5,8,59,0,0,10.9,5.9,8.4
Corey Davis,WR,TEN,0,0,0,0,0,0,0,0,3,6,57,0,0,8.7,5.7,7.2
Noah Fant,TE,DEN,0,0,0,0,0,0,0,0,2,3,56,0,0,7.6,5.6,6.6
Dallas Goedert,TE,PHI,0,0,0,0,0,0,0,0,5,6,55,0,0,10.5,5.5,8
Jared Cook,TE,NOR,0,0,0,0,0,0,0,0,4,4,54,0,0,9.4,5.4,7.4
Mark Andrews,TE,BAL,0,0,0,0,0,0,0,0,4,7,52,1,0,15.2,11.2,13.2
Golden Tate,WR,NYG,0,0,0,0,0,0,0,0,1,4,51,1,0,12.1,11.1,11.6
Chris Conley,WR,JAX,0,0,0,0,0,0,0,0,4,8,49,2,0,20.9,16.9,18.9
Jake Kumerow,WR,GNB,0,0,0,0,0,0,0,0,1,1,49,0,0,5.9,4.9,5.4
Scott Miller,WR,TAM,0,0,0,0,0,0,0,0,3,3,49,1,0,13.9,10.9,12.4
Sammy Watkins,WR,KAN,0,0,0,0,0,0,0,0,3,4,49,0,0,7.9,4.9,6.4
Chris Lacy,WR,DET,0,0,0,0,0,0,0,0,1,2,48,0,0,5.8,4.8,5.3
Kyle Rudolph,TE,MIN,0,0,0,0,0,0,0,0,3,3,48,0,0,7.8,4.8,6.3
Mike Gesicki,TE,MIA,0,0,0,0,0,0,0,0,4,8,47,0,0,8.7,4.7,6.7
Brandin Cooks,WR,LAR,0,0,0,0,0,0,0,0,4,8,46,0,0,8.6,4.6,6.6
O.J. Howard,TE,TAM,0,0,0,0,0,0,0,0,4,7,46,0,0,8.6,4.6,6.6
Marquise Brown,WR,BAL,0,0,0,0,0,0,0,0,4,4,45,1,0,14.5,10.5,12.5
Steven Sims,WR,WAS,0,0,0,0,0,0,0,0,5,11,45,1,0,15.5,10.5,13
Tyrell Williams,WR,OAK,0,0,0,0,0,0,0,0,2,3,45,1,0,12.5,10.5,11.5
Tyler Eifert,TE,CIN,0,0,0,0,0,0,0,0,3,5,44,0,0,7.4,4.4,5.9
Kenny Golladay,WR,DET,0,0,0,0,0,0,0,0,3,7,44,0,0,7.4,4.4,5.9
Zach Pascal,WR,IND,0,0,0,0,0,0,0,0,4,6,44,0,0,8.4,4.4,6.4
Larry Fitzgerald,WR,ARI,0,0,0,0,0,0,0,0,3,5,42,0,0,7.2,4.2,5.7
Blake Bell,TE,KAN,0,0,0,0,0,0,0,0,2,2,41,0,0,6.1,4.1,5.1
Cooper Kupp,WR,LAR,0,0,0,0,0,0,0,0,6,6,41,1,0,16.1,10.1,13.1
Blake Jarwin,TE,DAL,0,0,0,0,0,0,0,0,2,3,40,0,0,6,4,5
Vyncint Smith,WR,NYJ,0,0,0,0,0,0,0,0,3,5,40,0,0,7,4,5.5
Nick Vannett,TE,PIT,0,0,0,0,0,0,0,0,5,6,40,0,0,9,4,6.5
Kaden Smith,TE,NYG,0,0,0,0,0,0,0,0,3,3,38,0,0,6.8,3.8,5.3
Marcus Johnson,WR,IND,0,0,0,0,0,0,0,0,2,4,37,0,0,5.7,3.7,4.7
D.K. Metcalf,WR,SEA,0,0,0,0,0,0,0,0,2,4,36,1,0,11.6,9.6,10.6
Josh Reynolds,WR,LAR,0,0,0,0,0,0,0,0,2,4,36,0,0,5.6,3.6,4.6
Jason Witten,TE,DAL,0,0,0,0,0,0,0,0,4,5,36,1,0,13.6,9.6,11.6
Kenny Stills,WR,HOU,0,0,0,0,0,0,0,0,3,3,35,2,0,18.5,15.5,17
Clive Walford,TE,MIA,0,0,0,0,0,0,0,0,2,4,34,0,0,5.4,3.4,4.4
Cameron Brate,TE,TAM,0,0,0,0,0,0,0,0,3,7,33,0,0,6.3,3.3,4.8
Damion Ratley,WR,CLE,0,0,0,0,0,0,0,0,2,2,33,0,0,5.3,3.3,4.3
Jesse James,TE,DET,0,0,0,0,0,0,0,0,3,5,31,0,0,6.1,3.1,4.6
Darius Slayton,WR,NYG,0,0,0,0,0,0,0,0,2,3,31,1,0,11.1,9.1,10.1
Hunter Henry,TE,LAC,0,0,0,0,0,0,0,0,2,2,29,0,1,2.9,0.9,1.9
Ricky Seals-Jones,TE,CLE,0,0,0,0,0,0,0,0,3,4,29,2,1,15.9,12.9,14.4
Tajae Sharpe,WR,TEN,0,0,0,0,0,0,0,0,2,2,28,0,0,4.8,2.8,3.8
Tyler Boyd,WR,CIN,0,0,0,0,0,0,0,0,3,7,26,0,0,5.6,2.6,4.1
Tim Patrick,WR,DEN,0,0,0,0,0,0,0,0,3,7,26,0,0,5.6,2.6,4.1
Chris Thompson,RB,WAS,0,0,0,0,0,0,0,0,2,3,26,0,0,4.6,2.6,3.6
Malik Turner,WR,SEA,0,0,0,0,0,0,0,0,3,3,26,0,0,5.6,2.6,4.1
T.Y. Hilton,WR,IND,0,0,0,0,0,0,0,0,4,9,25,0,0,6.5,2.5,4.5
Dontrelle Inman,WR,IND,0,0,0,0,0,0,0,0,2,3,25,0,0,4.5,2.5,3.5
John Ross,WR,CIN,0,0,0,0,0,0,0,0,2,3,24,0,0,4.4,2.4,3.4
Seth Devalve,TE,JAX,0,0,0,0,0,0,0,0,2,2,23,0,0,4.3,2.3,3.3
Jacob Hollister,TE,SEA,0,0,0,0,0,0,0,0,3,3,23,0,0,5.3,2.3,3.8
Jarvis Landry,WR,CLE,0,0,0,0,0,0,0,0,5,8,23,0,0,7.3,2.3,4.8
Ian Thomas,TE,CAR,0,0,0,0,0,0,0,0,2,3,23,0,0,4.3,2.3,3.3
Kelvin Harmon,WR,WAS,0,0,0,0,0,0,0,0,2,3,22,0,0,4.2,2.2,3.2
Alec Ingold,FB,OAK,0,0,0,0,0,0,0,0,3,3,22,0,0,5.2,2.2,3.7
Matt LaCosse,TE,NWE,0,0,0,0,0,0,0,0,3,3,22,0,0,5.2,2.2,3.7
Jack Doyle,TE,IND,0,0,0,0,0,0,0,0,2,5,21,0,0,4.1,2.1,3.1
Isaiah Ford,WR,MIA,0,0,0,0,0,0,0,0,3,5,21,0,0,5.1,2.1,3.6
Cody Latimer,WR,NYG,0,0,0,0,0,0,0,0,1,2,21,0,0,3.1,2.1,2.6
Demarcus Robinson,WR,KAN,0,0,0,0,0,0,0,0,2,3,21,0,0,4.1,2.1,3.1
Tre'Quan Smith,WR,NOR,0,0,0,0,0,0,0,0,1,1,21,1,0,9.1,8.1,8.6
Austin Hooper,TE,ATL,0,0,0,0,0,0,0,0,3,6,20,0,0,5,2,3.5
Geronimo Allison,WR,GNB,0,0,0,0,0,0,0,0,2,4,19,0,0,3.9,1.9,2.9
Amari Cooper,WR,DAL,0,0,0,0,0,0,0,0,1,2,19,0,0,2.9,1.9,2.4
Hayden Hurst,TE,BAL,0,0,0,0,0,0,0,0,1,2,19,0,0,2.9,1.9,2.4
Charles Clay,TE,ARI,0,0,0,0,0,0,0,0,1,2,18,0,0,2.8,1.8,2.3
Pharoh Cooper,WR,ARI,0,0,0,0,0,0,0,0,1,1,17,0,0,2.7,1.7,2.2
Keelan Doss,WR,OAK,0,0,0,0,0,0,0,0,1,2,17,0,0,2.7,1.7,2.2
Justin Watson,WR,TAM,0,0,0,0,0,0,0,0,2,2,17,0,0,3.7,1.7,2.7
Robert Woods,WR,LAR,0,0,0,0,0,0,0,0,4,9,17,0,0,5.7,1.7,3.7
Johnny Mundt,TE,LAR,0,0,0,0,0,0,0,0,2,3,15,0,0,3.5,1.5,2.5
Willie Snead,WR/RS,BAL,0,0,0,0,0,0,0,0,1,1,15,0,0,2.5,1.5,2
Tanner Hudson,TE,TAM,0,0,0,0,0,0,0,0,1,1,14,0,0,2.4,1.4,1.9
Tyler Kroft,TE,BUF,0,0,0,0,0,0,0,0,1,1,14,1,0,8.4,7.4,7.9
Allen Lazard,WR,GNB,0,0,0,0,0,0,0,0,2,3,14,0,0,3.4,1.4,2.4
Andrew Beck,FB/TE,DEN,0,0,0,0,0,0,0,0,2,3,13,0,0,3.3,1.3,2.3
Cethan Carter,TE,CIN,0,0,0,0,0,0,0,0,2,2,13,1,0,9.3,7.3,8.3
Ted Ginn,WR,NOR,0,0,0,0,0,0,0,0,1,1,13,0,0,2.3,1.3,1.8
DaeSean Hamilton,WR,DEN,0,0,0,0,0,0,0,0,2,9,13,0,0,3.3,1.3,2.3
Demetrius Harris,TE,CLE,0,0,0,0,0,0,0,0,1,2,13,0,0,2.3,1.3,1.8
Chris Hogan,WR,CAR,0,0,0,0,0,0,0,0,1,3,13,0,0,2.3,1.3,1.8
Mohamed Sanu,WR,NWE,0,0,0,0,0,0,0,0,2,8,13,0,0,3.3,1.3,2.3
Jeremy Sprinkle,TE,WAS,0,0,0,0,0,0,0,0,2,2,13,0,0,3.3,1.3,2.3
Jeff Smith,WR,NYJ,0,0,0,0,0,0,0,0,1,2,12,0,0,2.2,1.2,1.7
Kendrick Bourne,WR,SFO,0,0,0,0,0,0,0,0,1,2,11,0,0,2.1,1.1,1.6
Dawson Knox,TE,BUF,0,0,0,0,0,0,0,0,1,1,11,0,0,2.1,1.1,1.6
Mecole Hardman,WR,KAN,0,0,0,0,0,0,0,0,1,2,10,0,0,2,1,1.5
Isaac Nauta,TE,DET,0,0,0,0,0,0,0,0,1,2,10,0,0,2,1,1.5
