Player,Pos,Tm,PassingYds,PassingTD,Int,PassingAtt,Cmp,RushingAtt,RushingYds,RushingTD,Rec,Tgt,ReceivingYds,ReceivingTD,FL,PPRFantasyPoints,StandardFantasyPoints,HalfPPRFantasyPoints
Ronald Jones,RB,TAM,0,0,0,0,0,14,77,1,3,4,32,0,0,19.9,16.9,18.4
Le'Veon Bell,RB,NYJ,0,0,0,0,0,25,72,0,4,4,21,0,0,13.3,9.3,11.3
Leonard Fournette,RB,JAX,0,0,0,0,0,15,71,0,3,6,34,0,0,13.5,10.5,12
Dion Lewis,RB,TEN,0,0,0,0,0,15,68,0,1,2,19,0,0,9.7,8.7,9.2
Gus Edwards,RB,BAL,0,0,0,0,0,12,66,0,1,1,7,0,0,8.3,7.3,7.8
Brian Hill,RB,ATL,0,0,0,0,0,7,66,0,0,0,0,0,0,6.6,6.6,6.6
Damien Williams,RB,KAN,0,0,0,0,0,16,65,0,3,3,27,1,0,18.2,15.2,16.7
David Montgomery,RB,CHI,0,0,0,0,0,13,57,0,1,1,2,0,0,6.9,5.9,6.4
Myles Gaskin,RB,MIA,0,0,0,0,0,16,55,1,1,3,3,0,0,12.8,11.8,12.3
Mark Ingram,RB,BAL,0,0,0,0,0,8,55,0,2,2,36,1,0,17.1,15.1,16.1
Christian McCaffrey,RB,CAR,0,0,0,0,0,13,54,0,15,15,119,0,0,32.3,17.3,24.8
Devonta Freeman,RB,ATL,0,0,0,0,0,13,53,1,9,10,74,1,0,33.7,24.7,29.2
Raheem Mostert,RB,SFO,0,0,0,0,0,11,53,1,0,0,0,0,0,11.3,11.3,11.3
Joe Mixon,RB,CIN,0,0,0,0,0,21,50,0,2,2,23,0,0,9.3,7.3,8.3
A.J. Brown,WR,TEN,0,0,0,0,0,1,49,1,1,2,34,0,0,15.3,14.3,14.8
Todd Gurley,RB,LAR,0,0,0,0,0,15,48,2,0,0,0,0,0,16.8,16.8,16.8
Ezekiel Elliott,RB,DAL,0,0,0,0,0,13,47,0,7,7,37,0,0,15.4,8.4,11.9
Devin Singletary,RB,BUF,0,0,0,0,0,15,46,0,1,1,2,0,0,5.8,4.8,5.3
Nick Chubb,RB,CLE,0,0,0,0,0,15,45,0,0,0,0,0,0,4.5,4.5,4.5
Kerryon Johnson,RB,DET,0,0,0,0,0,10,42,0,1,1,1,0,0,5.3,4.3,4.8
Chris Carson,RB,SEA,0,0,0,0,0,8,40,0,1,1,20,0,0,7,6,6.5
Adrian Peterson,RB,WAS,0,0,0,0,0,15,36,1,2,2,19,0,0,13.5,11.5,12.5
Bo Scarbrough,RB,DET,0,0,0,0,0,8,34,0,0,0,0,0,0,3.4,3.4,3.4
Chris Thompson,RB,WAS,0,0,0,0,0,8,34,0,4,4,18,0,0,9.2,5.2,7.2
Tevin Coleman,RB,SFO,0,0,0,0,0,5,33,0,0,0,0,0,0,3.3,3.3,3.3
Jamaal Williams,RB,GNB,0,0,0,0,0,6,33,0,2,2,19,0,0,7.2,5.2,6.2
James Conner,RB,PIT,0,0,0,0,0,6,32,0,0,0,0,0,0,3.2,3.2,3.2
Mike Boone,RB,MIN,0,0,0,0,0,11,28,0,1,1,5,0,0,4.3,3.3,3.8
Royce Freeman,RB,DEN,0,0,0,0,0,9,28,1,2,2,9,0,0,11.7,9.7,10.7
Deebo Samuel,WR,SFO,0,0,0,0,0,3,28,1,4,6,31,0,0,15.9,11.9,13.9
Ameer Abdullah,RB,MIN,0,0,0,0,0,4,27,0,6,7,31,0,0,11.8,5.8,8.8
Carlos Hyde,RB,HOU,0,0,0,0,0,17,27,1,1,1,10,0,0,10.7,9.7,10.2
Dalyn Dawkins,RB,TEN,0,0,0,0,0,9,24,0,0,0,0,0,0,2.4,2.4,2.4
Kerrith Whyte,RB,PIT,0,0,0,0,0,6,22,0,0,0,0,0,0,2.2,2.2,2.2
Rex Burkhead,RB,NWE,0,0,0,0,0,5,20,1,4,4,77,0,1,17.7,13.7,15.7
Ty Johnson,RB,DET,0,0,0,0,0,3,20,0,0,0,0,0,0,2,2,2
Justice Hill,RB,BAL,0,0,0,0,0,3,19,1,3,4,32,0,0,14.1,11.1,12.6
David Moore,WR,SEA,0,0,0,0,0,1,19,0,1,2,21,0,1,3,2,2.5
N'Keal Harry,WR,NWE,0,0,0,0,0,2,18,0,2,3,21,0,0,5.9,3.9,4.9
Patrick Laird,RB,MIA,0,0,0,0,0,8,17,0,1,1,1,0,0,2.8,1.8,2.3
Travis Homer,RB,SEA,0,0,0,0,0,5,16,0,6,8,26,0,0,10.2,4.2,7.2
Cordarrelle Patterson,WR,CHI,0,0,0,0,0,1,16,0,1,1,5,0,0,3.1,2.1,2.6
Melvin Gordon,RB,LAC,0,0,0,0,0,9,15,2,6,7,32,0,0,22.7,16.7,19.7
Latavius Murray,RB,NOR,0,0,0,0,0,7,14,0,2,3,11,0,0,4.5,2.5,3.5
C.J. Prosise,RB,SEA,0,0,0,0,0,4,14,0,0,0,0,0,0,1.4,1.4,1.4
Benny Snell,RB,PIT,0,0,0,0,0,7,14,0,0,0,0,0,0,1.4,1.4,1.4
Darwin Thompson,RB,KAN,0,0,0,0,0,5,14,0,0,0,0,0,0,1.4,1.4,1.4
Spencer Ware,RB,KAN,0,0,0,0,0,5,14,0,2,3,22,0,0,5.6,3.6,4.6
Peyton Barber,RB,TAM,0,0,0,0,0,5,13,0,0,0,0,0,1,-0.7,-0.7,-0.7
Reggie Bonnafon,RB,CAR,0,0,0,0,0,2,12,0,0,0,0,0,0,1.2,1.2,1.2
Boston Scott,RB,PHI,0,0,0,0,0,3,12,0,6,6,7,0,0,7.9,1.9,4.9
Austin Ekeler,RB,LAC,0,0,0,0,0,4,11,0,5,6,58,0,0,11.9,6.9,9.4
Jalen Richard,RB,OAK,0,0,0,0,0,5,11,0,4,4,18,0,0,6.9,2.9,4.9
Christian Kirk,WR,ARI,0,0,0,0,0,2,9,0,0,0,0,0,0,0.9,0.9,0.9
Steven Sims,WR,WAS,0,0,0,0,0,2,9,0,6,10,64,2,0,25.3,19.3,22.3
Albert Wilson,WR,MIA,0,0,0,0,0,1,9,0,7,7,79,0,0,15.8,8.8,12.3
Tarik Cohen,RB,CHI,0,0,0,0,0,2,8,0,3,4,25,0,0,6.3,3.3,4.8
Kareem Hunt,RB,CLE,0,0,0,0,0,2,8,0,4,4,33,0,0,8.1,4.1,6.1
Russell Gage,WR,ATL,0,0,0,0,0,2,7,0,5,6,49,0,0,10.6,5.6,8.1
Darrell Henderson,RB,LAR,0,0,0,0,0,2,7,0,0,0,0,0,0,0.7,0.7,0.7
Ty Montgomery,RB,NYJ,0,0,0,0,0,2,7,0,1,1,1,0,0,1.8,0.8,1.3
Jaylen Samuels,RB,PIT,0,0,0,0,0,3,7,0,4,6,32,0,0,7.9,3.9,5.9
Keelan Cole,WR,JAX,0,0,0,0,0,1,6,0,1,2,23,0,0,3.9,2.9,3.4
John Ross,WR,CIN,0,0,0,0,0,2,6,0,6,13,84,0,0,15,9,12
De'Lance Turner,RB,MIA,0,0,0,0,0,4,6,0,0,0,0,0,0,0.6,0.6,0.6
Robert Woods,WR,LAR,0,0,0,0,0,2,6,0,8,11,117,0,0,20.3,12.3,16.3
Da'Mari Scott,WR,NYG,0,0,0,0,0,1,5,0,1,1,11,0,0,2.6,1.6,2.1
Greg Ward,WR,PHI,0,0,0,0,0,1,5,0,4,5,71,0,0,11.6,7.6,9.6
James White,RB,NWE,0,0,0,0,0,3,5,0,4,5,24,0,0,6.9,2.9,4.9
Nyheim Hines,RB,IND,0,0,0,0,0,1,4,0,1,1,2,0,0,1.6,0.6,1.1
Duke Johnson,RB,HOU,0,0,0,0,0,2,4,0,1,4,12,0,1,0.6,-0.4,0.1
Curtis Samuel,WR,CAR,0,0,0,0,0,2,4,0,2,5,17,0,0,4.1,2.1,3.1
Giovani Bernard,RB,CIN,0,0,0,0,0,2,3,0,2,3,12,0,0,3.5,1.5,2.5
John Brown,WR,BUF,0,0,0,0,0,1,3,0,1,4,53,1,0,12.6,11.6,12.1
David Johnson,RB,ARI,0,0,0,0,0,2,3,0,1,1,4,0,0,1.7,0.7,1.2
Qadree Ollison,RB,ATL,0,0,0,0,0,1,3,1,0,0,0,0,0,6.3,6.3,6.3
Bilal Powell,RB,NYJ,0,0,0,0,0,1,3,0,1,2,5,0,0,1.8,0.8,1.3
Ryquell Armstead,RB,JAX,0,0,0,0,0,1,2,0,0,0,0,0,0,0.2,0.2,0.2
Adam Thielen,WR,MIN,0,0,0,0,0,1,2,0,0,0,0,0,0,0.2,0.2,0.2
Tony Pollard,RB,DAL,0,0,0,0,0,2,0,0,0,0,0,0,1,-2,-2,-2
Malcolm Brown,RB,LAR,0,0,0,0,0,1,-1,0,0,0,0,0,0,-0.1,-0.1,-0.1
Matt Moore,QB,KAN,0,0,0,0,0,1,-1,0,0,0,0,0,0,-0.1,-0.1,-0.1
Brian Hoyer,QB,IND,0,0,0,0,0,3,-2,0,0,0,0,0,0,-0.2,-0.2,-0.2
Tyrod Taylor,QB,LAC,0,0,0,0,0,2,-2,0,0,0,0,0,0,-0.2,-0.2,-0.2
Keenan Allen,WR,LAC,0,0,0,0,0,1,-5,0,5,10,71,0,0,11.6,6.6,9.1
Julio Jones,WR,ATL,0,0,0,0,0,0,0,0,10,15,166,0,0,26.6,16.6,21.6
Michael Thomas,WR,NOR,0,0,0,0,0,0,0,0,12,17,136,1,0,31.6,19.6,25.6
Tyler Boyd,WR,CIN,0,0,0,0,0,0,0,0,9,15,128,2,0,33.8,24.8,29.3
Davante Adams,WR,GNB,0,0,0,0,0,0,0,0,13,16,116,0,1,22.6,9.6,16.1
DeVante Parker,WR,MIA,0,0,0,0,0,0,0,0,5,15,111,1,0,22.1,17.1,19.6
Cole Beasley,WR,BUF,0,0,0,0,0,0,0,0,7,12,108,0,0,17.8,10.8,14.3
Hunter Renfrow,WR,OAK,0,0,0,0,0,0,0,0,7,9,107,1,0,23.7,16.7,20.2
Tyler Higbee,TE,LAR,0,0,0,0,0,0,0,0,9,11,104,0,0,19.4,10.4,14.9
Breshad Perriman,WR,TAM,0,0,0,0,0,0,0,0,7,12,102,0,0,17.2,10.2,13.7
Michael Gallup,WR,DAL,0,0,0,0,0,0,0,0,5,11,98,0,0,14.8,9.8,12.3
Golden Tate,WR,NYG,0,0,0,0,0,0,0,0,6,11,96,0,0,15.6,9.6,12.6
Mark Andrews,TE,BAL,0,0,0,0,0,0,0,0,6,9,93,2,0,27.3,21.3,24.3
Dallas Goedert,TE,PHI,0,0,0,0,0,0,0,0,9,12,91,1,0,24.1,15.1,19.6
Terry McLaurin,WR,WAS,0,0,0,0,0,0,0,0,7,9,86,0,0,15.6,8.6,12.1
Jared Cook,TE,NOR,0,0,0,0,0,0,0,0,3,4,84,2,0,23.4,20.4,21.9
Mike Gesicki,TE,MIA,0,0,0,0,0,0,0,0,6,12,82,2,0,26.2,20.2,23.2
Austin Hooper,TE,ATL,0,0,0,0,0,0,0,0,7,9,82,0,0,15.2,8.2,11.7
Tyrell Williams,WR,OAK,0,0,0,0,0,0,0,0,4,4,82,0,0,12.2,8.2,10.2
Diontae Johnson,WR,PIT,0,0,0,0,0,0,0,0,8,9,81,1,0,22.1,14.1,18.1
George Kittle,TE,SFO,0,0,0,0,0,0,0,0,5,8,79,1,0,18.9,13.9,16.4
Sterling Shepard,WR,NYG,0,0,0,0,0,0,0,0,6,6,76,1,0,19.6,13.6,16.6
Travis Kelce,TE,KAN,0,0,0,0,0,0,0,0,8,9,74,1,0,21.4,13.4,17.4
Jarvis Landry,WR,CLE,0,0,0,0,0,0,0,0,7,9,74,0,0,14.4,7.4,10.9
Randall Cobb,WR,DAL,0,0,0,0,0,0,0,0,5,7,73,0,0,12.3,7.3,9.8
Julian Edelman,WR,NWE,0,0,0,0,0,0,0,0,5,6,72,0,0,12.2,7.2,9.7
Tyreek Hill,WR,KAN,0,0,0,0,0,0,0,0,5,5,72,0,0,12.2,7.2,9.7
Tajae Sharpe,WR,TEN,0,0,0,0,0,0,0,0,5,6,69,2,0,23.9,18.9,21.4
Isaiah Ford,WR,MIA,0,0,0,0,0,0,0,0,5,6,68,0,0,11.8,6.8,9.3
Kenny Golladay,WR,DET,0,0,0,0,0,0,0,0,6,12,66,1,0,18.6,12.6,15.6
DaeSean Hamilton,WR,DEN,0,0,0,0,0,0,0,0,6,6,65,1,0,18.5,12.5,15.5
Jacob Hollister,TE,SEA,0,0,0,0,0,0,0,0,5,6,64,0,0,11.4,6.4,8.9
Jonnu Smith,TE,TEN,0,0,0,0,0,0,0,0,3,4,63,1,0,15.3,12.3,13.8
Emmanuel Sanders,WR,SFO,0,0,0,0,0,0,0,0,3,6,61,0,0,9.1,6.1,7.6
Jamison Crowder,WR,NYJ,0,0,0,0,0,0,0,0,4,8,60,0,0,10,6,8
Tyler Eifert,TE,CIN,0,0,0,0,0,0,0,0,4,8,57,1,0,15.7,11.7,13.7
Kenny Stills,WR,HOU,0,0,0,0,0,0,0,0,5,9,57,0,0,10.7,5.7,8.2
Chris Conley,WR,JAX,0,0,0,0,0,0,0,0,2,5,56,1,0,13.6,11.6,12.6
Alex Erickson,WR,CIN,0,0,0,0,0,0,0,0,6,9,55,0,0,11.5,5.5,8.5
Allen Robinson,WR,CHI,0,0,0,0,0,0,0,0,6,12,53,0,0,11.3,5.3,8.3
Mike Williams,WR,LAC,0,0,0,0,0,0,0,0,3,4,51,0,0,8.1,5.1,6.6
Larry Fitzgerald,WR,ARI,0,0,0,0,0,0,0,0,4,7,48,1,0,14.8,10.8,12.8
Tim Patrick,WR,DEN,0,0,0,0,0,0,0,0,5,6,48,0,0,9.8,4.8,7.3
O.J. Howard,TE,TAM,0,0,0,0,0,0,0,0,3,7,46,0,0,7.6,4.6,6.1
Seth Devalve,TE,JAX,0,0,0,0,0,0,0,0,3,6,45,0,0,7.5,4.5,6
Hunter Henry,TE,LAC,0,0,0,0,0,0,0,0,5,7,45,0,0,9.5,4.5,7
Allen Lazard,WR,GNB,0,0,0,0,0,0,0,0,5,9,45,0,0,9.5,4.5,7
Odell Beckham,WR,CLE,0,0,0,0,0,0,0,0,4,6,44,1,0,14.4,10.4,12.4
DeAndre Carter,WR,HOU,0,0,0,0,0,0,0,0,2,2,44,0,0,6.4,4.4,5.4
Cody Latimer,WR,NYG,0,0,0,0,0,0,0,0,5,7,44,1,0,15.4,10.4,12.9
Justin Watson,WR,TAM,0,0,0,0,0,0,0,0,5,10,43,1,0,15.3,10.3,12.8
Allen Hurns,WR,MIA,0,0,0,0,0,0,0,0,2,2,41,0,0,6.1,4.1,5.1
Courtland Sutton,WR,DEN,0,0,0,0,0,0,0,0,5,10,41,0,0,9.1,4.1,6.6
James Washington,WR,PIT,0,0,0,0,0,0,0,0,5,8,41,0,0,9.1,4.1,6.6
Corey Davis,WR,TEN,0,0,0,0,0,0,0,0,3,4,40,0,0,7,4,5.5
JJ Arcega-Whiteside,WR,PHI,0,0,0,0,0,0,0,0,2,2,39,0,0,5.9,3.9,4.9
Brandin Cooks,WR,LAR,0,0,0,0,0,0,0,0,4,6,39,1,0,13.9,9.9,11.9
C.J. Uzomah,TE,CIN,0,0,0,0,0,0,0,0,4,4,37,1,0,13.7,9.7,11.7
Darren Waller,TE,OAK,0,0,0,0,0,0,0,0,4,4,37,0,0,7.7,3.7,5.7
Maxx Williams,TE,ARI,0,0,0,0,0,0,0,0,2,2,36,0,0,5.6,3.6,4.6
Kaden Smith,TE,NYG,0,0,0,0,0,0,0,0,6,8,35,2,0,21.5,15.5,18.5
Dare Ogunbowale,RB,TAM,0,0,0,0,0,0,0,0,3,5,34,0,0,6.4,3.4,4.9
Dawson Knox,TE,BUF,0,0,0,0,0,0,0,0,1,4,33,0,0,4.3,3.3,3.8
Greg Olsen,TE,CAR,0,0,0,0,0,0,0,0,2,5,33,0,0,5.3,3.3,4.3
Robby Anderson,WR,NYJ,0,0,0,0,0,0,0,0,2,4,32,1,0,11.2,9.2,10.2
Kalif Raymond,WR,TEN,0,0,0,0,0,0,0,0,2,2,32,0,1,3.2,1.2,2.2
Josh Reynolds,WR,LAR,0,0,0,0,0,0,0,0,2,3,32,0,0,5.2,3.2,4.2
Vyncint Smith,WR,NYJ,0,0,0,0,0,0,0,0,3,4,32,0,0,6.2,3.2,4.7
Trevon Wesco,TE,NYJ,0,0,0,0,0,0,0,0,1,1,32,0,0,4.2,3.2,3.7
Ishmael Hyman,WR,TAM,0,0,0,0,0,0,0,0,1,3,31,0,0,4.1,3.1,3.6
Cooper Kupp,WR,LAR,0,0,0,0,0,0,0,0,4,4,31,1,0,13.1,9.1,11.1
Codey McElroy,WR,TAM,0,0,0,0,0,0,0,0,1,1,30,0,0,4,3,3.5
Kendrick Bourne,WR,SFO,0,0,0,0,0,0,0,0,2,3,29,0,0,4.9,2.9,3.9
Zach Ertz,TE,PHI,0,0,0,0,0,0,0,0,4,6,28,0,0,6.8,2.8,4.8
Hale Hentges,TE,WAS,0,0,0,0,0,0,0,0,2,2,28,1,0,10.8,8.8,9.8
Sammy Watkins,WR,KAN,0,0,0,0,0,0,0,0,2,5,28,0,0,4.8,2.8,3.8
Darren Fells,TE,HOU,0,0,0,0,0,0,0,0,3,3,27,0,0,5.7,2.7,4.2
T.Y. Hilton,WR,IND,0,0,0,0,0,0,0,0,3,4,26,0,0,5.6,2.6,4.1
Javon Wims,WR,CHI,0,0,0,0,0,0,0,0,3,9,26,0,0,5.6,2.6,4.1
Ross Dwelley,TE,SFO,0,0,0,0,0,0,0,0,1,1,25,0,0,3.5,2.5,3
Jakobi Meyers,WR,NWE,0,0,0,0,0,0,0,0,3,3,25,0,0,5.5,2.5,4
Nick Boyle,TE,BAL,0,0,0,0,0,0,0,0,3,4,24,0,0,5.4,2.4,3.9
Amari Cooper,WR,DAL,0,0,0,0,0,0,0,0,4,12,24,0,0,6.4,2.4,4.4
Mohamed Sanu,WR,NWE,0,0,0,0,0,0,0,0,3,5,24,0,0,5.4,2.4,3.9
DeAndre Hopkins,WR,HOU,0,0,0,0,0,0,0,0,5,9,23,0,0,7.3,2.3,4.8
Kyle Juszczyk,FB,SFO,0,0,0,0,0,0,0,0,1,2,23,0,0,3.3,2.3,2.8
Seth Roberts,WR,BAL,0,0,0,0,0,0,0,0,2,3,23,0,0,4.3,2.3,3.3
Ricky Seals-Jones,TE,CLE,0,0,0,0,0,0,0,0,1,2,23,0,0,3.3,2.3,2.8
Malik Turner,WR,SEA,0,0,0,0,0,0,0,0,1,3,23,0,0,3.3,2.3,2.8
JuJu Smith-Schuster,WR,PIT,0,0,0,0,0,0,0,0,2,4,22,0,0,4.2,2.2,3.2
Mo Alie-Cox,TE,IND,0,0,0,0,0,0,0,0,1,1,21,0,0,3.1,2.1,2.6
Danny Amendola,WR,DET,0,0,0,0,0,0,0,0,2,3,21,0,0,4.1,2.1,3.1
Dan Arnold,TE,ARI,0,0,0,0,0,0,0,0,1,3,20,0,0,3,2,2.5
Jesper Horsted,TE,CHI,0,0,0,0,0,0,0,0,1,1,20,0,0,3,2,2.5
Ross Travis,TE,IND,0,0,0,0,0,0,0,0,1,2,19,0,0,2.9,1.9,2.4
Jarius Wright,WR,CAR,0,0,0,0,0,0,0,0,1,5,19,0,0,2.9,1.9,2.4
DJ Chark,WR,JAX,0,0,0,0,0,0,0,0,2,7,18,0,0,3.8,1.8,2.8
Dontrelle Inman,WR,IND,0,0,0,0,0,0,0,0,1,2,18,0,0,2.8,1.8,2.3
Andre Patton,WR,LAC,0,0,0,0,0,0,0,0,2,2,18,0,0,3.8,1.8,2.8
Durham Smythe,TE,MIA,0,0,0,0,0,0,0,0,2,2,18,0,0,3.8,1.8,2.8
Nick Vannett,TE,PIT,0,0,0,0,0,0,0,0,1,1,18,0,0,2.8,1.8,2.3
Cameron Brate,TE,TAM,0,0,0,0,0,0,0,0,2,5,17,0,0,3.7,1.7,2.7
Jack Doyle,TE,IND,0,0,0,0,0,0,0,0,2,4,17,0,0,3.7,1.7,2.7
Logan Thomas,TE,DET,0,0,0,0,0,0,0,0,2,3,17,0,0,3.7,1.7,2.7
Charles Clay,TE,ARI,0,0,0,0,0,0,0,0,1,1,16,0,0,2.6,1.6,2.1
Jimmy Graham,TE,GNB,0,0,0,0,0,0,0,0,1,1,16,0,0,2.6,1.6,2.1
Chris Hogan,WR,CAR,0,0,0,0,0,0,0,0,2,3,16,0,0,3.6,1.6,2.6
Ian Thomas,TE,CAR,0,0,0,0,0,0,0,0,3,3,16,0,0,4.6,1.6,3.1
Blake Bell,TE,KAN,0,0,0,0,0,0,0,0,2,3,15,0,0,3.5,1.5,2.5
MyCole Pruitt,TE,TEN,0,0,0,0,0,0,0,0,2,2,15,0,0,3.5,1.5,2.5
Cam Sims,WR,WAS,0,0,0,0,0,0,0,0,1,1,15,0,0,2.5,1.5,2
Clive Walford,TE,MIA,0,0,0,0,0,0,0,0,1,2,15,0,0,2.5,1.5,2
Ben Watson,TE,NWE,0,0,0,0,0,0,0,0,3,3,15,0,0,4.5,1.5,3
Pharoh Cooper,WR,ARI,0,0,0,0,0,0,0,0,2,2,14,0,0,3.4,1.4,2.4
Blake Jarwin,TE,DAL,0,0,0,0,0,0,0,0,1,1,14,0,0,2.4,1.4,1.9
Zay Jones,WR,OAK,0,0,0,0,0,0,0,0,3,3,14,0,0,4.4,1.4,2.9
Jeremy Sprinkle,TE,WAS,0,0,0,0,0,0,0,0,2,3,14,0,0,3.4,1.4,2.4
Jason Witten,TE,DAL,0,0,0,0,0,0,0,0,2,3,14,0,0,3.4,1.4,2.4
Jeff Heuerman,TE,DEN,0,0,0,0,0,0,0,0,2,2,13,0,0,3.3,1.3,2.3
J.P. Holtz,TE,CHI,0,0,0,0,0,0,0,0,1,1,13,0,0,2.3,1.3,1.8
Demarcus Robinson,WR,KAN,0,0,0,0,0,0,0,0,1,2,13,0,0,2.3,1.3,1.8
Keith Smith,FB,ATL,0,0,0,0,0,0,0,0,1,1,13,0,0,2.3,1.3,1.8
Tre'Quan Smith,WR,NOR,0,0,0,0,0,0,0,0,1,2,13,0,0,2.3,1.3,1.8
