Player,Pos,Tm,PassingYds,PassingTD,Int,PassingAtt,Cmp,RushingAtt,RushingYds,RushingTD,Rec,Tgt,ReceivingYds,ReceivingTD,FL,PPRFantasyPoints,StandardFantasyPoints,HalfPPRFantasyPoints
Derrick Henry,RB,TEN,0,0,0,0,0,26,149,1,3,3,17,0,1,23.6,20.6,22.1
Raheem Mostert,RB,SFO,0,0,0,0,0,19,146,1,2,2,8,0,0,23.4,21.4,22.4
Derrius Guice,RB,WAS,0,0,0,0,0,10,129,2,2,2,8,0,0,27.7,25.7,26.7
Josh Jacobs,RB,OAK,0,0,0,0,0,17,104,0,0,0,0,0,0,10.4,10.4,10.4
Chris Carson,RB,SEA,0,0,0,0,0,23,102,1,1,2,7,0,0,17.9,16.9,17.4
Melvin Gordon,RB,LAC,0,0,0,0,0,20,99,0,2,3,11,0,0,13,11,12
Adrian Peterson,RB,WAS,0,0,0,0,0,13,99,1,0,0,0,0,0,15.9,15.9,15.9
Todd Gurley,RB,LAR,0,0,0,0,0,19,95,1,1,1,20,0,0,18.5,17.5,18
Saquon Barkley,RB,NYG,0,0,0,0,0,19,83,0,3,7,32,0,0,14.5,11.5,13
Miles Sanders,RB,PHI,0,0,0,0,0,17,83,0,5,5,22,1,0,21.5,16.5,19
Bo Scarbrough,RB,DET,0,0,0,0,0,21,83,0,0,0,0,0,0,8.3,8.3,8.3
James White,RB,NWE,0,0,0,0,0,14,79,0,8,11,98,2,0,37.7,29.7,33.7
David Montgomery,RB,CHI,0,0,0,0,0,16,75,0,2,2,12,1,0,16.7,14.7,15.7
Rashaad Penny,RB,SEA,0,0,0,0,0,15,74,1,4,5,33,1,0,26.7,22.7,24.7
Ezekiel Elliott,RB,DAL,0,0,0,0,0,12,71,0,7,10,66,0,0,20.7,13.7,17.2
Devin Singletary,RB,BUF,0,0,0,0,0,14,63,0,3,4,38,1,0,19.1,16.1,17.6
Benny Snell,RB,PIT,0,0,0,0,0,16,63,1,1,1,4,0,0,13.7,12.7,13.2
Alvin Kamara,RB,NOR,0,0,0,0,0,11,61,0,4,8,23,0,0,12.4,8.4,10.4
Mark Ingram,RB,BAL,0,0,0,0,0,15,59,0,2,2,3,0,0,8.2,6.2,7.2
Nick Chubb,RB,CLE,0,0,0,0,0,16,58,0,1,2,21,0,0,8.9,7.9,8.4
Phillip Lindsay,RB,DEN,0,0,0,0,0,17,58,0,3,3,4,0,0,9.2,6.2,7.7
Devonta Freeman,RB,ATL,0,0,0,0,0,17,51,0,4,5,13,0,0,10.4,6.4,8.4
Jordan Wilkins,RB,IND,0,0,0,0,0,11,47,0,2,3,9,0,0,7.6,5.6,6.6
Kareem Hunt,RB,CLE,0,0,0,0,0,7,46,0,5,5,19,1,0,17.5,12.5,15
Sony Michel,RB,NWE,0,0,0,0,0,10,45,0,0,0,0,0,0,4.5,4.5,4.5
Peyton Barber,RB,TAM,0,0,0,0,0,17,44,2,0,0,0,0,0,16.4,16.4,16.4
Christian McCaffrey,RB,CAR,0,0,0,0,0,14,44,0,7,12,58,0,0,17.2,10.2,13.7
Joe Mixon,RB,CIN,0,0,0,0,0,19,44,1,4,4,26,0,0,17,13,15
Darwin Thompson,RB,KAN,0,0,0,0,0,11,44,1,0,0,0,0,0,10.4,10.4,10.4
Jamaal Williams,RB,GNB,0,0,0,0,0,10,41,0,4,4,26,0,0,10.7,6.7,8.7
Leonard Fournette,RB,JAX,0,0,0,0,0,14,38,0,9,11,53,0,0,18.1,9.1,13.6
Duke Johnson,RB,HOU,0,0,0,0,0,9,36,0,5,6,54,1,0,20,15,17.5
Le'Veon Bell,RB,NYJ,0,0,0,0,0,10,32,0,4,5,35,0,0,10.7,6.7,8.7
Jaylen Samuels,RB,PIT,0,0,0,0,0,7,32,0,2,2,22,0,0,7.4,5.4,6.4
Kenyan Drake,RB,ARI,0,0,0,0,0,13,31,0,2,5,20,0,0,7.1,5.1,6.1
Albert Wilson,WR,MIA,0,0,0,0,0,2,31,0,5,5,32,0,0,11.3,6.3,8.8
Malcolm Brown,RB,LAR,0,0,0,0,0,6,30,0,0,0,0,0,0,3,3,3
Dalvin Cook,RB,MIN,0,0,0,0,0,9,29,1,3,4,35,0,1,13.4,10.4,11.9
Travis Homer,RB,SEA,0,0,0,0,0,1,29,0,0,0,0,0,0,2.9,2.9,2.9
Stefon Diggs,WR,MIN,0,0,0,0,0,1,27,0,4,9,25,0,0,9.2,5.2,7.2
Nyheim Hines,RB,IND,0,0,0,0,0,4,22,1,2,2,18,0,0,12,10,11
Alexander Mattison,RB,MIN,0,0,0,0,0,4,22,0,4,5,51,0,0,11.3,7.3,9.3
Myles Gaskin,RB,MIA,0,0,0,0,0,2,20,0,1,1,6,0,0,3.6,2.6,3.1
Deebo Samuel,WR,SFO,0,0,0,0,0,1,20,0,2,4,41,1,0,14.1,12.1,13.1
Aaron Jones,RB,GNB,0,0,0,0,0,11,18,0,4,6,13,0,0,7.1,3.1,5.1
Darrell Henderson,RB,LAR,0,0,0,0,0,4,17,0,0,0,0,0,0,1.7,1.7,1.7
Carlos Hyde,RB,HOU,0,0,0,0,0,10,17,0,1,1,5,0,0,3.2,2.2,2.7
Diontae Johnson,WR,PIT,0,0,0,0,0,1,17,0,1,5,14,0,0,4.1,3.1,3.6
Austin Ekeler,RB,LAC,0,0,0,0,0,9,16,0,4,5,51,1,0,16.7,12.7,14.7
Rex Burkhead,RB,NWE,0,0,0,0,0,3,15,0,0,0,0,0,0,1.5,1.5,1.5
Gus Edwards,RB,BAL,0,0,0,0,0,6,15,0,1,1,7,0,0,3.2,2.2,2.7
David Johnson,RB,ARI,0,0,0,0,0,4,15,0,2,2,9,0,0,4.4,2.4,3.4
Bilal Powell,RB,NYJ,0,0,0,0,0,4,14,0,2,2,4,0,0,3.8,1.8,2.8
Chris Thompson,RB,WAS,0,0,0,0,0,3,14,0,1,2,15,0,0,3.9,2.9,3.4
Jonathan Williams,RB,IND,0,0,0,0,0,8,14,0,1,1,11,0,0,3.5,2.5,3
Brian Hill,RB,ATL,0,0,0,0,0,4,13,0,3,3,24,0,0,6.7,3.7,5.2
Darrel Williams,RB,KAN,0,0,0,0,0,6,13,0,1,2,3,1,0,8.6,7.6,8.1
Ty Johnson,RB,DET,0,0,0,0,0,3,12,0,3,3,17,0,0,5.9,2.9,4.4
Royce Freeman,RB,DEN,0,0,0,0,0,5,11,0,4,4,13,0,0,6.4,2.4,4.4
Frank Gore,RB,BUF,0,0,0,0,0,9,11,0,1,1,14,0,0,3.5,2.5,3
LeSean McCoy,RB,KAN,0,0,0,0,0,5,10,1,3,3,20,0,0,12,9,10.5
Kerrith Whyte,RB,PIT,0,0,0,0,0,3,10,0,0,0,0,0,0,1,1,1
Jay Ajayi,RB,PHI,0,0,0,0,0,2,9,0,0,0,0,0,0,0.9,0.9,0.9
Tarik Cohen,RB,CHI,0,0,0,0,0,3,9,0,4,4,26,0,0,7.5,3.5,5.5
Mecole Hardman,WR,KAN,0,0,0,0,0,1,9,0,0,0,0,0,0,0.9,0.9,0.9
J.D. McKissic,RB,DET,0,0,0,0,0,2,9,0,3,3,15,0,0,5.4,2.4,3.9
Ronald Jones,RB,TAM,0,0,0,0,0,6,8,0,0,0,0,0,0,0.8,0.8,0.8
Robert Foster,WR,BUF,0,0,0,0,0,1,7,0,1,2,20,0,0,3.7,2.7,3.2
Ty Montgomery,RB,NYJ,0,0,0,0,0,1,7,0,1,1,1,0,0,1.8,0.8,1.3
Tony Pollard,RB,DAL,0,0,0,0,0,3,7,0,0,0,0,0,0,0.7,0.7,0.7
Tevin Coleman,RB,SFO,0,0,0,0,0,5,6,0,1,1,9,0,0,2.5,1.5,2
Patrick Laird,RB,MIA,0,0,0,0,0,10,5,1,4,5,43,0,0,14.8,10.8,12.8
DeAndre Washington,RB,OAK,0,0,0,0,0,2,5,0,3,3,44,0,0,7.9,4.9,6.4
Javorius Allen,RB,NYG,0,0,0,0,0,1,4,0,0,0,0,0,0,0.4,0.4,0.4
Giovani Bernard,RB,CIN,0,0,0,0,0,1,4,0,1,2,8,0,0,2.2,1.2,1.7
Alec Ingold,FB,OAK,0,0,0,0,0,1,4,0,2,2,13,0,0,3.7,1.7,2.7
Keith Smith,FB,ATL,0,0,0,0,0,2,4,0,0,0,0,0,0,0.4,0.4,0.4
Justice Hill,RB,BAL,0,0,0,0,0,1,3,0,0,0,0,0,0,0.3,0.3,0.3
Alex Armah,FB,CAR,0,0,0,0,0,1,2,0,0,0,0,0,0,0.2,0.2,0.2
T.J. Logan,RB,TAM,0,0,0,0,0,1,2,0,0,0,0,0,0,0.2,0.2,0.2
Latavius Murray,RB,NOR,0,0,0,0,0,4,2,0,0,0,0,0,0,0.2,0.2,0.2
Elijhaa Penny,RB,NYG,0,0,0,0,0,2,2,0,0,0,0,0,0,0.2,0.2,0.2
Jalen Richard,RB,OAK,0,0,0,0,0,1,2,0,1,2,6,0,0,1.8,0.8,1.3
Kalen Ballage,RB,MIA,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Trevor Davis,WR,OAK,0,0,0,0,0,1,0,0,0,0,0,0,1,-2,-2,-2
Dare Ogunbowale,RB,TAM,0,0,0,0,0,1,0,0,2,2,12,0,0,3.2,1.2,2.2
Anthony Sherman,FB,KAN,0,0,0,0,0,1,0,0,1,1,7,0,0,1.7,0.7,1.2
Matt Moore,QB,KAN,0,0,0,0,0,1,-1,0,0,0,0,0,0,-0.1,-0.1,-0.1
George Kittle,TE,SFO,0,0,0,0,0,1,-3,0,2,4,17,0,0,3.4,1.4,2.4
D.J. Moore,WR,CAR,0,0,0,0,0,1,-3,0,6,12,75,1,0,19.2,13.2,16.2
Tim Boyle,QB,GNB,0,0,0,0,0,2,-4,0,0,0,0,0,0,-0.4,-0.4,-0.4
Tyreek Hill,WR,KAN,0,0,0,0,0,1,-4,0,5,8,55,0,0,10.1,5.1,7.6
Julian Edelman,WR,NWE,0,0,0,0,0,1,-7,0,6,11,106,1,0,21.9,15.9,18.9
Robert Woods,WR,LAR,0,0,0,0,0,0,0,0,13,18,172,0,0,30.2,17.2,23.7
DeVante Parker,WR,MIA,0,0,0,0,0,0,0,0,7,10,159,2,0,34.9,27.9,31.4
Kenny Golladay,WR,DET,0,0,0,0,0,0,0,0,4,5,158,1,0,25.8,21.8,23.8
Anthony Miller,WR,CHI,0,0,0,0,0,0,0,0,9,13,140,0,0,23,14,18.5
Alshon Jeffery,WR,PHI,0,0,0,0,0,0,0,0,9,16,137,1,0,28.7,19.7,24.2
Mike Williams,WR,LAC,0,0,0,0,0,0,0,0,5,7,117,0,0,16.7,11.7,14.2
James Washington,WR,PIT,0,0,0,0,0,0,0,0,4,4,111,1,0,21.1,17.1,19.1
Cole Beasley,WR,BUF,0,0,0,0,0,0,0,0,6,7,110,1,0,23,17,20
Zach Pascal,WR,IND,0,0,0,0,0,0,0,0,7,10,109,0,0,17.9,10.9,14.4
Tyler Higbee,TE,LAR,0,0,0,0,0,0,0,0,7,8,107,1,0,23.7,16.7,20.2
Allen Lazard,WR,GNB,0,0,0,0,0,0,0,0,3,3,103,1,0,19.3,16.3,17.8
Robby Anderson,WR,NYJ,0,0,0,0,0,0,0,0,7,10,101,0,0,17.1,10.1,13.6
Darren Waller,TE,OAK,0,0,0,0,0,0,0,0,7,9,100,0,0,17,10,13.5
Calvin Ridley,WR,ATL,0,0,0,0,0,0,0,0,8,10,91,0,0,17.1,9.1,13.1
Travis Kelce,TE,KAN,0,0,0,0,0,0,0,0,5,9,90,0,0,14,9,11.5
Breshad Perriman,WR,TAM,0,0,0,0,0,0,0,0,5,6,87,0,0,13.7,8.7,11.2
Allen Robinson,WR,CHI,0,0,0,0,0,0,0,0,8,12,86,1,0,22.6,14.6,18.6
Jared Cook,TE,NOR,0,0,0,0,0,0,0,0,3,6,85,0,0,11.5,8.5,10
Amari Cooper,WR,DAL,0,0,0,0,0,0,0,0,8,11,85,0,0,16.5,8.5,12.5
Mike Gesicki,TE,MIA,0,0,0,0,0,0,0,0,5,7,79,1,0,18.9,13.9,16.4
Jarvis Landry,WR,CLE,0,0,0,0,0,0,0,0,6,11,76,0,0,13.6,7.6,10.6
D.K. Metcalf,WR,SEA,0,0,0,0,0,0,0,0,6,7,75,0,1,11.5,5.5,8.5
Courtland Sutton,WR,DEN,0,0,0,0,0,0,0,0,4,5,74,2,0,23.4,19.4,21.4
Jack Doyle,TE,IND,0,0,0,0,0,0,0,0,6,11,73,1,0,19.3,13.3,16.3
Kaden Smith,TE,NYG,0,0,0,0,0,0,0,0,6,8,70,0,0,13,7,10
Keenan Allen,WR,LAC,0,0,0,0,0,0,0,0,6,6,68,1,0,18.8,12.8,15.8
Dallas Goedert,TE,PHI,0,0,0,0,0,0,0,0,6,7,66,0,0,12.6,6.6,9.6
Auden Tate,WR,CIN,0,0,0,0,0,0,0,0,4,7,66,0,0,10.6,6.6,8.6
Cooper Kupp,WR,LAR,0,0,0,0,0,0,0,0,6,6,65,1,0,18.5,12.5,15.5
David Moore,WR,SEA,0,0,0,0,0,0,0,0,2,4,65,1,0,14.5,12.5,13.5
Curtis Samuel,WR,CAR,0,0,0,0,0,0,0,0,4,7,65,1,0,16.5,12.5,14.5
Davante Adams,WR,GNB,0,0,0,0,0,0,0,0,6,10,64,2,0,24.4,18.4,21.4
Michael Gallup,WR,DAL,0,0,0,0,0,0,0,0,3,7,63,0,0,9.3,6.3,7.8
O.J. Howard,TE,TAM,0,0,0,0,0,0,0,0,5,6,61,0,0,11.1,6.1,8.6
Kenny Stills,WR,HOU,0,0,0,0,0,0,0,0,3,4,61,1,0,15.1,12.1,13.6
Dede Westbrook,WR,JAX,0,0,0,0,0,0,0,0,5,8,60,1,0,17,12,14.5
Tyler Boyd,WR,CIN,0,0,0,0,0,0,0,0,5,10,59,1,0,16.9,11.9,14.4
Laquon Treadwell,WR,MIN,0,0,0,0,0,0,0,0,1,2,58,1,0,12.8,11.8,12.3
Christian Blake,WR,ATL,0,0,0,0,0,0,0,0,6,9,57,0,0,11.7,5.7,8.7
Chris Conley,WR,JAX,0,0,0,0,0,0,0,0,4,5,57,0,0,9.7,5.7,7.7
Larry Fitzgerald,WR,ARI,0,0,0,0,0,0,0,0,6,7,56,0,0,11.6,5.6,8.6
Javon Wims,WR,CHI,0,0,0,0,0,0,0,0,5,6,56,0,0,10.6,5.6,8.1
Marcus Johnson,WR,IND,0,0,0,0,0,0,0,0,4,6,55,0,0,9.5,5.5,7.5
Randall Cobb,WR,DAL,0,0,0,0,0,0,0,0,3,3,53,0,0,8.3,5.3,6.8
Mike Evans,WR,TAM,0,0,0,0,0,0,0,0,4,11,53,0,0,9.3,5.3,7.3
Russell Gage,WR,ATL,0,0,0,0,0,0,0,0,5,9,52,1,0,16.2,11.2,13.7
Kelvin Harmon,WR,WAS,0,0,0,0,0,0,0,0,3,5,51,0,0,8.1,5.1,6.6
C.J. Uzomah,TE,CIN,0,0,0,0,0,0,0,0,5,6,51,0,0,10.1,5.1,7.6
Mark Andrews,TE,BAL,0,0,0,0,0,0,0,0,3,6,50,1,0,14,11,12.5
Chris Godwin,WR,TAM,0,0,0,0,0,0,0,0,4,6,50,0,0,9,5,7
Kyle Rudolph,TE,MIN,0,0,0,0,0,0,0,0,4,6,50,1,0,15,11,13
Michael Thomas,WR,NOR,0,0,0,0,0,0,0,0,6,8,48,0,0,10.8,4.8,7.8
DJ Chark,WR,JAX,0,0,0,0,0,0,0,0,2,5,47,0,0,6.7,4.7,5.7
Jakobi Meyers,WR,NWE,0,0,0,0,0,0,0,0,3,7,46,0,0,7.6,4.6,6.1
A.J. Brown,WR,TEN,0,0,0,0,0,0,0,0,3,4,45,0,0,7.5,4.5,6
Jacob Hollister,TE,SEA,0,0,0,0,0,0,0,0,6,8,44,0,0,10.4,4.4,7.4
Darius Slayton,WR,NYG,0,0,0,0,0,0,0,0,6,9,44,0,0,10.4,4.4,7.4
Cody Latimer,WR,NYG,0,0,0,0,0,0,0,0,1,3,43,0,0,5.3,4.3,4.8
Kendrick Bourne,WR,SFO,0,0,0,0,0,0,0,0,3,3,42,0,0,7.2,4.2,5.7
C.J. Ham,FB,MIN,0,0,0,0,0,0,0,0,2,2,42,0,1,4.2,2.2,3.2
Jason Witten,TE,DAL,0,0,0,0,0,0,0,0,6,8,42,1,0,16.2,10.2,13.2
Nelson Agholor,WR,PHI,0,0,0,0,0,0,0,0,3,6,41,0,0,7.1,4.1,5.6
Jaeden Graham,TE,ATL,0,0,0,0,0,0,0,0,4,4,41,1,0,14.1,10.1,12.1
Emmanuel Sanders,WR,SFO,0,0,0,0,0,0,0,0,4,6,41,0,0,8.1,4.1,6.1
Marvin Jones,WR,DET,0,0,0,0,0,0,0,0,3,6,40,1,0,13,10,11.5
Kalif Raymond,WR,TEN,0,0,0,0,0,0,0,0,1,1,40,1,0,11,10,10.5
Sterling Shepard,WR,NYG,0,0,0,0,0,0,0,0,3,6,40,1,0,13,10,11.5
Josh Reynolds,WR,LAR,0,0,0,0,0,0,0,0,4,4,39,0,0,7.9,3.9,5.9
Jeremy Sprinkle,TE,WAS,0,0,0,0,0,0,0,0,2,4,36,0,0,5.6,3.6,4.6
Isaiah McKenzie,WR,BUF,0,0,0,0,0,0,0,0,3,3,34,0,0,6.4,3.4,4.9
Jarius Wright,WR,CAR,0,0,0,0,0,0,0,0,3,5,34,0,0,6.4,3.4,4.9
Allen Hurns,WR,MIA,0,0,0,0,0,0,0,0,3,4,33,0,0,6.3,3.3,4.8
Danny Amendola,WR,DET,0,0,0,0,0,0,0,0,3,8,32,0,0,6.2,3.2,4.7
Ross Travis,TE,IND,0,0,0,0,0,0,0,0,2,3,31,0,1,3.1,1.1,2.1
Ryan Griffin,TE,NYJ,0,0,0,0,0,0,0,0,5,7,30,0,0,8,3,5.5
Odell Beckham,WR,CLE,0,0,0,0,0,0,0,0,3,6,29,0,0,5.9,2.9,4.4
Charles Clay,TE,ARI,0,0,0,0,0,0,0,0,2,2,29,0,0,4.9,2.9,3.9
Steven Sims,WR,WAS,0,0,0,0,0,0,0,0,3,4,29,0,0,5.9,2.9,4.4
Stephen Carlson,TE,CLE,0,0,0,0,0,0,0,0,2,2,28,0,0,4.8,2.8,3.8
Justin Hardy,WR,ATL,0,0,0,0,0,0,0,0,3,3,28,0,0,5.8,2.8,4.3
Tevin Jones,WR,PIT,0,0,0,0,0,0,0,0,1,1,28,0,0,3.8,2.8,3.3
Pharoh Cooper,WR,ARI,0,0,0,0,0,0,0,0,4,6,26,0,0,6.6,2.6,4.6
Brandin Cooks,WR,LAR,0,0,0,0,0,0,0,0,2,2,24,0,0,4.4,2.4,3.4
Zach Ertz,TE,PHI,0,0,0,0,0,0,0,0,3,6,24,0,0,5.4,2.4,3.9
Matt LaCosse,TE,NWE,0,0,0,0,0,0,0,0,1,2,24,0,0,3.4,2.4,2.9
Ian Thomas,TE,CAR,0,0,0,0,0,0,0,0,4,4,24,0,0,6.4,2.4,4.4
Corey Davis,WR,TEN,0,0,0,0,0,0,0,0,1,2,23,0,0,3.3,2.3,2.8
Darren Fells,TE,HOU,0,0,0,0,0,0,0,0,2,3,23,1,0,10.3,8.3,9.3
Demetrius Harris,TE,CLE,0,0,0,0,0,0,0,0,1,4,23,0,0,3.3,2.3,2.8
Christian Kirk,WR,ARI,0,0,0,0,0,0,0,0,3,7,23,0,0,5.3,2.3,3.8
Vyncint Smith,WR,NYJ,0,0,0,0,0,0,0,0,2,3,23,0,0,4.3,2.3,3.3
Demaryius Thomas,WR,NYJ,0,0,0,0,0,0,0,0,3,5,23,0,0,5.3,2.3,3.8
Ben Watson,TE,NWE,0,0,0,0,0,0,0,0,1,1,23,0,0,3.3,2.3,2.8
Tavon Austin,WR,DAL,0,0,0,0,0,0,0,0,2,5,22,0,0,4.2,2.2,3.2
Anthony Firkser,TE,TEN,0,0,0,0,0,0,0,0,3,4,22,0,0,5.2,2.2,3.7
Greg Olsen,TE,CAR,0,0,0,0,0,0,0,0,3,3,22,0,0,5.2,2.2,3.7
Alex Erickson,WR,CIN,0,0,0,0,0,0,0,0,2,2,21,0,0,4.1,2.1,3.1
Hayden Hurst,TE,BAL,0,0,0,0,0,0,0,0,3,4,21,0,0,5.1,2.1,3.6
Vance McDonald,TE,PIT,0,0,0,0,0,0,0,0,3,3,21,0,0,5.1,2.1,3.6
Geronimo Allison,WR,GNB,0,0,0,0,0,0,0,0,2,3,20,0,0,4,2,3
Jordan Akins,TE,HOU,0,0,0,0,0,0,0,0,1,1,19,0,0,2.9,1.9,2.4
T.J. Hockenson,TE,DET,0,0,0,0,0,0,0,0,6,11,18,0,0,7.8,1.8,4.8
Jesper Horsted,TE,CHI,0,0,0,0,0,0,0,0,1,1,18,1,0,8.8,7.8,8.3
Dawson Knox,TE,BUF,0,0,0,0,0,0,0,0,3,4,17,0,0,4.7,1.7,3.2
Jimmy Graham,TE,GNB,0,0,0,0,0,0,0,0,1,1,16,0,0,2.6,1.6,2.1
JJ Arcega-Whiteside,WR,PHI,0,0,0,0,0,0,0,0,1,2,15,1,0,8.5,7.5,8
Ventell Bryant,WR,DAL,0,0,0,0,0,0,0,0,1,1,15,1,0,8.5,7.5,8
Phillip Dorsett,WR,NWE,0,0,0,0,0,0,0,0,2,6,15,0,0,3.5,1.5,2.5
Jeff Heuerman,TE,DEN,0,0,0,0,0,0,0,0,3,5,15,0,0,4.5,1.5,3
Foster Moreau,TE,OAK,0,0,0,0,0,0,0,0,1,1,15,0,0,2.5,1.5,2
Zay Jones,WR,OAK,0,0,0,0,0,0,0,0,2,3,14,0,0,3.4,1.4,2.4
Mohamed Sanu,WR,NWE,0,0,0,0,0,0,0,0,3,5,14,0,0,4.4,1.4,2.9
Tre'Quan Smith,WR,NOR,0,0,0,0,0,0,0,0,2,2,14,0,0,3.4,1.4,2.4
Ashton Dulin,WR,IND,0,0,0,0,0,0,0,0,1,1,13,0,0,2.3,1.3,1.8
Cody Hollister,WR,TEN,0,0,0,0,0,0,0,0,2,2,13,0,0,3.3,1.3,2.3
Adam Humphries,WR,TEN,0,0,0,0,0,0,0,0,1,2,13,1,0,8.3,7.3,7.8
Durham Smythe,TE,MIA,0,0,0,0,0,0,0,0,2,3,13,0,0,3.3,1.3,2.3
Tyler Eifert,TE,CIN,0,0,0,0,0,0,0,0,1,2,12,0,0,2.2,1.2,1.7
DaeSean Hamilton,WR,DEN,0,0,0,0,0,0,0,0,2,3,12,0,0,3.2,1.2,2.2
Willie Snead,WR/RS,BAL,0,0,0,0,0,0,0,0,1,2,12,0,0,2.2,1.2,1.7
Andrew Beck,FB/TE,DEN,0,0,0,0,0,0,0,0,1,1,11,0,0,2.1,1.1,1.6
Keelan Cole,WR,JAX,0,0,0,0,0,0,0,0,1,2,11,0,0,2.1,1.1,1.6
Keelan Doss,WR,OAK,0,0,0,0,0,0,0,0,1,1,11,0,0,2.1,1.1,1.6
Da'Mari Scott,WR,NYG,0,0,0,0,0,0,0,0,1,2,11,0,0,2.1,1.1,1.6
Derek Carrier,TE,OAK,0,0,0,0,0,0,0,0,2,2,10,1,0,9,7,8
Josh Gordon,WR,SEA,0,0,0,0,0,0,0,0,1,1,10,0,0,2,1,1.5
Hunter Henry,TE,LAC,0,0,0,0,0,0,0,0,2,3,10,0,0,3,1,2
Daniel Brown,TE,NYJ,0,0,0,0,0,0,0,0,1,1,9,0,0,1.9,0.9,1.4
