Player,Pos,Tm,PassingYds,PassingTD,Int,PassingAtt,Cmp,RushingAtt,RushingYds,RushingTD,Rec,Tgt,ReceivingYds,ReceivingTD,FL,PPRFantasyPoints,StandardFantasyPoints,HalfPPRFantasyPoints
Marcus Mariota,QB,TEN,304,0,0,40,23,6,34,0,0,0,0,0,0,15.56,15.56,15.56
Mason Rudolph,QB,PIT,174,2,1,27,14,4,15,0,0,0,0,0,0,14.46,14.46,14.46
Josh Allen,QB,BUF,243,1,1,36,23,9,46,0,0,0,0,0,0,16.32,16.32,16.32
Jared Goff,QB,LAR,268,2,2,38,24,4,14,0,0,0,0,0,1,14.12,14.12,14.12
Case Keenum,QB,WAS,332,2,3,43,30,2,3,0,0,0,0,0,2,11.58,11.58,11.58
Joe Flacco,QB,DEN,213,0,1,29,20,2,5,0,0,0,0,0,1,5.02,5.02,5.02
Kyler Murray,QB,ARI,173,2,2,43,30,8,69,0,0,0,0,0,0,17.82,17.82,17.82
Lamar Jackson,QB,BAL,267,0,0,43,22,8,46,1,0,0,0,0,0,21.28,21.28,21.28
Baker Mayfield,QB,CLE,195,1,1,36,18,1,-1,0,0,0,0,0,0,9.7,9.7,9.7
Andy Dalton,QB,CIN,250,1,2,36,20,1,1,1,0,0,0,0,0,16.1,16.1,16.1
Josh Rosen,QB,MIA,200,0,0,39,18,3,13,0,0,0,0,0,0,9.3,9.3,9.3
Luke Falk,QB,NYJ,98,0,1,22,12,0,0,0,0,0,0,0,0,1.92,1.92,1.92
Jarrett Stidham,QB,NWE,14,0,1,3,2,0,0,0,0,0,0,0,0,-1.44,-1.44,-1.44
Christian McCaffrey,RB,CAR,0,0,0,0,0,24,153,1,3,4,35,0,0,27.8,24.8,26.3
Ezekiel Elliott,RB,DAL,0,0,0,0,0,19,125,0,2,3,14,0,0,15.9,13.9,14.9
Dalvin Cook,RB,MIN,0,0,0,0,0,16,110,1,4,5,33,0,0,24.3,20.3,22.3
Mark Ingram,RB,BAL,0,0,0,0,0,16,103,3,4,4,32,0,0,35.5,31.5,33.5
Tony Pollard,RB,DAL,0,0,0,0,0,13,103,1,3,3,25,0,0,21.8,18.8,20.3
Nick Chubb,RB,CLE,0,0,0,0,0,23,96,0,4,7,35,0,0,17.1,13.1,15.1
Devonta Freeman,RB,ATL,0,0,0,0,0,16,88,0,3,4,7,0,0,12.5,9.5,11
Phillip Lindsay,RB,DEN,0,0,0,0,0,21,81,2,4,5,49,0,0,29,25,27
Ronald Jones,RB,TAM,0,0,0,0,0,14,80,0,1,1,41,0,0,13.1,12.1,12.6
Raheem Mostert,RB,SFO,0,0,0,0,0,12,79,0,0,0,0,0,1,5.9,5.9,5.9
Frank Gore,RB,BUF,0,0,0,0,0,14,76,1,2,2,13,0,0,16.9,14.9,15.9
Marlon Mack,RB,IND,0,0,0,0,0,16,74,1,2,3,14,0,0,16.8,14.8,15.8
Alvin Kamara,RB,NOR,0,0,0,0,0,16,69,1,9,10,92,1,0,37.1,28.1,32.6
Matt Breida,RB,SFO,0,0,0,0,0,14,68,0,2,3,20,0,0,10.8,8.8,9.8
David Montgomery,RB,CHI,0,0,0,0,0,13,67,0,3,3,14,0,0,11.1,8.1,9.6
Leonard Fournette,RB,JAX,0,0,0,0,0,15,66,0,6,8,26,0,0,15.2,9.2,12.2
Royce Freeman,RB,DEN,0,0,0,0,0,15,63,0,4,5,10,0,0,11.3,7.3,9.3
Darrel Williams,RB,KAN,0,0,0,0,0,9,62,0,5,5,47,0,0,15.9,10.9,13.4
Joe Mixon,RB,CIN,0,0,0,0,0,15,60,0,2,2,34,1,0,17.4,15.4,16.4
Jamaal Williams,RB,GNB,0,0,0,0,0,12,59,0,2,2,27,0,0,10.6,8.6,9.6
Alexander Mattison,RB,MIN,0,0,0,0,0,12,58,1,0,0,0,0,0,11.8,11.8,11.8
LeSean McCoy,RB,KAN,0,0,0,0,0,8,54,1,3,3,26,1,0,23,20,21.5
Gus Edwards,RB,BAL,0,0,0,0,0,7,53,0,2,2,15,0,0,8.8,6.8,7.8
Miles Sanders,RB,PHI,0,0,0,0,0,13,53,0,2,4,73,0,1,12.6,10.6,11.6
Chris Carson,RB,SEA,0,0,0,0,0,15,52,0,1,1,-2,0,1,4,3,3.5
Peyton Barber,RB,TAM,0,0,0,0,0,13,48,0,2,2,7,0,0,7.5,5.5,6.5
Rex Burkhead,RB,NWE,0,0,0,0,0,11,47,1,6,7,22,0,0,18.9,12.9,15.9
Derrick Henry,RB,TEN,0,0,0,0,0,17,44,1,1,2,2,0,0,11.6,10.6,11.1
Josh Jacobs,RB,OAK,0,0,0,0,0,10,44,0,0,0,0,0,0,4.4,4.4,4.4
J.D. McKissic,RB,DET,0,0,0,0,0,1,44,0,0,0,0,0,0,4.4,4.4,4.4
James Conner,RB,PIT,0,0,0,0,0,13,43,0,4,4,14,0,1,7.7,3.7,5.7
Todd Gurley,RB,LAR,0,0,0,0,0,14,43,0,0,0,0,0,0,4.3,4.3,4.3
Kenyan Drake,RB,MIA,0,0,0,0,0,12,38,0,3,6,34,0,1,8.2,5.2,6.7
Jordan Howard,RB,PHI,0,0,0,0,0,11,37,1,0,0,0,0,0,9.7,9.7,9.7
David Johnson,RB,ARI,0,0,0,0,0,11,37,0,6,9,28,1,0,18.5,12.5,15.5
Adrian Peterson,RB,WAS,0,0,0,0,0,12,37,0,1,3,-3,0,0,4.4,3.4,3.9
Austin Ekeler,RB,LAC,0,0,0,0,0,9,36,0,7,7,45,0,0,15.1,8.1,11.6
Kerryon Johnson,RB,DET,0,0,0,0,0,20,36,1,1,1,7,0,0,11.3,10.3,10.8
Le'Veon Bell,RB,NYJ,0,0,0,0,0,18,35,0,4,4,28,0,0,10.3,6.3,8.3
T.J. Yeldon,RB,BUF,0,0,0,0,0,8,30,0,2,3,19,0,1,4.9,2.9,3.9
Chris Thompson,RB,WAS,0,0,0,0,0,7,29,0,4,5,79,0,0,14.8,10.8,12.8
Mike Boone,RB,MIN,0,0,0,0,0,3,28,0,0,0,0,0,0,2.8,2.8,2.8
Justin Jackson,RB,LAC,0,0,0,0,0,5,26,0,4,4,4,0,0,7,3,5
DeAndre Washington,RB,OAK,0,0,0,0,0,6,22,0,0,0,0,0,0,2.2,2.2,2.2
Sterling Shepard,WR,NYG,0,0,0,0,0,2,21,0,7,9,100,1,0,25.1,18.1,21.6
Carlos Hyde,RB,HOU,0,0,0,0,0,10,19,1,0,0,0,0,0,7.9,7.9,7.9
Aaron Jones,RB,GNB,0,0,0,0,0,10,19,2,1,1,4,0,0,15.3,14.3,14.8
Jeff Wilson,RB,SFO,0,0,0,0,0,8,18,2,0,0,0,0,0,13.8,13.8,13.8
Robert Woods,WR,LAR,0,0,0,0,0,2,18,0,3,8,40,0,0,8.8,5.8,7.3
Kalen Ballage,RB,MIA,0,0,0,0,0,8,17,0,1,3,10,0,0,3.7,2.7,3.2
Chase Edmonds,RB,ARI,0,0,0,0,0,3,15,0,1,2,10,0,0,3.5,2.5,3
Jalen Richard,RB,OAK,0,0,0,0,0,2,15,0,3,3,14,0,0,5.9,2.9,4.4
Cordarrelle Patterson,WR,CHI,0,0,0,0,0,4,14,0,1,1,6,0,0,3,2,2.5
Wayne Gallman,RB,NYG,0,0,0,0,0,5,13,0,0,0,0,0,0,1.3,1.3,1.3
Dion Lewis,RB,TEN,0,0,0,0,0,3,13,0,1,1,7,0,0,3,2,2.5
Breshad Perriman,WR,TAM,0,0,0,0,0,1,13,0,1,2,6,0,0,2.9,1.9,2.4
Phillip Dorsett,WR,NWE,0,0,0,0,0,2,12,0,6,7,53,1,0,18.5,12.5,15.5
D.J. Moore,WR,CAR,0,0,0,0,0,1,12,0,1,2,52,1,0,13.4,12.4,12.9
Sony Michel,RB,NWE,0,0,0,0,0,9,11,1,0,0,0,0,0,7.1,7.1,7.1
Saquon Barkley,RB,NYG,0,0,0,0,0,8,10,0,4,5,27,0,0,7.7,3.7,5.7
Isaiah McKenzie,WR,BUF,0,0,0,0,0,3,10,0,1,1,9,0,0,2.9,1.9,2.4
Johnny Holton,WR,PIT,0,0,0,0,0,1,9,0,0,0,0,0,0,0.9,0.9,0.9
Dawson Knox,TE,BUF,0,0,0,0,0,1,9,0,3,4,67,1,0,16.6,13.6,15.1
Brandin Cooks,WR,LAR,0,0,0,0,0,1,8,0,8,12,112,0,0,20,12,16
Darwin Thompson,RB,KAN,0,0,0,0,0,3,8,0,0,0,0,0,0,0.8,0.8,0.8
Malcolm Brown,RB,LAR,0,0,0,0,0,3,7,0,0,0,0,0,0,0.7,0.7,0.7
Taylor Gabriel,WR,CHI,0,0,0,0,0,1,7,0,6,7,75,3,0,32.2,26.2,29.2
Mecole Hardman,WR,KAN,0,0,0,0,0,1,7,0,2,5,97,1,0,18.4,16.4,17.4
Darren Waller,TE,OAK,0,0,0,0,0,1,7,0,13,14,134,0,0,27.1,14.1,20.6
Diontae Johnson,WR,PIT,0,0,0,0,0,1,6,0,3,6,52,1,0,14.8,11.8,13.3
Benny Snell,RB,PIT,0,0,0,0,0,3,6,0,0,0,0,0,0,0.6,0.6,0.6
Giovani Bernard,RB,CIN,0,0,0,0,0,3,5,0,2,2,7,0,0,3.2,1.2,2.2
Reggie Bonnafon,RB,CAR,0,0,0,0,0,2,5,0,0,0,0,0,0,0.5,0.5,0.5
Taysom Hill,QB,NOR,0,0,0,0,0,1,5,0,1,1,5,0,0,2,1,1.5
Ty Johnson,RB,DET,0,0,0,0,0,4,5,0,1,2,0,0,0,1.5,0.5,1
C.J. Prosise,RB,SEA,0,0,0,0,0,4,5,0,5,5,38,0,0,9.3,4.3,6.8
Alex Armah,FB,CAR,0,0,0,0,0,1,4,0,1,1,2,0,0,1.6,0.6,1.1
John Brown,WR,BUF,0,0,0,0,0,1,4,0,4,5,51,0,0,9.5,5.5,7.5
Jakeem Grant,WR,MIA,0,0,0,0,0,1,4,0,4,7,27,0,0,7.1,3.1,5.1
Darren Sproles,RB,PHI,0,0,0,0,0,2,4,0,0,0,0,0,0,0.4,0.4,0.4
Dede Westbrook,WR,JAX,0,0,0,0,0,1,4,0,5,9,46,0,0,10,5,7.5
Keenan Allen,WR,LAC,0,0,0,0,0,1,3,0,13,17,183,2,0,43.6,30.6,37.1
Nyheim Hines,RB,IND,0,0,0,0,0,2,3,0,3,4,26,0,0,5.9,2.9,4.4
Mike Davis,RB,CHI,0,0,0,0,0,1,2,0,0,0,0,0,0,0.2,0.2,0.2
Duke Johnson,RB,HOU,0,0,0,0,0,2,2,0,2,3,22,0,0,4.4,2.4,3.4
Latavius Murray,RB,NOR,0,0,0,0,0,2,2,0,0,0,0,0,0,0.2,0.2,0.2
Mohamed Sanu,WR,ATL,0,0,0,0,0,1,2,0,6,6,75,0,0,13.7,7.7,10.7
Josh Gordon,WR,NWE,0,0,0,0,0,1,1,0,6,11,83,0,0,14.4,8.4,11.4
Justice Hill,RB,BAL,0,0,0,0,0,1,1,0,0,0,0,0,0,0.1,0.1,0.1
Ty Montgomery,RB,NYJ,0,0,0,0,0,2,1,0,0,0,0,0,0,0.1,0.1,0.1
Adam Thielen,WR,MIN,0,0,0,0,0,1,1,1,3,5,55,1,0,20.6,17.6,19.1
Zach Line,FB,NOR,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Ito Smith,RB,ATL,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Derek Watt,FB,LAC,0,0,0,0,0,1,-1,0,0,0,0,0,0,-0.1,-0.1,-0.1
Brandon Bolden,RB,NWE,0,0,0,0,0,2,-2,0,2,3,21,0,0,3.9,1.9,2.9
Tarik Cohen,RB,CHI,0,0,0,0,0,4,-2,0,2,4,26,0,0,4.4,2.4,3.4
Sean Mannion,QB,MIN,0,0,0,0,0,2,-2,0,0,0,0,0,0,-0.2,-0.2,-0.2
Jordan Wilkins,RB,IND,0,0,0,0,0,3,-2,0,0,0,0,0,0,-0.2,-0.2,-0.2
Mike Evans,WR,TAM,0,0,0,0,0,0,0,0,8,15,190,3,0,45,37,41
Tyler Lockett,WR,SEA,0,0,0,0,0,0,0,0,11,14,154,1,0,32.4,21.4,26.9
Julio Jones,WR,ATL,0,0,0,0,0,0,0,0,8,9,128,1,0,26.8,18.8,22.8
Evan Engram,TE,NYG,0,0,0,0,0,0,0,0,6,8,113,1,0,23.3,17.3,20.3
Marvin Jones,WR,DET,0,0,0,0,0,0,0,0,6,9,101,1,0,22.1,16.1,19.1
Cooper Kupp,WR,LAR,0,0,0,0,0,0,0,0,11,12,101,2,0,33.1,22.1,27.6
Marquez Valdes-Scantling,WR,GNB,0,0,0,0,0,0,0,0,6,10,99,1,0,21.9,15.9,18.9
Adam Humphries,WR,TEN,0,0,0,0,0,0,0,0,6,9,93,0,0,15.3,9.3,12.3
Travis Kelce,TE,KAN,0,0,0,0,0,0,0,0,7,8,89,0,0,15.9,8.9,12.4
Kenny Stills,WR,HOU,0,0,0,0,0,0,0,0,4,6,89,0,0,12.9,8.9,10.9
Amari Cooper,WR,DAL,0,0,0,0,0,0,0,0,6,7,88,2,0,26.8,20.8,23.8
Auden Tate,WR,CIN,0,0,0,0,0,0,0,0,6,10,88,0,1,12.8,6.8,9.8
Courtland Sutton,WR,DEN,0,0,0,0,0,0,0,0,5,7,87,0,0,13.7,8.7,11.2
Paul Richardson,WR,WAS,0,0,0,0,0,0,0,0,8,9,83,1,0,22.3,14.3,18.3
Darius Slayton,WR,NYG,0,0,0,0,0,0,0,0,3,5,82,0,0,11.2,8.2,9.7
JuJu Smith-Schuster,WR,PIT,0,0,0,0,0,0,0,0,3,7,81,1,0,17.1,14.1,15.6
DJ Chark,WR,JAX,0,0,0,0,0,0,0,0,4,5,76,1,0,17.6,13.6,15.6
Greg Olsen,TE,CAR,0,0,0,0,0,0,0,0,6,7,75,2,0,25.5,19.5,22.5
Jordan Akins,TE,HOU,0,0,0,0,0,0,0,0,3,5,73,2,0,22.3,19.3,20.8
Terry McLaurin,WR,WAS,0,0,0,0,0,0,0,0,6,8,70,1,0,19,13,16
Tajae Sharpe,WR,TEN,0,0,0,0,0,0,0,0,2,3,70,0,0,9,7,8
Tyler Boyd,WR,CIN,0,0,0,0,0,0,0,0,6,11,68,0,0,12.8,6.8,9.8
Preston Williams,WR,MIA,0,0,0,0,0,0,0,0,4,12,68,0,0,10.8,6.8,8.8
DeAndre Hopkins,WR,HOU,0,0,0,0,0,0,0,0,6,7,67,0,0,12.7,6.7,9.7
D.K. Metcalf,WR,SEA,0,0,0,0,0,0,0,0,2,6,67,0,0,8.7,6.7,7.7
Austin Hooper,TE,ATL,0,0,0,0,0,0,0,0,6,7,66,2,0,24.6,18.6,21.6
O.J. Howard,TE,TAM,0,0,0,0,0,0,0,0,3,4,66,0,0,9.6,6.6,8.1
T.Y. Hilton,WR,IND,0,0,0,0,0,0,0,0,8,10,65,1,0,20.5,12.5,16.5
Zach Ertz,TE,PHI,0,0,0,0,0,0,0,0,4,7,64,0,0,10.4,6.4,8.4
Delanie Walker,TE,TEN,0,0,0,0,0,0,0,0,7,9,64,0,0,13.4,6.4,9.9
Sammy Watkins,WR,KAN,0,0,0,0,0,0,0,0,5,8,64,0,0,11.4,6.4,8.9
Will Dissly,TE,SEA,0,0,0,0,0,0,0,0,6,7,62,1,0,18.2,12.2,15.2
Julian Edelman,WR,NWE,0,0,0,0,0,0,0,0,7,10,62,1,0,19.2,12.2,15.7
Mack Hollins,WR,PHI,0,0,0,0,0,0,0,0,4,7,62,0,0,10.2,6.2,8.2
Jarvis Landry,WR,CLE,0,0,0,0,0,0,0,0,3,9,62,0,0,9.2,6.2,7.7
Allen Robinson,WR,CHI,0,0,0,0,0,0,0,0,6,7,60,0,0,12,6,9
Irv Smith,TE,MIN,0,0,0,0,0,0,0,0,3,3,60,0,0,9,6,7.5
Christian Kirk,WR,ARI,0,0,0,0,0,0,0,0,10,12,59,0,0,15.9,5.9,10.9
Nick Boyle,TE,BAL,0,0,0,0,0,0,0,0,4,5,58,0,0,9.8,5.8,7.8
George Kittle,TE,SFO,0,0,0,0,0,0,0,0,6,8,57,0,0,11.7,5.7,8.7
Davante Adams,WR,GNB,0,0,0,0,0,0,0,0,4,4,56,0,0,9.6,5.6,7.6
Odell Beckham,WR,CLE,0,0,0,0,0,0,0,0,6,9,56,0,0,11.6,5.6,8.6
DeVante Parker,WR,MIA,0,0,0,0,0,0,0,0,3,6,56,0,0,8.6,5.6,7.1
Michael Thomas,WR,NOR,0,0,0,0,0,0,0,0,5,7,54,1,0,16.4,11.4,13.9
Jason Witten,TE,DAL,0,0,0,0,0,0,0,0,3,4,54,0,0,8.4,5.4,6.9
Zach Pascal,WR,IND,0,0,0,0,0,0,0,0,2,3,53,1,0,13.3,11.3,12.3
Curtis Samuel,WR,CAR,0,0,0,0,0,0,0,0,5,7,53,1,0,16.3,11.3,13.8
Will Fuller,WR,HOU,0,0,0,0,0,0,0,0,5,7,51,0,0,10.1,5.1,7.6
Kyle Juszczyk,RB,SFO,0,0,0,0,0,0,0,0,3,3,51,0,0,8.1,5.1,6.6
Nelson Agholor,WR,PHI,0,0,0,0,0,0,0,0,8,12,50,2,1,23,15,19
Marquise Brown,WR,BAL,0,0,0,0,0,0,0,0,2,9,49,0,0,6.9,4.9,5.9
Darren Fells,TE,HOU,0,0,0,0,0,0,0,0,5,6,49,1,0,15.9,10.9,13.4
Cole Beasley,WR,BUF,0,0,0,0,0,0,0,0,8,10,48,0,0,12.8,4.8,8.8
Eric Ebron,TE,IND,0,0,0,0,0,0,0,0,3,4,47,0,0,7.7,4.7,6.2
Willie Snead,WR/RS,BAL,0,0,0,0,0,0,0,0,3,5,47,0,0,7.7,4.7,6.2
Jack Doyle,TE,IND,0,0,0,0,0,0,0,0,4,4,46,0,0,8.6,4.6,6.6
Mike Williams,WR,LAC,0,0,0,0,0,0,0,0,3,7,45,0,0,7.5,4.5,6
Corey Davis,WR,TEN,0,0,0,0,0,0,0,0,3,4,44,0,0,7.4,4.4,5.9
Deebo Samuel,WR,SFO,0,0,0,0,0,0,0,0,3,4,44,0,0,7.4,4.4,5.9
Demarcus Robinson,WR,KAN,0,0,0,0,0,0,0,0,3,4,43,1,0,13.3,10.3,11.8
Marquise Goodwin,WR,SFO,0,0,0,0,0,0,0,0,2,2,41,0,0,6.1,4.1,5.1
Ryan Izzo,TE,NWE,0,0,0,0,0,0,0,0,1,1,41,0,0,5.1,4.1,4.6
Chris Godwin,WR,TAM,0,0,0,0,0,0,0,0,3,4,40,0,0,7,4,5.5
Devin Smith,WR,DAL,0,0,0,0,0,0,0,0,2,5,39,0,0,5.9,3.9,4.9
Jakobi Meyers,WR,NWE,0,0,0,0,0,0,0,0,2,3,38,0,0,5.8,3.8,4.8
Jarius Wright,WR,CAR,0,0,0,0,0,0,0,0,2,2,38,0,0,5.8,3.8,4.8
Danny Amendola,WR,DET,0,0,0,0,0,0,0,0,4,5,37,0,0,7.7,3.7,5.7
Noah Fant,TE,DEN,0,0,0,0,0,0,0,0,3,3,37,0,1,4.7,1.7,3.2
Seth Roberts,WR,BAL,0,0,0,0,0,0,0,0,2,2,37,0,0,5.7,3.7,4.7
Larry Fitzgerald,WR,ARI,0,0,0,0,0,0,0,0,5,7,36,1,0,14.6,9.6,12.1
JJ Nelson,WR,OAK,0,0,0,0,0,0,0,0,4,5,36,1,0,13.6,9.6,11.6
Zay Jones,WR,BUF,0,0,0,0,0,0,0,0,2,3,33,0,0,5.3,3.3,4.3
Jaron Brown,WR,SEA,0,0,0,0,0,0,0,0,3,6,30,0,0,6,3,4.5
Chris Conley,WR,JAX,0,0,0,0,0,0,0,0,2,3,30,0,0,5,3,4
Vernon Davis,TE,WAS,0,0,0,0,0,0,0,0,2,4,30,0,0,5,3,4
Trey Quinn,WR,WAS,0,0,0,0,0,0,0,0,5,7,30,0,0,8,3,5.5
Braxton Berrios,WR,NYJ,0,0,0,0,0,0,0,0,2,6,29,0,0,4.9,2.9,3.9
David Moore,WR,SEA,0,0,0,0,0,0,0,0,1,2,29,0,0,3.9,2.9,3.4
Tyrell Williams,WR,OAK,0,0,0,0,0,0,0,0,3,3,29,1,0,11.9,8.9,10.4
Hunter Renfrow,WR,OAK,0,0,0,0,0,0,0,0,3,4,28,0,0,5.8,2.8,4.3
Danny Vitale,FB,GNB,0,0,0,0,0,0,0,0,1,1,27,0,0,3.7,2.7,3.2
Damion Ratley,WR,CLE,0,0,0,0,0,0,0,0,3,5,26,0,0,5.6,2.6,4.1
Mo Alie-Cox,TE,IND,0,0,0,0,0,0,0,0,2,2,25,0,0,4.5,2.5,3.5
Jamison Crowder,WR,NYJ,0,0,0,0,0,0,0,0,2,5,25,0,0,4.5,2.5,3.5
Parris Campbell,WR,IND,0,0,0,0,0,0,0,0,3,3,24,0,0,5.4,2.4,3.9
Steven Sims,WR,WAS,0,0,0,0,0,0,0,0,2,2,24,0,0,4.4,2.4,3.4
Randall Cobb,WR,DAL,0,0,0,0,0,0,0,0,2,4,23,0,0,4.3,2.3,3.3
Dontrelle Inman,WR,LAC,0,0,0,0,0,0,0,0,1,3,23,0,0,3.3,2.3,2.8
Dare Ogunbowale,RB,TAM,0,0,0,0,0,0,0,0,3,3,23,0,0,5.3,2.3,3.8
Kendrick Bourne,WR,SFO,0,0,0,0,0,0,0,0,1,2,22,0,0,3.2,2.2,2.7
Richie James,WR,SFO,0,0,0,0,0,0,0,0,2,2,22,0,1,2.2,0.2,1.2
John Ross,WR,CIN,0,0,0,0,0,0,0,0,2,6,22,0,1,2.2,0.2,1.2
Trey Burton,TE,CHI,0,0,0,0,0,0,0,0,4,4,20,0,0,6,2,4
Jeff Heuerman,TE,DEN,0,0,0,0,0,0,0,0,2,2,20,0,0,4,2,3
Dante Pettis,WR,SFO,0,0,0,0,0,0,0,0,4,5,20,1,0,12,8,10
Jonnu Smith,TE,TEN,0,0,0,0,0,0,0,0,2,3,20,0,0,4,2,3
Marcedes Lewis,TE,GNB,0,0,0,0,0,0,0,0,1,2,19,0,0,2.9,1.9,2.4
Nick O'Leary,TE,MIA,0,0,0,0,0,0,0,0,1,1,19,0,0,2.9,1.9,2.4
Jeremy Sprinkle,TE,WAS,0,0,0,0,0,0,0,0,2,4,19,0,0,3.9,1.9,2.9
Malik Turner,WR,SEA,0,0,0,0,0,0,0,0,2,3,19,0,0,3.9,1.9,2.9
Tyler Eifert,TE,CIN,0,0,0,0,0,0,0,0,1,1,18,0,0,2.8,1.8,2.3
James O'Shaughnessy,TE,JAX,0,0,0,0,0,0,0,0,2,3,18,1,0,9.8,7.8,8.8
Kenny Golladay,WR,DET,0,0,0,0,0,0,0,0,2,8,17,0,0,3.7,1.7,2.7
Mark Andrews,TE,BAL,0,0,0,0,0,0,0,0,3,7,15,0,0,4.5,1.5,3
Stefon Diggs,WR,MIN,0,0,0,0,0,0,0,0,3,3,15,0,0,4.5,1.5,3
Gerald Everett,TE,LAR,0,0,0,0,0,0,0,0,2,2,15,0,0,3.5,1.5,2.5
Ted Ginn,WR,NOR,0,0,0,0,0,0,0,0,2,5,15,0,0,3.5,1.5,2.5
Anthony Miller,WR,CHI,0,0,0,0,0,0,0,0,1,3,15,0,0,2.5,1.5,2
Logan Thomas,TE,DET,0,0,0,0,0,0,0,0,1,1,15,0,0,2.5,1.5,2
Hayden Hurst,TE,BAL,0,0,0,0,0,0,0,0,2,5,14,0,0,3.4,1.4,2.4
Ricky Seals-Jones,TE,CLE,0,0,0,0,0,0,0,0,1,2,14,0,0,2.4,1.4,1.9
James Washington,WR,PIT,0,0,0,0,0,0,0,0,2,5,14,0,0,3.4,1.4,2.4
Alex Erickson,WR,CIN,0,0,0,0,0,0,0,0,1,1,13,0,0,2.3,1.3,1.8
Jesse James,TE,DET,0,0,0,0,0,0,0,0,1,1,13,0,0,2.3,1.3,1.8
KeeSean Johnson,WR,ARI,0,0,0,0,0,0,0,0,3,4,13,0,0,4.3,1.3,2.8
Lance Kendricks,TE,LAC,0,0,0,0,0,0,0,0,1,2,13,0,0,2.3,1.3,1.8
Luke Stocker,TE,ATL,0,0,0,0,0,0,0,0,3,4,12,0,0,4.2,1.2,2.7
Robby Anderson,WR,NYJ,0,0,0,0,0,0,0,0,3,5,11,0,0,4.1,1.1,2.6
Kyle Rudolph,TE,MIN,0,0,0,0,0,0,0,0,1,1,11,0,0,2.1,1.1,1.6
JJ Arcega-Whiteside,WR,PHI,0,0,0,0,0,0,0,0,1,3,10,0,0,2,1,1.5
Nick Bawden,FB,DET,0,0,0,0,0,0,0,0,1,1,10,0,0,2,1,1.5
Deon Cain,WR,IND,0,0,0,0,0,0,0,0,1,3,10,0,0,2,1,1.5
Vance McDonald,TE,PIT,0,0,0,0,0,0,0,0,1,2,10,0,0,2,1,1.5
Emmanuel Sanders,WR,DEN,0,0,0,0,0,0,0,0,2,5,10,0,0,3,1,2
Damiere Byrd,WR,ARI,0,0,0,0,0,0,0,0,2,4,9,0,0,2.9,0.9,1.9
Charles Clay,TE,ARI,0,0,0,0,0,0,0,0,1,1,9,0,0,1.9,0.9,1.4
Michael Crabtree,WR,ARI,0,0,0,0,0,0,0,0,2,2,9,0,0,2.9,0.9,1.9
Mike Gesicki,TE,MIA,0,0,0,0,0,0,0,0,3,3,9,0,0,3.9,0.9,2.4
