Player,Pos,Tm,PassingYds,PassingTD,Int,PassingAtt,Cmp,RushingAtt,RushingYds,RushingTD,Rec,Tgt,ReceivingYds,ReceivingTD,FL,PPRFantasyPoints,StandardFantasyPoints,HalfPPRFantasyPoints
Allen Robinson,WR,CHI,0,0,0,0,0,0,0,0,6,10,131,1,0,25.1,19.1,22.1
George Kittle,TE,SFO,0,0,0,0,0,0,0,0,6,6,129,1,0,24.9,18.9,21.9
Tyler Boyd,WR,CIN,0,0,0,0,0,0,0,0,5,9,101,1,1,19.1,14.1,16.6
Michael Thomas,WR,NOR,0,0,0,0,0,0,0,0,10,11,101,1,0,26.1,16.1,21.1
Jared Cook,TE,NOR,0,0,0,0,0,0,0,0,6,8,99,1,0,21.9,15.9,18.9
James Washington,WR,PIT,0,0,0,0,0,0,0,0,3,7,98,1,0,18.8,15.8,17.3
Robert Woods,WR,LAR,0,0,0,0,0,0,0,0,6,9,97,0,0,15.7,9.7,12.7
DeAndre Hopkins,WR,HOU,0,0,0,0,0,0,0,0,6,8,94,2,0,27.4,21.4,24.4
Julian Edelman,WR,NWE,0,0,0,0,0,0,0,0,8,12,93,0,0,17.3,9.3,13.3
Zach Ertz,TE,PHI,0,0,0,0,0,0,0,0,12,14,91,1,0,27.1,15.1,21.1
DeVante Parker,WR,MIA,0,0,0,0,0,0,0,0,6,11,91,0,0,15.1,9.1,12.1
Robby Anderson,WR,NYJ,0,0,0,0,0,0,0,0,4,5,86,1,0,18.6,14.6,16.6
Randall Cobb,WR,DAL,0,0,0,0,0,0,0,0,4,7,86,0,0,12.6,8.6,10.6
Odell Beckham,WR,CLE,0,0,0,0,0,0,0,0,6,8,84,1,0,20.4,14.4,17.4
Anthony Miller,WR,CHI,0,0,0,0,0,0,0,0,6,9,77,0,0,13.7,7.7,10.7
Cole Beasley,WR,BUF,0,0,0,0,0,0,0,0,6,9,76,1,0,19.6,13.6,16.6
Russell Gage,WR,ATL,0,0,0,0,0,0,0,0,8,10,76,0,0,15.6,7.6,11.6
Jakobi Meyers,WR,NWE,0,0,0,0,0,0,0,0,4,9,74,0,0,11.4,7.4,9.4
Terry McLaurin,WR,WAS,0,0,0,0,0,0,0,0,5,12,72,0,0,12.2,7.2,9.7
Braxton Berrios,WR,NYJ,0,0,0,0,0,0,0,0,1,1,69,0,0,7.9,6.9,7.4
Dede Westbrook,WR,JAX,0,0,0,0,0,0,0,0,8,9,69,0,0,14.9,6.9,10.9
Julio Jones,WR,ATL,0,0,0,0,0,0,0,0,5,10,68,0,0,11.8,6.8,9.3
Darius Slayton,WR,NYG,0,0,0,0,0,0,0,0,4,7,67,0,0,10.7,6.7,8.7
Kenny Golladay,WR,DET,0,0,0,0,0,0,0,0,4,4,61,0,0,10.1,6.1,8.1
Michael Gallup,WR,DAL,0,0,0,0,0,0,0,0,4,6,55,0,0,9.5,5.5,7.5
Miles Boykin,WR,BAL,0,0,0,0,0,0,0,0,2,2,54,0,0,7.4,5.4,6.4
Jaeden Graham,TE,ATL,0,0,0,0,0,0,0,0,1,2,53,0,0,6.3,5.3,5.8
Mike Evans,WR,TAM,0,0,0,0,0,0,0,0,4,8,50,0,0,9,5,7
Deebo Samuel,WR,SFO,0,0,0,0,0,0,0,0,2,2,50,1,0,13,11,12
Chris Conley,WR,JAX,0,0,0,0,0,0,0,0,4,9,49,0,0,8.9,4.9,6.9
Marvin Jones,WR,DET,0,0,0,0,0,0,0,0,5,11,46,0,0,9.6,4.6,7.1
Mark Andrews,TE,BAL,0,0,0,0,0,0,0,0,2,3,45,0,0,6.5,4.5,5.5
Eric Ebron,TE,IND,0,0,0,0,0,0,0,0,4,5,44,0,0,8.4,4.4,6.4
Greg Olsen,TE,CAR,0,0,0,0,0,0,0,0,5,7,44,0,0,9.4,4.4,6.9
Breshad Perriman,WR,TAM,0,0,0,0,0,0,0,0,1,1,44,0,0,5.4,4.4,4.9
Davante Adams,WR,GNB,0,0,0,0,0,0,0,0,7,12,43,1,0,17.3,10.3,13.8
JJ Arcega-Whiteside,WR,PHI,0,0,0,0,0,0,0,0,2,5,43,0,0,6.3,4.3,5.3
Alex Erickson,WR,CIN,0,0,0,0,0,0,0,0,2,8,43,0,0,6.3,4.3,5.3
Kelvin Harmon,WR,WAS,0,0,0,0,0,0,0,0,3,6,43,0,0,7.3,4.3,5.8
Marquise Brown,WR,BAL,0,0,0,0,0,0,0,0,5,7,42,2,0,21.2,16.2,18.7
Allen Hurns,WR,MIA,0,0,0,0,0,0,0,0,4,7,42,1,0,14.2,10.2,12.2
Darren Waller,TE,OAK,0,0,0,0,0,0,0,0,3,6,41,0,0,7.1,4.1,5.6
Greg Ward,WR,PHI,0,0,0,0,0,0,0,0,6,7,40,0,0,10,4,7
John Brown,WR,BUF,0,0,0,0,0,0,0,0,2,4,39,1,0,11.9,9.9,10.9
Seth Roberts,WR,BAL,0,0,0,0,0,0,0,0,3,4,39,0,0,6.9,3.9,5.4
DJ Chark,WR,JAX,0,0,0,0,0,0,0,0,5,6,38,0,0,8.8,3.8,6.3
Ted Ginn,WR,NOR,0,0,0,0,0,0,0,0,2,5,38,0,0,5.8,3.8,4.8
Tyler Lockett,WR,SEA,0,0,0,0,0,0,0,0,1,2,38,0,0,4.8,3.8,4.3
Nick O'Leary,TE,JAX,0,0,0,0,0,0,0,0,4,4,36,0,0,7.6,3.6,5.6
Deon Cain,WR,PIT,0,0,0,0,0,0,0,0,1,1,35,0,0,4.5,3.5,4
Cooper Kupp,WR,LAR,0,0,0,0,0,0,0,0,6,10,35,0,0,9.5,3.5,6.5
D.K. Metcalf,WR,SEA,0,0,0,0,0,0,0,0,3,6,35,0,0,6.5,3.5,5
Golden Tate,WR,NYG,0,0,0,0,0,0,0,0,3,7,33,1,0,12.3,9.3,10.8
Malik Turner,WR,SEA,0,0,0,0,0,0,0,0,1,2,33,1,0,10.3,9.3,9.8
Dallas Goedert,TE,PHI,0,0,0,0,0,0,0,0,7,8,32,0,1,8.2,1.2,4.7
Hunter Renfrow,WR,OAK,0,0,0,0,0,0,0,0,3,5,31,0,0,6.1,3.1,4.6
Corey Davis,WR,TEN,0,0,0,0,0,0,0,0,2,3,29,0,0,4.9,2.9,3.9
Diontae Johnson,WR,PIT,0,0,0,0,0,0,0,0,3,6,29,0,0,5.9,2.9,4.4
Jack Doyle,TE,IND,0,0,0,0,0,0,0,0,3,4,28,0,0,5.8,2.8,4.3
Mike Gesicki,TE,MIA,0,0,0,0,0,0,0,0,3,7,28,1,0,11.8,8.8,10.3
Kendrick Bourne,WR,SFO,0,0,0,0,0,0,0,0,2,2,27,0,0,4.7,2.7,3.7
Jordan Matthews,WR,PHI,0,0,0,0,0,0,0,0,3,6,27,0,0,5.7,2.7,4.2
Courtland Sutton,WR,DEN,0,0,0,0,0,0,0,0,1,8,27,0,0,3.7,2.7,3.2
Jordan Akins,TE,HOU,0,0,0,0,0,0,0,0,3,4,26,0,0,5.6,2.6,4.1
Darren Fells,TE,HOU,0,0,0,0,0,0,0,0,1,2,24,0,0,3.4,2.4,2.9
Logan Thomas,TE,DET,0,0,0,0,0,0,0,0,2,2,24,1,0,10.4,8.4,9.4
Gerald Everett,TE,LAR,0,0,0,0,0,0,0,0,2,2,23,0,0,4.3,2.3,3.3
Jacob Hollister,TE,SEA,0,0,0,0,0,0,0,0,2,4,22,0,0,4.2,2.2,3.2
Vyncint Smith,WR,NYJ,0,0,0,0,0,0,0,0,1,1,22,0,0,3.2,2.2,2.7
Demaryius Thomas,WR,NYJ,0,0,0,0,0,0,0,0,2,3,22,0,0,4.2,2.2,3.2
Danny Amendola,WR,DET,0,0,0,0,0,0,0,0,3,3,21,0,0,5.1,2.1,3.6
Marvin Hall,WR,DET,0,0,0,0,0,0,0,0,1,2,21,0,0,3.1,2.1,2.6
Demetrius Harris,TE,CLE,0,0,0,0,0,0,0,0,2,2,20,0,0,4,2,3
Tyler Higbee,TE,LAR,0,0,0,0,0,0,0,0,5,6,20,0,0,7,2,4.5
Adam Humphries,WR,TEN,0,0,0,0,0,0,0,0,3,3,20,0,0,5,2,3.5
MyCole Pruitt,TE,TEN,0,0,0,0,0,0,0,0,1,1,20,0,0,3,2,2.5
Taylor Gabriel,WR,CHI,0,0,0,0,0,0,0,0,1,3,19,0,0,2.9,1.9,2.4
Andrew Beck,FB/TE,DEN,0,0,0,0,0,0,0,0,1,1,18,0,0,2.8,1.8,2.3
Keelan Cole,WR,JAX,0,0,0,0,0,0,0,0,2,2,18,0,0,3.8,1.8,2.8
Jamison Crowder,WR,NYJ,0,0,0,0,0,0,0,0,2,4,18,0,0,3.8,1.8,2.8
T.Y. Hilton,WR,IND,0,0,0,0,0,0,0,0,3,6,18,0,0,4.8,1.8,3.3
Tyrell Williams,WR,OAK,0,0,0,0,0,0,0,0,2,6,18,0,0,3.8,1.8,2.8
Blake Jarwin,TE,DAL,0,0,0,0,0,0,0,0,3,4,17,0,0,4.7,1.7,3.2
Kaden Smith,TE,NYG,0,0,0,0,0,0,0,0,5,6,17,1,0,12.7,7.7,10.2
Christian Blake,WR,ATL,0,0,0,0,0,0,0,0,2,9,16,0,0,3.6,1.6,2.6
Emmanuel Sanders,WR,SFO,0,0,0,0,0,0,0,0,1,1,15,0,0,2.5,1.5,2
Noah Fant,TE,DEN,0,0,0,0,0,0,0,0,3,5,14,0,0,4.4,1.4,2.9
Tyler Kroft,TE,BUF,0,0,0,0,0,0,0,0,1,1,14,0,0,2.4,1.4,1.9
Willie Snead,WR/RS,BAL,0,0,0,0,0,0,0,0,2,3,14,2,0,15.4,13.4,14.4
Ryan Griffin,TE,NYJ,0,0,0,0,0,0,0,0,3,3,13,1,0,10.3,7.3,8.8
Tre'Quan Smith,WR,NOR,0,0,0,0,0,0,0,0,1,3,13,1,0,8.3,7.3,7.8
Josh Hill,TE,NOR,0,0,0,0,0,0,0,0,1,1,12,0,0,2.2,1.2,1.7
Chester Rogers,WR,IND,0,0,0,0,0,0,0,0,1,1,12,0,0,2.2,1.2,1.7
Dawson Knox,TE,BUF,0,0,0,0,0,0,0,0,2,2,11,0,0,3.1,1.1,2.1
Josh Gordon,WR,SEA,0,0,0,0,0,0,0,0,1,2,10,0,0,2,1,1.5
N'Keal Harry,WR,NWE,0,0,0,0,0,0,0,0,1,4,10,1,0,8,7,7.5
O.J. Howard,TE,TAM,0,0,0,0,0,0,0,0,1,2,10,0,0,2,1,1.5
Scott Simonson,TE,NYG,0,0,0,0,0,0,0,0,1,1,10,0,0,2,1,1.5
Auden Tate,WR,CIN,0,0,0,0,0,0,0,0,1,3,10,0,0,2,1,1.5
Geronimo Allison,WR,GNB,0,0,0,0,0,0,0,0,3,4,9,0,0,3.9,0.9,2.4
Ben Braunecker,TE,CHI,0,0,0,0,0,0,0,0,2,4,9,0,0,2.9,0.9,1.9
Tevin Jones,WR,PIT,0,0,0,0,0,0,0,0,1,3,9,0,0,1.9,0.9,1.4
Kenjon Barner,RB,ATL,0,0,0,0,0,0,0,0,2,2,8,0,0,2.8,0.8,1.8
Stephen Carlson,TE,CLE,0,0,0,0,0,0,0,0,1,1,8,0,0,1.8,0.8,1.3
Josh Reynolds,WR,LAR,0,0,0,0,0,0,0,0,2,2,8,0,0,2.8,0.8,1.8
Robert Tonyan,TE,GNB,0,0,0,0,0,0,0,0,2,2,8,0,0,2.8,0.8,1.8
Nick Boyle,TE,BAL,0,0,0,0,0,0,0,0,1,1,7,0,0,1.7,0.7,1.2
Tyler Eifert,TE,CIN,0,0,0,0,0,0,0,0,1,1,7,0,0,1.7,0.7,1.2
Jimmy Graham,TE,GNB,0,0,0,0,0,0,0,0,1,2,7,0,0,1.7,0.7,1.2
Jesse James,TE,DET,0,0,0,0,0,0,0,0,1,1,7,0,0,1.7,0.7,1.2
Cody Latimer,WR,NYG,0,0,0,0,0,0,0,0,1,1,7,0,0,1.7,0.7,1.2
Marquez Valdes-Scantling,WR,GNB,0,0,0,0,0,0,0,0,1,3,7,0,0,1.7,0.7,1.2
Paul Richardson,WR,WAS,0,0,0,0,0,0,0,0,1,2,6,0,0,1.6,0.6,1.1
Kenny Stills,WR,HOU,0,0,0,0,0,0,0,0,1,2,6,0,0,1.6,0.6,1.1
Zay Jones,WR,OAK,0,0,0,0,0,0,0,0,2,2,5,0,0,2.5,0.5,1.5
Matt LaCosse,TE,NWE,0,0,0,0,0,0,0,0,1,1,5,0,0,1.5,0.5,1
Jason Witten,TE,DAL,0,0,0,0,0,0,0,0,1,4,5,0,0,1.5,0.5,1
Jesper Horsted,WR,CHI,0,0,0,0,0,0,0,0,1,1,4,0,0,1.4,0.4,0.9
Jeremy Sprinkle,TE,WAS,0,0,0,0,0,0,0,0,1,2,4,0,0,1.4,0.4,0.9
Ian Thomas,TE,CAR,0,0,0,0,0,0,0,0,1,2,4,0,0,1.4,0.4,0.9
Jarius Wright,WR,CAR,0,0,0,0,0,0,0,0,1,1,4,0,0,1.4,0.4,0.9
Foster Moreau,TE,OAK,0,0,0,0,0,0,0,0,1,1,3,0,0,1.3,0.3,0.8
Tim Patrick,WR,DEN,0,0,0,0,0,0,0,0,1,3,3,0,0,1.3,0.3,0.8
Wendell Smallwood,RB,WAS,0,0,0,0,0,0,0,0,1,1,3,0,0,1.3,0.3,0.8
Danny Vitale,FB,GNB,0,0,0,0,0,0,0,0,1,1,3,0,0,1.3,0.3,0.8
Dennis Kelly,T/G,TEN,0,0,0,0,0,0,0,0,1,1,1,1,0,7.1,6.1,6.6
Vance McDonald,TE,PIT,0,0,0,0,0,0,0,0,1,1,1,0,0,1.1,0.1,0.6
Vita Vea,DL,TAM,0,0,0,0,0,0,0,0,1,1,1,1,0,7.1,6.1,6.6
Taysom Hill,QB,NOR,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0.5
Diontae Spencer,WR,DEN,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0.5
Rashaan Gaulden,S,CAR,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,-2,-2
Michael Walker,WR,JAX,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,-2,-2
James Burgess,LB,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,-2,-2
DeAndre Carter,WR,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandon Wilson,S,CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andre Roberts,WR,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
