,player,pass_att,pass_comp,pass_yds,pass_tds,pass_int,rush_att,rush_yds,rush_tds,rcv_rec,rcv_yds,rcv_tds,fumble_lost,position,source,nfl_week,year
0,Ezekiel Elliott,0,0,0,0,0,19,91,2,1,14,0,0,RB,football_db,5,2020
1,Miles Sanders,0,0,0,0,0,11,80,2,2,19,0,0,RB,football_db,5,2020
2,Todd Gurley,0,0,0,0,0,14,121,1,4,29,0,0,RB,football_db,5,2020
3,Mike Davis,0,0,0,0,0,16,89,0,9,60,1,0,RB,football_db,5,2020
4,Josh Jacobs,0,0,0,0,0,23,77,2,2,8,0,0,RB,football_db,5,2020
5,Darrell Henderson,0,0,0,0,0,15,38,1,3,30,1,0,RB,football_db,5,2020
6,Derrick Henry,0,0,0,0,0,19,57,2,1,6,0,0,RB,football_db,5,2020
7,Kareem Hunt,0,0,0,0,0,20,72,0,3,21,1,0,RB,football_db,5,2020
8,Myles Gaskin,0,0,0,0,0,16,57,1,5,34,0,0,RB,football_db,5,2020
9,Devonta Freeman,0,0,0,0,0,17,60,1,2,27,0,0,RB,football_db,5,2020
10,Chase Edmonds,0,0,0,0,0,3,36,1,5,56,0,0,RB,football_db,5,2020
11,Dalvin Cook,0,0,0,0,0,17,65,1,5,24,0,0,RB,football_db,5,2020
12,T.J. Yeldon,0,0,0,0,0,7,52,0,1,22,1,0,RB,football_db,5,2020
13,Alexander Mattison,0,0,0,0,0,20,112,0,3,24,0,0,RB,football_db,5,2020
14,Chris Carson,0,0,0,0,0,8,52,1,6,27,0,0,RB,football_db,5,2020
15,Jonathan Taylor,0,0,0,0,0,12,57,1,2,17,0,0,RB,football_db,5,2020
16,Kenyan Drake,0,0,0,0,0,18,60,1,1,2,0,0,RB,football_db,5,2020
17,Raheem Mostert,0,0,0,0,0,11,90,0,3,29,0,0,RB,football_db,5,2020
18,David Montgomery,0,0,0,0,0,10,29,1,7,30,0,0,RB,football_db,5,2020
19,Alvin Kamara,0,0,0,0,0,11,45,0,8,74,0,0,RB,football_db,5,2020
20,Ronald Jones II,0,0,0,0,0,17,106,0,3,19,0,0,RB,football_db,5,2020
21,James Conner,0,0,0,0,0,15,44,1,3,19,0,0,RB,football_db,5,2020
22,David Johnson,0,0,0,0,0,17,96,0,2,7,0,0,RB,football_db,5,2020
23,Justin Jackson,0,0,0,0,0,15,71,0,5,23,0,0,RB,football_db,5,2020
24,Joe Mixon,0,0,0,0,0,24,59,0,6,35,0,0,RB,football_db,5,2020
25,Clyde Edwards-Helaire,0,0,0,0,0,10,40,0,3,40,0,0,RB,football_db,5,2020
26,Kyle Juszczyk,0,0,0,0,0,2,11,1,0,0,0,0,RB,football_db,5,2020
27,Devontae Booker,0,0,0,0,0,7,62,0,1,5,0,0,RB,football_db,5,2020
28,Le'Veon Bell,0,0,0,0,0,13,60,0,1,7,0,0,RB,football_db,5,2020
29,Cam Akers,0,0,0,0,0,9,61,0,0,0,0,0,RB,football_db,5,2020
30,James Robinson,0,0,0,0,0,13,48,0,5,22,0,1,RB,football_db,5,2020
31,Latavius Murray,0,0,0,0,0,8,34,0,2,23,0,0,RB,football_db,5,2020
32,Mark Ingram,0,0,0,0,0,11,57,0,0,0,0,0,RB,football_db,5,2020
33,J.K. Dobbins,0,0,0,0,0,1,34,0,3,21,0,0,RB,football_db,5,2020
34,Matt Breida,0,0,0,0,0,9,28,0,1,31,0,0,RB,football_db,5,2020
35,J.D. McKissic,0,0,0,0,0,1,3,0,6,46,0,0,RB,football_db,5,2020
36,Brian Hill,0,0,0,0,0,6,39,0,2,15,0,0,RB,football_db,5,2020
37,Antonio Gibson,0,0,0,0,0,11,27,0,5,24,0,0,RB,football_db,5,2020
38,Darrel Williams,0,0,0,0,0,1,4,0,1,15,0,0,RB,football_db,5,2020
39,Chris Thompson,0,0,0,0,0,2,7,0,3,35,0,0,RB,football_db,5,2020
40,Tony Pollard,0,0,0,0,0,6,30,0,2,2,0,0,RB,football_db,5,2020
41,D'Ernest Johnson,0,0,0,0,0,8,32,0,1,4,0,0,RB,football_db,5,2020
42,Frank Gore,0,0,0,0,0,9,30,0,0,0,0,0,RB,football_db,5,2020
43,Malcolm Brown,0,0,0,0,0,8,30,0,1,-6,0,0,RB,football_db,5,2020
44,Jeffery Wilson,0,0,0,0,0,4,27,0,0,0,0,0,RB,football_db,5,2020
45,Devin Singletary,0,0,0,0,0,11,25,0,1,8,0,0,RB,football_db,5,2020
46,Jalen Richard,0,0,0,0,0,1,4,0,4,26,0,0,RB,football_db,5,2020
47,Jeremy McNichols,0,0,0,0,0,9,28,0,1,3,0,0,RB,football_db,5,2020
48,Joshua Kelley,0,0,0,0,0,11,29,0,1,9,0,0,RB,football_db,5,2020
49,Alec Ingold,0,0,0,0,0,0,0,0,2,25,0,0,RB,football_db,5,2020
50,Nyheim Hines,0,0,0,0,0,3,8,0,2,22,0,0,RB,football_db,5,2020
51,Wayne Gallman,0,0,0,0,0,5,24,0,2,0,0,0,RB,football_db,5,2020
52,Gus Edwards,0,0,0,0,0,7,25,0,0,0,0,0,RB,football_db,5,2020
