,player,pass_att,pass_comp,pass_yds,pass_tds,pass_int,rush_att,rush_yds,rush_tds,rcv_rec,rcv_yds,rcv_tds,fumble_lost,position,source,nfl_week,year
0,Jeffery Wilson,0,0,0,0,0,17,112,3,2,8,0,0,RB,football_db,7,2020
1,James Robinson,0,0,0,0,0,22,119,1,4,18,1,0,RB,football_db,7,2020
2,Todd Gurley,0,0,0,0,0,23,63,2,2,19,0,0,RB,football_db,7,2020
3,Antonio Gibson,0,0,0,0,0,20,128,1,0,0,0,0,RB,football_db,7,2020
4,Jamaal Williams,0,0,0,0,0,19,77,1,4,37,0,0,RB,football_db,7,2020
5,Kareem Hunt,0,0,0,0,0,18,76,0,3,26,1,0,RB,football_db,7,2020
6,Boston Scott,0,0,0,0,0,12,46,0,3,46,1,0,RB,football_db,7,2020
7,Alvin Kamara,0,0,0,0,0,14,83,0,8,65,0,0,RB,football_db,7,2020
8,Giovani Bernard,0,0,0,0,0,13,37,0,5,59,1,0,RB,football_db,7,2020
9,David Johnson,0,0,0,0,0,14,42,0,4,42,1,1,RB,football_db,7,2020
10,Derrick Henry,0,0,0,0,0,20,75,1,2,-3,0,0,RB,football_db,7,2020
11,Chase Edmonds,0,0,0,0,0,5,58,0,7,87,0,0,RB,football_db,7,2020
12,Carlos Hyde,0,0,0,0,0,15,68,1,3,8,0,0,RB,football_db,7,2020
13,Lamical Perine,0,0,0,0,0,11,40,1,2,16,0,0,RB,football_db,7,2020
14,Melvin Gordon,0,0,0,0,0,17,68,1,2,12,0,2,RB,football_db,7,2020
15,Wayne Gallman,0,0,0,0,0,10,34,1,5,20,0,0,RB,football_db,7,2020
16,Clyde Edwards-Helaire,0,0,0,0,0,8,46,1,1,17,0,0,RB,football_db,7,2020
17,Malcolm Brown,0,0,0,0,0,10,57,1,0,0,0,0,RB,football_db,7,2020
18,D'Andre Swift,0,0,0,0,0,9,27,1,4,21,0,0,RB,football_db,7,2020
19,James Conner,0,0,0,0,0,20,82,0,3,29,0,0,RB,football_db,7,2020
20,Ronald Jones II,0,0,0,0,0,13,34,1,1,2,0,0,RB,football_db,7,2020
21,Leonard Fournette,0,0,0,0,0,11,50,0,6,47,0,0,RB,football_db,7,2020
22,Kyle Juszczyk,0,0,0,0,0,4,18,1,1,18,0,0,RB,football_db,7,2020
23,Phillip Lindsay,0,0,0,0,0,9,79,0,0,0,0,0,RB,football_db,7,2020
24,Darrell Henderson,0,0,0,0,0,15,63,0,2,13,0,0,RB,football_db,7,2020
25,Benjamin Snell,0,0,0,0,0,2,2,1,0,0,0,0,RB,football_db,7,2020
26,Zack Moss,0,0,0,0,0,7,47,0,3,25,0,0,RB,football_db,7,2020
27,David Montgomery,0,0,0,0,0,14,48,0,5,21,0,0,RB,football_db,7,2020
28,JaMycal Hasty,0,0,0,0,0,9,57,0,1,16,0,0,RB,football_db,7,2020
29,Damien Harris,0,0,0,0,0,10,58,0,1,12,0,0,RB,football_db,7,2020
30,Frank Gore,0,0,0,0,0,11,60,0,0,0,0,0,RB,football_db,7,2020
31,Justin Jackson,0,0,0,0,0,5,12,0,5,43,0,0,RB,football_db,7,2020
32,Latavius Murray,0,0,0,0,0,11,47,0,1,9,0,0,RB,football_db,7,2020
33,J.D. McKissic,0,0,0,0,0,5,35,0,2,16,0,0,RB,football_db,7,2020
34,Joshua Kelley,0,0,0,0,0,12,29,0,5,24,0,0,RB,football_db,7,2020
35,Duke Johnson,0,0,0,0,0,1,-1,0,5,43,0,0,RB,football_db,7,2020
36,Ezekiel Elliott,0,0,0,0,0,12,45,0,1,6,0,0,RB,football_db,7,2020
37,Rex Burkhead,0,0,0,0,0,4,12,0,3,35,0,0,RB,football_db,7,2020
38,Devin Singletary,0,0,0,0,0,8,29,0,2,18,0,0,RB,football_db,7,2020
39,Kenyan Drake,0,0,0,0,0,14,34,0,1,7,0,0,RB,football_db,7,2020
40,Mike Davis,0,0,0,0,0,7,12,0,5,24,0,0,RB,football_db,7,2020
41,Chris Carson,0,0,0,0,0,5,34,0,1,7,0,0,RB,football_db,7,2020
42,Le'Veon Bell,0,0,0,0,0,6,39,0,0,0,0,0,RB,football_db,7,2020
43,Peyton Barber,0,0,0,0,0,10,34,0,0,0,0,0,RB,football_db,7,2020
44,Jalen Richard,0,0,0,0,0,7,24,0,0,0,0,0,RB,football_db,7,2020
45,Adrian Peterson,0,0,0,0,0,11,29,0,1,1,0,0,RB,football_db,7,2020
46,Josh Jacobs,0,0,0,0,0,10,17,0,3,14,0,0,RB,football_db,7,2020
47,Alec Ingold,0,0,0,0,0,0,0,0,1,21,0,0,RB,football_db,7,2020
48,Brian Hill,0,0,0,0,0,2,3,0,3,27,0,0,RB,football_db,7,2020
49,Tony Pollard,0,0,0,0,0,8,16,0,1,6,0,0,RB,football_db,7,2020
50,Dion Lewis,0,0,0,0,0,3,23,0,0,0,0,1,RB,football_db,7,2020
51,Jason Huntley,0,0,0,0,0,2,13,0,0,0,0,0,RB,football_db,7,2020
52,Travis Homer,0,0,0,0,0,3,10,0,0,0,0,0,RB,football_db,7,2020
53,Royce Freeman,0,0,0,0,0,3,12,0,1,5,0,0,RB,football_db,7,2020
54,AJ Dillon,0,0,0,0,0,5,11,0,0,0,0,0,RB,football_db,7,2020
55,DeeJay Dallas,0,0,0,0,0,0,0,0,2,18,0,0,RB,football_db,7,2020
