,player,pass_att,pass_comp,pass_yds,pass_tds,pass_int,rush_att,rush_yds,rush_tds,rcv_rec,rcv_yds,rcv_tds,fumble_lost,position,source,nfl_week,year
0,Jonathan Taylor,0,0,0,0,0,30,253,2,1,1,0,0,RB,football_db,17,2020
1,Derrick Henry,0,0,0,0,0,34,250,2,0,0,0,1,RB,football_db,17,2020
2,J.K. Dobbins,0,0,0,0,0,13,160,2,0,0,0,0,RB,football_db,17,2020
3,Alexander Mattison,0,0,0,0,0,21,95,1,3,50,1,0,RB,football_db,17,2020
4,Darwin Thompson,0,0,0,0,0,14,45,1,7,65,1,0,RB,football_db,17,2020
5,Jeffery Wilson,0,0,0,0,0,20,76,1,3,12,1,0,RB,football_db,17,2020
6,Antonio Williams,0,0,0,0,0,12,63,2,1,20,0,0,RB,football_db,17,2020
7,Josh Jacobs,0,0,0,0,0,15,89,2,0,0,0,0,RB,football_db,17,2020
8,Sony Michel,0,0,0,0,0,16,76,0,3,60,1,0,RB,football_db,17,2020
9,David Montgomery,0,0,0,0,0,22,69,1,9,63,0,0,RB,football_db,17,2020
10,David Johnson,0,0,0,0,0,14,84,1,3,36,0,0,RB,football_db,17,2020
11,Melvin Gordon,0,0,0,0,0,26,93,1,4,17,0,0,RB,football_db,17,2020
12,Nick Chubb,0,0,0,0,0,14,108,1,0,0,0,0,RB,football_db,17,2020
13,Aaron Jones,0,0,0,0,0,11,42,1,4,43,0,0,RB,football_db,17,2020
14,Ronald Jones II,0,0,0,0,0,12,78,1,0,0,0,0,RB,football_db,17,2020
15,Brian Hill,0,0,0,0,0,9,94,0,3,42,0,0,RB,football_db,17,2020
16,Myles Gaskin,0,0,0,0,0,7,20,1,4,57,0,0,RB,football_db,17,2020
17,D'Andre Swift,0,0,0,0,0,12,54,1,3,16,0,0,RB,football_db,17,2020
18,Adrian Peterson,0,0,0,0,0,7,63,1,0,0,0,0,RB,football_db,17,2020
19,Justin Jackson,0,0,0,0,0,9,72,0,1,32,0,0,RB,football_db,17,2020
20,Ezekiel Elliott,0,0,0,0,0,14,42,1,3,19,0,0,RB,football_db,17,2020
21,Josh Adams,0,0,0,0,0,11,47,1,2,12,0,0,RB,football_db,17,2020
22,Rodney Smith,0,0,0,0,0,10,40,1,1,4,0,0,RB,football_db,17,2020
23,Austin Ekeler,0,0,0,0,0,7,18,0,6,33,1,0,RB,football_db,17,2020
24,James White,0,0,0,0,0,0,0,0,4,31,1,0,RB,football_db,17,2020
25,Kalen Ballage,0,0,0,0,0,13,36,1,0,0,0,0,RB,football_db,17,2020
26,Salvon Ahmed,0,0,0,0,0,6,29,1,3,19,0,0,RB,football_db,17,2020
27,Malcolm Perry,0,0,0,0,0,0,0,0,1,25,1,0,RB,football_db,17,2020
28,Alex Collins,0,0,0,0,0,5,29,1,0,0,0,0,RB,football_db,17,2020
29,Trayveon Williams,0,0,0,0,0,4,74,0,1,3,0,0,RB,football_db,17,2020
30,Jonathan Ward,0,0,0,0,0,0,0,0,1,11,1,0,RB,football_db,17,2020
31,Boston Scott,0,0,0,0,0,15,65,0,2,14,0,0,RB,football_db,17,2020
32,Dare Ogunbowale,0,0,0,0,0,14,50,0,4,22,0,0,RB,football_db,17,2020
33,Antonio Gibson,0,0,0,0,0,19,75,0,1,6,0,0,RB,football_db,17,2020
34,Gus Edwards,0,0,0,0,0,12,60,0,1,10,0,0,RB,football_db,17,2020
35,Chris Carson,0,0,0,0,0,11,44,0,2,39,0,0,RB,football_db,17,2020
36,Cam Akers,0,0,0,0,0,21,34,0,4,52,0,1,RB,football_db,17,2020
37,Ty Johnson,0,0,0,0,0,11,45,0,2,23,0,0,RB,football_db,17,2020
38,Nyheim Hines,0,0,0,0,0,2,17,0,6,50,0,0,RB,football_db,17,2020
39,Wayne Gallman,0,0,0,0,0,11,65,0,0,0,0,0,RB,football_db,17,2020
40,Ameer Abdullah,0,0,0,0,0,0,0,0,3,7,1,0,RB,football_db,17,2020
41,Samaje Perine,0,0,0,0,0,9,51,0,0,0,0,0,RB,football_db,17,2020
42,James Conner,0,0,0,0,0,9,37,0,5,25,0,0,RB,football_db,17,2020
43,Theo Riddick,0,0,0,0,0,0,0,0,4,40,0,0,RB,football_db,17,2020
44,C.J. Ham,0,0,0,0,0,0,0,0,2,44,0,0,RB,football_db,17,2020
45,Kenyan Drake,0,0,0,0,0,10,36,0,3,15,0,0,RB,football_db,17,2020
46,J.D. McKissic,0,0,0,0,0,2,0,0,5,30,0,0,RB,football_db,17,2020
47,Mark Ingram,0,0,0,0,0,9,39,0,0,0,0,0,RB,football_db,17,2020
48,Kareem Hunt,0,0,0,0,0,10,37,0,1,4,0,0,RB,football_db,17,2020
49,Jamaal Williams,0,0,0,0,0,5,26,0,0,0,0,0,RB,football_db,17,2020
50,Tony Pollard,0,0,0,0,0,5,15,0,3,19,0,0,RB,football_db,17,2020
51,Justice Hill,0,0,0,0,0,2,21,0,0,0,0,0,RB,football_db,17,2020
52,Todd Gurley,0,0,0,0,0,9,18,0,1,17,0,0,RB,football_db,17,2020
53,Royce Freeman,0,0,0,0,0,2,21,0,1,1,0,0,RB,football_db,17,2020
54,Leonard Fournette,0,0,0,0,0,5,13,0,2,14,0,0,RB,football_db,17,2020
55,Chase Edmonds,0,0,0,0,0,3,-3,0,2,28,0,0,RB,football_db,17,2020
56,Malcolm Brown,0,0,0,0,0,3,20,0,1,-2,0,0,RB,football_db,17,2020
57,Mike Boone,0,0,0,0,0,5,29,0,0,0,0,0,RB,football_db,17,2020
58,Benjamin Snell,0,0,0,0,0,3,10,0,0,0,0,0,RB,football_db,17,2020
59,Rashaad Penny,0,0,0,0,0,6,19,0,0,0,0,0,RB,football_db,17,2020
60,Zack Moss,0,0,0,0,0,3,8,0,1,13,0,0,RB,football_db,17,2020
61,Alfred Morris,0,0,0,0,0,5,12,0,0,0,0,0,RB,football_db,17,2020
62,Anthony McFarland,0,0,0,0,0,5,17,0,0,0,0,0,RB,football_db,17,2020
63,Tony Jones,0,0,0,0,0,3,13,0,0,0,0,0,RB,football_db,17,2020
64,Devontae Booker,0,0,0,0,0,5,16,0,0,0,0,0,RB,football_db,17,2020
65,Peyton Barber,0,0,0,0,0,4,10,0,0,0,0,0,RB,football_db,17,2020
66,Darrel Williams,0,0,0,0,0,0,0,0,1,2,0,0,RB,football_db,17,2020
67,Ito Smith,0,0,0,0,0,3,9,0,1,7,0,0,RB,football_db,17,2020
68,Devin Singletary,0,0,0,0,0,3,7,0,1,6,0,0,RB,football_db,17,2020
69,Anthony Sherman,0,0,0,0,0,1,6,0,0,0,0,0,RB,football_db,17,2020
70,Artavis Pierce,0,0,0,0,0,1,-1,0,0,0,0,0,RB,football_db,17,2020
71,Gabe Nabers,0,0,0,0,0,0,0,0,1,5,0,0,RB,football_db,17,2020
72,Jerick McKinnon,0,0,0,0,0,0,0,0,1,6,0,0,RB,football_db,17,2020
73,Dion Lewis,0,0,0,0,0,1,7,0,0,0,0,0,RB,football_db,17,2020
74,Kyle Juszczyk,0,0,0,0,0,1,0,0,1,4,0,0,RB,football_db,17,2020
75,Jason Huntley,0,0,0,0,0,2,5,0,1,0,0,0,RB,football_db,17,2020
76,AJ Dillon,0,0,0,0,0,1,3,0,0,0,0,0,RB,football_db,17,2020
77,Corey Clement,0,0,0,0,0,1,1,0,1,7,0,0,RB,football_db,17,2020
78,Giovani Bernard,0,0,0,0,0,3,7,0,0,0,0,0,RB,football_db,17,2020
79,LeVante Bellamy,0,0,0,0,0,1,0,0,0,0,0,0,RB,football_db,17,2020
0,Marvin Jones,0,0,0,0,0,0,0,0,8,180,2,0,WR,football_db,17,2020
1,Brandin Cooks,0,0,0,0,0,0,0,0,11,166,2,0,WR,football_db,17,2020
2,Sterling Shepard,0,0,0,0,0,2,24,1,8,112,1,0,WR,football_db,17,2020
3,Chris Godwin,0,0,0,0,0,0,0,0,5,133,2,0,WR,football_db,17,2020
4,Antonio Brown,0,0,0,0,0,0,0,0,11,138,2,0,WR,football_db,17,2020
5,Jerry Jeudy,0,0,0,0,0,0,0,0,5,140,1,0,WR,football_db,17,2020
6,Tyler Lockett,0,0,0,0,0,0,0,0,12,90,2,0,WR,football_db,17,2020
7,A.J. Brown,0,0,0,0,0,0,0,0,10,151,1,0,WR,football_db,17,2020
8,Laviska Shenault,0,0,0,0,0,1,-2,0,6,68,2,0,WR,football_db,17,2020
9,Isaiah McKenzie,0,0,0,0,0,2,0,0,6,65,2,0,WR,football_db,17,2020
10,Mike Williams,0,0,0,0,0,0,0,0,6,108,1,0,WR,football_db,17,2020
11,Russell Gage,0,0,0,0,0,1,11,0,9,91,1,0,WR,football_db,17,2020
12,Gabriel Davis,0,0,0,0,0,0,0,0,2,107,1,0,WR,football_db,17,2020
