,player,pass_att,pass_comp,pass_yds,pass_tds,pass_int,rush_att,rush_yds,rush_tds,rcv_rec,rcv_yds,rcv_tds,fumble_lost,position,source,nfl_week,year
0,Dalvin Cook,0,0,0,0,0,27,115,1,5,45,0,1,RB,football_db,11,2020
1,Derrick Henry,0,0,0,0,0,28,133,1,1,-1,0,0,RB,football_db,11,2020
2,Melvin Gordon,0,0,0,0,0,15,84,2,0,0,0,1,RB,football_db,11,2020
3,Clyde Edwards-Helaire,0,0,0,0,0,14,69,2,1,8,0,0,RB,football_db,11,2020
4,Ezekiel Elliott,0,0,0,0,0,21,103,0,2,11,1,0,RB,football_db,11,2020
5,Antonio Gibson,0,0,0,0,0,16,94,1,1,10,0,0,RB,football_db,11,2020
6,J.K. Dobbins,0,0,0,0,0,15,70,1,2,15,0,0,RB,football_db,11,2020
7,Carlos Hyde,0,0,0,0,0,14,79,1,2,16,0,0,RB,football_db,11,2020
8,Aaron Jones,0,0,0,0,0,10,41,1,4,30,0,0,RB,football_db,11,2020
9,Frank Gore,0,0,0,0,0,15,61,1,2,10,0,0,RB,football_db,11,2020
10,Mike Davis,0,0,0,0,0,19,64,1,2,15,0,0,RB,football_db,11,2020
11,Tony Pollard,0,0,0,0,0,5,60,1,0,0,0,0,RB,football_db,11,2020
12,Jonathan Taylor,0,0,0,0,0,22,90,0,4,24,0,0,RB,football_db,11,2020
13,Josh Jacobs,0,0,0,0,0,17,55,1,1,9,0,0,RB,football_db,11,2020
14,Damien Harris,0,0,0,0,0,11,43,1,1,11,0,0,RB,football_db,11,2020
15,Kenyan Drake,0,0,0,0,0,11,29,1,4,31,0,0,RB,football_db,11,2020
16,Nick Chubb,0,0,0,0,0,20,114,0,0,0,0,0,RB,football_db,11,2020
17,Alvin Kamara,0,0,0,0,0,13,45,1,0,0,0,0,RB,football_db,11,2020
18,Chase Edmonds,0,0,0,0,0,2,13,0,4,36,1,0,RB,football_db,11,2020
19,James Robinson,0,0,0,0,0,17,73,0,2,21,0,0,RB,football_db,11,2020
20,Lamical Perine,0,0,0,0,0,8,33,1,0,0,0,0,RB,football_db,11,2020
21,James Conner,0,0,0,0,0,13,89,0,3,10,0,0,RB,football_db,11,2020
22,Le'Veon Bell,0,0,0,0,0,7,25,1,1,11,0,0,RB,football_db,11,2020
23,Phillip Lindsay,0,0,0,0,0,16,82,0,0,0,0,0,RB,football_db,11,2020
24,Kareem Hunt,0,0,0,0,0,13,11,1,1,10,0,0,RB,football_db,11,2020
25,Jamaal Williams,0,0,0,0,0,5,12,0,1,4,1,0,RB,football_db,11,2020
26,James White,0,0,0,0,0,5,19,0,6,64,0,0,RB,football_db,11,2020
27,Benjamin Snell,0,0,0,0,0,7,15,1,0,0,0,0,RB,football_db,11,2020
28,Latavius Murray,0,0,0,0,0,12,49,0,2,36,0,0,RB,football_db,11,2020
29,Leonard Fournette,0,0,0,0,0,7,17,1,1,9,0,0,RB,football_db,11,2020
30,Cam Akers,0,0,0,0,0,5,15,0,1,4,1,0,RB,football_db,11,2020
31,Salvon Ahmed,0,0,0,0,0,12,43,0,5,31,0,0,RB,football_db,11,2020
32,Miles Sanders,0,0,0,0,0,16,66,0,3,15,0,1,RB,football_db,11,2020
33,J.D. McKissic,0,0,0,0,0,6,43,0,3,26,0,0,RB,football_db,11,2020
34,Kalen Ballage,0,0,0,0,0,16,44,0,7,27,0,0,RB,football_db,11,2020
35,Nyheim Hines,0,0,0,0,0,6,2,0,3,31,0,0,RB,football_db,11,2020
36,Boston Scott,0,0,0,0,0,5,24,0,3,26,0,0,RB,football_db,11,2020
37,Giovani Bernard,0,0,0,0,0,9,18,0,4,37,0,0,RB,football_db,11,2020
38,Jordan Wilkins,0,0,0,0,0,4,21,0,1,15,0,0,RB,football_db,11,2020
39,Bo Scarbrough,0,0,0,0,0,6,31,0,0,0,0,0,RB,football_db,11,2020
40,Kerryon Johnson,0,0,0,0,0,6,17,0,2,21,0,0,RB,football_db,11,2020
41,Duke Johnson,0,0,0,0,0,10,15,0,3,20,0,0,RB,football_db,11,2020
42,Darrel Williams,0,0,0,0,0,0,0,0,3,22,0,0,RB,football_db,11,2020
43,Rodney Smith,0,0,0,0,0,8,29,0,0,0,0,0,RB,football_db,11,2020
44,Malcolm Perry,0,0,0,0,0,0,0,0,3,23,0,0,RB,football_db,11,2020
45,Ronald Jones II,0,0,0,0,0,10,24,0,0,0,0,0,RB,football_db,11,2020
46,Todd Gurley,0,0,0,0,0,8,26,0,1,3,0,0,RB,football_db,11,2020
47,DeeJay Dallas,0,0,0,0,0,1,13,0,2,19,0,0,RB,football_db,11,2020
48,Malcolm Brown,0,0,0,0,0,3,20,0,1,8,0,0,RB,football_db,11,2020
49,Peyton Barber,0,0,0,0,0,8,28,0,0,0,0,0,RB,football_db,11,2020
50,Troymaine Pope,0,0,0,0,0,3,4,0,2,12,0,0,RB,football_db,11,2020
51,Adrian Peterson,0,0,0,0,0,7,18,0,0,0,0,0,RB,football_db,11,2020
52,Samaje Perine,0,0,0,0,0,5,19,0,1,2,0,0,RB,football_db,11,2020
53,Ty Johnson,0,0,0,0,0,0,0,0,4,17,0,0,RB,football_db,11,2020
54,Alec Ingold,0,0,0,0,0,0,0,0,1,11,0,0,RB,football_db,11,2020
55,Brian Hill,0,0,0,0,0,4,18,0,0,0,0,0,RB,football_db,11,2020
56,Devontae Booker,0,0,0,0,0,5,16,0,1,3,0,0,RB,football_db,11,2020
57,Keith Smith,0,0,0,0,0,0,0,0,1,4,0,0,RB,football_db,11,2020
58,Ito Smith,0,0,0,0,0,1,5,0,0,0,0,0,RB,football_db,11,2020
59,Patrick Ricard,0,0,0,0,0,0,0,0,1,5,0,0,RB,football_db,11,2020
60,C.J. Prosise,0,0,0,0,0,3,4,0,2,8,0,0,RB,football_db,11,2020
61,Devine Ozigbo,0,0,0,0,0,0,0,0,3,5,0,0,RB,football_db,11,2020
62,Jeremy McNichols,0,0,0,0,0,0,0,0,1,2,0,0,RB,football_db,11,2020
63,Anthony McFarland,0,0,0,0,0,3,3,0,0,0,0,0,RB,football_db,11,2020
64,Alexander Mattison,0,0,0,0,0,1,6,0,0,0,0,0,RB,football_db,11,2020
65,Patrick Laird,0,0,0,0,0,0,0,0,1,8,0,0,RB,football_db,11,2020
66,Joshua Kelley,0,0,0,0,0,4,-2,0,2,4,0,0,RB,football_db,11,2020
67,Mark Ingram,0,0,0,0,0,2,2,0,0,0,0,0,RB,football_db,11,2020
68,Darrell Henderson,0,0,0,0,0,8,5,0,2,4,0,0,RB,football_db,11,2020
69,D'Onta Foreman,0,0,0,0,0,1,1,0,0,0,0,0,RB,football_db,11,2020
70,Gus Edwards,0,0,0,0,0,3,6,0,0,0,0,0,RB,football_db,11,2020
71,Rex Burkhead,0,0,0,0,0,4,7,0,2,5,0,0,RB,football_db,11,2020
72,Matt Breida,0,0,0,0,0,2,4,0,0,0,0,0,RB,football_db,11,2020
0,Adam Thielen,0,0,0,0,0,0,0,0,8,123,2,0,WR,football_db,11,2020
1,Damiere Byrd,0,0,0,0,0,1,11,0,6,132,1,0,WR,football_db,11,2020
2,Robert Woods,0,0,0,0,0,2,-4,0,12,130,1,0,WR,football_db,11,2020
3,Keenan Allen,0,0,0,0,0,0,0,0,16,145,1,1,WR,football_db,11,2020
4,Tyreek Hill,0,0,0,0,0,2,-2,0,11,102,1,0,WR,football_db,11,2020
5,Davante Adams,0,0,0,0,0,0,0,0,7,106,1,0,WR,football_db,11,2020
6,D.J. Moore,1,0,0,0,0,1,21,0,7,127,0,0,WR,football_db,11,2020
7,Cooper Kupp,0,0,0,0,0,0,0,0,11,145,0,0,WR,football_db,11,2020
8,Justin Jefferson,0,0,0,0,0,0,0,0,3,86,1,0,WR,football_db,11,2020
9,Nelson Agholor,0,0,0,0,0,0,0,0,6,88,1,0,WR,football_db,11,2020
10,Mike Williams,0,0,0,0,0,0,0,0,4,72,1,0,WR,football_db,11,2020
11,Curtis Samuel,0,0,0,0,0,1,4,0,8,70,1,0,WR,football_db,11,2020
12,Michael Pittman,0,0,0,0,0,0,0,0,3,66,1,0,WR,football_db,11,2020
13,DeVante Parker,0,0,0,0,0,0,0,0,6,61,1,0,WR,football_db,11,2020
14,Tyler Lockett,0,0,0,0,0,0,0,0,9,67,1,0,WR,football_db,11,2020
15,CeeDee Lamb,0,0,0,0,0,2,12,0,4,34,1,0,WR,football_db,11,2020
16,A.J. Brown,0,0,0,0,0,0,0,0,4,62,1,0,WR,football_db,11,2020
17,Breshad Perriman,0,0,0,0,0,0,0,0,2,54,1,0,WR,football_db,11,2020
18,Tim Patrick,0,0,0,0,0,0,0,0,5,119,0,0,WR,football_db,11,2020
19,Diontae Johnson,0,0,0,0,0,0,0,0,12,111,0,0,WR,football_db,11,2020
20,Chris Godwin,0,0,0,0,0,0,0,0,7,53,1,0,WR,football_db,11,2020
21,Corey Davis,0,0,0,0,0,0,0,0,5,113,0,0,WR,football_db,11,2020
22,Chase Claypool,0,0,0,0,0,0,0,0,4,59,1,0,WR,football_db,11,2020
23,Michael Thomas,0,0,0,0,0,0,0,0,9,104,0,0,WR,football_db,11,2020
24,D.K. Metcalf,0,0,0,0,0,0,0,0,3,46,1,0,WR,football_db,11,2020
25,A.J. Green,0,0,0,0,0,0,0,0,4,41,1,0,WR,football_db,11,2020
26,Mike Evans,0,0,0,0,0,0,0,0,5,49,1,0,WR,football_db,11,2020
27,Calvin Ridley,0,0,0,0,0,0,0,0,5,90,0,0,WR,football_db,11,2020
28,Terry McLaurin,0,0,0,0,0,0,0,0,5,84,0,0,WR,football_db,11,2020
29,Will Fuller,0,0,0,0,0,0,0,0,6,80,0,0,WR,football_db,11,2020
30,Amari Cooper,0,0,0,0,0,0,0,0,6,81,0,0,WR,football_db,11,2020
31,Brandin Cooks,0,0,0,0,0,0,0,0,4,85,0,0,WR,football_db,11,2020
32,Tyler Boyd,0,0,0,0,0,0,0,0,9,85,0,0,WR,football_db,11,2020
33,Steven Sims,0,0,0,0,0,0,0,0,3,13,1,0,WR,football_db,11,2020
34,Denzel Mims,0,0,0,0,0,0,0,0,3,71,0,0,WR,football_db,11,2020
35,Khadarel Hodge,0,0,0,0,0,0,0,0,3,73,0,0,WR,football_db,11,2020
36,Keke Coutee,0,0,0,0,0,0,0,0,2,10,1,0,WR,football_db,11,2020
37,Emmanuel Sanders,0,0,0,0,0,0,0,0,4,66,0,0,WR,football_db,11,2020
38,Van Jefferson,0,0,0,0,0,0,0,0,1,7,1,0,WR,football_db,11,2020
39,Rashard Higgins,0,0,0,0,0,0,0,0,3,65,0,0,WR,football_db,11,2020
40,Larry Fitzgerald,0,0,0,0,0,0,0,0,8,62,0,0,WR,football_db,11,2020
41,Randall Cobb,0,0,0,0,0,0,0,0,2,7,1,0,WR,football_db,11,2020
42,Jalen Reagor,0,0,0,0,0,0,0,0,4,52,0,0,WR,football_db,11,2020
43,Zach Pascal,0,0,0,0,0,0,0,0,3,54,0,0,WR,football_db,11,2020
44,Christian Kirk,0,0,0,0,0,0,0,0,4,50,0,0,WR,football_db,11,2020
45,Marvin Jones,0,0,0,0,0,0,0,0,4,51,0,0,WR,football_db,11,2020
46,Tyron Johnson,0,0,0,0,0,0,0,0,1,54,0,0,WR,football_db,11,2020
47,DeAndre Hopkins,0,0,0,0,0,0,0,0,5,51,0,0,WR,football_db,11,2020
48,Russell Gage,0,0,0,0,0,0,0,0,7,58,0,0,WR,football_db,11,2020
49,Antonio Brown,0,0,0,0,0,1,1,0,8,57,0,0,WR,football_db,11,2020
50,Marquez Valdes-Scantling,0,0,0,0,0,0,0,0,3,55,0,1,WR,football_db,11,2020
51,Demarcus Robinson,0,0,0,0,0,0,0,0,6,44,0,0,WR,football_db,11,2020
52,N'Keal Harry,0,0,0,0,0,0,0,0,5,41,0,0,WR,football_db,11,2020
53,D.J. Chark,0,0,0,0,0,0,0,0,4,41,0,0,WR,football_db,11,2020
54,Robby Anderson,0,0,0,0,0,0,0,0,7,46,0,0,WR,football_db,11,2020
55,Josh Reynolds,0,0,0,0,0,0,0,0,3,32,0,0,WR,football_db,11,2020
56,Hunter Renfrow,0,0,0,0,0,0,0,0,2,37,0,0,WR,football_db,11,2020
57,Jakobi Meyers,0,0,0,0,0,0,0,0,3,38,0,0,WR,football_db,11,2020
58,Julio Jones,0,0,0,0,0,0,0,0,2,39,0,0,WR,football_db,11,2020
59,Jerry Jeudy,0,0,0,0,0,0,0,0,3,37,0,0,WR,football_db,11,2020
60,T.Y. Hilton,0,0,0,0,0,0,0,0,3,36,0,0,WR,football_db,11,2020
61,KJ Hamler,0,0,0,0,0,0,0,0,4,35,0,0,WR,football_db,11,2020
62,Equanimeous St. Brown,0,0,0,0,0,0,0,0,1,23,0,0,WR,football_db,11,2020
63,Willie Snead,0,0,0,0,0,0,0,0,3,23,0,0,WR,football_db,11,2020
64,Cam Sims,0,0,0,0,0,0,0,0,2,20,0,0,WR,football_db,11,2020
65,Ray Ray McCloud,0,0,0,0,0,1,3,0,4,20,0,0,WR,football_db,11,2020
66,Jarvis Landry,0,0,0,0,0,1,3,0,2,23,0,0,WR,football_db,11,2020
67,Tee Higgins,0,0,0,0,0,0,0,0,3,26,0,0,WR,football_db,11,2020
68,Deonte Harris,0,0,0,0,0,1,23,0,1,2,0,0,WR,football_db,11,2020
69,Michael Gallup,0,0,0,0,0,0,0,0,2,29,0,0,WR,football_db,11,2020
70,Keelan Cole,0,0,0,0,0,0,0,0,2,26,0,0,WR,football_db,11,2020
71,Dez Bryant,0,0,0,0,0,0,0,0,4,28,0,0,WR,football_db,11,2020
72,Christian Blake,0,0,0,0,0,0,0,0,2,28,0,0,WR,football_db,11,2020
73,Cameron Batson,0,0,0,0,0,1,4,0,2,21,0,0,WR,football_db,11,2020
74,Olamide Zaccheaus,0,0,0,0,0,0,0,0,1,10,0,0,WR,football_db,11,2020
75,James Washington,0,0,0,0,0,0,0,0,1,12,0,0,WR,football_db,11,2020
76,JuJu Smith-Schuster,0,0,0,0,0,0,0,0,4,19,0,0,WR,football_db,11,2020
77,Henry Ruggs,0,0,0,0,0,1,12,0,1,5,0,0,WR,football_db,11,2020
