,player,pass_att,pass_comp,pass_yds,pass_tds,pass_int,rush_att,rush_yds,rush_tds,rcv_rec,rcv_yds,rcv_tds,fumble_lost,position,source,nfl_week,year
0,Derrick Henry,0,0,0,0,0,22,212,2,2,52,0,0,RB,football_db,6,2020
1,Kenyan Drake,0,0,0,0,0,20,164,2,0,0,0,0,RB,football_db,6,2020
2,D'Andre Swift,0,0,0,0,0,14,116,2,3,7,0,0,RB,football_db,6,2020
3,Ronald Jones II,0,0,0,0,0,23,113,2,2,8,0,0,RB,football_db,6,2020
4,Clyde Edwards-Helaire,0,0,0,0,0,26,161,0,4,8,0,0,RB,football_db,6,2020
5,James Conner,0,0,0,0,0,20,101,1,1,1,0,0,RB,football_db,6,2020
6,Joe Mixon,0,0,0,0,0,18,54,1,2,15,0,0,RB,football_db,6,2020
7,David Johnson,0,0,0,0,0,19,57,1,1,12,0,0,RB,football_db,6,2020
8,Myles Gaskin,0,0,0,0,0,18,91,0,4,35,0,0,RB,football_db,6,2020
9,Jonathan Taylor,0,0,0,0,0,12,60,0,4,55,0,0,RB,football_db,6,2020
10,Miles Sanders,0,0,0,0,0,9,118,0,1,-6,0,0,RB,football_db,6,2020
11,Adrian Peterson,0,0,0,0,0,15,40,1,1,18,0,0,RB,football_db,6,2020
12,James Robinson,0,0,0,0,0,12,29,0,4,24,1,0,RB,football_db,6,2020
13,Phillip Lindsay,0,0,0,0,0,23,101,0,0,0,0,0,RB,football_db,6,2020
14,Mike Davis,0,0,0,0,0,18,52,1,2,3,0,1,RB,football_db,6,2020
15,Darrel Williams,0,0,0,0,0,6,26,1,1,15,0,0,RB,football_db,6,2020
16,Aaron Jones,0,0,0,0,0,10,15,1,3,26,0,0,RB,football_db,6,2020
17,David Montgomery,0,0,0,0,0,19,58,0,4,39,0,0,RB,football_db,6,2020
18,J.D. McKissic,0,0,0,0,0,8,41,0,6,43,0,0,RB,football_db,6,2020
19,Darrell Henderson,0,0,0,0,0,14,88,0,0,4,0,0,RB,football_db,6,2020
20,Gus Edwards,0,0,0,0,0,14,26,1,0,0,0,0,RB,football_db,6,2020
21,Giovani Bernard,0,0,0,0,0,8,15,1,3,13,0,0,RB,football_db,6,2020
22,Benjamin Snell,0,0,0,0,0,6,17,1,1,4,0,0,RB,football_db,6,2020
23,Raheem Mostert,0,0,0,0,0,17,65,0,2,11,0,0,RB,football_db,6,2020
24,James White,0,0,0,0,0,4,8,0,8,65,0,0,RB,football_db,6,2020
25,Jeremy McNichols,0,0,0,0,0,5,51,0,2,11,0,0,RB,football_db,6,2020
26,Todd Gurley,0,0,0,0,0,20,47,0,3,20,0,0,RB,football_db,6,2020
27,Frank Gore,0,0,0,0,0,11,46,0,4,24,0,0,RB,football_db,6,2020
28,Devonta Freeman,0,0,0,0,0,18,61,0,1,-4,0,0,RB,football_db,6,2020
29,Kareem Hunt,0,0,0,0,0,13,40,0,2,17,0,0,RB,football_db,6,2020
30,Antonio Gibson,0,0,0,0,0,9,30,0,4,25,0,0,RB,football_db,6,2020
31,Ezekiel Elliott,0,0,0,0,0,12,49,0,8,31,0,2,RB,football_db,6,2020
32,Ke'Shawn Vaughn,0,0,0,0,0,5,42,0,0,0,0,0,RB,football_db,6,2020
33,Devin Singletary,0,0,0,0,0,10,32,0,1,13,0,0,RB,football_db,6,2020
34,Ty Johnson,0,0,0,0,0,3,42,0,0,0,0,0,RB,football_db,6,2020
35,Jamaal Williams,0,0,0,0,0,4,34,0,0,0,0,0,RB,football_db,6,2020
36,Tony Pollard,0,0,0,0,0,10,31,0,2,9,0,0,RB,football_db,6,2020
37,JaMycal Hasty,0,0,0,0,0,9,37,0,0,0,0,0,RB,football_db,6,2020
38,AJ Dillon,0,0,0,0,0,5,31,0,0,0,0,0,RB,football_db,6,2020
39,Lamical Perine,0,0,0,0,0,7,27,0,2,9,0,0,RB,football_db,6,2020
40,Jerick McKinnon,0,0,0,0,0,6,18,0,2,10,0,0,RB,football_db,6,2020
41,Alexander Mattison,0,0,0,0,0,10,26,0,1,4,0,0,RB,football_db,6,2020
42,Mark Ingram,0,0,0,0,0,5,20,0,0,0,0,0,RB,football_db,6,2020
43,Nyheim Hines,0,0,0,0,0,0,0,0,5,27,0,0,RB,football_db,6,2020
44,Dontrell Hilliard,0,0,0,0,0,4,29,0,0,0,0,0,RB,football_db,6,2020
45,Damien Harris,0,0,0,0,0,6,19,0,1,14,0,0,RB,football_db,6,2020
46,Royce Freeman,0,0,0,0,0,8,26,0,1,4,0,0,RB,football_db,6,2020
47,Chase Edmonds,0,0,0,0,0,5,23,0,1,6,0,0,RB,football_db,6,2020
48,J.K. Dobbins,0,0,0,0,0,9,28,0,2,1,0,0,RB,football_db,6,2020
49,Trenton Cannon,0,0,0,0,0,3,12,0,2,15,0,0,RB,football_db,6,2020
50,Darwin Thompson,0,0,0,0,0,3,17,0,0,0,0,0,RB,football_db,6,2020
51,Chris Thompson,0,0,0,0,0,0,0,0,3,15,0,0,RB,football_db,6,2020
52,Ito Smith,0,0,0,0,0,2,8,0,1,17,0,0,RB,football_db,6,2020
53,Zack Moss,0,0,0,0,0,5,10,0,0,0,0,0,RB,football_db,6,2020
54,Dion Lewis,0,0,0,0,0,0,0,0,1,10,0,0,RB,football_db,6,2020
55,Kerryon Johnson,0,0,0,0,0,4,9,0,1,11,0,0,RB,football_db,6,2020
56,Brian Hill,0,0,0,0,0,10,28,0,2,6,0,1,RB,football_db,6,2020
57,Rico Dowdle,0,0,0,0,0,3,13,0,0,0,0,0,RB,football_db,6,2020
58,Rex Burkhead,0,0,0,0,0,5,14,0,0,0,0,0,RB,football_db,6,2020
59,Malcolm Brown,0,0,0,0,0,2,4,0,3,18,0,0,RB,football_db,6,2020
60,Matt Breida,0,0,0,0,0,6,15,0,2,7,0,0,RB,football_db,6,2020
61,Jordan Wilkins,0,0,0,0,0,1,-1,0,0,0,0,0,RB,football_db,6,2020
62,Keith Smith,0,0,0,0,0,0,0,0,1,3,0,0,RB,football_db,6,2020
63,Boston Scott,0,0,0,0,0,2,4,0,2,5,0,0,RB,football_db,6,2020
64,Samaje Perine,0,0,0,0,0,1,0,0,0,0,0,0,RB,football_db,6,2020
65,Anthony McFarland,0,0,0,0,0,3,2,0,1,6,0,0,RB,football_db,6,2020
66,LeSean McCoy,0,0,0,0,0,4,1,0,1,6,0,0,RB,football_db,6,2020
67,Patrick Laird,0,0,0,0,0,0,0,0,1,2,0,0,RB,football_db,6,2020
68,Kyle Juszczyk,0,0,0,0,0,0,0,0,1,8,0,0,RB,football_db,6,2020
69,Duke Johnson,0,0,0,0,0,4,9,0,1,2,0,0,RB,football_db,6,2020
70,D'Ernest Johnson,0,0,0,0,0,4,1,0,0,0,0,0,RB,football_db,6,2020
71,Mike Boone,0,0,0,0,0,1,-1,0,1,6,0,0,RB,football_db,6,2020
72,Peyton Barber,0,0,0,0,0,4,6,0,1,4,0,0,RB,football_db,6,2020
73,Ameer Abdullah,0,0,0,0,0,2,7,0,1,1,0,0,RB,football_db,6,2020
0,Justin Jefferson,0,0,0,0,0,0,0,0,9,166,2,0,WR,football_db,6,2020
1,Julio Jones,0,0,0,0,0,0,0,0,8,137,2,0,WR,football_db,6,2020
2,Christian Kirk,0,0,0,0,0,0,0,0,2,86,2,0,WR,football_db,6,2020
3,Will Fuller,0,0,0,0,0,0,0,0,6,123,1,0,WR,football_db,6,2020
4,A.J. Brown,0,0,0,0,0,0,0,0,5,56,2,0,WR,football_db,6,2020
5,Keelan Cole,0,0,0,0,0,0,0,0,6,143,0,0,WR,football_db,6,2020
6,Travis Fulgham,0,0,0,0,0,0,0,0,6,75,1,0,WR,football_db,6,2020
7,Amari Cooper,0,0,0,0,0,0,0,0,7,79,1,0,WR,football_db,6,2020
8,Chase Claypool,0,0,0,0,0,2,7,1,4,74,0,0,WR,football_db,6,2020
9,James Washington,0,0,0,0,0,0,0,0,4,68,1,0,WR,football_db,6,2020
10,Deebo Samuel,0,0,0,0,0,1,-6,0,6,66,1,0,WR,football_db,6,2020
11,Calvin Ridley,0,0,0,0,0,1,8,0,6,61,1,0,WR,football_db,6,2020
12,Adam Humphries,0,0,0,0,0,0,0,0,6,64,1,0,WR,football_db,6,2020
13,Tee Higgins,0,0,0,0,0,1,2,0,6,125,0,0,WR,football_db,6,2020
14,Brandin Cooks,0,0,0,0,0,0,0,0,9,68,1,0,WR,football_db,6,2020
