,player,pass_att,pass_comp,pass_yds,pass_tds,pass_int,rush_att,rush_yds,rush_tds,rcv_rec,rcv_yds,rcv_tds,fumble_lost,position,source,nfl_week,year
0,Dalvin Cook,0,0,0,0,0,30,163,3,2,63,1,0,RB,football_db,8,2020
1,Zack Moss,0,0,0,0,0,14,81,2,0,0,0,0,RB,football_db,8,2020
2,Giovani Bernard,0,0,0,0,0,15,62,1,3,16,1,0,RB,football_db,8,2020
3,Jordan Wilkins,0,0,0,0,0,20,89,1,1,24,0,0,RB,football_db,8,2020
4,Nyheim Hines,0,0,0,0,0,5,8,0,3,54,2,0,RB,football_db,8,2020
5,Derrick Henry,0,0,0,0,0,18,112,1,0,0,0,0,RB,football_db,8,2020
6,DeeJay Dallas,0,0,0,0,0,18,41,1,5,17,1,0,RB,football_db,8,2020
7,Damien Harris,0,0,0,0,0,16,102,1,0,0,0,0,RB,football_db,8,2020
8,Alvin Kamara,0,0,0,0,0,12,67,0,9,96,0,0,RB,football_db,8,2020
9,Phillip Lindsay,0,0,0,0,0,6,83,1,1,3,0,0,RB,football_db,8,2020
10,Gus Edwards,0,0,0,0,0,16,87,1,0,0,0,0,RB,football_db,8,2020
11,Justin Jackson,0,0,0,0,0,17,89,0,3,53,0,0,RB,football_db,8,2020
12,Josh Jacobs,0,0,0,0,0,31,129,0,0,0,0,0,RB,football_db,8,2020
13,Jamaal Williams,0,0,0,0,0,16,75,0,6,27,0,0,RB,football_db,8,2020
14,Wayne Gallman,0,0,0,0,0,12,44,1,1,18,0,0,RB,football_db,8,2020
15,J.K. Dobbins,0,0,0,0,0,15,113,0,1,8,0,0,RB,football_db,8,2020
16,James Conner,0,0,0,0,0,15,47,1,3,13,0,0,RB,football_db,8,2020
17,Jerick McKinnon,0,0,0,0,0,3,-1,1,4,40,0,0,RB,football_db,8,2020
18,Todd Gurley,0,0,0,0,0,18,46,1,0,0,0,0,RB,football_db,8,2020
19,Myles Gaskin,0,0,0,0,0,18,47,1,3,16,0,1,RB,football_db,8,2020
20,Samaje Perine,0,0,0,0,0,10,32,1,1,2,0,0,RB,football_db,8,2020
21,David Montgomery,0,0,0,0,0,21,89,0,2,16,0,0,RB,football_db,8,2020
22,Devin Singletary,0,0,0,0,0,14,86,0,1,6,0,0,RB,football_db,8,2020
23,Troymaine Pope,0,0,0,0,0,10,67,0,5,28,0,0,RB,football_db,8,2020
24,JaMycal Hasty,0,0,0,0,0,12,29,1,1,2,0,0,RB,football_db,8,2020
25,Boston Scott,0,0,0,0,0,15,70,0,2,9,0,0,RB,football_db,8,2020
26,Kerryon Johnson,0,0,0,0,0,0,0,0,2,15,1,0,RB,football_db,8,2020
27,Ezekiel Elliott,0,0,0,0,0,19,63,0,1,10,0,0,RB,football_db,8,2020
28,Mike Davis,0,0,0,0,0,13,66,0,1,11,0,0,RB,football_db,8,2020
29,Tony Pollard,0,0,0,0,0,7,40,0,2,24,0,0,RB,football_db,8,2020
30,Gabe Nabers,0,0,0,0,0,0,0,0,1,2,1,0,RB,football_db,8,2020
31,Dion Lewis,0,0,0,0,0,0,0,0,2,8,1,0,RB,football_db,8,2020
32,Kareem Hunt,0,0,0,0,0,14,66,0,2,7,0,0,RB,football_db,8,2020
