,player,pass_att,pass_comp,pass_yds,pass_tds,pass_int,rush_att,rush_yds,rush_tds,rcv_rec,rcv_yds,rcv_tds,fumble_lost,position,source,nfl_week,year
0,Alvin Kamara,0,0,0,0,0,8,15,2,7,83,1,0,RB,football_db,10,2020
1,Josh Jacobs,0,0,0,0,0,21,112,2,4,24,0,0,RB,football_db,10,2020
2,Ronald Jones II,0,0,0,0,0,23,192,1,1,6,0,1,RB,football_db,10,2020
3,Nyheim Hines,0,0,0,0,0,12,70,1,5,45,1,0,RB,football_db,10,2020
4,D'Andre Swift,0,0,0,0,0,16,81,0,5,68,1,0,RB,football_db,10,2020
5,Devontae Booker,0,0,0,0,0,16,81,2,1,2,0,0,RB,football_db,10,2020
6,Antonio Gibson,0,0,0,0,0,13,45,2,4,20,0,0,RB,football_db,10,2020
7,Nick Chubb,0,0,0,0,0,19,126,1,0,0,0,0,RB,football_db,10,2020
8,Rex Burkhead,0,0,0,0,0,6,31,0,4,35,2,0,RB,football_db,10,2020
9,Wayne Gallman,0,0,0,0,0,18,53,2,1,7,0,0,RB,football_db,10,2020
10,Malcolm Brown,0,0,0,0,0,6,33,2,2,18,0,0,RB,football_db,10,2020
11,Salvon Ahmed,0,0,0,0,0,21,85,1,1,5,0,0,RB,football_db,10,2020
12,Boston Scott,0,0,0,0,0,3,63,1,1,11,0,0,RB,football_db,10,2020
13,Kareem Hunt,0,0,0,0,0,19,104,0,3,28,0,0,RB,football_db,10,2020
14,Damien Harris,0,0,0,0,0,22,121,0,0,0,0,0,RB,football_db,10,2020
15,Miles Sanders,0,0,0,0,0,15,85,0,2,10,0,0,RB,football_db,10,2020
16,James Robinson,0,0,0,0,0,23,109,0,2,3,0,0,RB,football_db,10,2020
17,J.D. McKissic,0,0,0,0,0,8,6,1,7,43,0,0,RB,football_db,10,2020
18,Derrick Henry,0,0,0,0,0,19,103,0,1,6,0,0,RB,football_db,10,2020
19,Dalvin Cook,0,0,0,0,0,30,96,0,4,16,0,0,RB,football_db,10,2020
20,Alex Collins,0,0,0,0,0,11,43,1,1,4,0,0,RB,football_db,10,2020
21,Kenyan Drake,0,0,0,0,0,16,100,0,1,9,0,1,RB,football_db,10,2020
22,Kalen Ballage,0,0,0,0,0,18,68,0,5,34,0,0,RB,football_db,10,2020
23,Aaron Jones,0,0,0,0,0,13,46,0,5,49,0,0,RB,football_db,10,2020
24,Darrell Henderson,0,0,0,0,0,7,28,1,1,5,0,0,RB,football_db,10,2020
25,D'Onta Foreman,0,0,0,0,0,7,18,0,1,5,1,0,RB,football_db,10,2020
26,Gus Edwards,0,0,0,0,0,7,42,0,1,31,0,0,RB,football_db,10,2020
27,Chase Edmonds,0,0,0,0,0,8,56,0,3,21,0,0,RB,football_db,10,2020
28,Corey Clement,0,0,0,0,0,1,5,1,0,0,0,0,RB,football_db,10,2020
29,Jamaal Williams,0,0,0,0,0,8,30,0,3,25,0,0,RB,football_db,10,2020
30,Latavius Murray,0,0,0,0,0,9,57,0,0,0,0,0,RB,football_db,10,2020
31,Duke Johnson,0,0,0,0,0,14,54,0,0,0,0,0,RB,football_db,10,2020
32,Samaje Perine,0,0,0,0,0,7,48,0,1,7,0,0,RB,football_db,10,2020
33,Jerick McKinnon,0,0,0,0,0,18,33,0,1,13,0,0,RB,football_db,10,2020
34,Melvin Gordon,0,0,0,0,0,11,46,0,0,0,0,0,RB,football_db,10,2020
35,Mike Davis,0,0,0,0,0,7,32,0,4,12,0,0,RB,football_db,10,2020
36,James Conner,0,0,0,0,0,13,36,0,2,12,0,0,RB,football_db,10,2020
37,Giovani Bernard,0,0,0,0,0,8,30,0,4,17,0,0,RB,football_db,10,2020
38,Jonathan Taylor,0,0,0,0,0,7,12,0,2,25,0,0,RB,football_db,10,2020
39,Alfred Morris,0,0,0,0,0,8,34,0,0,0,0,0,RB,football_db,10,2020
40,Cam Akers,0,0,0,0,0,10,38,0,0,0,0,0,RB,football_db,10,2020
41,Trayveon Williams,0,0,0,0,0,5,22,0,0,0,0,0,RB,football_db,10,2020
42,Jordan Wilkins,0,0,0,0,0,8,28,0,0,0,0,0,RB,football_db,10,2020
43,Austin Walter,0,0,0,0,0,1,3,0,1,27,0,0,RB,football_db,10,2020
44,Adrian Peterson,0,0,0,0,0,4,21,0,1,9,0,0,RB,football_db,10,2020
45,Malcolm Perry,0,0,0,0,0,1,6,0,2,21,0,0,RB,football_db,10,2020
46,Zack Moss,0,0,0,0,0,7,20,0,1,-3,0,0,RB,football_db,10,2020
47,Jeremy McNichols,0,0,0,0,0,3,26,0,1,8,0,0,RB,football_db,10,2020
48,Joshua Kelley,0,0,0,0,0,7,21,0,0,0,0,0,RB,football_db,10,2020
49,Jakob Johnson,0,0,0,0,0,0,0,0,2,20,0,0,RB,football_db,10,2020
50,Mark Ingram,0,0,0,0,0,5,5,0,2,24,0,0,RB,football_db,10,2020
51,Royce Freeman,0,0,0,0,0,2,11,0,2,15,0,0,RB,football_db,10,2020
52,Leonard Fournette,0,0,0,0,0,8,19,0,2,11,0,0,RB,football_db,10,2020
53,DeeJay Dallas,0,0,0,0,0,2,8,0,2,23,0,0,RB,football_db,10,2020
54,Benjamin Snell,0,0,0,0,0,3,12,0,0,0,0,0,RB,football_db,10,2020
55,Rodney Smith,0,0,0,0,0,3,13,0,1,2,0,0,RB,football_db,10,2020
56,Devin Singletary,0,0,0,0,0,4,15,0,1,-5,0,0,RB,football_db,10,2020
57,Ryan Nall,0,0,0,0,0,1,0,0,1,18,0,0,RB,football_db,10,2020
58,Dion Lewis,0,0,0,0,0,0,0,0,2,17,0,0,RB,football_db,10,2020
59,Patrick Laird,0,0,0,0,0,2,19,0,0,0,0,0,RB,football_db,10,2020
60,Travis Homer,0,0,0,0,0,0,0,0,3,19,0,0,RB,football_db,10,2020
61,JaMycal Hasty,0,0,0,0,0,3,13,0,2,-4,0,0,RB,football_db,10,2020
62,J.K. Dobbins,0,0,0,0,0,5,13,0,1,1,0,0,RB,football_db,10,2020
63,Khari Blasingame,0,0,0,0,0,0,0,0,1,13,0,0,RB,football_db,10,2020
