,player,pass_att,pass_comp,pass_yds,pass_tds,pass_int,rush_att,rush_yds,rush_tds,rcv_rec,rcv_yds,rcv_tds,fumble_lost,position,source,nfl_week,year
0,Alvin Kamara,0,0,0,0,0,22,155,6,3,17,0,0,RB,football_db,16,2020
1,Myles Gaskin,0,0,0,0,0,14,87,0,5,82,2,0,RB,football_db,16,2020
2,Jeffery Wilson,0,0,0,0,0,22,183,0,1,21,1,0,RB,football_db,16,2020
3,Samaje Perine,0,0,0,0,0,13,95,2,4,41,0,0,RB,football_db,16,2020
4,David Johnson,0,0,0,0,0,12,128,1,3,11,1,0,RB,football_db,16,2020
5,AJ Dillon,0,0,0,0,0,21,124,2,1,5,0,0,RB,football_db,16,2020
6,Jonathan Taylor,0,0,0,0,0,18,74,2,0,0,0,0,RB,football_db,16,2020
7,David Montgomery,0,0,0,0,0,23,95,1,2,26,0,0,RB,football_db,16,2020
8,J.D. McKissic,0,0,0,0,0,4,15,0,8,77,1,0,RB,football_db,16,2020
9,Dalvin Cook,0,0,0,0,0,15,73,1,2,12,0,0,RB,football_db,16,2020
10,Miles Sanders,0,0,0,0,0,15,57,1,4,27,0,0,RB,football_db,16,2020
11,Kyle Juszczyk,0,0,0,0,0,1,3,0,2,10,2,0,RB,football_db,16,2020
12,Ezekiel Elliott,0,0,0,0,0,19,105,0,4,34,0,0,RB,football_db,16,2020
13,J.K. Dobbins,0,0,0,0,0,11,77,1,0,0,0,0,RB,football_db,16,2020
14,Leonard Fournette,0,0,0,0,0,9,34,1,3,32,0,0,RB,football_db,16,2020
15,Austin Ekeler,0,0,0,0,0,10,45,0,3,23,1,0,RB,football_db,16,2020
16,James Conner,0,0,0,0,0,5,21,1,5,45,0,0,RB,football_db,16,2020
17,Giovani Bernard,0,0,0,0,0,16,65,0,7,66,0,0,RB,football_db,16,2020
18,Zack Moss,0,0,0,0,0,12,57,1,1,0,0,0,RB,football_db,16,2020
19,Kareem Hunt,0,0,0,0,0,4,11,1,3,41,0,0,RB,football_db,16,2020
20,Gus Edwards,0,0,0,0,0,15,85,0,2,37,0,0,RB,football_db,16,2020
21,Nick Chubb,0,0,0,0,0,11,28,1,5,38,0,0,RB,football_db,16,2020
22,Aaron Jones,0,0,0,0,0,10,94,0,2,14,0,0,RB,football_db,16,2020
23,Kenyan Drake,0,0,0,0,0,18,45,1,2,5,0,0,RB,football_db,16,2020
