,player,pass_att,pass_comp,pass_yds,pass_tds,pass_int,rush_att,rush_yds,rush_tds,rcv_rec,rcv_yds,rcv_tds,fumble_lost,position,source,nfl_week,year
0,Alvin Kamara,0,0,0,0,0,6,58,0,13,139,2,0,RB,football_db,3,2020
1,Rex Burkhead,0,0,0,0,0,6,49,2,7,49,1,0,RB,football_db,3,2020
2,James Robinson,0,0,0,0,0,11,46,2,6,83,0,0,RB,football_db,3,2020
3,Derrick Henry,0,0,0,0,0,26,119,2,2,11,0,0,RB,football_db,3,2020
4,Dalvin Cook,0,0,0,0,0,22,181,1,2,18,0,1,RB,football_db,3,2020
5,Nick Chubb,0,0,0,0,0,19,108,2,1,2,0,0,RB,football_db,3,2020
6,James Conner,0,0,0,0,0,18,109,1,4,40,0,0,RB,football_db,3,2020
7,Austin Ekeler,0,0,0,0,0,12,59,1,11,84,0,0,RB,football_db,3,2020
8,Jeffery Wilson,0,0,0,0,0,12,15,1,3,54,1,0,RB,football_db,3,2020
9,Darrell Henderson,0,0,0,0,0,20,114,1,1,6,0,0,RB,football_db,3,2020
10,Todd Gurley,0,0,0,0,0,14,80,1,1,2,0,0,RB,football_db,3,2020
11,Mike Davis,0,0,0,0,0,13,46,0,8,45,1,0,RB,football_db,3,2020
12,Sony Michel,0,0,0,0,0,9,117,0,2,23,0,0,RB,football_db,3,2020
13,Aaron Jones,0,0,0,0,0,16,69,1,2,17,0,0,RB,football_db,3,2020
14,Brian Hill,0,0,0,0,0,9,58,1,1,22,0,0,RB,football_db,3,2020
15,Clyde Edwards-Helaire,0,0,0,0,0,20,64,0,5,70,0,0,RB,football_db,3,2020
16,Devin Singletary,0,0,0,0,0,13,71,0,4,50,0,0,RB,football_db,3,2020
17,Jerick McKinnon,0,0,0,0,0,14,38,1,3,39,0,0,RB,football_db,3,2020
18,Jonathan Taylor,0,0,0,0,0,13,59,1,1,3,0,0,RB,football_db,3,2020
19,Kareem Hunt,0,0,0,0,0,16,46,0,2,18,1,0,RB,football_db,3,2020
20,Ezekiel Elliott,0,0,0,0,0,14,34,1,6,24,0,0,RB,football_db,3,2020
21,Miles Sanders,0,0,0,0,0,18,95,0,4,12,0,0,RB,football_db,3,2020
22,David Johnson,0,0,0,0,0,13,23,1,2,23,0,0,RB,football_db,3,2020
