,player,pass_att,pass_comp,pass_yds,pass_tds,pass_int,rush_att,rush_yds,rush_tds,rcv_rec,rcv_yds,rcv_tds,fumble_lost,position,source,nfl_week,year
0,Aaron Jones,0,0,0,0,0,18,168,2,4,68,1,0,RB,football_db,2,2020
1,Alvin Kamara,0,0,0,0,0,13,79,2,9,95,0,0,RB,football_db,2,2020
2,Nick Chubb,0,0,0,0,0,22,124,2,1,9,0,0,RB,football_db,2,2020
3,Leonard Fournette,0,0,0,0,0,12,103,2,4,13,0,0,RB,football_db,2,2020
4,Kareem Hunt,0,0,0,0,0,10,86,1,2,15,1,0,RB,football_db,2,2020
5,Christian McCaffrey,0,0,0,0,0,18,59,2,4,29,0,0,RB,football_db,2,2020
6,David Montgomery,0,0,0,0,0,16,82,0,3,45,1,0,RB,football_db,2,2020
7,Darrell Henderson,0,0,0,0,0,12,81,1,2,40,0,0,RB,football_db,2,2020
8,Miles Sanders,0,0,0,0,0,20,95,1,3,36,0,1,RB,football_db,2,2020
9,James Robinson,0,0,0,0,0,16,102,1,3,18,0,0,RB,football_db,2,2020
10,James Conner,0,0,0,0,0,16,106,1,2,15,0,0,RB,football_db,2,2020
11,Jonathan Taylor,0,0,0,0,0,26,101,1,2,9,0,0,RB,football_db,2,2020
12,Raheem Mostert,0,0,0,0,0,8,92,1,2,15,0,0,RB,football_db,2,2020
13,Ezekiel Elliott,0,0,0,0,0,22,89,1,6,33,0,1,RB,football_db,2,2020
14,Chris Carson,0,0,0,0,0,17,72,0,3,36,1,0,RB,football_db,2,2020
15,Melvin Gordon,0,0,0,0,0,19,70,0,2,14,1,0,RB,football_db,2,2020
16,Austin Ekeler,0,0,0,0,0,16,93,0,4,55,0,0,RB,football_db,2,2020
17,Dalvin Cook,0,0,0,0,0,14,63,1,2,8,0,0,RB,football_db,2,2020
18,Jerick McKinnon,0,0,0,0,0,3,77,1,0,0,0,0,RB,football_db,2,2020
19,Mark Ingram,0,0,0,0,0,9,55,1,2,22,0,0,RB,football_db,2,2020
20,Dion Lewis,0,0,0,0,0,10,20,1,4,36,0,0,RB,football_db,2,2020
21,Joshua Kelley,0,0,0,0,0,23,64,0,2,49,0,0,RB,football_db,2,2020
22,Kerryon Johnson,0,0,0,0,0,8,32,1,0,0,0,0,RB,football_db,2,2020
23,Josh Jacobs,0,0,0,0,0,27,88,0,3,17,0,0,RB,football_db,2,2020
24,Jamaal Williams,0,0,0,0,0,8,63,0,0,0,0,0,RB,football_db,2,2020
25,Chris Thompson,0,0,0,0,0,2,7,0,3,20,1,0,RB,football_db,2,2020
26,Jalen Richard,0,0,0,0,0,2,26,1,0,0,0,0,RB,football_db,2,2020
27,Joe Mixon,0,0,0,0,0,16,46,0,4,40,0,0,RB,football_db,2,2020
28,Ronald Jones II,0,0,0,0,0,7,23,1,2,4,0,0,RB,football_db,2,2020
