,player,pass_att,pass_comp,pass_yds,pass_tds,pass_int,rush_att,rush_yds,rush_tds,rcv_rec,rcv_yds,rcv_tds,fumble_lost,position,source,nfl_week,year
0,Joe Mixon,0,0,0,0,0,25,151,2,6,30,1,0,RB,football_db,4,2020
1,Dalvin Cook,0,0,0,0,0,27,130,2,2,16,0,0,RB,football_db,4,2020
2,Melvin Gordon,0,0,0,0,0,23,107,2,2,11,0,0,RB,football_db,4,2020
3,Chris Carson,0,0,0,0,0,16,80,2,3,20,0,0,RB,football_db,4,2020
4,Latavius Murray,0,0,0,0,0,14,64,2,1,19,0,0,RB,football_db,4,2020
5,Kareem Hunt,0,0,0,0,0,11,71,2,0,0,0,0,RB,football_db,4,2020
6,Antonio Gibson,0,0,0,0,0,13,46,1,4,82,0,0,RB,football_db,4,2020
7,Alvin Kamara,0,0,0,0,0,19,83,1,3,36,0,0,RB,football_db,4,2020
8,Aaron Jones,0,0,0,0,0,15,71,0,5,40,1,0,RB,football_db,4,2020
9,Todd Gurley,0,0,0,0,0,16,57,2,1,6,0,0,RB,football_db,4,2020
10,Mike Davis,0,0,0,0,0,16,84,1,5,27,0,0,RB,football_db,4,2020
11,Jerick McKinnon,0,0,0,0,0,14,54,1,7,43,0,0,RB,football_db,4,2020
12,Devin Singletary,0,0,0,0,0,18,56,1,5,21,0,0,RB,football_db,4,2020
13,Ezekiel Elliott,0,0,0,0,0,12,54,0,8,71,0,1,RB,football_db,4,2020
14,Ronald Jones II,0,0,0,0,0,20,111,0,6,17,0,0,RB,football_db,4,2020
15,Reggie Bonnafon,0,0,0,0,0,10,53,0,2,18,1,0,RB,football_db,4,2020
16,D'Andre Swift,0,0,0,0,0,4,22,0,4,30,1,0,RB,football_db,4,2020
17,Jamaal Williams,0,0,0,0,0,8,10,0,8,95,0,0,RB,football_db,4,2020
18,James Robinson,0,0,0,0,0,17,75,0,4,32,0,0,RB,football_db,4,2020
19,Damien Harris,0,0,0,0,0,17,100,0,0,0,0,0,RB,football_db,4,2020
20,Adrian Peterson,0,0,0,0,0,11,36,1,0,0,0,0,RB,football_db,4,2020
21,D'Ernest Johnson,0,0,0,0,0,13,95,0,0,0,0,0,RB,football_db,4,2020
22,Mark Ingram,0,0,0,0,0,8,34,1,1,3,0,0,RB,football_db,4,2020
23,Chase Edmonds,0,0,0,0,0,4,16,0,5,24,1,0,RB,football_db,4,2020
24,Ke'Shawn Vaughn,0,0,0,0,0,3,4,0,2,22,1,0,RB,football_db,4,2020
25,Tony Pollard,0,0,0,0,0,3,16,1,1,16,0,0,RB,football_db,4,2020
26,David Johnson,0,0,0,0,0,16,63,0,2,29,0,0,RB,football_db,4,2020
27,Clyde Edwards-Helaire,0,0,0,0,0,16,64,0,3,27,0,0,RB,football_db,4,2020
28,Jonathan Taylor,0,0,0,0,0,17,68,0,1,11,0,0,RB,football_db,4,2020
29,Miles Sanders,0,0,0,0,0,13,46,0,2,30,0,0,RB,football_db,4,2020
30,David Montgomery,0,0,0,0,0,10,27,0,3,30,0,0,RB,football_db,4,2020
31,Alexander Mattison,0,0,0,0,0,7,17,1,0,0,0,0,RB,football_db,4,2020
32,Josh Jacobs,0,0,0,0,0,15,48,0,3,25,0,0,RB,football_db,4,2020
33,Travis Homer,0,0,0,0,0,4,5,0,1,3,1,0,RB,football_db,4,2020
34,Myles Gaskin,0,0,0,0,0,10,40,0,3,22,0,0,RB,football_db,4,2020
35,Devonta Freeman,0,0,0,0,0,11,33,0,4,35,0,0,RB,football_db,4,2020
36,James White,0,0,0,0,0,3,21,0,7,38,0,0,RB,football_db,4,2020
