,player,pass_att,pass_comp,pass_yds,pass_tds,pass_int,rush_att,rush_yds,rush_tds,rcv_rec,rcv_yds,rcv_tds,fumble_lost,position,source,nfl_week,year
0,Josh Jacobs,0,0,0,0,0,25,93,3,4,46,0,0,RB,football_db,1,2020
1,Christian McCaffrey,0,0,0,0,0,23,97,2,3,38,0,0,RB,football_db,1,2020
2,Ezekiel Elliott,0,0,0,0,0,22,96,1,3,31,1,0,RB,football_db,1,2020
3,Malcolm Brown,0,0,0,0,0,18,79,2,3,31,0,0,RB,football_db,1,2020
4,Dalvin Cook,0,0,0,0,0,12,50,2,1,-2,0,0,RB,football_db,1,2020
5,Raheem Mostert,0,0,0,0,0,15,56,0,4,95,1,0,RB,football_db,1,2020
6,Clyde Edwards-Helaire,0,0,0,0,0,25,138,1,0,0,0,0,RB,football_db,1,2020
7,Alvin Kamara,0,0,0,0,0,12,16,1,5,51,1,0,RB,football_db,1,2020
8,Nyheim Hines,0,0,0,0,0,7,28,1,8,45,1,0,RB,football_db,1,2020
9,Chris Carson,0,0,0,0,0,6,21,0,6,45,2,0,RB,football_db,1,2020
10,David Johnson,0,0,0,0,0,11,77,1,3,32,0,0,RB,football_db,1,2020
11,J.K. Dobbins,0,0,0,0,0,7,22,2,0,0,0,0,RB,football_db,1,2020
12,Peyton Barber,0,0,0,0,0,17,29,2,0,0,0,0,RB,football_db,1,2020
13,Aaron Jones,0,0,0,0,0,16,66,1,4,10,0,0,RB,football_db,1,2020
14,Joshua Kelley,0,0,0,0,0,12,60,1,0,0,0,0,RB,football_db,1,2020
15,Derrick Henry,0,0,0,0,0,31,116,0,3,15,0,0,RB,football_db,1,2020
16,Melvin Gordon,0,0,0,0,0,15,78,1,3,8,0,1,RB,football_db,1,2020
17,Kenyan Drake,0,0,0,0,0,16,60,1,2,5,0,0,RB,football_db,1,2020
18,Benjamin Snell,0,0,0,0,0,19,113,0,0,0,0,0,RB,football_db,1,2020
19,Adrian Peterson,0,0,0,0,0,14,93,0,3,21,0,0,RB,football_db,1,2020
20,Todd Gurley,0,0,0,0,0,14,56,1,2,1,0,0,RB,football_db,1,2020
21,Jerick McKinnon,0,0,0,0,0,3,24,0,3,20,1,0,RB,football_db,1,2020
22,Sony Michel,0,0,0,0,0,10,37,1,0,0,0,0,RB,football_db,1,2020
23,Chase Edmonds,0,0,0,0,0,6,26,0,3,19,1,0,RB,football_db,1,2020
24,Jonathan Taylor,0,0,0,0,0,9,22,0,6,67,0,0,RB,football_db,1,2020
25,James Robinson,0,0,0,0,0,16,62,0,1,28,0,0,RB,football_db,1,2020
26,Zack Moss,0,0,0,0,0,9,11,0,3,16,1,0,RB,football_db,1,2020
27,Alexander Mattison,0,0,0,0,0,6,50,0,4,30,0,0,RB,football_db,1,2020
28,Carlos Hyde,0,0,0,0,0,7,23,1,0,0,0,0,RB,football_db,1,2020
29,Austin Ekeler,0,0,0,0,0,19,84,0,1,3,0,0,RB,football_db,1,2020
30,D'Andre Swift,0,0,0,0,0,3,8,1,3,15,0,0,RB,football_db,1,2020
31,David Montgomery,0,0,0,0,0,13,64,0,1,10,0,0,RB,football_db,1,2020
32,Ronald Jones II,0,0,0,0,0,17,66,0,2,16,0,0,RB,football_db,1,2020
33,Kareem Hunt,0,0,0,0,0,13,72,0,4,9,0,0,RB,football_db,1,2020
34,Josh Adams,0,0,0,0,0,2,8,1,2,14,0,0,RB,football_db,1,2020
35,Jordan Howard,0,0,0,0,0,8,7,1,0,0,0,0,RB,football_db,1,2020
36,Myles Gaskin,0,0,0,0,0,9,40,0,4,26,0,0,RB,football_db,1,2020
37,Saquon Barkley,0,0,0,0,0,15,6,0,6,60,0,0,RB,football_db,1,2020
38,James White,0,0,0,0,0,5,22,0,3,30,0,0,RB,football_db,1,2020
39,Devin Singletary,0,0,0,0,0,9,30,0,5,23,0,0,RB,football_db,1,2020
40,Joe Mixon,0,0,0,0,0,19,69,0,1,2,0,1,RB,football_db,1,2020
41,Marlon Mack,0,0,0,0,0,4,26,0,3,30,0,0,RB,football_db,1,2020
42,Nick Chubb,0,0,0,0,0,10,60,0,1,6,0,1,RB,football_db,1,2020
43,Jamaal Williams,0,0,0,0,0,7,21,0,4,21,0,0,RB,football_db,1,2020
44,Boston Scott,0,0,0,0,0,9,35,0,2,19,0,0,RB,football_db,1,2020
