,player,pass_att,pass_comp,pass_yds,pass_tds,pass_int,rush_att,rush_yds,rush_tds,rcv_rec,rcv_yds,rcv_tds,fumble_lost,position,source,nfl_week,year
0,Derrick Henry,0,0,0,0,0,26,215,2,2,7,0,0,RB,football_db,14,2020
1,Jonathan Taylor,0,0,0,0,0,20,150,2,2,15,0,0,RB,football_db,14,2020
2,Miles Sanders,0,0,0,0,0,14,115,2,4,21,0,0,RB,football_db,14,2020
3,Kareem Hunt,0,0,0,0,0,6,33,1,6,77,1,0,RB,football_db,14,2020
4,Nick Chubb,0,0,0,0,0,17,82,2,2,21,0,0,RB,football_db,14,2020
5,David Montgomery,0,0,0,0,0,11,113,1,3,42,0,0,RB,football_db,14,2020
6,Mike Davis,0,0,0,0,0,11,51,2,5,42,0,0,RB,football_db,14,2020
7,Cam Akers,0,0,0,0,0,29,171,0,2,23,0,0,RB,football_db,14,2020
8,Gus Edwards,0,0,0,0,0,7,49,2,1,4,0,0,RB,football_db,14,2020
9,Dalvin Cook,0,0,0,0,0,22,102,1,2,8,0,0,RB,football_db,14,2020
10,Alvin Kamara,0,0,0,0,0,11,50,1,7,44,0,0,RB,football_db,14,2020
11,Kenyan Drake,0,0,0,0,0,23,80,1,1,10,0,0,RB,football_db,14,2020
12,Chris Carson,0,0,0,0,0,12,76,1,3,22,0,0,RB,football_db,14,2020
13,Ronald Jones II,0,0,0,0,0,18,80,1,1,4,0,0,RB,football_db,14,2020
14,Austin Ekeler,0,0,0,0,0,15,79,0,9,67,0,0,RB,football_db,14,2020
15,J.K. Dobbins,0,0,0,0,0,13,53,1,0,0,0,0,RB,football_db,14,2020
16,D'Andre Swift,0,0,0,0,0,7,24,1,4,26,0,0,RB,football_db,14,2020
17,Jeffery Wilson,0,0,0,0,0,11,31,1,1,13,0,1,RB,football_db,14,2020
18,Tony Pollard,0,0,0,0,0,11,39,0,2,9,1,0,RB,football_db,14,2020
19,Melvin Gordon,0,0,0,0,0,13,68,0,3,23,0,0,RB,football_db,14,2020
20,Clyde Edwards-Helaire,0,0,0,0,0,16,32,0,5,59,0,0,RB,football_db,14,2020
21,James Robinson,0,0,0,0,0,12,67,0,4,16,0,0,RB,football_db,14,2020
22,J.D. McKissic,0,0,0,0,0,11,68,0,2,18,0,0,RB,football_db,14,2020
23,Kyle Juszczyk,0,0,0,0,0,1,3,0,2,15,1,0,RB,football_db,14,2020
24,Kerryon Johnson,0,0,0,0,0,2,3,1,1,10,0,0,RB,football_db,14,2020
25,Raheem Mostert,0,0,0,0,0,14,65,0,2,5,0,0,RB,football_db,14,2020
26,Dion Lewis,0,0,0,0,0,2,14,1,0,0,0,1,RB,football_db,14,2020
27,Aaron Jones,0,0,0,0,0,15,69,0,2,6,0,0,RB,football_db,14,2020
28,Duke Johnson,0,0,0,0,0,8,26,0,2,53,0,1,RB,football_db,14,2020
29,Josh Jacobs,0,0,0,0,0,13,49,0,3,25,0,0,RB,football_db,14,2020
30,Carlos Hyde,0,0,0,0,0,15,66,0,0,0,0,0,RB,football_db,14,2020
31,Nyheim Hines,0,0,0,0,0,7,58,0,4,17,0,0,RB,football_db,14,2020
32,Wayne Gallman,0,0,0,0,0,12,57,0,3,16,0,0,RB,football_db,14,2020
33,Damien Harris,0,0,0,0,0,11,50,0,1,0,0,0,RB,football_db,14,2020
34,Ezekiel Elliott,0,0,0,0,0,12,48,0,2,11,0,0,RB,football_db,14,2020
35,Chase Edmonds,0,0,0,0,0,7,32,0,4,21,0,0,RB,football_db,14,2020
36,Trayveon Williams,0,0,0,0,0,12,49,0,3,14,0,1,RB,football_db,14,2020
37,DeAndre Washington,0,0,0,0,0,13,35,0,2,17,0,0,RB,football_db,14,2020
38,Ito Smith,0,0,0,0,0,11,42,0,1,3,0,0,RB,football_db,14,2020
39,Jalen Richard,0,0,0,0,0,2,10,0,4,31,0,0,RB,football_db,14,2020
40,Zack Moss,0,0,0,0,0,13,43,0,0,0,0,0,RB,football_db,14,2020
41,Greg Howell,0,0,0,0,0,11,42,0,1,3,0,0,RB,football_db,14,2020
42,Jamaal Williams,0,0,0,0,0,10,38,0,0,0,0,0,RB,football_db,14,2020
43,Devin Singletary,0,0,0,0,0,7,32,0,1,2,0,0,RB,football_db,14,2020
44,Samaje Perine,0,0,0,0,0,10,32,0,2,9,0,0,RB,football_db,14,2020
45,Devine Ozigbo,0,0,0,0,0,0,0,0,4,30,0,0,RB,football_db,14,2020
46,LeSean McCoy,0,0,0,0,0,4,32,0,1,3,0,0,RB,football_db,14,2020
47,Le'Veon Bell,0,0,0,0,0,2,21,0,2,14,0,0,RB,football_db,14,2020
48,Peyton Barber,0,0,0,0,0,12,37,0,2,1,0,0,RB,football_db,14,2020
49,Rodney Smith,0,0,0,0,0,2,10,0,2,14,0,0,RB,football_db,14,2020
50,Jaylen Samuels,0,0,0,0,0,4,15,0,3,18,0,0,RB,football_db,14,2020
51,Adrian Peterson,0,0,0,0,0,4,7,0,1,23,0,0,RB,football_db,14,2020
52,Sony Michel,0,0,0,0,0,7,22,0,0,0,0,0,RB,football_db,14,2020
53,Phillip Lindsay,0,0,0,0,0,11,24,0,2,7,0,0,RB,football_db,14,2020
54,C.J. Ham,0,0,0,0,0,1,0,0,3,22,0,0,RB,football_db,14,2020
55,Todd Gurley,0,0,0,0,0,6,19,0,2,12,0,0,RB,football_db,14,2020
56,Josh Adams,0,0,0,0,0,6,27,0,2,3,0,0,RB,football_db,14,2020
57,Ameer Abdullah,0,0,0,0,0,3,11,0,2,10,0,0,RB,football_db,14,2020
