"fantasyPointsRank","playerName","teamName","position","byeWeek","games","fantasyPoints","salary","passComp","passAtt","passYds","passTd","passInt","passSacked","rushAtt","rushYds","rushTd","recvTargets","recvReceptions","recvYds","recvTd","fumbles","fumblesLost","twoPt","returnYds","returnTd","fgMade019","fgAtt019","fgMade2029","fgAtt2029","fgMade3039","fgAtt3039","fgMade4049","fgAtt4049","fgMade50plus","fgAtt50plus","patMade","patAtt","dstSacks","dstSafeties","dstInt","dstFumblesForced","dstFumblesRecovered","dstTd","dstReturnYds","dstReturnTd","dstPts0","dstPts16","dstPts713","dstPts1420","dstPts2127","dstPts2834","dstPts35plus","idpTacklesSolo","idpTacklesAssist","idpSacks","idpTacklesForLoss","idpPassDefended","idpInt","idpFumblesForced","idpFumblesRecovered","idpSafeties","idpTd"
"403","Donovan Peoples-Jones","CLV","wr","9","@BLT","0.5","0","0","0","0","0","0","0","0","0","0","0.3371","0.2007","2.4156","0.0091","0.0021","0.001","0.0006","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"404","Quez Watkins","PHI","wr","9","@WAS","0.5","0","0","0","0","0","0","0","0","0","0","0.3432","0.2175","2.4931","0.012","0.0023","0.0011","0.0004","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"405","Josh Doctson","NYJ","wr","11","@BUF","0.4","0","0","0","0","0","0","0","0","0","0","0.3018","0.169","1.9939","0.0119","0.0015","0.0008","0.0003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"406","Alex Erickson","CIN","wr","9","LAC","0.4","0","0","0","0","0","0","0","0.2377","1.4853","0.0103","0","0","0","0","0.0791","0.0395","0","90.0043","0.04","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"407","Olamide Zaccheaus","ATL","wr","10","SEA","0.4","0","0","0","0","0","0","0","0","0","0","0.1867","0.1284","1.579","0.0075","0.0249","0.0125","0.0003","15.6614","0.0136","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"408","Seth Roberts","CAR","wr","13","OAK","0.3","0","0","0","0","0","0","0","0","0","0","0.1598","0.1088","1.2801","0.008","0.0009","0.0005","0.0002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"409","DeAndre Carter","HST","wr","8","@KC","0.3","0","0","0","0","0","0","0","0","0","0","0.138","0.1046","1.1071","0.0031","0.0705","0.0353","0.0002","72.0194","0.0211","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"410","Isaiah McKenzie","BUF","wr","11","NYJ","0.3","0","0","0","0","0","0","0","0.3583","2.1744","0.0146","0","0","0","0","0.0025","0.0012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"411","Kendrick Bourne","SF","wr","11","ARZ","0.3","0","0","0","0","0","0","0","0","0","0","0.1723","0.117","1.3879","0.0102","0.0013","0.0006","0.0004","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"412","Jaleel Scott","BLT","wr","8","CLV","0.3","0","0","0","0","0","0","0","0","0","0","0.1609","0.1009","1.3175","0.0077","0.001","0.0005","0.0002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"413","Vyncint Smith","NYJ","wr","11","@BUF","0.3","0","0","0","0","0","0","0","0.1055","0.7056","0.0037","0.1509","0.0861","1.1217","0.0051","0.0019","0.0009","0.0001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"414","Bryan Edwards","OAK","wr","6","@CAR","0.3","0","0","0","0","0","0","0","0","0","0","0.1576","0.1012","1.1145","0.0068","0.0011","0.0005","0.0002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"415","Dezmon Patmon","IND","wr","7","@JAX","0.3","0","0","0","0","0","0","0","0","0","0","0.1683","0.1056","1.2731","0.0067","0.0011","0.0005","0.0002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"416","De'Anthony Thomas","BLT","wr","8","CLV","0.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0635","0.0318","0","78.2891","0.0308","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"417","KhaDarel Hodge","CLV","wr","9","@BLT","0.2","0","0","0","0","0","0","0","0","0","0","0.1686","0.0935","1.1891","0.0042","0.0009","0.0005","0.0003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"418","Diontae Spencer","DEN","wr","8","TEN","0.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0634","0.0317","0","84.3815","0.0296","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"419","Taywan Taylor","CLV","wr","9","@BLT","0.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0407","0.0203","0","68.4768","0.0135","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"420","Robert Davis","PHI","wr","9","@WAS","0.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0279","0.014","0","18.523","0.0173","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"421","Richie James Jr.","SF","wr","11","ARZ","0.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0286","0.0143","0","18.7007","0.0224","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"422","Trey Quinn","WAS","wr","8","PHI","0.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0246","0.0123","0","15.5813","0.0172","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"423","Braxton Berrios","NYJ","wr","11","@BUF","0.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.013","0.0065","0","10.1413","0.0089","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"424","Travis Fulgham","DET","wr","5","CHI","0.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0248","0.0124","0","16.4507","0.0166","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"425","Nick Foles","CHI","qb","11","@DET","6.5","0","9.1794","14.9818","98.3067","0.5791","0.2796","0.7873","0.3855","3.7324","0.0266","0","0","0","0","0.2462","0.1231","0.022","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"426","Marcus Mariota","OAK","qb","6","@CAR","4.2","0","4.9744","6.9417","55.235","0.3514","0.1449","0.8193","0.8571","5.1216","0.0332","0","0","0","0","0.1151","0.0576","0.012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"427","Ryan Fitzpatrick","MIA","qb","11","@NE","2.7","0","3.5363","5.995","39.5332","0.206","0.186","0.4573","0.6699","3.2387","0.0346","0","0","0","0","0.0968","0.0484","0.0073","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"428","Jarrett Stidham","NE","qb","6","MIA","2.4","0","3.3665","5.1265","35.0679","0.1851","0.1848","0.5099","0.4823","3.0277","0.0234","0","0","0","0","0.0823","0.0411","0.0065","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"429","Tyrod Taylor","LAC","qb","10","@CIN","2.3","0","2.5505","3.7367","30.5422","0.1496","0.037","0.4876","0.8972","3.2307","0.0343","0","0","0","0","0.0864","0.0432","0.0064","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"430","Taysom Hill","NO","qb","6","TB","2.3","0","0.3386","0.3688","3.7559","0.0212","0.0218","0.0461","1.3589","6.7191","0.0602","0.71","0.5664","3.85","0.0266","0.0915","0.0457","0.0024","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"431","Phillip Walker","CAR","qb","13","OAK","2.2","0","2.9334","4.7015","34.2526","0.2016","0.1302","0.4042","0.1903","1.6107","0.006","0","0","0","0","0.0583","0.0291","0.0046","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"432","Alex Smith","WAS","qb","8","PHI","1.8","0","2.2059","3.4555","24.7051","0.151","0.0327","0.3173","0.424","1.7453","0.0127","0","0","0","0","0.0548","0.0274","0.005","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"433","Mason Rudolph","PIT","qb","8","@NYG","1.7","0","2.2998","3.5742","25.2137","0.1423","0.0922","0.2226","0.294","1.1509","0.0094","0","0","0","0","0.0574","0.0287","0.0043","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"434","Jake Luton","JAX","qb","7","IND","1.6","0","2.2926","3.6405","24.3446","0.1436","0.0856","0.3345","0.1973","0.7118","0.0053","0","0","0","0","0.0475","0.0237","0.0051","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"435","Robert Griffin III","BLT","qb","8","CLV","1.3","0","1.5117","2.2731","17.2812","0.117","0.0409","0.2268","0.2842","1.2813","0.0098","0","0","0","0","0.038","0.019","0.0025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"436","Jacoby Brissett","IND","qb","7","@JAX","1.2","0","1.6519","2.458","17.5131","0.098","0.0337","0.21","0.1862","1.117","0.0083","0","0","0","0","0.0319","0.0159","0.0023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"437","Jeff Driskel","DEN","qb","8","TEN","1.2","0","1.5563","2.353","17.8993","0.0915","0.0485","0.218","0.2693","1.2801","0.0055","0","0","0","0","0.0359","0.0179","0.0031","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"438","Chad Henne","KC","qb","10","HST","1","0","1.0405","1.5278","13.4105","0.0999","0.0303","0.0967","0.0693","0.5278","0.0032","0","0","0","0","0.0202","0.0101","0.0019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"439","Andy Dalton","DAL","qb","10","@LA","1","0","1.0839","1.7773","12.9343","0.0965","0.0438","0.1301","0.1114","0.419","0.0079","0","0","0","0","0.017","0.0085","0.0042","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"440","Jalen Hurts","PHI","qb","9","@WAS","1","0","1.1639","1.7371","13.3092","0.0711","0.0428","0.1753","0.1285","1.716","0.0066","0","0","0","0","0.0239","0.012","0.002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"441","Ryan Griffin","TB","qb","13","@NO","0.9","0","1.0636","1.634","14.2069","0.069","0.0386","0.1225","0.0761","0.5721","0.0025","0","0","0","0","0.0215","0.0108","0.0029","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"442","A.J. McCarron","HST","qb","8","@KC","0.9","0","1.1997","1.9045","14.0894","0.0639","0.0332","0.259","0.1104","0.7126","0.0046","0","0","0","0","0.0259","0.0129","0.0019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"443","Cole McDonald","TEN","qb","7","@DEN","0.9","0","1.0174","1.5972","12.3686","0.079","0.0466","0.1303","0.0942","0.6367","0.0031","0","0","0","0","0.0212","0.0106","0.0029","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"444","Matt Schaub","ATL","qb","10","SEA","0.8","0","1.0772","1.6981","12.9456","0.0617","0.0469","0.0806","0.0376","0.5261","0.0024","0","0","0","0","0.0206","0.0103","0.0016","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"445","Chase Daniel","DET","qb","5","CHI","0.8","0","0.9801","1.4684","11.8617","0.0701","0.0385","0.1264","0.0907","0.4528","0.0026","0","0","0","0","0.019","0.0095","0.002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"446","Colt McCoy","NYG","qb","11","PIT","0.8","0","1.0671","1.596","11.5522","0.0617","0.0337","0.1975","0.1609","0.6852","0.0032","0","0","0","0","0.0252","0.0126","0.0018","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"447","Nate Stanley","MIN","qb","7","GB","0.8","0","1.0653","1.5337","11.1296","0.0744","0.0429","0.1553","0.087","0.4618","0.003","0","0","0","0","0.0206","0.0103","0.0025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"448","Brian Hoyer","NE","qb","6","MIA","0.7","0","1.1222","1.7664","11.6893","0.0617","0.0463","0.0761","0.1051","0.5583","0.0022","0","0","0","0","0.0235","0.0118","0.002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"449","Nick Mullens","SF","qb","11","ARZ","0.7","0","1.092","1.683","11.6796","0.0778","0.0439","0.1102","0.0086","0.0009","0.0003","0","0","0","0","0.0191","0.0095","0.0026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"450","Cooper Rush","NYG","qb","11","PIT","0.7","0","0.914","1.5431","10.9701","0.0623","0.0414","0.1045","0.0695","0.5588","0.0031","0","0","0","0","0.0204","0.0102","0.0024","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"451","Jordan Love","GB","qb","5","@MIN","0.7","0","1.0172","1.6549","11.3311","0.0549","0.0523","0.1488","0.0949","0.5639","0.0025","0","0","0","0","0.0223","0.0111","0.0025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"452","Jake Fromm","BUF","qb","11","NYJ","0.7","0","0.8618","1.5345","10.1012","0.0558","0.0433","0.1292","0.0937","0.5155","0.003","0","0","0","0","0.0206","0.0103","0.0017","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"453","Case Keenum","CLV","qb","9","@BLT","0.6","0","0.9901","1.573","10.9019","0.0468","0.0372","0.1073","0.0443","0.2335","0.003","0","0","0","0","0.0258","0.0129","0.0027","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"454","Brett Hundley","ARZ","qb","8","@SF","0.6","0","0.96","1.6034","10.3054","0.0462","0.056","0.1549","0.0943","0.6965","0.0031","0","0","0","0","0.0223","0.0111","0.0025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"455","James Morgan","NYJ","qb","11","@BUF","0.6","0","0.9516","1.559","10.3765","0.0558","0.0492","0.1333","0.0839","0.3061","0.0027","0","0","0","0","0.0211","0.0105","0.0016","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"456","Eagles DST","PHI","dst","9","@WAS","10.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.067","0.0453","1.0165","0.9814","0.4907","0.4409","53.9034","0.0251","0.0121","0.0342","0.1088","0.2088","0.2611","0.2127","0.1621","0","0","0","0","0","0","0","0","0","0"
"457","Steelers DST","PIT","dst","8","@NYG","9.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.2225","0.0467","0.9724","1.2305","0.6152","0.3325","53.0724","0.0281","0.0225","0.0534","0.1458","0.2385","0.2544","0.1767","0.1087","0","0","0","0","0","0","0","0","0","0"
"458","Chiefs DST","KC","dst","10","HST","9.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.7444","0.0409","0.8959","1.1","0.55","0.2542","71.7821","0.0343","0.0204","0.0538","0.1539","0.2539","0.2617","0.1685","0.0877","0","0","0","0","0","0","0","0","0","0"
"459","Patriots DST","NE","dst","6","MIA","9.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.1981","0.0379","1.054","0.959","0.4795","0.2307","49.2038","0.0305","0.0281","0.067","0.1758","0.2649","0.2494","0.1467","0.0681","0","0","0","0","0","0","0","0","0","0"
"460","49ers DST","SF","dst","11","ARZ","9.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.8367","0.0395","0.9276","0.9056","0.4528","0.3618","18.7007","0.0224","0.0294","0.0691","0.1791","0.2662","0.2472","0.1434","0.0655","0","0","0","0","0","0","0","0","0","0"
"461","Bills DST","BUF","dst","11","NYJ","8.9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.5314","0.0374","0.999","0.777","0.3885","0.3153","79.5731","0.0388","0.0294","0.0691","0.1791","0.2662","0.2472","0.1434","0.0655","0","0","0","0","0","0","0","0","0","0"
"462","Ravens DST","BLT","dst","8","CLV","8.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.5052","0.0402","1.1889","0.8291","0.4146","0.2632","78.2891","0.0308","0.025","0.0619","0.1677","0.2613","0.2544","0.1547","0.0749","0","0","0","0","0","0","0","0","0","0"
"463","Bengals DST","CIN","dst","9","LAC","8.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.2352","0.0389","0.8174","0.9103","0.4551","0.2924","90.0043","0.04","0.0207","0.0543","0.1547","0.2544","0.2613","0.1677","0.0869","0","0","0","0","0","0","0","0","0","0"
"464","Dolphins DST","MIA","dst","11","@NE","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.3122","0.0495","0.7549","0.9435","0.4717","0.4798","61.9663","0.03","0.0106","0.0309","0.1015","0.2015","0.2606","0.2195","0.1753","0","0","0","0","0","0","0","0","0","0"
"465","Raiders DST","OAK","dst","6","@CAR","7.9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.1821","0.0464","0.9862","0.9919","0.496","0.2521","34.7128","0.026","0.0092","0.0279","0.0945","0.1939","0.2593","0.226","0.1892","0","0","0","0","0","0","0","0","0","0"
"466","Colts DST","IND","dst","7","@JAX","7.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.4794","0.0452","0.6417","1.0534","0.5267","0.3206","74.2471","0.0289","0.0205","0.0501","0.1399","0.2346","0.2564","0.1826","0.116","0","0","0","0","0","0","0","0","0","0"
"467","Packers DST","GB","dst","5","@MIN","7.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.8098","0.0458","0.7484","0.9777","0.4889","0.3405","51.1198","0.0218","0.012","0.0339","0.1082","0.2082","0.2611","0.2133","0.1633","0","0","0","0","0","0","0","0","0","0"
"468","Jets DST","NYJ","dst","11","@BUF","7.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.4905","0.0497","0.6988","1.2778","0.6389","0.3652","62.242","0.022","0.0132","0.0365","0.1136","0.2133","0.2611","0.2082","0.1541","0","0","0","0","0","0","0","0","0","0"
"469","Redskins DST","WAS","dst","8","PHI","7.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.8407","0.0388","0.5596","1.344","0.672","0.3155","64.5469","0.0322","0.0098","0.0316","0.109","0.2185","0.2736","0.2141","0.1434","0","0","0","0","0","0","0","0","0","0"
"470","Broncos DST","DEN","dst","8","TEN","7.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.9062","0.0389","0.6671","1.0477","0.5239","0.3304","84.3815","0.0296","0.0074","0.0258","0.0949","0.2036","0.2727","0.2282","0.1673","0","0","0","0","0","0","0","0","0","0"
"471","Cowboys DST","DAL","dst","10","@LA","7.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.748","0.0458","0.7374","1.0671","0.5336","0.3674","24.4142","0.0205","0.0094","0.0284","0.0958","0.1953","0.2596","0.2248","0.1866","0","0","0","0","0","0","0","0","0","0"
"472","Falcons DST","ATL","dst","10","SEA","7.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.0313","0.0402","0.4633","1.1189","0.5595","0.3895","53.9937","0.0217","0.0068","0.024","0.0903","0.1982","0.2718","0.2329","0.1762","0","0","0","0","0","0","0","0","0","0"
"473","Chargers DST","LAC","dst","10","@CIN","7.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.3899","0.0483","0.964","0.9661","0.483","0.2061","53.9228","0.0254","0.0076","0.0241","0.0853","0.1833","0.2566","0.2341","0.2091","0","0","0","0","0","0","0","0","0","0"
"474","Giants DST","NYG","dst","11","PIT","7.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.2997","0.0372","0.682","1.0082","0.5041","0.301","92.3424","0.0354","0.0152","0.0436","0.1347","0.241","0.2692","0.1879","0.1084","0","0","0","0","0","0","0","0","0","0"
"475","Panthers DST","CAR","dst","13","OAK","7.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.5911","0.0391","0.4983","0.9238","0.4619","0.3586","72.9844","0.0311","0.0127","0.0383","0.1239","0.2322","0.2719","0.199","0.122","0","0","0","0","0","0","0","0","0","0"
"476","Cardinals DST","ARZ","dst","8","@SF","7.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.0027","0.05","0.6442","0.9249","0.4625","0.4294","83.7402","0.029","0.0042","0.0152","0.0614","0.1509","0.2417","0.2523","0.2743","0","0","0","0","0","0","0","0","0","0"
"477","Bears DST","CHI","dst","11","@DET","7.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.4527","0.0458","0.693","0.9237","0.4618","0.339","120.7549","0.0474","0.0097","0.029","0.097","0.1967","0.2599","0.2237","0.1841","0","0","0","0","0","0","0","0","0","0"
"478","Seahawks DST","SEA","dst","6","@ATL","7.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.4564","0.0442","0.5484","1.1591","0.5795","0.3914","64.0294","0.0262","0.0074","0.0236","0.0841","0.1818","0.2561","0.2351","0.2119","0","0","0","0","0","0","0","0","0","0"
"479","Rams DST","LA","dst","9","DAL","7.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.7572","0.0392","0.7183","1.0405","0.5203","0.2188","64.4831","0.0317","0.0109","0.0342","0.1148","0.2241","0.2733","0.2082","0.1346","0","0","0","0","0","0","0","0","0","0"
"480","Lions DST","DET","dst","5","CHI","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.3746","0.0391","0.7429","0.9911","0.4955","0.267","64.399","0.0286","0.0109","0.0342","0.1148","0.2241","0.2733","0.2082","0.1346","0","0","0","0","0","0","0","0","0","0"
