,player,team,position,pass_yds,pass_tds,pass_int,pass_att,pass_comp,rush_att,rush_yds,rush_tds,rcv_rec,rcv_yds,rcv_tds,source,pname_merge
0,Brett Favre,GNB,QB,337.0,3.0,0.0,34.0,27.0,2.0,-1.0,0.0,0.0,0.0,0.0,nfl_hist,brettfavre
1,Charlie Batch,DET,QB,345.0,3.0,0.0,41.0,31.0,1.0,0.0,0.0,0.0,0.0,0.0,nfl_hist,charliebatch
2,Vinny Testaverde,NYJ,QB,168.0,2.0,0.0,22.0,15.0,1.0,-1.0,0.0,0.0,0.0,0.0,nfl_hist,vinnytestaverde
3,Ray Lucas,MIA,QB,28.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,nfl_hist,raylucas
4,Jeff Garcia,SFO,QB,332.0,3.0,0.0,41.0,27.0,14.0,70.0,1.0,0.0,0.0,0.0,nfl_hist,jeffgarcia
5,Doug Flutie,SDG,QB,270.0,1.0,0.0,32.0,20.0,2.0,1.0,0.0,0.0,0.0,0.0,nfl_hist,dougflutie
6,Daunte Culpeppe,MIN,QB,244.0,1.0,1.0,27.0,20.0,7.0,83.0,2.0,0.0,0.0,0.0,nfl_hist,daunteculpeppe
7,Tony Banks,WAS,QB,132.0,1.0,0.0,18.0,10.0,3.0,4.0,0.0,0.0,0.0,0.0,nfl_hist,tonybanks
8,Tim Couch,CLE,QB,194.0,2.0,0.0,28.0,14.0,2.0,-1.0,0.0,0.0,0.0,0.0,nfl_hist,timcouch
9,Steve McNai,TEN,QB,230.0,1.0,1.0,23.0,15.0,9.0,54.0,1.0,0.0,0.0,0.0,nfl_hist,stevemcnai
10,Tom Brady,NWE,QB,364.0,2.0,0.0,54.0,33.0,1.0,0.0,0.0,0.0,0.0,0.0,nfl_hist,tombrady
11,Kordell Stewart,PIT,QB,141.0,1.0,0.0,25.0,15.0,7.0,47.0,0.0,0.0,0.0,0.0,nfl_hist,kordellstewart
12,Chris Chandle,ATL,QB,268.0,2.0,1.0,36.0,19.0,2.0,22.0,0.0,0.0,0.0,0.0,nfl_hist,chrischandle
13,Trent Dilfe,SEA,QB,110.0,0.0,0.0,18.0,12.0,1.0,6.0,0.0,0.0,0.0,0.0,nfl_hist,trentdilfe
14,Rich Gannon,OAK,QB,243.0,0.0,0.0,32.0,18.0,7.0,16.0,0.0,0.0,0.0,0.0,nfl_hist,richgannon
15,Jake Plumme,ARI,QB,216.0,1.0,0.0,37.0,20.0,2.0,7.0,0.0,0.0,0.0,0.0,nfl_hist,jakeplumme
16,Neil O'Donnell,TEN,QB,9.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,nfl_hist,neilodonnell
17,Brad Johnson,TAM,QB,287.0,3.0,1.0,50.0,24.0,2.0,4.0,0.0,0.0,0.0,0.0,nfl_hist,bradjohnson
18,Jon Kitna,CIN,QB,201.0,1.0,0.0,38.0,20.0,4.0,18.0,0.0,0.0,0.0,0.0,nfl_hist,jonkitna
19,Peyton Manning,IND,QB,241.0,2.0,2.0,41.0,26.0,1.0,2.0,0.0,0.0,0.0,0.0,nfl_hist,peytonmanning
20,Chris Weinke,CAR,QB,196.0,2.0,1.0,39.0,21.0,3.0,2.0,0.0,0.0,0.0,0.0,nfl_hist,chrisweinke
21,Randall Cunningham,BAL,QB,70.0,0.0,0.0,10.0,5.0,4.0,40.0,1.0,0.0,0.0,0.0,nfl_hist,randallcunningham
22,Kurt Warne,STL,QB,316.0,0.0,1.0,46.0,28.0,3.0,6.0,0.0,0.0,0.0,0.0,nfl_hist,kurtwarne
23,Jay Fiedle,MIA,QB,213.0,1.0,2.0,34.0,23.0,2.0,27.0,0.0,0.0,0.0,0.0,nfl_hist,jayfiedle
24,Brian Griese,DEN,QB,209.0,2.0,3.0,36.0,24.0,2.0,38.0,0.0,0.0,0.0,0.0,nfl_hist,briangriese
25,Kerry Collins,NYG,QB,242.0,1.0,2.0,32.0,17.0,2.0,11.0,0.0,0.0,0.0,0.0,nfl_hist,kerrycollins
26,Anthony Wright,DAL,QB,177.0,0.0,1.0,28.0,15.0,8.0,32.0,0.0,0.0,0.0,0.0,nfl_hist,anthonywright
27,Aaron Brooks,NOR,QB,180.0,2.0,1.0,40.0,14.0,7.0,49.0,0.0,0.0,0.0,0.0,nfl_hist,aaronbrooks
28,Elvis Grbac,BAL,QB,138.0,1.0,2.0,21.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,nfl_hist,elvisgrbac
29,Trent Green,KAN,QB,127.0,0.0,1.0,33.0,16.0,2.0,14.0,0.0,0.0,0.0,0.0,nfl_hist,trentgreen
30,Jim Mille,CHI,QB,116.0,0.0,2.0,21.0,15.0,2.0,3.0,0.0,0.0,0.0,0.0,nfl_hist,jimmille
31,Priest Holmes,KAN,RB,0.0,0.0,0.0,0.0,0.0,20.0,150.0,2.0,3.0,-1.0,0.0,nfl_hist,priestholmes
32,Ricky Williams,NOR,RB,0.0,0.0,0.0,0.0,0.0,31.0,147.0,1.0,4.0,31.0,0.0,nfl_hist,rickywilliams
33,Shaun Alexande,SEA,RB,0.0,0.0,0.0,0.0,0.0,33.0,142.0,2.0,2.0,24.0,0.0,nfl_hist,shaunalexande
34,Corey Dillon,CIN,HB,0.0,0.0,0.0,0.0,0.0,31.0,140.0,1.0,3.0,16.0,0.0,nfl_hist,coreydillon
35,Curtis Martin,NYJ,RB,0.0,0.0,0.0,0.0,0.0,22.0,120.0,1.0,2.0,16.0,0.0,nfl_hist,curtismartin
36,Edgerrin James,IND,RB,0.0,0.0,0.0,0.0,0.0,26.0,116.0,0.0,6.0,51.0,0.0,nfl_hist,edgerrinjames
37,Jerome Bettis,PIT,RB,0.0,0.0,0.0,0.0,0.0,19.0,112.0,0.0,1.0,5.0,0.0,nfl_hist,jeromebettis
38,James Stewart,DET,HB,0.0,0.0,0.0,0.0,0.0,16.0,108.0,0.0,3.0,22.0,1.0,nfl_hist,jamesstewart
39,Emmitt Smith,DAL,RB,0.0,0.0,0.0,0.0,0.0,25.0,107.0,0.0,5.0,45.0,0.0,nfl_hist,emmittsmith
40,Stephen Davis,WAS,RB,0.0,0.0,0.0,0.0,0.0,23.0,99.0,0.0,0.0,0.0,0.0,nfl_hist,stephendavis
