,player,team,position,pass_yds,pass_tds,pass_int,pass_att,pass_comp,rush_att,rush_yds,rush_tds,rcv_rec,rcv_yds,rcv_tds,source,pname_merge
0,Peyton Manning,IND,QB,268.0,3.0,0.0,20.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,nfl_hist,peytonmanning
1,Warren Moon,KAN,QB,78.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,nfl_hist,warrenmoon
2,Chris Chandle,ATL,QB,240.0,2.0,0.0,20.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,nfl_hist,chrischandle
3,Troy Aikman,DAL,QB,154.0,2.0,0.0,15.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,nfl_hist,troyaikman
4,Brad Johnson,WAS,QB,269.0,3.0,1.0,24.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,nfl_hist,bradjohnson
5,Trent Green,STL,QB,205.0,3.0,1.0,21.0,15.0,1.0,-2.0,0.0,0.0,0.0,0.0,nfl_hist,trentgreen
6,Sylvester Morris,KAN,WR,31.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,64.0,0.0,nfl_hist,sylvestermorris
7,Rich Gannon,OAK,QB,176.0,3.0,1.0,22.0,15.0,3.0,14.0,0.0,0.0,0.0,0.0,nfl_hist,richgannon
8,Elvis Grbac,KAN,QB,266.0,2.0,0.0,30.0,18.0,3.0,-4.0,0.0,0.0,0.0,0.0,nfl_hist,elvisgrbac
9,Steve Beuerlein,CAR,QB,309.0,3.0,0.0,44.0,28.0,2.0,3.0,0.0,0.0,0.0,0.0,nfl_hist,stevebeuerlein
10,Daunte Culpeppe,MIN,QB,251.0,3.0,1.0,29.0,17.0,6.0,29.0,0.0,0.0,0.0,0.0,nfl_hist,daunteculpeppe
11,Doug Flutie,BUF,QB,294.0,2.0,0.0,43.0,28.0,1.0,8.0,0.0,0.0,0.0,0.0,nfl_hist,dougflutie
12,Brian Griese,DEN,QB,365.0,2.0,1.0,45.0,30.0,3.0,16.0,0.0,0.0,0.0,0.0,nfl_hist,briangriese
