,player,team,position,pass_yds,pass_tds,pass_int,pass_att,pass_comp,rush_att,rush_yds,rush_tds,rcv_rec,rcv_yds,rcv_tds,source,pname_merge
0,Curtis Martin,NYJ,RB,18.0,1.0,0.0,1.0,1.0,18.0,90.0,0.0,8.0,30.0,1.0,nfl_hist,curtismartin
1,Steve McNai,TEN,QB,55.0,1.0,0.0,3.0,3.0,2.0,8.0,0.0,0.0,0.0,0.0,nfl_hist,stevemcnai
2,Brad Johnson,WAS,QB,289.0,2.0,0.0,20.0,14.0,3.0,-3.0,0.0,0.0,0.0,0.0,nfl_hist,bradjohnson
3,Peyton Manning,IND,QB,440.0,4.0,0.0,36.0,23.0,6.0,4.0,0.0,0.0,0.0,0.0,nfl_hist,peytonmanning
4,Clint Stoerne,DAL,QB,53.0,1.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,nfl_hist,clintstoerne
5,Kurt Warne,STL,QB,336.0,4.0,1.0,19.0,12.0,2.0,-3.0,0.0,0.0,0.0,0.0,nfl_hist,kurtwarne
6,Jeff Garcia,SFO,QB,178.0,4.0,0.0,26.0,16.0,6.0,43.0,0.0,0.0,0.0,0.0,nfl_hist,jeffgarcia
7,Matt Hasselbeck,GNB,QB,11.0,0.0,0.0,1.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,nfl_hist,matthasselbeck
8,Donovan McNabb,PHI,QB,222.0,2.0,0.0,32.0,20.0,7.0,23.0,0.0,0.0,0.0,0.0,nfl_hist,donovanmcnabb
9,Jon Kitna,SEA,QB,196.0,1.0,0.0,21.0,11.0,6.0,22.0,0.0,0.0,0.0,0.0,nfl_hist,jonkitna
10,Akili Smith,CIN,QB,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,nfl_hist,akilismith
11,Brett Favre,GNB,QB,277.0,1.0,0.0,31.0,17.0,4.0,38.0,0.0,0.0,0.0,0.0,nfl_hist,brettfavre
12,Tony Banks,BAL,QB,196.0,2.0,0.0,36.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,nfl_hist,tonybanks
13,Ray Lucas,NYJ,QB,5.0,0.0,0.0,1.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,nfl_hist,raylucas
14,Rich Gannon,OAK,QB,179.0,0.0,0.0,23.0,14.0,1.0,8.0,0.0,0.0,0.0,0.0,nfl_hist,richgannon
15,Chris Redman,BAL,QB,19.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,nfl_hist,chrisredman
16,Elvis Grbac,KAN,QB,250.0,2.0,2.0,33.0,21.0,3.0,1.0,0.0,0.0,0.0,0.0,nfl_hist,elvisgrbac
17,Kent Graham,PIT,QB,254.0,0.0,0.0,33.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,nfl_hist,kentgraham
18,Troy Aikman,DAL,QB,197.0,1.0,1.0,26.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,nfl_hist,troyaikman
19,Charlie Batch,DET,QB,207.0,2.0,1.0,37.0,20.0,4.0,2.0,0.0,0.0,0.0,0.0,nfl_hist,charliebatch
20,Mark Brunell,JAX,QB,229.0,2.0,2.0,36.0,21.0,6.0,35.0,0.0,0.0,0.0,0.0,nfl_hist,markbrunell
21,Chris Chandle,ATL,QB,255.0,1.0,2.0,35.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,nfl_hist,chrischandle
22,Gus Frerotte,DEN,QB,208.0,0.0,1.0,31.0,18.0,2.0,19.0,0.0,0.0,0.0,0.0,nfl_hist,gusfrerotte
23,Ryan Leaf,SDG,QB,153.0,0.0,1.0,26.0,16.0,2.0,3.0,0.0,0.0,0.0,0.0,nfl_hist,ryanleaf
24,Kerry Collins,NYG,QB,210.0,1.0,1.0,44.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,nfl_hist,kerrycollins
25,Cade McNown,CHI,QB,261.0,1.0,3.0,35.0,21.0,10.0,52.0,1.0,0.0,0.0,0.0,nfl_hist,cademcnown
26,Tim Couch,CLE,QB,141.0,1.0,2.0,29.0,16.0,3.0,3.0,0.0,0.0,0.0,0.0,nfl_hist,timcouch
27,Drew Bledsoe,NWE,QB,161.0,0.0,1.0,33.0,16.0,2.0,5.0,0.0,0.0,0.0,0.0,nfl_hist,drewbledsoe
28,Jay Fiedle,MIA,QB,153.0,1.0,2.0,24.0,12.0,8.0,21.0,0.0,0.0,0.0,0.0,nfl_hist,jayfiedle
29,Spergon Wynn,CLE,QB,15.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,nfl_hist,spergonwynn
30,Danny Kanell,ATL,QB,9.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,nfl_hist,dannykanell
31,Vinny Testaverde,NYJ,QB,181.0,1.0,3.0,42.0,22.0,5.0,-1.0,0.0,0.0,0.0,0.0,nfl_hist,vinnytestaverde
32,Shaun King,TAM,QB,135.0,1.0,2.0,19.0,7.0,2.0,8.0,0.0,0.0,0.0,0.0,nfl_hist,shaunking
33,Jim Harbaugh,SDG,QB,67.0,0.0,1.0,14.0,8.0,1.0,3.0,0.0,0.0,0.0,0.0,nfl_hist,jimharbaugh
34,Bobby Hoying,OAK,QB,0.0,0.0,0.0,2.0,0.0,2.0,-3.0,0.0,0.0,0.0,0.0,nfl_hist,bobbyhoying
35,Jerry Rice,SFO,WR,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,73.0,2.0,nfl_hist,jerryrice
36,Kordell Stewart,PIT,QB,6.0,0.0,0.0,4.0,1.0,2.0,17.0,1.0,0.0,0.0,0.0,nfl_hist,kordellstewart
37,Neil O'Donnell,TEN,QB,237.0,0.0,3.0,27.0,13.0,2.0,3.0,0.0,0.0,0.0,0.0,nfl_hist,neilodonnell
38,Jeff Blake,NOR,QB,163.0,0.0,2.0,38.0,18.0,4.0,38.0,1.0,0.0,0.0,0.0,nfl_hist,jeffblake
39,Scott Mitchell,CIN,QB,97.0,0.0,2.0,23.0,14.0,1.0,3.0,0.0,0.0,0.0,0.0,nfl_hist,scottmitchell
40,Jake Plumme,ARI,QB,189.0,0.0,4.0,43.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,nfl_hist,jakeplumme
41,Charlie Garne,SFO,RB,0.0,0.0,0.0,0.0,0.0,36.0,201.0,1.0,3.0,34.0,0.0,nfl_hist,charliegarne
42,Jamal Lewis,BAL,RB,0.0,0.0,0.0,0.0,0.0,25.0,116.0,1.0,2.0,25.0,0.0,nfl_hist,jamallewis
43,Ricky Williams,NOR,RB,0.0,0.0,0.0,0.0,0.0,20.0,103.0,0.0,7.0,52.0,0.0,nfl_hist,rickywilliams
44,Ahman Green,GNB,RB,0.0,0.0,0.0,0.0,0.0,12.0,93.0,1.0,2.0,49.0,0.0,nfl_hist,ahmangreen
45,Stephen Davis,WAS,RB,0.0,0.0,0.0,0.0,0.0,30.0,89.0,0.0,0.0,0.0,0.0,nfl_hist,stephendavis
46,Edgerrin James,IND,RB,0.0,0.0,0.0,0.0,0.0,22.0,89.0,1.0,2.0,65.0,0.0,nfl_hist,edgerrinjames
47,James Allen,CHI,RB,0.0,0.0,0.0,0.0,0.0,19.0,87.0,0.0,1.0,8.0,0.0,nfl_hist,jamesallen
48,Mike Anderson,DEN,RB,0.0,0.0,0.0,0.0,0.0,22.0,85.0,1.0,3.0,19.0,0.0,nfl_hist,mikeanderson
49,Errict Rhett,CLE,RB,0.0,0.0,0.0,0.0,0.0,15.0,85.0,0.0,2.0,22.0,0.0,nfl_hist,errictrhett
