,player,team,position,pass_yds,pass_tds,pass_int,pass_att,pass_comp,rush_att,rush_yds,rush_tds,rcv_rec,rcv_yds,rcv_tds,source,pname_merge
0,Trent Green,KAN,QB,224.0,3.0,0.0,19.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,nfl_hist,trentgreen
1,Drew Brees,SDG,QB,85.0,1.0,0.0,6.0,4.0,6.0,-1.0,0.0,0.0,0.0,0.0,nfl_hist,drewbrees
2,Chad Pennington,NYJ,QB,253.0,3.0,0.0,24.0,18.0,1.0,-1.0,0.0,0.0,0.0,0.0,nfl_hist,chadpennington
3,Antwaan Randle El,PIT,SE,10.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,149.0,1.0,nfl_hist,antwaanrandleel
4,Daunte Culpeppe,MIN,QB,404.0,3.0,1.0,35.0,25.0,4.0,22.0,0.0,0.0,0.0,0.0,nfl_hist,daunteculpeppe
5,Aaron Brooks,NOR,QB,169.0,2.0,0.0,21.0,14.0,3.0,17.0,0.0,0.0,0.0,0.0,nfl_hist,aaronbrooks
6,Kerry Collins,OAK,QB,371.0,5.0,1.0,37.0,21.0,4.0,10.0,0.0,0.0,0.0,0.0,nfl_hist,kerrycollins
7,Josh McCown,ARI,QB,287.0,2.0,0.0,34.0,22.0,9.0,33.0,2.0,0.0,0.0,0.0,nfl_hist,joshmccown
8,Billy Volek,TEN,QB,492.0,4.0,1.0,60.0,40.0,1.0,1.0,1.0,0.0,0.0,0.0,nfl_hist,billyvolek
9,Jake Delhomme,CAR,QB,340.0,2.0,1.0,35.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,nfl_hist,jakedelhomme
10,Eli Manning,NYG,QB,182.0,2.0,1.0,23.0,16.0,2.0,18.0,0.0,0.0,0.0,0.0,nfl_hist,elimanning
11,Patrick Ramsey,WAS,QB,214.0,1.0,0.0,27.0,18.0,1.0,-1.0,0.0,0.0,0.0,0.0,nfl_hist,patrickramsey
12,Matt Hasselbeck,SEA,QB,201.0,2.0,1.0,30.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,nfl_hist,matthasselbeck
13,Byron Leftwich,JAX,QB,121.0,2.0,0.0,20.0,9.0,3.0,9.0,0.0,0.0,0.0,0.0,nfl_hist,byronleftwich
14,Peyton Manning,IND,QB,249.0,1.0,0.0,33.0,20.0,2.0,-2.0,0.0,0.0,0.0,0.0,nfl_hist,peytonmanning
15,A.J. Feeley,MIA,QB,198.0,1.0,0.0,35.0,22.0,2.0,-2.0,0.0,0.0,0.0,0.0,nfl_hist,ajfeeley
16,Ben Roethlisberge,PIT,QB,316.0,1.0,2.0,28.0,18.0,1.0,-1.0,0.0,0.0,0.0,0.0,nfl_hist,benroethlisberge
17,David Ca,HOU,QB,220.0,1.0,0.0,29.0,13.0,6.0,8.0,0.0,0.0,0.0,0.0,nfl_hist,davidca
18,Brett Favre,GNB,QB,367.0,2.0,3.0,44.0,30.0,2.0,-1.0,0.0,0.0,0.0,0.0,nfl_hist,brettfavre
19,Drew Bledsoe,BUF,QB,183.0,1.0,0.0,30.0,15.0,2.0,13.0,0.0,0.0,0.0,0.0,nfl_hist,drewbledsoe
20,Joey Harrington,DET,QB,361.0,2.0,2.0,44.0,25.0,3.0,13.0,0.0,0.0,0.0,0.0,nfl_hist,joeyharrington
21,Tom Brady,NWE,QB,171.0,3.0,4.0,29.0,18.0,2.0,-2.0,0.0,0.0,0.0,0.0,nfl_hist,tombrady
22,Jamie Martin,STL,QB,188.0,0.0,0.0,30.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,nfl_hist,jamiemartin
23,Todd Collins,KAN,QB,42.0,0.0,0.0,4.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,nfl_hist,toddcollins
24,Brian Griese,TAM,QB,118.0,1.0,1.0,22.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,nfl_hist,briangriese
25,Jake Plumme,DEN,QB,292.0,1.0,2.0,41.0,23.0,3.0,26.0,0.0,0.0,0.0,0.0,nfl_hist,jakeplumme
26,Donovan McNabb,PHI,QB,223.0,1.0,2.0,35.0,20.0,4.0,29.0,0.0,0.0,0.0,0.0,nfl_hist,donovanmcnabb
27,Vinny Testaverde,DAL,QB,176.0,1.0,2.0,28.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,nfl_hist,vinnytestaverde
