,player,team,position,pass_yds,pass_tds,pass_int,pass_att,pass_comp,rush_att,rush_yds,rush_tds,rcv_rec,rcv_yds,rcv_tds,source,pname_merge
0,Ben Roethlisberge,PIT,QB,221.0,2.0,0.0,17.0,14.0,3.0,40.0,0.0,0.0,0.0,0.0,nfl_hist,benroethlisberge
1,Donovan McNabb,PHI,QB,464.0,5.0,0.0,43.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,nfl_hist,donovanmcnabb
2,Patrick Ramsey,WAS,QB,174.0,3.0,0.0,22.0,19.0,3.0,-1.0,0.0,0.0,0.0,0.0,nfl_hist,patrickramsey
3,Craig Nall,GNB,QB,95.0,2.0,0.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,nfl_hist,craignall
4,Drew Bledsoe,BUF,QB,277.0,4.0,0.0,30.0,19.0,1.0,7.0,0.0,0.0,0.0,0.0,nfl_hist,drewbledsoe
5,Matt Hasselbeck,SEA,QB,414.0,3.0,0.0,40.0,28.0,3.0,16.0,0.0,0.0,0.0,0.0,nfl_hist,matthasselbeck
6,Carson Palme,CIN,QB,382.0,3.0,1.0,36.0,29.0,2.0,7.0,0.0,0.0,0.0,0.0,nfl_hist,carsonpalme
7,Peyton Manning,IND,QB,425.0,3.0,2.0,33.0,25.0,3.0,-3.0,0.0,0.0,0.0,0.0,nfl_hist,peytonmanning
8,Jake Delhomme,CAR,QB,294.0,1.0,0.0,29.0,22.0,2.0,0.0,0.0,0.0,0.0,0.0,nfl_hist,jakedelhomme
9,Kerry Collins,OAK,QB,343.0,3.0,0.0,41.0,27.0,2.0,0.0,0.0,0.0,0.0,0.0,nfl_hist,kerrycollins
10,Chad Hutchinson,CHI,QB,213.0,3.0,0.0,30.0,18.0,3.0,14.0,0.0,0.0,0.0,0.0,nfl_hist,chadhutchinson
11,Trent Green,KAN,QB,340.0,3.0,1.0,35.0,23.0,4.0,5.0,0.0,0.0,0.0,0.0,nfl_hist,trentgreen
12,Byron Leftwich,JAX,QB,268.0,1.0,0.0,27.0,16.0,1.0,4.0,0.0,0.0,0.0,0.0,nfl_hist,byronleftwich
13,Chad Pennington,NYJ,QB,155.0,2.0,1.0,27.0,20.0,2.0,16.0,0.0,0.0,0.0,0.0,nfl_hist,chadpennington
14,Billy Volek,TEN,QB,269.0,3.0,2.0,35.0,21.0,1.0,-1.0,0.0,0.0,0.0,0.0,nfl_hist,billyvolek
15,Chris Chandle,STL,QB,216.0,1.0,1.0,27.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,nfl_hist,chrischandle
16,Marc Bulge,STL,QB,22.0,0.0,0.0,4.0,3.0,1.0,9.0,0.0,0.0,0.0,0.0,nfl_hist,marcbulge
17,Luke McCown,CLE,QB,277.0,2.0,2.0,34.0,20.0,1.0,11.0,0.0,0.0,0.0,0.0,nfl_hist,lukemccown
18,Daunte Culpeppe,MIN,QB,279.0,2.0,3.0,33.0,23.0,6.0,50.0,0.0,0.0,0.0,0.0,nfl_hist,daunteculpeppe
19,Tom Brady,NWE,QB,157.0,1.0,1.0,20.0,11.0,1.0,10.0,0.0,0.0,0.0,0.0,nfl_hist,tombrady
20,Brian Griese,TAM,QB,131.0,1.0,1.0,21.0,13.0,4.0,-3.0,0.0,0.0,0.0,0.0,nfl_hist,briangriese
21,Joey Harrington,DET,QB,196.0,1.0,1.0,27.0,15.0,6.0,19.0,0.0,0.0,0.0,0.0,nfl_hist,joeyharrington
22,Rohan Davey,NWE,QB,44.0,0.0,0.0,6.0,3.0,1.0,-2.0,0.0,0.0,0.0,0.0,nfl_hist,rohandavey
23,Aaron Brooks,NOR,QB,251.0,3.0,2.0,40.0,20.0,4.0,8.0,0.0,0.0,0.0,0.0,nfl_hist,aaronbrooks
24,Vinny Testaverde,DAL,QB,225.0,2.0,2.0,34.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,nfl_hist,vinnytestaverde
25,Eli Manning,NYG,QB,113.0,0.0,0.0,25.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,nfl_hist,elimanning
26,Kyle Bolle,BAL,QB,172.0,0.0,1.0,33.0,19.0,2.0,10.0,0.0,0.0,0.0,0.0,nfl_hist,kylebolle
27,A.J. Feeley,MIA,QB,303.0,3.0,5.0,51.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,nfl_hist,ajfeeley
28,Drew Brees,SDG,QB,106.0,0.0,1.0,27.0,14.0,1.0,2.0,0.0,0.0,0.0,0.0,nfl_hist,drewbrees
29,Tim Rattay,SFO,QB,121.0,0.0,1.0,21.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,nfl_hist,timrattay
30,Koy Detme,PHI,QB,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfl_hist,koydetme
31,Craig Hentrich,TEN,P/K,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfl_hist,craighentrich
32,Frisman Jackson,CLE,WR,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfl_hist,frismanjackson
33,Chris Moh,ATL,P,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfl_hist,chrismoh
34,Jim Sorgi,IND,QB,0.0,0.0,0.0,1.0,0.0,3.0,-4.0,0.0,0.0,0.0,0.0,nfl_hist,jimsorgi
35,David Ca,HOU,QB,157.0,0.0,2.0,25.0,12.0,4.0,16.0,0.0,0.0,0.0,0.0,nfl_hist,davidca
36,Brett Favre,GNB,QB,131.0,0.0,2.0,29.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,nfl_hist,brettfavre
37,Michael Vick,ATL,QB,115.0,0.0,2.0,27.0,13.0,8.0,81.0,0.0,0.0,0.0,0.0,nfl_hist,michaelvick
38,John Navarre,ARI,QB,168.0,1.0,4.0,40.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,nfl_hist,johnnavarre
39,Jake Plumme,DEN,QB,278.0,0.0,4.0,40.0,16.0,2.0,6.0,0.0,0.0,0.0,0.0,nfl_hist,jakeplumme
40,Matt Schaub,ATL,QB,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfl_hist,mattschaub
41,Julius Jones,DAL,RB,0.0,0.0,0.0,0.0,0.0,30.0,198.0,3.0,3.0,11.0,0.0,nfl_hist,juliusjones
42,Kevin Jones,DET,HB,0.0,0.0,0.0,0.0,0.0,26.0,196.0,1.0,4.0,22.0,0.0,nfl_hist,kevinjones
43,Clinton Portis,WAS,RB,0.0,0.0,0.0,0.0,0.0,31.0,148.0,1.0,3.0,14.0,1.0,nfl_hist,clintonportis
44,Chester Taylo,BAL,RB,0.0,0.0,0.0,0.0,0.0,23.0,139.0,1.0,3.0,25.0,0.0,nfl_hist,chestertaylo
45,Curtis Martin,NYJ,RB,0.0,0.0,0.0,0.0,0.0,23.0,134.0,1.0,4.0,20.0,1.0,nfl_hist,curtismartin
46,Nick Goings,CAR,RB,0.0,0.0,0.0,0.0,0.0,36.0,122.0,1.0,6.0,46.0,0.0,nfl_hist,nickgoings
47,Steven Jackson,STL,FB,0.0,0.0,0.0,0.0,0.0,26.0,119.0,0.0,3.0,30.0,0.0,nfl_hist,stevenjackson
48,Larry Johnson,KAN,RB,0.0,0.0,0.0,0.0,0.0,20.0,118.0,1.0,3.0,56.0,1.0,nfl_hist,larryjohnson
49,LaDainian Tomlinson,SDG,RB,0.0,0.0,0.0,0.0,0.0,30.0,113.0,2.0,5.0,17.0,0.0,nfl_hist,ladainiantomlinson
50,Edgerrin James,IND,RB,0.0,0.0,0.0,0.0,0.0,18.0,105.0,2.0,4.0,31.0,0.0,nfl_hist,edgerrinjames
51,Chris Brown,TEN,RB,0.0,0.0,0.0,0.0,0.0,19.0,104.0,0.0,0.0,0.0,0.0,nfl_hist,chrisbrown
52,Corey Dillon,NWE,RB,0.0,0.0,0.0,0.0,0.0,18.0,100.0,2.0,0.0,0.0,0.0,nfl_hist,coreydillon
53,Willis McGahee,BUF,RB,0.0,0.0,0.0,0.0,0.0,23.0,91.0,0.0,1.0,4.0,0.0,nfl_hist,willismcgahee
54,Kevin Faulk,NWE,RB,0.0,0.0,0.0,0.0,0.0,13.0,87.0,1.0,1.0,4.0,0.0,nfl_hist,kevinfaulk
55,Shaun Alexande,SEA,RB,0.0,0.0,0.0,0.0,0.0,21.0,83.0,2.0,3.0,21.0,0.0,nfl_hist,shaunalexande
56,Onterrio Smith,MIN,RB,0.0,0.0,0.0,0.0,0.0,13.0,79.0,0.0,2.0,9.0,0.0,nfl_hist,onterriosmith
57,Fred Taylo,JAX,RB,0.0,0.0,0.0,0.0,0.0,27.0,76.0,0.0,5.0,34.0,0.0,nfl_hist,fredtaylo
58,Travis Mino,MIA,HB,0.0,0.0,0.0,0.0,0.0,19.0,75.0,1.0,2.0,14.0,0.0,nfl_hist,travismino
59,Michael Pittman,TAM,RB,0.0,0.0,0.0,0.0,0.0,17.0,68.0,1.0,2.0,12.0,0.0,nfl_hist,michaelpittman
60,Ladell Betts,WAS,RB,0.0,0.0,0.0,0.0,0.0,11.0,64.0,0.0,0.0,0.0,0.0,nfl_hist,ladellbetts
61,Dorsey Levens,PHI,RB,0.0,0.0,0.0,0.0,0.0,7.0,63.0,0.0,2.0,14.0,0.0,nfl_hist,dorseylevens
62,LaMont Jordan,NYJ,RB-K,0.0,0.0,0.0,0.0,0.0,11.0,60.0,0.0,1.0,-1.0,0.0,nfl_hist,lamontjordan
63,Rudi Johnson,CIN,HB,0.0,0.0,0.0,0.0,0.0,19.0,56.0,0.0,1.0,3.0,0.0,nfl_hist,rudijohnson
64,Anthony Thomas,CHI,RB,0.0,0.0,0.0,0.0,0.0,15.0,55.0,0.0,1.0,10.0,0.0,nfl_hist,anthonythomas
65,Dominic Rhodes,IND,RB,0.0,0.0,0.0,0.0,0.0,4.0,52.0,0.0,0.0,0.0,0.0,nfl_hist,dominicrhodes
66,Domanick Williams,HOU,RB,0.0,0.0,0.0,0.0,0.0,17.0,52.0,1.0,1.0,4.0,0.0,nfl_hist,domanickwilliams
67,Duce Staley,PIT,HB,0.0,0.0,0.0,0.0,0.0,17.0,51.0,0.0,0.0,0.0,0.0,nfl_hist,ducestaley
68,Larry Croom,ARI,RB,0.0,0.0,0.0,0.0,0.0,18.0,49.0,0.0,0.0,0.0,0.0,nfl_hist,larrycroom
69,Thomas Jones,CHI,RB,0.0,0.0,0.0,0.0,0.0,15.0,49.0,0.0,3.0,22.0,0.0,nfl_hist,thomasjones
70,Kevan Barlow,SFO,RB,0.0,0.0,0.0,0.0,0.0,19.0,48.0,0.0,3.0,21.0,0.0,nfl_hist,kevanbarlow
71,Warrick Dunn,ATL,RB,0.0,0.0,0.0,0.0,0.0,11.0,43.0,0.0,2.0,9.0,0.0,nfl_hist,warrickdunn
72,Jamel White,BAL,RB,0.0,0.0,0.0,0.0,0.0,6.0,43.0,0.0,1.0,-2.0,0.0,nfl_hist,jamelwhite
73,Mike Alstott,TAM,FB,0.0,0.0,0.0,0.0,0.0,9.0,42.0,1.0,1.0,6.0,0.0,nfl_hist,mikealstott
74,Tiki Barbe,NYG,RB,0.0,0.0,0.0,0.0,0.0,15.0,38.0,0.0,0.0,0.0,0.0,nfl_hist,tikibarbe
75,Reuben Droughns,DEN,RB,0.0,0.0,0.0,0.0,0.0,14.0,38.0,1.0,4.0,35.0,0.0,nfl_hist,reubendroughns
76,Derrick Blaylock,KAN,RB,0.0,0.0,0.0,0.0,0.0,12.0,37.0,0.0,3.0,37.0,1.0,nfl_hist,derrickblaylock
77,Ahman Green,GNB,RB,0.0,0.0,0.0,0.0,0.0,11.0,37.0,0.0,3.0,17.0,0.0,nfl_hist,ahmangreen
