player,team,position,fumble_lost,pass_att,pass_comp,pass_int,pass_tds,pass_yds,rcv_rec,rcv_tds,rcv_yds,rush_att,rush_tds,rush_yds,fp,overall_rank,pos_rank,is_top_player,percent_average_position,percent_average_overall
Travis Kelce,KC,TE,0.75,0.0,0.0,0.0,0.0,0.0,97.65,7.35,1170.7,0.0,0.0,0.0,257.32,32.0,1.0,True,1.9270034729047905,1.564817030718436
Tre'Quan Smith,NO,WR,0.0,0.0,0.0,0.0,0.0,0.0,27.2,4.65,380.9,0.65,0.0,2.0,93.39,221.0,98.0,True,0.551173109315115,0.5679242285822895
Tua Tagovailoa,MIA,QB,2.45,353.65,224.3,11.9,15.15,2564.55,0.0,0.0,0.0,19.75,1.1,97.9,162.77,121.0,32.0,True,0.7233876603673381,0.989838598204725
Tyler Boyd,CIN,WR,0.75,0.0,0.0,0.0,0.0,0.0,77.6,5.65,973.85,2.35,0.0,10.9,208.48,79.0,30.0,True,1.230416209765662,1.267810720364447
Tyler Eifert,JAC,TE,0.0,0.0,0.0,0.0,0.0,0.0,43.9,2.9,478.8,0.0,0.0,0.0,109.18,186.0,26.0,True,0.817621013414212,0.6639465389936221
Tyler Higbee,LAR,TE,0.75,0.0,0.0,0.0,0.0,0.0,67.1,4.25,771.8,0.0,0.0,0.0,168.28,113.0,8.0,True,1.2602057532271806,1.0233460668789771
Tyler Lockett,SEA,WR,0.75,0.0,0.0,0.0,0.0,0.0,74.6,7.7,1095.7,6.7,0.05,28.35,232.01,59.0,15.0,True,1.3692865734254185,1.4109015983871611
Tyreek Hill,KC,WR,0.75,0.0,0.0,0.0,0.0,0.0,84.1,8.7,1232.0,13.9,0.7,86.1,270.81,22.0,4.0,True,1.5982780783127346,1.6468525574726398
Tyrod Taylo,LAC,QB,1.55,467.5,298.1,13.5,20.0,3366.3,0.0,0.0,0.0,54.35,1.65,251.8,233.13,57.0,29.0,True,1.0360838315502705,1.4177125539071544
Van Jefferson,LAR,WR,0.75,0.0,0.0,0.0,0.0,0.0,34.75,2.0,504.2,1.35,0.0,6.65,96.34,212.0,92.0,True,0.5685835458980424,0.5858637989251287
Vance McDonald,PIT,TE,0.5,0.0,0.0,0.0,0.0,0.0,38.8,2.65,377.05,0.0,0.0,0.0,91.4,224.0,34.0,True,0.6844711542961988,0.5558226201137302
Will Dissly,SEA,TE,0.0,0.0,0.0,0.0,0.0,0.0,25.0,3.25,316.85,0.0,0.0,0.0,76.18,242.0,40.0,True,0.570492478493265,0.4632665995652513
Will Fulle,HOU,WR,0.75,0.0,0.0,0.0,0.0,0.0,66.4,5.1,934.05,1.35,0.05,9.0,190.1,92.0,38.0,True,1.1219403370896601,1.1560380753131303
Willie Snead,BAL,WR,0.75,0.0,0.0,0.0,0.0,0.0,37.15,3.3,425.85,1.35,0.0,6.0,98.64,206.0,89.0,True,0.5821577845898163,0.5998505825822577
Zach Ertz,PHI,TE,0.75,0.0,0.0,0.0,0.0,0.0,88.35,6.3,930.0,0.0,0.0,0.0,217.65,66.0,3.0,True,1.6299250189558823,1.3235754186843913
Zack Moss,BUF,RB,2.4,0.0,0.0,0.0,0.0,0.0,18.4,0.85,160.0,169.8,4.55,770.1,139.01,149.0,38.0,True,0.9645136022831673,0.8453490418162979
