player,team,position,fumble_lost,pass_att,pass_comp,pass_int,pass_tds,pass_yds,rcv_rec,rcv_tds,rcv_yds,rush_att,rush_tds,rush_yds,fp,overall_rank,pos_rank,is_top_player,percent_average_position,percent_average_overall,percent_typical_position,percent_typical_overall,percent_median_position,percent_median_overall,positional_value,pos_value_remaining
Alexander Mattison,MIN,RB,1.7,0.0,0.0,0.0,0.0,0.0,8.75,0.2,69.2,141.35,3.1,619.1,93.98,218.0,57.0,True,0.6520753063993386,0.5715121426508574,0.5195709862892526,0.5195709862892526,0.7231455832563866,0.6171931437577987,0.007856328992763114,0.14963389239387315
Allen Lazard,GB,WR,0.75,0.0,0.0,0.0,0.0,0.0,56.0,4.0,769.65,1.5,0.0,20.55,157.52,126.0,55.0,True,0.929658295099228,0.9579122442047571,0.8708536045997347,0.8708536045997347,0.9568413059984815,1.0344782294608261,0.009296582950992277,0.31495420760086534
Allen Robinson,CHI,WR,0.75,0.0,0.0,0.0,0.0,0.0,85.7,6.25,1083.3,1.15,0.05,6.5,230.98,60.0,16.0,True,1.3632076752286677,1.4046379517928818,1.2769792127377266,1.2769792127377266,1.4030675778283979,1.51691075064031,0.013632076752286669,0.7580073253674192
Alshon Jeffery,PHI,WR,0.0,0.0,0.0,0.0,0.0,0.0,35.8,3.1,446.7,0.65,0.65,0.65,103.04,197.0,84.0,True,0.6081258933914707,0.6266079078393737,0.5696594427244582,0.5696594427244582,0.6259073652239939,0.6766927168844815,0.006081258933914704,0.09124249138035845
Alvin Kamara,NO,RB,2.35,0.0,0.0,0.0,0.0,0.0,89.9,2.45,658.8,205.2,7.95,948.85,308.36,12.0,4.0,True,2.13953970505746,1.8752020037009833,1.704776647501106,1.704776647501106,2.3727300707910124,2.0250870164838775,0.025777586807921197,0.8884514973253539
Amari Coope,DAL,WR,0.75,0.0,0.0,0.0,0.0,0.0,75.05,7.65,1082.5,1.35,0.0,9.35,228.64,62.0,18.0,True,1.3493973628205151,1.3904079197243244,1.2640424590888988,1.2640424590888988,1.388853454821564,1.5015433112234844,0.013493973628205142,0.7309302602830761
Anthony McFarland,PIT,RB,0.85,0.0,0.0,0.0,0.0,0.0,16.05,0.9,131.65,41.55,1.1,172.2,56.74,281.0,76.0,True,0.3936875173983664,0.3450478716110837,0.3136886333480761,0.3136886333480761,0.4365958756540474,0.37262756944900505,0.004743223101185136,0.031071705930199034
Anthony Mille,CHI,WR,0.75,0.0,0.0,0.0,0.0,0.0,57.85,5.4,744.4,2.8,0.05,12.6,164.75,117.0,50.0,True,0.9723286193346738,1.0018793945704272,0.9108248562582928,0.9108248562582928,1.0007593014426728,1.0819596768897353,0.009723286193346734,0.36271310079285357
Antonio Gibson,WAS,RB,2.45,0.0,0.0,0.0,0.0,0.0,47.65,2.0,387.8,155.3,4.2,683.95,187.12,96.0,22.0,True,1.2983223168061742,1.1379160686617198,1.0344980097302081,1.0344980097302081,1.4398276392736227,1.228869770801865,0.015642437551881612,0.542502171399719
Austin Ekele,LAC,RB,1.65,0.0,0.0,0.0,0.0,0.0,64.1,4.55,669.75,162.7,4.25,718.75,252.45,34.0,8.0,True,1.7516110991754952,1.5352015366270368,1.3956766917293233,1.3956766917293233,1.9425207756232685,1.6579102909305836,0.021103748182837286,0.7997029006890799
Austin Hoope,CLE,TE,0.75,0.0,0.0,0.0,0.0,0.0,60.55,4.7,683.6,0.0,0.0,0.0,155.61,129.0,10.0,True,1.1653233733045019,0.9462971325590542,0.8602941176470589,0.8602941176470589,1.1675420168067228,1.0219347212188876,0.029133084332612542,0.6395087384275511
Baker Mayfield,CLE,QB,2.45,508.75,313.85,14.4,25.4,3893.1,0.0,0.0,0.0,34.55,1.75,152.2,263.74,26.0,17.0,True,1.1721217764040164,1.6038584007526828,1.458093763821318,1.458093763821318,1.0437294708931892,1.7320549024758651,0.029303044410100405,0.4311816213225368
Ben Roethlisberge,PIT,QB,1.65,551.5,357.8,16.2,24.45,3932.4,0.0,0.0,0.0,26.7,1.6,78.0,253.0,33.0,20.0,True,1.1243907235543191,1.5385462022841765,1.3987173816895182,1.3987173816895182,1.0012267996359174,1.661522295921718,0.028109768088857977,0.34493796407504973
Benny Snell,PIT,RB,1.0,0.0,0.0,0.0,0.0,0.0,5.35,0.15,44.25,113.65,2.85,458.45,71.62,255.0,69.0,True,0.4969316178369934,0.4355362806624217,0.395953118089341,0.395953118089341,0.5510926438904278,0.4703487226636895,0.005987127925746906,0.06901498286704999
Bisi Johnson,MIN,WR,0.0,0.0,0.0,0.0,0.0,0.0,43.0,5.0,459.0,1.0,0.0,7.0,119.6,175.0,76.0,True,0.7058604119722427,0.7273127501707016,0.6612118531623176,0.6612118531623176,0.7264996203492786,0.7854469035266303,0.007058604119722424,0.141399893530754
Blake Jarwin,DAL,TE,0.0,0.0,0.0,0.0,0.0,0.0,47.25,4.6,548.5,0.0,0.0,0.0,129.7,168.0,22.0,True,0.9712900296741462,0.7887329740563545,0.7170499778858912,0.7170499778858912,0.9731392557022808,0.8517764497274577,0.024282250741853646,0.32728991734299384
Boston Scott,PHI,RB,1.55,0.0,0.0,0.0,0.0,0.0,31.6,0.2,266.75,91.6,4.35,363.8,118.86,177.0,45.0,True,0.8247038829391934,0.7228126545592776,0.6571207430340558,0.6571207430340558,0.9145891043397968,0.7805871149931043,0.00993619136071317,0.25482493795105143
Brandin Cooks,HOU,WR,0.75,0.0,0.0,0.0,0.0,0.0,62.2,4.25,897.0,6.6,0.05,51.85,181.38,99.0,41.0,True,1.0704762669191086,1.1030099216217546,1.002764263600177,1.002764263600177,1.1017767653758541,1.1911735732580284,0.01070476266919108,0.45365341781624724
Brandon Aiyuk,SF,WR,0.75,0.0,0.0,0.0,0.0,0.0,44.9,4.05,677.95,2.4,0.05,12.8,137.07,152.0,66.0,True,0.8089656076006297,0.8335514938620241,0.7577952233524988,0.7577952233524988,0.832619589977221,0.9001773166086555,0.008089656076006294,0.21854288220039586
Breshad Perriman,NYJ,WR,0.0,0.0,0.0,0.0,0.0,0.0,44.3,5.05,748.2,3.0,0.0,8.35,150.26,137.0,60.0,True,0.8868109155764983,0.9137626575305152,0.8307164971251658,0.8307164971251658,0.9127410782080485,0.986799763577855,0.008868109155764978,0.2694822785362957
Brian Hill,ATL,RB,0.4,0.0,0.0,0.0,0.0,0.0,13.2,0.3,96.3,56.2,1.6,227.4,56.17,283.0,78.0,True,0.3897326022605964,0.3415815817482301,0.3105373728438744,0.3105373728438744,0.4322099107417667,0.36888421882182965,0.004695573521212004,0.02165130037375651
Bryan Edwards,LV,WR,1.5,0.0,0.0,0.0,0.0,0.0,48.85,3.2,679.45,1.55,0.0,8.75,133.87,161.0,69.0,True,0.7900797102903356,0.8140916209477578,0.7401039363113667,0.7401039363113667,0.8131814730447988,0.8791620148420568,0.007900797102903352,0.19458317054083307
Bryce Love,WAS,RB,1.55,0.0,0.0,0.0,0.0,0.0,16.0,0.75,133.7,104.65,2.55,388.7,84.94,231.0,61.0,True,0.5893517400038287,0.5165380016680552,0.469593100398054,0.469593100398054,0.6535857186826716,0.557824916267157,0.007100623373540104,0.12033107262548348
C.J. Uzomah,CIN,TE,0.0,0.0,0.0,0.0,0.0,0.0,43.95,2.9,428.0,0.0,0.0,0.0,104.15,192.0,28.0,True,0.7799526336974737,0.6333580512565099,0.5757961079168511,0.5757961079168511,0.781437575030012,0.6839823996847705,0.019498815842436838,0.2025967218025405
Calvin Ridley,ATL,WR,0.75,0.0,0.0,0.0,0.0,0.0,79.3,8.25,1035.25,2.85,0.0,27.0,233.52,56.0,13.0,True,1.3781983562187134,1.4200842259185806,1.2910216718266254,1.2910216718266254,1.4184965831435081,1.5335916464175476,0.013781983562187128,0.7990475605912702
Cam Akers,LAR,RB,2.45,0.0,0.0,0.0,0.0,0.0,32.75,1.05,295.95,184.2,6.35,699.35,171.78,108.0,27.0,True,1.1918865304668909,1.044630302878956,0.9496904024767804,0.9496904024767804,1.3217913204062788,1.128127667958232,0.014360078680323981,0.46979727193615306
Cam Newton,NE,QB,1.7,512.55,309.65,12.65,21.65,3460.1,0.0,0.0,0.0,117.65,3.9,449.3,277.28,21.0,13.0,True,1.2322966791586625,1.6861979880211715,1.5329500221141086,1.5329500221141086,1.0973129130555226,1.8209758980757862,0.030807416978966558,0.5496015190385348
Carlos Hyde,SEA,RB,0.95,0.0,0.0,0.0,0.0,0.0,5.95,0.1,32.05,84.6,2.05,340.6,54.22,287.0,79.0,True,0.3762026294208571,0.329723221691099,0.2997567448031844,0.2997567448031844,0.41720529393659583,0.35607801930780847,0.004532561800251288,0.01711873857350521
Carson Wentz,PHI,QB,5.6,585.7,382.15,10.65,27.75,4098.7,0.0,0.0,0.0,55.4,1.35,200.1,281.21,19.0,11.0,True,1.24976251134668,1.710097144444005,1.554677134011499,1.554677134011499,1.1128655665044125,1.8467853155578904,0.031244062783667,0.6115418929984457
CeeDee Lamb,DAL,WR,1.5,0.0,0.0,0.0,0.0,0.0,54.85,4.85,863.55,1.35,0.0,8.65,168.17,114.0,47.0,True,0.9925129220850508,1.022677133747549,0.9297324192835028,0.9297324192835028,1.0215337889141989,1.1044197806527876,0.009925129220850502,0.39226657916200913
Chase Claypool,PIT,WR,0.75,0.0,0.0,0.0,0.0,0.0,34.1,2.6,457.2,1.35,0.0,5.35,94.46,217.0,95.0,True,0.5574880812282446,0.5744311235879973,0.5222246793454224,0.5222246793454224,0.573788914198937,0.6203454390227884,0.005574880812282443,0.02752383459258989
Chase Edmonds,ARI,RB,0.75,0.0,0.0,0.0,0.0,0.0,19.8,0.9,136.45,103.2,3.9,418.25,102.57,198.0,52.0,True,0.7116765713702933,0.6237497390050908,0.5670610349402919,0.5670610349402919,0.7892428439519851,0.6736060944375122,0.008574416522533651,0.19053311520414506
Chris Carson,SEA,RB,2.7,0.0,0.0,0.0,0.0,0.0,28.1,1.15,212.35,239.75,7.9,1075.95,205.83,83.0,20.0,True,1.4281406715915714,1.2516955131073204,1.1379367536488278,1.1379367536488278,1.5837950138504155,1.3517436133184475,0.017206514115561098,0.573945878436726
Chris Conley,JAC,WR,0.75,0.0,0.0,0.0,0.0,0.0,41.85,3.05,550.9,0.0,0.0,0.0,113.74,180.0,77.0,True,0.6712756125227667,0.6916768578964515,0.6288146837682441,0.6288146837682441,0.6909035687167805,0.7469626321665462,0.006712756125227663,0.1346871374055263
Chris Godwin,TB,WR,0.75,0.0,0.0,0.0,0.0,0.0,79.1,7.85,1188.8,1.05,0.05,5.8,244.46,41.0,7.0,True,1.4427645176482815,1.4866126664442283,1.3515037593984964,1.3515037593984964,1.4849506454062262,1.6054377093321073,0.014427645176482809,0.8834362418008648
Chris Herndon,NYJ,TE,0.0,0.0,0.0,0.0,0.0,0.0,44.0,6.0,563.0,0.0,0.0,0.0,136.3,154.0,16.0,True,1.0207157366583357,0.8288689619420287,0.7535382574082266,0.7535382574082266,1.0226590636254502,0.8951205096210678,0.025517893416458385,0.477096614151853
Chris Herndon IV,NYJ,TE,0.0,0.0,0.0,0.0,0.0,0.0,48.8,4.6,585.1,0.0,0.0,0.0,134.91,157.0,17.0,True,1.010306383217726,0.8204160796448943,0.7458536045997346,0.7458536045997346,1.0122298919567827,0.8859919879162014,0.025257659580443143,0.4518389545714099
Chris Thompson,JAC,RB,0.75,0.0,0.0,0.0,0.0,0.0,43.85,1.2,353.0,47.05,1.15,225.4,114.29,179.0,47.0,True,0.7929951773609323,0.695021523553591,0.6318553737284388,0.6318553737284388,0.8794244382887042,0.7505746371576805,0.009554158763384724,0.23544660613776758
Christian Kirk,ARI,WR,0.75,0.0,0.0,0.0,0.0,0.0,71.35,4.9,824.5,6.85,0.0,63.5,188.05,94.0,39.0,True,1.109841559125253,1.1435715942274285,1.039639540026537,1.039639540026537,1.1422930903568718,1.2349773428777828,0.011098415591252525,0.47535508437864804
Christian McCaffrey,CAR,RB,3.1,0.0,0.0,0.0,0.0,0.0,108.4,4.75,912.35,249.35,8.75,1132.45,387.68,1.0,1.0,True,2.6898973694923987,2.357563603563358,2.1432994250331707,2.1432994250331707,2.9830717143736534,2.546003809023445,0.03240840204207708,0.9675915979579229
Clyde Edwards-Helaire,KC,RB,2.6,0.0,0.0,0.0,0.0,0.0,50.2,3.55,513.95,196.65,9.1,876.7,259.97,31.0,7.0,True,1.8037882252036188,1.5809322379755628,1.4372512162759843,1.4372512162759843,2.000384733764235,1.7072962500820912,0.02173238825546528,0.8208066488719171
Cole Beasley,BUF,WR,0.75,0.0,0.0,0.0,0.0,0.0,59.3,4.6,693.45,0.0,0.0,0.0,154.74,130.0,58.0,True,0.91325117181091,0.941006479610488,0.8554842989827509,0.8554842989827509,0.9399544419134397,1.0162211860510935,0.009132511718109098,0.2873123361500861
Cole Kmet,CHI,TE,0.75,0.0,0.0,0.0,0.0,0.0,32.1,2.45,329.85,0.0,0.0,0.0,78.29,240.0,39.0,True,0.5862937272412407,0.4760979532680956,0.43282839451570093,0.43282839451570093,0.5874099639855943,0.5141524922834438,0.014657343181031013,0.01426231196233152
Cooper Kupp,LAR,WR,0.75,0.0,0.0,0.0,0.0,0.0,87.15,8.9,1076.75,2.65,0.0,11.35,247.86,38.0,6.0,True,1.462830783540469,1.5072887814156364,1.3703007518796997,1.3703007518796997,1.505603644646925,1.6277664674591186,0.014628307835404683,0.8978638869773475
Corey Davis,TEN,WR,0.75,0.0,0.0,0.0,0.0,0.0,47.85,3.35,669.45,2.25,0.0,20.85,135.48,156.0,68.0,True,0.7995816773745773,0.8238823695077478,0.7490048651039363,0.7490048651039363,0.8229612756264236,0.8897353385433767,0.007995816773745768,0.20248396764373644
Courtland Sutton,DEN,WR,0.75,0.0,0.0,0.0,0.0,0.0,67.5,6.55,1070.7,1.4,0.0,4.45,212.82,75.0,26.0,True,1.2560302079927483,1.2942031730044208,1.1765811587793011,1.1765811587793011,1.292756264236902,1.3976489131148617,0.012560302079927477,0.6290904197744789
Curtis Samuel,CAR,WR,0.75,0.0,0.0,0.0,0.0,0.0,43.4,4.5,519.9,18.8,1.55,140.45,144.23,144.0,64.0,True,0.8512228028324128,0.8770929595076947,0.7973794781070322,0.7973794781070322,0.8761123766135155,0.9471990543114204,0.008512228028324124,0.2349187257212937
D'Andre Swift,DET,RB,2.35,0.0,0.0,0.0,0.0,0.0,32.5,1.65,334.6,142.75,3.7,579.3,151.29,136.0,34.0,True,1.0497177389354748,0.9200263041247948,0.8364108801415303,0.8364108801415303,1.1641274238227146,0.993564063833979,0.012647201673921383,0.3777483149185821
D.J. Chark,JAC,WR,0.75,0.0,0.0,0.0,0.0,0.0,72.75,6.5,993.35,1.0,0.0,10.85,210.67,76.0,27.0,True,1.2433412457373945,1.281128570890148,1.1646948252985403,1.1646948252985403,1.2796962794229307,1.383529257240428,0.012433412457373939,0.6166570073171049
D.J. Moore,CAR,WR,1.5,0.0,0.0,0.0,0.0,0.0,83.4,4.85,1216.45,7.2,0.05,73.55,238.8,49.0,10.0,True,1.4093600867806988,1.4521930162271202,1.3202122954444937,1.3202122954444937,1.4505694760820047,1.5682668943324358,0.014093600867806982,0.8406956856347964
D.K. Metcalf,SEA,WR,1.5,0.0,0.0,0.0,0.0,0.0,66.1,7.3,1002.9,1.1,0.0,6.5,207.84,81.0,31.0,True,1.2266390303036032,1.2639187457815941,1.1490490933215392,1.1490490933215392,1.26250569476082,1.3649438497405924,0.012266390303036025,0.5674202926605862
DK Metcalf,SEA,WR,3.0,0.0,0.0,0.0,0.0,0.0,66.0,8.0,1055.0,2.0,0.0,10.0,214.5,72.0,23.0,True,1.2659453040806528,1.3044196062844104,1.1858690844758957,1.1858690844758957,1.3029612756264237,1.4086819465423261,0.012659453040806522,0.6668344757333926
Dak Prescott,DAL,QB,3.15,580.45,381.45,12.55,29.6,4628.45,0.0,0.0,0.0,64.7,4.35,277.7,338.56,5.0,3.0,True,1.5046392227926888,2.0588545543293706,1.8717381689517916,1.8717381689517916,1.339823499149155,2.2234189269061533,0.03761598056981722,0.8807756962722892
Dallas Goedert,PHI,TE,0.75,0.0,0.0,0.0,0.0,0.0,52.8,4.75,547.3,0.0,0.0,0.0,134.53,159.0,18.0,True,1.007460660694394,0.8181052197363252,0.7437527642636002,0.7437527642636002,1.0093787515006003,0.8834964208314178,0.02518651651735984,0.42665243805405006
Dalvin Cook,MIN,RB,2.85,0.0,0.0,0.0,0.0,0.0,55.55,1.45,498.7,268.4,10.4,1181.15,288.94,17.0,5.0,True,2.004795052468876,1.7571048999525296,1.5974126492702343,1.5974126492702343,2.2232994767620804,1.8975504038878306,0.024154157258661144,0.8642973400666927
Damien Harris,NE,RB,1.5,0.0,0.0,0.0,0.0,0.0,7.25,0.05,63.15,119.55,3.15,407.95,70.56,256.0,70.0,True,0.4895768633702632,0.4290901977595711,0.390092879256966,0.390092879256966,0.5429362880886427,0.46338740395350364,0.0058985164261477485,0.0631164664409023
Daniel Jones,NYG,QB,10.95,574.1,362.1,17.0,25.0,3961.7,0.0,0.0,0.0,56.7,2.75,318.0,267.87,24.0,15.0,True,1.1904764550138165,1.6289737992326576,1.4809265811587793,1.4809265811587793,1.060073607978155,1.7591777763183818,0.0297619113753454,0.4898099313032822
Danny Amendola,DET,WR,0.75,0.0,0.0,0.0,0.0,0.0,66.15,3.55,703.95,0.65,0.0,0.0,156.35,128.0,57.0,True,0.9227531388951518,0.9507972281704782,0.8643852277753207,0.8643852277753207,0.9497342444950645,1.0267945097524134,0.009227531388951514,0.29644484786819525
Darius Slayton,NYG,WR,0.75,0.0,0.0,0.0,0.0,0.0,52.85,6.4,799.35,0.0,0.0,0.0,169.68,110.0,46.0,True,1.0014247048783458,1.0318597612789686,0.9380804953560372,0.9380804953560372,1.0307061503416857,1.1143363761739016,0.010014247048783453,0.40219170838285967
Darrel Williams,KC,RB,1.65,0.0,0.0,0.0,0.0,0.0,13.55,0.95,124.65,97.55,4.65,325.75,88.89,227.0,59.0,True,0.6167586080638138,0.5405587822966026,0.4914307828394516,0.4914307828394516,0.6839796860572483,0.5837656793853024,0.0074308266031784765,0.13459919597603476
Darrell Henderson,LAR,RB,1.65,0.0,0.0,0.0,0.0,0.0,20.2,0.95,172.2,125.85,2.9,468.4,104.06,194.0,51.0,True,0.7220148583093763,0.6328107423307961,0.5752985404688191,0.5752985404688191,0.8007079101261927,0.6833913443225849,0.008698974196498507,0.19910753172667872
Darren Fells,HOU,TE,0.0,0.0,0.0,0.0,0.0,0.0,31.8,4.4,314.7,0.0,0.0,0.0,89.67,226.0,35.0,True,0.6715156280715551,0.545302126319455,0.4957430340557276,0.4957430340557276,0.6727941176470589,0.5888881591909109,0.016787890701788873,0.07644509346887951
Darren Walle,LV,TE,0.75,0.0,0.0,0.0,0.0,0.0,77.25,4.3,957.35,0.0,0.0,0.0,197.29,87.0,4.0,True,1.4774542016531405,1.1997619772673722,1.0907231313578063,1.0907231313578063,1.480267106842737,1.2956590267288368,0.0369363550413285,0.8298445149634456
Darrynton Evans,TEN,RB,1.65,0.0,0.0,0.0,0.0,0.0,23.25,1.0,222.35,79.05,2.15,352.65,96.35,211.0,56.0,True,0.6685194272353296,0.5859246110279858,0.5326735957540911,0.5326735957540911,0.7413819636811325,0.6327576016286858,0.008054450930546138,0.15749022138663626
Davante Adams,GB,WR,0.75,0.0,0.0,0.0,0.0,0.0,108.65,10.65,1385.65,0.0,0.0,0.0,309.62,11.0,2.0,True,1.8273286016291457,1.8828643286609752,1.7117425917735516,1.7117425917735516,1.8807593014426727,2.0333617915544755,0.018273286016291447,0.9614739498555819
David Johnson,HOU,RB,1.95,0.0,0.0,0.0,0.0,0.0,41.05,3.5,417.0,207.55,4.6,802.6,207.71,82.0,19.0,True,1.4411849530986025,1.2631281884444518,1.148330384785493,1.148330384785493,1.598261003385657,1.3640901031063242,0.017363674133718095,0.5911523925522871
David Montgomery,CHI,RB,1.95,0.0,0.0,0.0,0.0,0.0,19.55,0.9,151.6,212.35,6.25,783.35,152.05,133.0,32.0,True,1.0549909591191684,0.9246480239419329,0.8406125608137993,0.8406125608137993,1.169975377039089,0.9985551980035463,0.012710734447218893,0.40307950039833396
David Njoku,CLE,TE,0.25,0.0,0.0,0.0,0.0,0.0,36.15,3.1,406.8,0.0,0.0,0.0,94.93,214.0,32.0,True,0.7109064187892576,0.5772892924222802,0.5248230871295887,0.5248230871295887,0.7122599039615847,0.6234320614697577,0.017772660469731433,0.12810244601083987
Dawson Knox,BUF,TE,0.0,0.0,0.0,0.0,0.0,0.0,36.4,3.0,487.05,0.0,0.0,0.0,103.1,196.0,29.0,True,0.772089453040898,0.6269727804565162,0.5699911543564794,0.5699911543564794,0.7735594237695077,0.6770867537926052,0.019302236326022446,0.18329448547651805
DeAndre Hopkins,ARI,WR,0.75,0.0,0.0,0.0,0.0,0.0,99.0,7.8,1185.75,0.75,0.0,3.25,263.2,27.0,5.0,True,1.5533650537716914,1.6005745471983999,1.4551083591331269,1.4551083591331269,1.5987851176917236,1.7285085703027514,0.015533650537716907,0.9124921948127522
DeSean Jackson,PHI,WR,0.75,0.0,0.0,0.0,0.0,0.0,49.85,5.05,766.05,5.65,0.7,29.75,162.43,122.0,53.0,True,0.9586363437847109,0.9877709867075842,0.8979986731534719,0.8979986731534719,0.9866666666666667,1.0667235831089512,0.009586363437847103,0.33376928279624585
DeVante Parke,MIA,WR,0.75,0.0,0.0,0.0,0.0,0.0,69.0,6.2,1044.45,0.2,0.0,1.3,209.28,77.0,28.0,True,1.2351376840932355,1.2726756885930135,1.1570101724900488,1.1570101724900488,1.2712528473804101,1.3744007355355616,0.012351376840932349,0.6043056304761725
Dede Westbrook,JAC,WR,0.5,0.0,0.0,0.0,0.0,0.0,54.7,2.9,591.7,3.8,0.1,28.8,133.75,162.0,70.0,True,0.7893714891411996,0.8133618757134727,0.7394405130473242,0.7394405130473242,0.812452543659833,0.8783739410258093,0.007893714891411992,0.18668945564942108
DeeJay Dallas,SEA,RB,0.8,0.0,0.0,0.0,0.0,0.0,18.5,0.7,179.65,47.8,1.45,200.55,67.82,262.0,73.0,True,0.4705655169185267,0.4124276815767306,0.3749447147279965,0.3749447147279965,0.5218528778085564,0.44539305181585337,0.005669464059259357,0.04604036170210968
Deebo Samuel,SF,WR,0.75,0.0,0.0,0.0,0.0,0.0,53.5,3.55,739.25,14.35,1.5,173.65,173.59,105.0,44.0,True,1.0245009106543614,1.0556372934960878,0.9596970367094206,0.9596970367094206,1.054457099468489,1.1400144480199645,0.010245009106543608,0.4223175828884328
Denzel Mims,NYJ,WR,0.75,0.0,0.0,0.0,0.0,0.0,33.75,1.95,482.4,1.35,0.0,5.35,92.72,223.0,100.0,True,0.5472188745657721,0.5638498176908651,0.5126050420168067,0.5126050420168067,0.5632194381169324,0.6089183686872003,0.005472188745657719,0.0
Derek Ca,LV,QB,4.05,493.1,341.3,10.7,23.0,3774.05,0.0,0.0,0.0,25.0,1.65,69.6,241.02,48.0,26.0,True,1.0711488228895731,1.4656933030613923,1.3324856258292792,1.3324856258292792,0.9538169298349757,1.5828462599330138,0.026778720572239328,0.1807769184361191
Derrick Henry,TEN,RB,2.7,0.0,0.0,0.0,0.0,0.0,19.75,1.0,171.6,298.75,11.55,1534.7,260.28,30.0,6.0,True,1.8059391439627563,1.5828174131641322,1.4389650597080936,1.4389650597080936,2.002770083102493,1.70933210744073,0.021758302939310314,0.8425390371273824
Deshaun Watson,HOU,QB,2.4,523.05,347.65,14.45,24.95,4046.8,0.0,0.0,0.0,92.95,5.4,505.15,325.34,6.0,4.0,True,1.445886474312894,1.978460954352308,1.7986510393631137,1.7986510393631137,1.287506430804543,2.136599461482892,0.036147161857822345,0.8446285344144668
Devin Asiasi,NE,TE,0.75,0.0,0.0,0.0,0.0,0.0,36.1,2.7,361.95,0.0,0.0,0.0,87.0,228.0,36.0,True,0.6515206829734057,0.529065294856614,0.4809818664307828,0.4809818664307828,0.6527611044417767,0.5713535167794049,0.01628801707433514,0.06015707639454437
Devin Singletary,BUF,RB,1.8,0.0,0.0,0.0,0.0,0.0,36.65,1.75,285.1,154.2,3.45,799.15,172.68,107.0,26.0,True,1.1981311333160014,1.0501033921360934,0.9546660769570988,0.9546660769570988,1.3287165281625115,1.134038221580088,0.014435314859228929,0.484157350616477
Devine Ozigbo,JAC,RB,1.6,0.0,0.0,0.0,0.0,0.0,22.85,0.8,196.45,111.35,2.2,433.75,100.67,205.0,54.0,True,0.6984935209110601,0.6121954394622453,0.5565568332596197,0.5565568332596197,0.7746229609110495,0.6611282590135943,0.008415584589289878,0.1736885707048711
