,player,team,position,pass_yds,pass_tds,pass_int,pass_att,pass_comp,rush_att,rush_yds,rush_tds,rcv_rec,rcv_yds,rcv_tds,source,pname_merge
0,Aaron Rodgers,GNB,QB,408.0,4.0,1.0,38.0,29.0,9.0,36.0,2.0,0.0,0.0,0.0,nfl_hist,aaronrodgers
1,Alex Smith,SFO,QB,291.0,2.0,0.0,33.0,21.0,1.0,-1.0,0.0,0.0,0.0,0.0,nfl_hist,alexsmith
2,Philip Rivers,SDG,QB,307.0,1.0,0.0,31.0,21.0,5.0,18.0,0.0,0.0,0.0,0.0,nfl_hist,philiprivers
3,Eli Manning,NYG,QB,321.0,2.0,0.0,40.0,27.0,3.0,-3.0,0.0,0.0,0.0,0.0,nfl_hist,elimanning
4,Matt Hasselbeck,TEN,QB,220.0,3.0,1.0,20.0,10.0,1.0,5.0,0.0,0.0,0.0,0.0,nfl_hist,matthasselbeck
5,Matt Cassel,KAN,QB,260.0,1.0,0.0,29.0,18.0,4.0,20.0,0.0,0.0,0.0,0.0,nfl_hist,mattcassel
6,Matt Schaub,HOU,QB,138.0,1.0,0.0,21.0,14.0,2.0,1.0,0.0,0.0,0.0,0.0,nfl_hist,mattschaub
7,Tom Brady,NWE,QB,226.0,2.0,0.0,30.0,16.0,1.0,-1.0,0.0,0.0,0.0,0.0,nfl_hist,tombrady
8,Michael Vick,PHI,QB,416.0,2.0,1.0,46.0,30.0,8.0,75.0,0.0,0.0,0.0,0.0,nfl_hist,michaelvick
9,Curtis Painte,IND,QB,281.0,2.0,0.0,30.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,nfl_hist,curtispainte
10,Tarvaris Jackson,SEA,QB,319.0,3.0,2.0,38.0,25.0,2.0,16.0,0.0,0.0,0.0,0.0,nfl_hist,tarvarisjackson
11,Josh Freeman,TAM,QB,287.0,1.0,0.0,39.0,25.0,6.0,27.0,1.0,0.0,0.0,0.0,nfl_hist,joshfreeman
12,Matt Ryan,ATL,QB,291.0,1.0,0.0,42.0,28.0,4.0,26.0,0.0,0.0,0.0,0.0,nfl_hist,mattryan
13,Donovan McNabb,MIN,QB,202.0,2.0,1.0,30.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,nfl_hist,donovanmcnabb
14,Kyle Orton,DEN,QB,273.0,3.0,3.0,32.0,22.0,2.0,7.0,0.0,0.0,0.0,0.0,nfl_hist,kyleorton
15,Tony Romo,DAL,QB,331.0,3.0,3.0,47.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,nfl_hist,tonyromo
16,Cam Newton,CAR,QB,374.0,1.0,1.0,46.0,27.0,8.0,35.0,2.0,0.0,0.0,0.0,nfl_hist,camnewton
17,Drew Brees,NOR,QB,351.0,1.0,2.0,44.0,31.0,3.0,10.0,0.0,0.0,0.0,0.0,nfl_hist,drewbrees
18,Jason Campbell,OAK,QB,344.0,1.0,2.0,39.0,25.0,4.0,29.0,0.0,0.0,0.0,0.0,nfl_hist,jasoncampbell
19,Colt McCoy,CLE,QB,350.0,1.0,1.0,61.0,40.0,4.0,16.0,0.0,0.0,0.0,0.0,nfl_hist,coltmccoy
20,Ryan Fitzpatrick,BUF,QB,199.0,0.0,0.0,34.0,20.0,1.0,5.0,0.0,0.0,0.0,0.0,nfl_hist,ryanfitzpatrick
21,Matthew Stafford,DET,QB,240.0,2.0,1.0,43.0,21.0,1.0,-1.0,0.0,0.0,0.0,0.0,nfl_hist,matthewstafford
22,Kevin Kolb,ARI,QB,237.0,0.0,1.0,34.0,20.0,2.0,1.0,0.0,0.0,0.0,0.0,nfl_hist,kevinkolb
23,Matt Moore,MIA,QB,167.0,0.0,1.0,26.0,17.0,1.0,-1.0,0.0,0.0,0.0,0.0,nfl_hist,mattmoore
24,Sam Bradford,STL,QB,164.0,1.0,0.0,43.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,nfl_hist,sambradford
25,Andy Dalton,CIN,QB,298.0,1.0,2.0,36.0,18.0,3.0,12.0,1.0,0.0,0.0,0.0,nfl_hist,andydalton
26,Ben Roethlisberge,PIT,QB,206.0,0.0,1.0,30.0,16.0,2.0,11.0,0.0,0.0,0.0,0.0,nfl_hist,benroethlisberge
27,Chad Henne,MIA,QB,27.0,0.0,1.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,nfl_hist,chadhenne
28,Blaine Gabbert,JAX,QB,196.0,1.0,1.0,42.0,16.0,2.0,14.0,0.0,0.0,0.0,0.0,nfl_hist,blainegabbert
29,Rex Grossman,WAS,QB,143.0,1.0,2.0,29.0,15.0,5.0,2.0,0.0,0.0,0.0,0.0,nfl_hist,rexgrossman
30,Jay Cutle,CHI,QB,102.0,0.0,1.0,17.0,9.0,1.0,2.0,0.0,0.0,0.0,0.0,nfl_hist,jaycutle
31,Jake Locke,TEN,QB,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfl_hist,jakelocke
32,Joe Flacco,BAL,QB,163.0,0.0,1.0,31.0,10.0,3.0,-3.0,0.0,0.0,0.0,0.0,nfl_hist,joeflacco
33,Mark Sanchez,NYJ,QB,119.0,0.0,1.0,35.0,11.0,3.0,3.0,0.0,0.0,0.0,0.0,nfl_hist,marksanchez
34,Matt Flynn,GNB,QB,0.0,0.0,1.0,1.0,0.0,2.0,-2.0,0.0,0.0,0.0,0.0,nfl_hist,mattflynn
35,Matt Forte,CHI,RB,0.0,0.0,0.0,0.0,0.0,25.0,205.0,1.0,4.0,23.0,0.0,nfl_hist,mattforte
36,Arian Foste,HOU,RB,0.0,0.0,0.0,0.0,0.0,30.0,155.0,1.0,3.0,11.0,0.0,nfl_hist,arianfoste
37,Beanie Wells,ARI,RB,0.0,0.0,0.0,0.0,0.0,27.0,138.0,3.0,0.0,0.0,0.0,nfl_hist,beaniewells
38,Ryan Torain,WAS,RB,0.0,0.0,0.0,0.0,0.0,19.0,135.0,1.0,0.0,0.0,0.0,nfl_hist,ryantorain
39,LeGarrette Blount,TAM,RB,0.0,0.0,0.0,0.0,0.0,25.0,127.0,1.0,1.0,14.0,0.0,nfl_hist,legarretteblount
40,Frank Gore,SFO,RB,0.0,0.0,0.0,0.0,0.0,15.0,127.0,1.0,2.0,12.0,0.0,nfl_hist,frankgore
41,Cedric Benson,CIN,HB,0.0,0.0,0.0,0.0,0.0,19.0,104.0,0.0,0.0,0.0,0.0,nfl_hist,cedricbenson
42,Willis McGahee,DEN,RB,0.0,0.0,0.0,0.0,0.0,15.0,103.0,0.0,2.0,10.0,0.0,nfl_hist,willismcgahee
43,Chris Johnson,TEN,RB,0.0,0.0,0.0,0.0,0.0,23.0,101.0,0.0,2.0,11.0,0.0,nfl_hist,chrisjohnson
44,Stevan Ridley,NWE,RB,0.0,0.0,0.0,0.0,0.0,10.0,97.0,1.0,1.0,3.0,0.0,nfl_hist,stevanridley
45,Maurice Jones-Drew,JAX,RB,0.0,0.0,0.0,0.0,0.0,11.0,84.0,0.0,1.0,3.0,0.0,nfl_hist,mauricejonesdrew
46,DeAngelo Williams,CAR,RB,0.0,0.0,0.0,0.0,0.0,10.0,82.0,0.0,0.0,0.0,0.0,nfl_hist,deangelowilliams
47,Ryan Mathews,SDG,RB,0.0,0.0,0.0,0.0,0.0,16.0,81.0,0.0,5.0,68.0,0.0,nfl_hist,ryanmathews
48,Adrian Peterson,MIN,HB,0.0,0.0,0.0,0.0,0.0,23.0,80.0,0.0,1.0,3.0,0.0,nfl_hist,adrianpeterson
49,BenJarvus Green-Ellis,NWE,RB,0.0,0.0,0.0,0.0,0.0,16.0,75.0,1.0,1.0,9.0,0.0,nfl_hist,benjarvusgreenellis
50,Darren McFadden,OAK,RB,0.0,0.0,0.0,0.0,0.0,14.0,75.0,0.0,4.0,48.0,0.0,nfl_hist,darrenmcfadden
51,Darren Sproles,NOR,RB,0.0,0.0,0.0,0.0,0.0,7.0,75.0,0.0,5.0,56.0,0.0,nfl_hist,darrensproles
52,Michael Turne,ATL,RB,0.0,0.0,0.0,0.0,0.0,26.0,70.0,2.0,2.0,18.0,0.0,nfl_hist,michaelturne
53,Percy Harvin,MIN,WR,0.0,0.0,0.0,0.0,0.0,4.0,67.0,0.0,5.0,42.0,0.0,nfl_hist,percyharvin
54,Fred Jackson,BUF,RB,0.0,0.0,0.0,0.0,0.0,17.0,66.0,1.0,5.0,32.0,0.0,nfl_hist,fredjackson
55,Ray Rice,BAL,RB,0.0,0.0,0.0,0.0,0.0,25.0,66.0,1.0,2.0,64.0,0.0,nfl_hist,rayrice
56,James Starks,GNB,RB,0.0,0.0,0.0,0.0,0.0,13.0,63.0,0.0,5.0,38.0,0.0,nfl_hist,jamesstarks
57,Felix Jones,DAL,RB,0.0,0.0,0.0,0.0,0.0,16.0,57.0,0.0,5.0,19.0,0.0,nfl_hist,felixjones
58,Mark Ingram,NOR,RB,0.0,0.0,0.0,0.0,0.0,17.0,55.0,0.0,2.0,3.0,0.0,nfl_hist,markingram
59,Jonathan Stewart,CAR,RB,0.0,0.0,0.0,0.0,0.0,8.0,52.0,0.0,4.0,33.0,0.0,nfl_hist,jonathanstewart
60,Reggie Bush,MIA,RB,0.0,0.0,0.0,0.0,0.0,13.0,50.0,0.0,2.0,15.0,0.0,nfl_hist,reggiebush
61,Ricky Williams,BAL,RB,0.0,0.0,0.0,0.0,0.0,12.0,49.0,0.0,0.0,0.0,0.0,nfl_hist,rickywilliams
62,Jahvid Best,DET,RB,0.0,0.0,0.0,0.0,0.0,11.0,47.0,0.0,2.0,23.0,0.0,nfl_hist,jahvidbest
63,Peyton Hillis,CLE,RB,0.0,0.0,0.0,0.0,0.0,10.0,46.0,0.0,5.0,23.0,0.0,nfl_hist,peytonhillis
64,Steven Jackson,STL,RB,0.0,0.0,0.0,0.0,0.0,17.0,45.0,0.0,4.0,19.0,1.0,nfl_hist,stevenjackson
65,Joseph Addai,IND,RB,0.0,0.0,0.0,0.0,0.0,11.0,41.0,0.0,1.0,7.0,0.0,nfl_hist,josephaddai
66,Isaac Redman,PIT,RB,0.0,0.0,0.0,0.0,0.0,6.0,40.0,0.0,1.0,12.0,0.0,nfl_hist,isaacredman
67,Ahmad Bradshaw,NYG,RB,0.0,0.0,0.0,0.0,0.0,12.0,39.0,1.0,4.0,11.0,0.0,nfl_hist,ahmadbradshaw
68,Tashard Choice,DAL,RB,0.0,0.0,0.0,0.0,0.0,6.0,39.0,0.0,4.0,23.0,0.0,nfl_hist,tashardchoice
69,Kendall Hunte,SFO,RB,0.0,0.0,0.0,0.0,0.0,9.0,38.0,0.0,2.0,62.0,0.0,nfl_hist,kendallhunte
70,Thomas Jones,KAN,RB,0.0,0.0,0.0,0.0,0.0,11.0,37.0,0.0,0.0,0.0,0.0,nfl_hist,thomasjones
71,Brian Leonard,CIN,HB,0.0,0.0,0.0,0.0,0.0,4.0,36.0,0.0,1.0,15.0,0.0,nfl_hist,brianleonard
72,Pierre Thomas,NOR,RB,0.0,0.0,0.0,0.0,0.0,6.0,36.0,0.0,4.0,43.0,0.0,nfl_hist,pierrethomas
73,Roy Helu,WAS,RB,0.0,0.0,0.0,0.0,0.0,8.0,35.0,0.0,0.0,0.0,0.0,nfl_hist,royhelu
74,Mewelde Moore,PIT,RB,0.0,0.0,0.0,0.0,0.0,4.0,34.0,0.0,0.0,0.0,0.0,nfl_hist,meweldemoore
75,Jacoby Ford,OAK,WR,0.0,0.0,0.0,0.0,0.0,1.0,30.0,0.0,0.0,0.0,0.0,nfl_hist,jacobyford
76,Michael Bush,OAK,RB,0.0,0.0,0.0,0.0,0.0,8.0,26.0,1.0,4.0,55.0,0.0,nfl_hist,michaelbush
77,Dexter McCluste,KAN,RB,0.0,0.0,0.0,0.0,0.0,7.0,26.0,0.0,3.0,12.0,0.0,nfl_hist,dextermccluste
78,Rashard Mendenhall,PIT,RB,0.0,0.0,0.0,0.0,0.0,9.0,25.0,1.0,0.0,0.0,0.0,nfl_hist,rashardmendenhall
79,Jacquizz Rodgers,ATL,RB,0.0,0.0,0.0,0.0,0.0,6.0,25.0,0.0,1.0,10.0,0.0,nfl_hist,jacquizzrodgers
80,Earnest Graham,TAM,RB,0.0,0.0,0.0,0.0,0.0,2.0,24.0,0.0,3.0,27.0,0.0,nfl_hist,earnestgraham
81,Tim Hightowe,WAS,RB,0.0,0.0,0.0,0.0,0.0,8.0,24.0,0.0,1.0,4.0,0.0,nfl_hist,timhightowe
82,Marshawn Lynch,SEA,RB,0.0,0.0,0.0,0.0,0.0,8.0,24.0,1.0,3.0,33.0,0.0,nfl_hist,marshawnlynch
83,Shonn Greene,NYJ,RB,0.0,0.0,0.0,0.0,0.0,10.0,23.0,0.0,0.0,0.0,0.0,nfl_hist,shonngreene
84,Jackie Battle,KAN,RB,0.0,0.0,0.0,0.0,0.0,5.0,22.0,0.0,0.0,0.0,0.0,nfl_hist,jackiebattle
85,Montario Hardesty,CLE,RB,0.0,0.0,0.0,0.0,0.0,7.0,22.0,0.0,5.0,49.0,0.0,nfl_hist,montariohardesty
86,Delone Carte,IND,RB,0.0,0.0,0.0,0.0,0.0,7.0,21.0,0.0,0.0,0.0,0.0,nfl_hist,delonecarte
