,player,team,position,pass_yds,pass_tds,pass_int,pass_att,pass_comp,rush_att,rush_yds,rush_tds,rcv_rec,rcv_yds,rcv_tds,source,pname_merge
0,Tom Brady,NWE,QB,361.0,3.0,0.0,34.0,24.0,5.0,28.0,0.0,0.0,0.0,0.0,nfl_hist,tombrady
1,Drew Brees,NOR,QB,363.0,4.0,0.0,38.0,24.0,1.0,8.0,1.0,0.0,0.0,0.0,nfl_hist,drewbrees
2,Matt Ryan,ATL,QB,262.0,3.0,0.0,34.0,27.0,4.0,3.0,0.0,0.0,0.0,0.0,nfl_hist,mattryan
3,Aaron Rodgers,GNB,QB,307.0,2.0,0.0,33.0,22.0,1.0,-1.0,0.0,0.0,0.0,0.0,nfl_hist,aaronrodgers
4,Ryan Fitzpatrick,BUF,QB,264.0,3.0,0.0,39.0,26.0,5.0,34.0,0.0,0.0,0.0,0.0,nfl_hist,ryanfitzpatrick
5,Matt Leinart,HOU,QB,57.0,1.0,0.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,nfl_hist,mattleinart
6,Andy Dalton,CIN,QB,270.0,1.0,0.0,31.0,21.0,6.0,23.0,0.0,0.0,0.0,0.0,nfl_hist,andydalton
7,Chase Daniel,NOR,QB,9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,nfl_hist,chasedaniel
8,Christian Ponde,MIN,QB,186.0,1.0,0.0,25.0,17.0,2.0,9.0,0.0,0.0,0.0,0.0,nfl_hist,christianponde
9,Eli Manning,NYG,QB,406.0,2.0,1.0,47.0,33.0,1.0,4.0,0.0,0.0,0.0,0.0,nfl_hist,elimanning
10,Joe Flacco,BAL,QB,161.0,1.0,0.0,23.0,15.0,6.0,2.0,0.0,0.0,0.0,0.0,nfl_hist,joeflacco
11,Matt Moore,MIA,QB,288.0,1.0,0.0,32.0,19.0,3.0,3.0,0.0,0.0,0.0,0.0,nfl_hist,mattmoore
12,Rex Grossman,WAS,QB,314.0,2.0,2.0,35.0,26.0,5.0,-1.0,0.0,0.0,0.0,0.0,nfl_hist,rexgrossman
13,Cam Newton,CAR,QB,208.0,0.0,0.0,27.0,20.0,9.0,53.0,1.0,0.0,0.0,0.0,nfl_hist,camnewton
14,Tim Tebow,DEN,QB,143.0,1.0,0.0,18.0,9.0,22.0,67.0,0.0,0.0,0.0,0.0,nfl_hist,timtebow
15,Mark Sanchez,NYJ,QB,180.0,4.0,1.0,35.0,17.0,2.0,5.0,0.0,0.0,0.0,0.0,nfl_hist,marksanchez
16,Sam Bradford,STL,QB,203.0,1.0,0.0,31.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,nfl_hist,sambradford
17,Ben Roethlisberge,PIT,QB,193.0,1.0,1.0,31.0,21.0,4.0,8.0,0.0,0.0,0.0,0.0,nfl_hist,benroethlisberge
18,Vince Young,PHI,QB,400.0,1.0,1.0,48.0,26.0,6.0,40.0,0.0,0.0,0.0,0.0,nfl_hist,vinceyoung
19,Tony Romo,DAL,QB,226.0,2.0,2.0,34.0,22.0,1.0,-2.0,0.0,0.0,0.0,0.0,nfl_hist,tonyromo
20,Luke McCown,JAX,QB,62.0,0.0,0.0,11.0,7.0,1.0,9.0,0.0,0.0,0.0,0.0,nfl_hist,lukemccown
21,Philip Rivers,SDG,QB,188.0,1.0,0.0,36.0,19.0,1.0,1.0,0.0,0.0,0.0,0.0,nfl_hist,philiprivers
22,Carson Palme,OAK,QB,301.0,0.0,1.0,37.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,nfl_hist,carsonpalme
23,Josh Freeman,TAM,QB,199.0,1.0,1.0,33.0,18.0,3.0,10.0,0.0,0.0,0.0,0.0,nfl_hist,joshfreeman
24,Tarvaris Jackson,SEA,QB,144.0,2.0,1.0,30.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,nfl_hist,tarvarisjackson
25,Colt McCoy,CLE,QB,151.0,2.0,1.0,34.0,16.0,6.0,38.0,0.0,0.0,0.0,0.0,nfl_hist,coltmccoy
26,Matthew Stafford,DET,QB,276.0,1.0,3.0,45.0,32.0,4.0,31.0,0.0,0.0,0.0,0.0,nfl_hist,matthewstafford
27,T.J. Yates,HOU,QB,70.0,0.0,0.0,15.0,8.0,4.0,-3.0,0.0,0.0,0.0,0.0,nfl_hist,tjyates
28,Alex Smith,SFO,QB,140.0,0.0,1.0,24.0,15.0,2.0,12.0,0.0,0.0,0.0,0.0,nfl_hist,alexsmith
29,Curtis Painte,IND,QB,226.0,1.0,2.0,29.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,nfl_hist,curtispainte
30,Caleb Hanie,CHI,QB,254.0,2.0,3.0,36.0,18.0,5.0,50.0,0.0,0.0,0.0,0.0,nfl_hist,calebhanie
31,Matt Hasselbeck,TEN,QB,160.0,1.0,2.0,34.0,19.0,2.0,-2.0,0.0,0.0,0.0,0.0,nfl_hist,matthasselbeck
32,Blaine Gabbert,JAX,QB,136.0,0.0,1.0,29.0,13.0,1.0,1.0,0.0,0.0,0.0,0.0,nfl_hist,blainegabbert
33,Tyler Palko,KAN,QB,167.0,0.0,3.0,28.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,nfl_hist,tylerpalko
34,Brandon Lloyd,STL,WR,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,74.0,1.0,nfl_hist,brandonlloyd
35,John Skelton,ARI,QB,114.0,0.0,2.0,23.0,12.0,3.0,18.0,0.0,0.0,0.0,0.0,nfl_hist,johnskelton
36,Beanie Wells,ARI,RB,0.0,0.0,0.0,0.0,0.0,27.0,228.0,1.0,0.0,0.0,0.0,nfl_hist,beaniewells
