fumble_lost,pass_att,pass_comp,pass_int,pass_tds,pass_yds,player,rcv_rec,rcv_tds,rcv_yds,rush_att,rush_tds,rush_yds,team,position,source,pname_merge
0,,,,,,Andy Janovich,11.0,2.0,154.0,3.0,1.0,6.0,CLE,RB,cbs_sports,andyjanovich
1,,,,,,Royce Freeman,22.0,1.0,136.0,38.0,1.0,136.0,DEN,RB,cbs_sports,roycefreeman
1,,,,,,J.D. McKissic,19.0,1.0,107.0,39.0,0.0,195.0,WAS,RB,cbs_sports,jdmckissic
1,,,,,,Corey Clement,10.0,0.0,87.0,41.0,1.0,177.0,PHI,RB,cbs_sports,coreyclement
0,,,,,,Jeff Wilson,1.0,0.0,11.0,35.0,2.0,142.0,SF,RB,cbs_sports,jeffwilson
1,,,,,,Darwin Thompson,11.0,0.0,51.0,52.0,1.0,185.0,KC,RB,cbs_sports,darwinthompson
0,,,,,,Qadree Ollison,1.0,0.0,10.0,25.0,2.0,71.0,ATL,RB,cbs_sports,qadreeollison
0,,,,,,Devontae Booke,8.0,0.0,64.0,27.0,1.0,138.0,LV,RB,cbs_sports,devontaebooke
0,,,,,,J.J. Taylo,3.0,0.0,34.0,39.0,1.0,145.0,NE,RB,cbs_sports,jjtaylo
0,,,,,,Rico Dowdle,4.0,0.0,42.0,32.0,1.0,145.0,DAL,RB,cbs_sports,ricodowdle
0,,,,,,D'Ernest Johnson,6.0,0.0,66.0,21.0,1.0,98.0,CLE,RB,cbs_sports,dernestjohnson
0,,,,,,Ty Montgomery,9.0,0.0,71.0,21.0,1.0,87.0,NO,RB,cbs_sports,tymontgomery
0,,,,,,Alex Armah,4.0,0.0,15.0,14.0,2.0,26.0,CAR,FB,cbs_sports,alexarmah
0,,,,,,Chandler Cox,12.0,1.0,86.0,15.0,0.0,54.0,MIA,FB,cbs_sports,chandlercox
0,,,,,,Eno Benjamin,4.0,0.0,34.0,25.0,1.0,114.0,ARI,RB,cbs_sports,enobenjamin
0,,,,,,Ke'Shawn Vaughn,1.0,0.0,16.0,31.0,1.0,117.0,TB,RB,cbs_sports,keshawnvaughn
0,,,,,,LeSean McCoy,2.0,0.0,17.0,31.0,1.0,103.0,TB,RB,cbs_sports,leseanmccoy
0,,,,,,Wayne Gallman,4.0,0.0,31.0,25.0,1.0,85.0,NYG,RB,cbs_sports,waynegallman
0,,,,,,Malcolm Perry,4.0,0.0,38.0,26.0,1.0,99.0,MIA,RB,cbs_sports,malcolmperry
1,,,,,,Michael Thomas,136.0,9.0,1608.0,0.0,0.0,-3.0,NO,WR,cbs_sports,michaelthomas
1,,,,,,Davante Adams,110.0,11.0,1422.0,0.0,0.0,0.0,GB,WR,cbs_sports,davanteadams
1,,,,,,Julio Jones,114.0,6.0,1570.0,2.0,0.0,4.0,ATL,WR,cbs_sports,juliojones
1,,,,,,Tyreek Hill,86.0,9.0,1266.0,17.0,1.0,106.0,KC,WR,cbs_sports,tyreekhill
1,,,,,,Kenny Golladay,69.0,9.0,1237.0,1.0,0.0,5.0,DET,WR,cbs_sports,kennygolladay
1,,,,,,Cooper Kupp,89.0,10.0,1087.0,4.0,0.0,17.0,LAR,WR,cbs_sports,cooperkupp
1,,,,,,DeAndre Hopkins,102.0,8.0,1184.0,1.0,0.0,4.0,ARI,WR,cbs_sports,deandrehopkins
1,,,,,,Chris Godwin,75.0,8.0,1172.0,1.0,0.0,5.0,TB,WR,cbs_sports,chrisgodwin
1,,,,,,Mike Evans,66.0,7.0,1211.0,0.0,0.0,0.0,TB,WR,cbs_sports,mikeevans
1,,,,,,Tyler Lockett,75.0,8.0,1126.0,8.0,0.0,28.0,SEA,WR,cbs_sports,tylerlockett
1,,,,,,Adam Thielen,75.0,8.0,1053.0,7.0,1.0,26.0,MIN,WR,cbs_sports,adamthielen
1,,,,,,A.J. Brown,57.0,7.0,1079.0,4.0,1.0,61.0,TEN,WR,cbs_sports,ajbrown
1,,,,,,JuJu Smith-Schuste,90.0,6.0,1200.0,1.0,0.0,8.0,PIT,WR,cbs_sports,jujusmithschuste
1,,,,,,Calvin Ridley,80.0,9.0,1011.0,4.0,0.0,31.0,ATL,WR,cbs_sports,calvinridley
1,,,,,,Amari Coope,72.0,8.0,1056.0,2.0,0.0,14.0,DAL,WR,cbs_sports,amaricoope
1,,,,,,Keenan Allen,91.0,6.0,1156.0,8.0,0.0,57.0,LAC,WR,cbs_sports,keenanallen
1,,,,,,Odell Beckham,75.0,6.0,1152.0,5.0,0.0,19.0,CLE,WR,cbs_sports,odellbeckham
1,,,,,,T.Y. Hilton,71.0,7.0,1106.0,0.0,0.0,0.0,IND,WR,cbs_sports,tyhilton
1,,,,,,Courtland Sutton,64.0,7.0,1095.0,2.0,0.0,6.0,DEN,WR,cbs_sports,courtlandsutton
2,,,,,,D.J. Moore,81.0,4.0,1252.0,9.0,0.0,98.0,CAR,WR,cbs_sports,djmoore
1,,,,,,Robert Woods,92.0,4.0,1166.0,20.0,1.0,111.0,LAR,WR,cbs_sports,robertwoods
3,,,,,,DK Metcalf,66.0,8.0,1055.0,2.0,0.0,10.0,SEA,WR,cbs_sports,dkmetcalf
1,,,,,,Stefon Diggs,71.0,7.0,1011.0,11.0,0.0,99.0,BUF,WR,cbs_sports,stefondiggs
1,,,,,,Terry McLaurin,71.0,7.0,1070.0,0.0,0.0,0.0,WAS,WR,cbs_sports,terrymclaurin
1,,,,,,Marquise Brown,62.0,7.0,883.0,19.0,1.0,180.0,BAL,WR,cbs_sports,marquisebrown
1,,,,,,Michael Gallup,62.0,6.0,1074.0,0.0,0.0,0.0,DAL,WR,cbs_sports,michaelgallup
1,,,,,,Allen Robinson,85.0,6.0,1083.0,1.0,0.0,5.0,CHI,WR,cbs_sports,allenrobinson
1,,,,,,D.J. Chark,74.0,7.0,1017.0,1.0,0.0,13.0,JAC,WR,cbs_sports,djchark
1,,,,,,Jarvis Landry,73.0,5.0,1023.0,2.0,1.0,38.0,CLE,WR,cbs_sports,jarvislandry
1,,,,,,Tyler Boyd,80.0,6.0,1015.0,3.0,0.0,13.0,CIN,WR,cbs_sports,tylerboyd
1,,,,,,DeVante Parke,65.0,6.0,1005.0,0.0,0.0,0.0,MIA,WR,cbs_sports,devanteparke
2,,,,,,A.J. Green,66.0,6.0,1003.0,0.0,0.0,2.0,CIN,WR,cbs_sports,ajgreen
1,,,,,,Marvin Jones,64.0,8.0,858.0,2.0,0.0,0.0,DET,WR,cbs_sports,marvinjones
1,,,,,,Julian Edelman,86.0,5.0,982.0,13.0,0.0,88.0,NE,WR,cbs_sports,julianedelman
1,,,,,,Will Fulle,71.0,5.0,1015.0,0.0,0.0,0.0,HOU,WR,cbs_sports,willfulle
2,,,,,,Preston Williams,62.0,7.0,883.0,1.0,0.0,3.0,MIA,WR,cbs_sports,prestonwilliams
1,,,,,,Darius Slayton,54.0,7.0,834.0,0.0,0.0,0.0,NYG,WR,cbs_sports,dariusslayton
2,,,,,,Diontae Johnson,71.0,7.0,847.0,4.0,0.0,40.0,PIT,WR,cbs_sports,diontaejohnson
1,,,,,,John Brown,55.0,6.0,871.0,3.0,0.0,6.0,BUF,WR,cbs_sports,johnbrown
1,,,,,,Brandin Cooks,64.0,4.0,945.0,8.0,0.0,65.0,HOU,WR,cbs_sports,brandincooks
1,,,,,,Deebo Samuel,52.0,3.0,746.0,19.0,2.0,240.0,SF,WR,cbs_sports,deebosamuel
2,,,,,,CeeDee Lamb,55.0,5.0,936.0,2.0,0.0,13.0,DAL,WR,cbs_sports,ceedeelamb
1,,,,,,Jamison Crowde,71.0,6.0,831.0,3.0,0.0,19.0,NYJ,WR,cbs_sports,jamisoncrowde
1,,,,,,Christian Kirk,73.0,5.0,845.0,8.0,0.0,79.0,ARI,WR,cbs_sports,christiankirk
1,,,,,,Hunter Renfrow,66.0,6.0,807.0,0.0,0.0,0.0,LV,WR,cbs_sports,hunterrenfrow
2,,,,,,LV  Henry Ruggs,50.0,5.0,874.0,2.0,0.0,11.0,LV,WR,cbs_sports,lvhenryruggs
1,,,,,,Sammy Watkins,67.0,4.0,883.0,5.0,0.0,42.0,KC,WR,cbs_sports,sammywatkins
1,,,,,,Golden Tate,68.0,5.0,822.0,3.0,0.0,26.0,NYG,WR,cbs_sports,goldentate
0,,,,,,Mike Williams,41.0,5.0,729.0,5.0,1.0,19.0,LAC,WR,cbs_sports,mikewilliams
1,,,,,,Sterling Shepard,74.0,4.0,858.0,5.0,0.0,51.0,NYG,WR,cbs_sports,sterlingshepard
2,,,,,,Jerry Jeudy,55.0,4.0,904.0,2.0,0.0,8.0,DEN,WR,cbs_sports,jerryjeudy
1,,,,,,DeSean Jackson,47.0,5.0,749.0,7.0,1.0,35.0,PHI,WR,cbs_sports,deseanjackson
1,,,,,,Anthony Mille,57.0,6.0,744.0,3.0,0.0,11.0,CHI,WR,cbs_sports,anthonymille
1,,,,,,Allen Lazard,59.0,4.0,820.0,2.0,0.0,29.0,GB,WR,cbs_sports,allenlazard
1,,,,,,Emmanuel Sanders,69.0,5.0,774.0,2.0,0.0,22.0,NO,WR,cbs_sports,emmanuelsanders
1,,,,,,Robby Anderson,53.0,5.0,768.0,2.0,0.0,-2.0,CAR,WR,cbs_sports,robbyanderson
0,,,,,,Breshad Perriman,43.0,5.0,742.0,4.0,0.0,9.0,NYJ,WR,cbs_sports,breshadperriman
2,,,,,,Mecole Hardman,36.0,7.0,645.0,5.0,0.0,11.0,KC,WR,cbs_sports,mecolehardman
2,,,,,,Laviska Shenault,53.0,3.0,812.0,19.0,0.0,131.0,JAC,WR,cbs_sports,laviskashenault
1,,,,,,Cole Beasley,63.0,5.0,721.0,0.0,0.0,0.0,BUF,WR,cbs_sports,colebeasley
1,,,,,,Curtis Samuel,42.0,5.0,504.0,22.0,2.0,167.0,CAR,WR,cbs_sports,curtissamuel
1,,,,,,Danny Amendola,72.0,4.0,755.0,1.0,0.0,0.0,DET,WR,cbs_sports,dannyamendola
1,,,,,,Justin Jefferson,47.0,4.0,763.0,2.0,0.0,12.0,MIN,WR,cbs_sports,justinjefferson
1,,,,,,Brandon Aiyuk,46.0,4.0,748.0,3.0,0.0,15.0,SF,WR,cbs_sports,brandonaiyuk
1,,,,,,Steven Sims,52.0,6.0,505.0,11.0,1.0,95.0,WAS,WR,cbs_sports,stevensims
1,,,,,,N'Keal Harry,44.0,6.0,541.0,12.0,0.0,86.0,NE,WR,cbs_sports,nkealharry
1,,,,,,Michael Pittman,45.0,4.0,690.0,3.0,0.0,13.0,IND,WR,cbs_sports,michaelpittman
2,,,,,,Bryan Edwards,50.0,3.0,729.0,2.0,0.0,11.0,LV,WR,cbs_sports,bryanedwards
1,,,,,,Corey Davis,48.0,3.0,675.0,3.0,0.0,29.0,TEN,WR,cbs_sports,coreydavis
1,,,,,,Randall Cobb,53.0,3.0,681.0,2.0,0.0,7.0,HOU,WR,cbs_sports,randallcobb
2,,,,,,Jalen Reago,43.0,3.0,658.0,2.0,0.0,8.0,PHI,WR,cbs_sports,jalenreago
1,,,,,,John Ross,31.0,6.0,458.0,5.0,0.0,9.0,CIN,WR,cbs_sports,johnross
0,,,,,,Josh Gordon,34.0,3.0,602.0,1.0,0.0,1.0,SEA,WR,cbs_sports,joshgordon
0,,,,,,Tre'Quan Smith,29.0,6.0,409.0,1.0,0.0,3.0,NO,WR,cbs_sports,trequansmith
1,,,,,,Keelan Cole,43.0,3.0,610.0,1.0,0.0,4.0,JAC,WR,cbs_sports,keelancole
1,,,,,,Nelson Agholo,54.0,3.0,603.0,3.0,0.0,31.0,LV,WR,cbs_sports,nelsonagholo
1,,,,,,Larry Fitzgerald,51.0,4.0,542.0,0.0,0.0,0.0,ARI,WR,cbs_sports,larryfitzgerald
0,,,,,,Kenny Stills,34.0,4.0,513.0,0.0,0.0,0.0,HOU,WR,cbs_sports,kennystills
1,,,,,,Greg Ward,53.0,3.0,594.0,3.0,0.0,14.0,PHI,WR,cbs_sports,gregward
0,,,,,,Bisi Johnson,43.0,5.0,459.0,1.0,0.0,7.0,MIN,WR,cbs_sports,bisijohnson
1,,,,,,Van Jefferson,41.0,2.0,629.0,2.0,0.0,10.0,LAR,WR,cbs_sports,vanjefferson
1,,,,,,Chris Conley,44.0,3.0,560.0,0.0,0.0,0.0,JAC,WR,cbs_sports,chrisconley
0,,,,,,Miles Boykin,29.0,5.0,408.0,0.0,0.0,0.0,BAL,WR,cbs_sports,milesboykin
1,,,,,,James Washington,38.0,2.0,594.0,0.0,0.0,0.0,PIT,WR,cbs_sports,jameswashington
0,,,,,,Josh Reynolds,35.0,3.0,501.0,5.0,0.0,26.0,LAR,WR,cbs_sports,joshreynolds
1,,,,,,Willie Snead,42.0,4.0,475.0,2.0,0.0,9.0,BAL,WR,cbs_sports,williesnead
1,,,,,,Chase Claypool,38.0,3.0,520.0,2.0,0.0,8.0,PIT,WR,cbs_sports,chaseclaypool
0,,,,,,Alshon Jeffery,36.0,3.0,447.0,1.0,1.0,1.0,PHI,WR,cbs_sports,alshonjeffery
1,,,,,,Denzel Mims,37.0,2.0,562.0,2.0,0.0,8.0,NYJ,WR,cbs_sports,denzelmims
1,,,,,,Jakeem Grant,39.0,2.0,436.0,4.0,2.0,9.0,MIA,WR,cbs_sports,jakeemgrant
0,,,,,,Marquez Valdes-Scantling,32.0,2.0,516.0,2.0,0.0,21.0,GB,WR,cbs_sports,marquezvaldesscantling
1,,,,,,Joe Reed,33.0,2.0,548.0,3.0,0.0,13.0,LAC,WR,cbs_sports,joereed
1,,,,,,Auden Tate,38.0,2.0,541.0,0.0,0.0,0.0,CIN,WR,cbs_sports,audentate
0,,,,,,Zach Pascal,33.0,3.0,443.0,3.0,0.0,24.0,IND,WR,cbs_sports,zachpascal
1,,,,,,Adam Humphries,46.0,3.0,466.0,2.0,0.0,9.0,TEN,WR,cbs_sports,adamhumphries
0,,,,,,Kendrick Bourne,32.0,4.0,383.0,0.0,0.0,0.0,SF,WR,cbs_sports,kendrickbourne
1,,,,,,K.J. Hamle,33.0,2.0,517.0,2.0,0.0,8.0,DEN,WR,cbs_sports,kjhamle
1,,,,,,Devin Duvernay,27.0,3.0,419.0,3.0,0.0,21.0,BAL,WR,cbs_sports,devinduvernay
1,,,,,,Parris Campbell,37.0,3.0,400.0,7.0,0.0,55.0,IND,WR,cbs_sports,parriscampbell
1,,,,,,Rashard Higgins,26.0,3.0,409.0,0.0,0.0,0.0,CLE,WR,cbs_sports,rashardhiggins
1,,,,,,Travis Kelce,102.0,7.0,1201.0,,,,KC,TE,cbs_sports,traviskelce
1,,,,,,George Kittle,87.0,6.0,1194.0,,,,SF,TE,cbs_sports,georgekittle
1,,,,,,Zach Ertz,91.0,6.0,967.0,,,,PHI,TE,cbs_sports,zachertz
1,,,,,,Mark Andrews,54.0,9.0,790.0,,,,BAL,TE,cbs_sports,markandrews
1,,,,,,Darren Walle,80.0,4.0,1030.0,,,,LV,TE,cbs_sports,darrenwalle
1,,,,,,Evan Engram,72.0,5.0,860.0,,,,NYG,TE,cbs_sports,evanengram
1,,,,,,Hunter Henry,65.0,6.0,787.0,,,,LAC,TE,cbs_sports,hunterhenry
0,,,,,,Jared Cook,48.0,7.0,680.0,,,,NO,TE,cbs_sports,jaredcook
1,,,,,,Noah Fant,53.0,5.0,780.0,,,,DEN,TE,cbs_sports,noahfant
1,,,,,,Tyler Higbee,71.0,4.0,829.0,,,,LAR,TE,cbs_sports,tylerhigbee
1,,,,,,Hayden Hurst,65.0,4.0,811.0,,,,ATL,TE,cbs_sports,haydenhurst
1,,,,,,Austin Hoope,65.0,5.0,738.0,,,,CLE,TE,cbs_sports,austinhoope
1,,,,,,Rob Gronkowski,49.0,3.0,862.0,,,,TB,TE,cbs_sports,robgronkowski
1,,,,,,Jonnu Smith,50.0,6.0,611.0,,,,TEN,TE,cbs_sports,jonnusmith
0,,,,,,Chris Herndon,44.0,6.0,563.0,,,,NYJ,TE,cbs_sports,chrisherndon
0,,,,,,Blake Jarwin,48.0,5.0,568.0,,,,DAL,TE,cbs_sports,blakejarwin
1,,,,,,Jack Doyle,56.0,5.0,586.0,,,,IND,TE,cbs_sports,jackdoyle
2,,,,,,Mike Gesicki,57.0,4.0,640.0,,,,MIA,TE,cbs_sports,mikegesicki
1,,,,,,Dallas Goedert,52.0,5.0,542.0,,,,PHI,TE,cbs_sports,dallasgoedert
0,,,,,,Eric Ebron,48.0,5.0,520.0,,,,PIT,TE,cbs_sports,ericebron
1,,,,,,T.J. Hockenson,55.0,3.0,645.0,,,,DET,TE,cbs_sports,tjhockenson
1,,,,,,Ian Thomas,61.0,4.0,576.0,,,,CAR,TE,cbs_sports,ianthomas
0,,,,,,Dawson Knox,38.0,3.0,528.0,,,,BUF,TE,cbs_sports,dawsonknox
1,,,,,,O.J. Howard,36.0,3.0,549.0,,,,TB,TE,cbs_sports,ojhoward
0,,,,,,Tyler Eifert,49.0,3.0,513.0,,,,JAC,TE,cbs_sports,tylereifert
0,,,,,,Greg Olsen,36.0,4.0,459.0,,,,SEA,TE,cbs_sports,gregolsen
0,,,,,,Kyle Rudolph,42.0,4.0,441.0,,,,MIN,TE,cbs_sports,kylerudolph
1,,,,,,Logan Thomas,53.0,3.0,521.0,,,,WAS,TE,cbs_sports,loganthomas
1,,,,,,Irv Smith,55.0,3.0,522.0,,,,MIN,TE,cbs_sports,irvsmith
0,,,,,,C.J. Uzomah,49.0,3.0,487.0,,,,CIN,TE,cbs_sports,cjuzomah
0,,,,,,David Njoku,38.0,3.0,432.0,,,,CLE,TE,cbs_sports,davidnjoku
